State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed,Male,Female,Median Age,Population (2014-2020),Total Votes 2020,Votes 2020 Donald Trump,Votes 2020  Joe Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,Mean Commute (minutes)
Ohio,Knox,OhioKnox,80,49,38,39.8,23,29315,1929,29959,31256,38.9,61215,30703,21825,8433,51211,1892,32.3,18.7,20.1,10.1,18.7,5.5,24.9
Ohio,Lake,OhioLake,140,59,37,31.8,27.4,110740,10136,112379,117673,43.7,230052,127867,71615,54337,61137,1160,36.9,16.5,24.3,7.2,15.1,3.3,23.6
Ohio,Lawrence,OhioLawrence,77,51,35,43.9,14.9,21825,2024,29728,30894,41.6,60622,27427,19759,7353,45466,2272,29.5,19.6,24.7,7.5,18.8,1.8,23.5
Ohio,Licking,OhioLicking,77,48,37,34.3,26.1,84753,5935,84398,87895,39.7,172293,91830,57965,32324,59747,1621,36.1,16.5,24.6,9.1,13.8,4.2,25.8
Ohio,Lorain,OhioLorain,154,51,35,31,24.9,134333,14728,151054,155659,41.8,306713,151988,76719,72792,54987,963,33.6,17.9,24.1,8.5,16,3.3,24.2
Ohio,Lucas,OhioLucas,136,61,38,29.7,26.3,187666,21679,209580,222799,37.9,432379,194882,79628,111989,44820,790,33.7,19.4,23,7,16.9,2.9,20.6
Ohio,Madison,OhioMadison,84,51,39,41.6,17.5,19598,1236,24041,19947,40.7,43988,19309,13445,5558,62897,1726,32.1,16.8,21,11.6,18.5,4.1,25.3
Ohio,Mahoning,OhioMahoning,142,54,38,37.6,24.2,90990,10298,112742,118322,43.5,231064,116565,58601,56346,43251,939,32,18.9,24.9,8.3,15.8,3.1,21.9
Ohio,Medina,OhioMedina,93,51,35,31,33.9,86254,7124,87695,89562,41.9,177257,104378,63451,39326,71595,1509,40,14.4,24.8,8,12.8,4.3,27.1
Ohio,Miami,OhioMiami,93,49,39,36.6,23.3,50380,3783,51847,52953,41.6,104800,56968,40531,15420,54568,1561,31.7,16,21.7,8.7,21.8,3.3,20.9
Ohio,Montgomery,OhioMontgomery,112,64,44,27.8,27.9,231691,21730,256154,275880,39.3,532034,261849,126085,131592,47045,686,37.1,18.8,23.3,6.2,14.7,3.2,21.5
Ohio,Morgan,OhioMorgan,96,9,1,43.9,10.2,6077,620,7349,7353,44.3,14702,6721,4932,1703,40276,2601,31.2,14.5,18.2,15.6,20.6,3.7,31.2
Ohio,Noble,OhioNoble,87,47,36,47.9,9.9,4207,449,8616,5827,49.7,14443,6221,5024,1156,42171,5489,22.3,18.3,24.6,9.5,25.4,3.8,30.7
Ohio,Portage,OhioPortage,101,55,39,36.6,29,79554,6229,79741,82903,37.9,162644,81280,45034,34935,53816,1220,32.2,18.4,24.4,8.1,17,4.8,25.5
Ohio,Preble,OhioPreble,101,54,38,43.9,16.3,19757,1418,20397,20810,42.6,41207,21437,16697,4435,52661,1632,29,18.9,19.5,10.4,22.1,3,26.5
Ohio,Scioto,OhioScioto,92,31,14,41.2,15.7,26808,2546,37604,38773,39.9,76377,31146,21926,8876,38978,1851,33.8,19.9,22.3,9.3,14.6,2.5,25.6
Ohio,Stark,OhioStark,119,62,42,38.2,22.8,169291,14858,181448,192027,41.9,373475,185714,108610,74336,50117,834,32.2,18.7,23.9,8.4,16.8,3.3,21.8
Ohio,Summit,OhioSummit,114,59,39,30.2,32.5,248140,22267,262858,278952,40.9,541810,273915,122023,148151,53291,806,37.5,17,26.1,6.2,13.2,3.5,22.8
Ohio,Trumbull,OhioTrumbull,153,52,37,44.5,18.7,76338,8857,98467,103327,44.2,201794,98677,53756,43534,45380,778,28,18.6,23.2,9.2,21,2.8,22.8
Ohio,Warren,OhioWarren,115,59,39,25.8,43,111257,7581,114030,112534,39.3,226564,132391,85069,45040,79397,2054,48.2,13.1,21.5,6.4,10.8,5.6,25.4
Ohio,Washington,OhioWashington,108,48,38,40.3,18.8,24633,2311,29953,30718,44.1,60671,31382,21798,9114,46021,1778,30.2,18.4,23.2,11.2,16.9,3.1,22.1
Ohio,Wood,OhioWood,80,46,34,30.7,33.5,64533,4911,63995,65941,34.8,129936,65860,34815,29797,58033,1604,37.1,17.5,21.7,7.3,16.4,3,20.1
Oklahoma,Adair,OklahomaAdair,151,49,33,46.6,11.6,7904,488,10969,11144,37.6,22113,7108,5585,1387,33366,1560,23.9,17.6,19.4,14,25.2,3.2,23.1
Oklahoma,Canadian,OklahomaCanadian,84,49,36,29.8,27.4,71482,4544,67922,68788,35.9,136710,61940,43550,16742,69220,1481,36.7,15.4,25.3,10.5,12.1,3.6,23.8
Oklahoma,Carter,OklahomaCarter,147,64,43,36.7,20.5,20051,1506,23494,24912,38.2,48406,19479,14699,4470,47754,1702,28.7,18.9,22.8,12.3,17.3,3,19.6
Oklahoma,Cleveland,OklahomaCleveland,121,64,43,24.7,33.4,134700,7984,138143,138590,33.9,276733,119778,66677,49827,60632,915,40.1,17.1,25.2,8.7,9,3.1,23.3
Oklahoma,Comanche,OklahomaComanche,107,58,40,32.8,22.2,45028,3239,63585,58976,33,122561,35631,20905,13747,49569,1661,34.1,20.5,22.8,9.5,13.2,10.2,16.7
Oklahoma,Creek,OklahomaCreek,93,47,35,40,17,29298,2029,35189,35971,40.2,71160,30505,23294,6577,47147,1518,29.6,17.2,22.2,12.2,18.8,4.9,24.9
Oklahoma,Dewey,OklahomaDewey,99,57,39,41.5,24,2604,131,2449,2469,40.2,4918,2359,2124,214,52930,3469,30.4,16.6,18.4,20.7,13.9,9.2,21.7
Oklahoma,Garfield,OklahomaGarfield,72,11,0,36.2,22.9,25532,1475,31003,31187,36,62190,22430,16970,4919,50724,1975,28.7,17.1,20.9,15.2,18,2.8,16.6
Oklahoma,Grant,OklahomaGrant,65,44,19,36.9,24.6,2694,92,2240,2178,43.3,4418,2226,1916,280,54460,4957,36.8,9.5,20,17.1,16.6,2.5,18.1
Oklahoma,Johnston,OklahomaJohnston,97,49,38,34.9,20.1,3465,288,5458,5583,39.8,11041,4251,3441,738,38636,4667,32.7,15.1,18.1,12.3,21.8,4.7,24.3
Oklahoma,Kay,OklahomaKay,113,58,42,32.4,18.9,17094,1220,22275,22605,38.6,44880,17249,12834,4040,44067,1504,28.2,18.6,23.5,12.8,16.9,2.2,17.5
Oklahoma,Mayes,OklahomaMayes,51,44,31,39.5,14.3,18480,980,20435,20545,40.3,40980,16626,12749,3581,45302,1766,27.4,17.5,22.3,14.5,18.3,4.6,23.3
Oklahoma,Muskogee,OklahomaMuskogee,27,6,0,34.4,20.4,27643,1778,33709,35375,37.9,69084,25081,16526,8027,41329,1214,29.7,19.5,23.4,10.1,17.2,3.3,20.5
Oklahoma,Oklahoma,OklahomaOklahoma,112,67,45,31.3,25.5,1734924,113561,382760,399291,34.5,782051,294740,145050,141724,50762,484,36.5,17.2,25,10.7,10.6,3.7,21.2
Oklahoma,Oklahoma,OklahomaOklahoma,112,67,45,31.3,25.5,361100,24760,382760,399291,34.5,782051,294740,145050,141724,50762,484,36.5,17.2,25,10.7,10.6,3.7,21.2
Oklahoma,Osage,OklahomaOsage,90,49,36,38.1,18,19209,1320,23675,23636,42.1,47311,20538,14121,6002,47683,2589,31.9,17.2,22.2,12.3,16.5,2.7,24.4
Oklahoma,Ottawa,OklahomaOttawa,154,60,37,36.3,14.5,13581,818,15520,16046,38.1,31566,11438,8545,2686,38472,987,28.1,21.5,21.7,12.1,16.7,1.9,20
Oklahoma,Pittsburg,OklahomaPittsburg,141,56,39,38.2,16.1,15489,1273,22583,21799,40.6,44382,17924,13851,3768,44941,1883,29.1,18.9,23.4,13.3,15.3,2,20.9
Oklahoma,Sequoyah,OklahomaSequoyah,141,47,33,38.6,14.4,15431,1124,20382,20977,41,41359,15386,12113,3035,37455,1610,28,21.1,21.3,12.2,17.4,2.2,25.4
Oklahoma,Tulsa,OklahomaTulsa,129,58,42,25.4,31.8,302728,21282,313659,329122,35.5,642781,266678,150574,108996,52017,462,37.3,16.6,25.1,9.2,11.9,4,19.7
Oklahoma,Washington,OklahomaWashington,101,56,40,34,28.5,21049,1311,25253,26748,40.2,52001,23501,17076,5790,50388,1871,35.6,18.4,24.2,10.1,11.6,3.7,17.7
Pennsylvania,Adams,PennsylvaniaAdams,86,54,40,39.9,22.3,50293,3742,50224,51799,43.6,102023,56627,37563,18250,62661,1660,30.1,16.2,22.1,11,20.6,3.8,27.6
Pennsylvania,Allegheny,PennsylvaniaAllegheny,128,79,47,27,41.6,578590,57367,591630,633931,40.8,1225561,707837,275955,421004,56333,474,45,16.8,23.7,6.1,8.3,4.7,26.7
Pennsylvania,Armstrong,PennsylvaniaArmstrong,122,54,39,49,16.7,28377,3074,33003,33328,46.3,66331,36111,27284,8406,47527,1677,28.3,19,21.2,13.6,17.9,3.5,29.7
Pennsylvania,Beaver,PennsylvaniaBeaver,142,62,42,36.8,24.7,74445,8518,80949,85947,45.1,166896,93083,54108,37747,53981,1083,33.8,17.4,25.4,8.8,14.6,4,25.6
Pennsylvania,Berks,PennsylvaniaBerks,102,58,40,36.7,24.9,191443,20043,204883,211759,39.9,416642,198260,105941,89530,59580,931,31.8,16.7,23.3,8.7,19.4,3.9,24.9
Pennsylvania,Blair,PennsylvaniaBlair,87,54,38,45,21.3,54053,5152,60619,63223,43.4,123842,62784,44714,17425,45664,1034,31.2,18.6,25.3,8.8,16,2.9,20.1
Pennsylvania,Bradford,PennsylvaniaBradford,81,48,37,47,18.7,25992,2107,30206,31098,44.5,61304,30143,21586,8044,50900,1451,28.4,16.2,19.8,13.6,21.9,4.4,22.5
Pennsylvania,Bucks,PennsylvaniaBucks,115,46,33,28.2,41.3,310681,28120,307383,318987,43.8,626370,389093,184149,200854,82031,1010,43.1,13.9,25.2,7.8,9.9,5.1,29.8
Pennsylvania,Cambria,PennsylvaniaCambria,89,56,38,45.4,21.1,50872,5363,66180,68370,45.1,134550,70600,48092,21749,44943,969,33.1,19.8,22.9,9.8,14.3,2.8,24.1
Pennsylvania,Centre,PennsylvaniaCentre,90,51,38,29.4,45.5,71955,4461,84972,76471,31.7,161443,77490,36371,40054,56466,1612,46.8,18.1,19.7,6.5,8.9,4.9,20.4
Pennsylvania,Chester,PennsylvaniaChester,143,55,39,20.8,53,262061,18035,254746,262410,40.4,517156,310650,126844,179065,92417,1401,49.7,13.7,21.9,7.3,7.4,7,27.9
Pennsylvania,Clearfield,PennsylvaniaClearfield,54,42,31,49.5,15.1,32307,3275,41905,38311,44.7,80216,39124,28984,9598,45188,1457,26.7,19.7,21.1,11.7,20.7,2.4,24.4
Pennsylvania,Cumberland,PennsylvaniaCumberland,137,55,33,32,36.6,121949,8702,122321,125112,40.5,247433,139399,76149,61168,65544,1244,40.6,15.4,25,6.2,12.7,4.3,22.1
Pennsylvania,Dauphin,PennsylvaniaDauphin,116,61,40,33.2,30.8,131661,12767,132864,141651,39.8,274515,144482,65154,77397,57071,1116,38.4,17.9,25.2,6,12.4,4.1,22
Pennsylvania,Delaware,PennsylvaniaDelaware,129,64,43,30.2,39,267759,26947,271056,292471,39,563527,325464,117843,203601,69839,1025,43,17.5,23.9,6.6,9.1,4.5,29
Pennsylvania,Elk,PennsylvaniaElk,67,44,34,48,19.6,13337,1871,15423,15185,46.9,30608,16713,11993,4478,49876,2142,26.3,14,18.6,8.4,32.8,3.7,18.8
Pennsylvania,Erie,PennsylvaniaErie,87,49,34,38.5,27.9,114331,12418,136256,139716,39.4,275972,137184,66912,68336,48192,1037,33.7,20.6,23.2,7.2,15.3,3.6,19.3
Pennsylvania,Fayette,PennsylvaniaFayette,100,51,37,48,17.3,49743,6594,65327,66962,44.8,132289,59941,39978,19518,41632,1212,27.7,19.6,22.8,11.8,18.1,2.9,26.3
Pennsylvania,Franklin,PennsylvaniaFranklin,50,42,32,43.1,21.6,71308,5876,75503,78248,41.4,153751,80896,57308,22468,58267,1638,30.8,17.1,23.1,10.4,18.5,3.7,24.4
Pennsylvania,Greene,PennsylvaniaGreene,101,49,36,46,17.6,14425,1556,19304,17840,42,37144,17635,12556,4900,50972,2967,30.7,19.3,19.7,16.4,13.8,3.1,26.8
Pennsylvania,Indiana,PennsylvaniaIndiana,112,48,36,43.2,23,34238,3428,42835,42920,39.8,85755,41196,28087,12634,46306,1207,30,19.5,22.7,12.5,15.3,3,23
Pennsylvania,Lackawanna,PennsylvaniaLackawanna,81,50,38,36.9,28.3,93870,9962,102480,108974,42.3,211454,113975,51501,61124,48380,1117,35.1,17.2,24.8,8.3,14.7,3.7,20.9
Pennsylvania,Lancaster,PennsylvaniaLancaster,153,62,43,35.3,27.3,260618,21118,263680,274667,38.6,538347,280485,159902,115294,61492,650,33.3,16,23,10.6,17,5,23.1
Pennsylvania,Lawrence,PennsylvaniaLawrence,93,43,31,43.3,22.1,36080,4152,42321,45061,45.1,87382,45558,29290,15772,47188,1429,30.6,18.5,23.6,9.8,17.4,3.2,22.9
Pennsylvania,Lebanon,PennsylvaniaLebanon,115,55,30,44,20.7,66060,5703,67999,70675,41.2,138674,70890,46267,23646,57698,1688,30.1,18.4,24,9.5,18,4,23.1
Pennsylvania,Lehigh,PennsylvaniaLehigh,93,52,37,32.9,29.9,173080,18308,177051,185562,39.2,362613,180284,82287,95889,60116,820,35.1,16.6,24.7,7.1,16.6,4.5,24.7
Pennsylvania,Luzerne,PennsylvaniaLuzerne,54,43,31,39,22.9,140183,17091,156972,160912,43,317884,151727,86127,64100,49290,817,31,17.8,25.9,7.9,17.3,3.3,22.1
Pennsylvania,Lycoming,PennsylvaniaLycoming,109,51,37,38.9,23.4,50970,4913,56457,58402,41.4,114859,59221,41439,16961,50634,1359,30.4,19.9,24.1,9.2,16.5,3.1,20.2
Pennsylvania,Mercer,PennsylvaniaMercer,105,54,38,43,22.8,43397,4651,55546,57084,44.6,112630,56420,35282,20426,47340,1186,30.6,21.2,22.8,8.4,17.1,4.9,20.8
Pennsylvania,Monroe,PennsylvaniaMonroe,80,44,33,35.1,24.7,71996,9390,82895,84691,42.8,167586,83499,38640,43844,61430,1956,32.5,20.2,24.5,8.8,14,4.8,38.6
Pennsylvania,Montgomery,PennsylvaniaMontgomery,99,56,38,23.6,49.3,412925,34036,399358,421943,41.3,821301,501561,182907,313543,84791,781,49.8,13.1,23,6.2,7.9,6.1,28.7
Pennsylvania,Northampton,PennsylvaniaNorthampton,117,54,38,34.5,30.3,144689,14239,148366,153412,42.1,301778,169403,82830,84145,65390,1003,35.4,17.3,24.8,8.3,14.3,3.7,27.6
Pennsylvania,Philadelphia,PennsylvaniaPhiladelphia,119,59,41,32.6,29.7,634409,89529,745543,829979,34.3,1575522,709271,128325,576275,40649,466,37.7,23.1,22.4,5.9,10.9,3.5,32.9
Pennsylvania,Somerset,PennsylvaniaSomerset,71,44,34,49.8,15.9,29567,3094,39038,35911,45.9,74949,40062,31105,8543,46132,1176,28.3,19.6,20.8,12.6,18.7,4.8,24.2
Pennsylvania,Susquehanna,PennsylvaniaSusquehanna,71,40,23,45,18.6,18323,1451,20794,20546,48.2,41340,21325,14879,6084,52014,1763,27.2,17.4,21.3,14.8,19.3,5.4,28
Pennsylvania,Tioga,PennsylvaniaTioga,79,47,37,45.3,19.1,17128,1703,20516,20710,44.3,41226,21087,15750,4958,50017,1332,29.4,18.5,20.6,12.1,19.4,4.8,23.9
Pennsylvania,Warren,PennsylvaniaWarren,95,24,9,45.4,19.5,17163,1505,20013,20022,47,40035,20401,14020,5987,45781,1519,30.7,16.1,20.9,10.3,21.9,3.3,20.4
Pennsylvania,Washington,PennsylvaniaWashington,100,58,41,37.3,30,95218,9871,101709,105838,44.5,207547,117443,71397,44746,59309,1109,35.8,16.8,23.7,11.2,12.6,4.4,26.9
Pennsylvania,Westmoreland,PennsylvaniaWestmoreland,81,50,35,36.9,29.1,160646,16077,173251,181500,46.8,354751,202492,128596,71099,56702,902,36.2,16.7,23.4,9,14.7,3.9,26.3
Pennsylvania,Wyoming,PennsylvaniaWyoming,76,43,25,46.4,19.6,12144,1110,13887,13701,44.2,27588,14858,9936,4704,55965,2345,25.2,17.7,24,14.4,18.7,6,25.6
Pennsylvania,York,PennsylvaniaYork,97,57,40,39.6,24.9,214165,18647,219415,224599,41,444014,233060,143415,85491,61707,624,33.3,16,23.7,9.4,17.6,3.4,27.1
Rhode Island,Kent,Rhode IslandKent,133,47,31,28,33.3,80562,7721,79219,84642,43.8,163861,,,,69047,2197,38.4,17.9,25.4,8.2,10.1,2.9,25.3
Rhode Island,Providence,Rhode IslandProvidence,112,54,40,31,29,287648,32616,308485,326048,37.3,634533,56842,10185,45931,52530,812,35,20.7,24,7.3,13,3.4,24.4
Rhode Island,Washington,Rhode IslandWashington,154,49,32,22.8,46.1,60597,5139,61110,65132,44.5,126242,,,,77862,2350,44.8,18.4,21.4,7.7,7.8,4.9,25.9
South Carolina,Aiken,South CarolinaAiken,71,44,32,32.8,26.4,71743,3788,80764,86162,41,166926,85185,51589,32275,47713,1780,34,16.9,22.9,10.7,15.5,2.9,24.9
South Carolina,Anderson,South CarolinaAnderson,71,46,35,31.2,22.2,85475,5402,94565,101430,40.7,195995,96093,67565,27169,45551,877,32.3,16.6,23.7,9.9,17.5,2.8,22.9
South Carolina,Berkeley,South CarolinaBerkeley,51,43,31,29.4,25,99042,5874,103989,105076,36,209065,104458,57397,45223,56697,1142,33.1,17.6,24,11.3,13.8,3.6,27.3
South Carolina,Charleston,South CarolinaCharleston,117,51,35,22.7,43.6,198552,13387,191191,203517,37.6,394708,218857,93297,121485,57882,1257,41.7,19.2,23,7.4,8.7,6.3,23.2
South Carolina,Chesterfield,South CarolinaChesterfield,89,49,34,41.3,10.4,20511,1323,22642,23382,42.3,46024,18876,11297,7431,38469,2713,22.7,16.3,22.1,12.7,26.2,1.2,23.9
South Carolina,Darlington,South CarolinaDarlington,49,42,32,35.1,18.4,28542,1979,31693,35560,41.4,67253,32417,16832,15220,36217,1783,31.1,17.5,23.8,8.9,18.7,2.5,23
South Carolina,Edgefield,South CarolinaEdgefield,115,46,33,36.7,16.7,10247,552,14363,12406,42.7,26769,13304,8184,4953,47500,2412,28.8,15.6,22.3,15.3,18,2.3,25.2
South Carolina,Florence,South CarolinaFlorence,95,42,28,32.9,23.6,63406,3744,64599,73962,39,138561,64510,32615,31153,43310,1958,34.7,19,24.2,7.8,14.4,3.4,23.1
South Carolina,Greenville,South CarolinaGreenville,116,55,39,23.8,35.1,241371,14613,241853,256549,38.1,498402,258155,150021,103030,53739,834,37.9,16.4,23.8,7,14.8,4.4,22.2
South Carolina,Horry,South CarolinaHorry,50,44,32,32.5,23.6,134956,12741,155100,165815,45.2,320915,179744,118821,59180,46475,947,27.6,25.8,28.1,10.2,8.3,4,22
South Carolina,Lexington,South CarolinaLexington,111,48,29,28.2,30.4,143882,6557,139495,146821,39,286316,144568,92817,49301,57482,1049,37,15,25.8,10.3,12,3.9,25.5
South Carolina,Oconee,South CarolinaOconee,0,0,0,29,25.8,33180,1876,37801,38895,45.3,76696,40668,29698,10414,43978,2030,30.3,19.3,21.3,11.1,18,3.3,24.6
South Carolina,Richland,South CarolinaRichland,117,49,35,22.5,39.1,188057,11661,197835,210428,33.2,408263,193822,58313,132570,52082,875,38.9,18.9,26.5,5.5,10.3,3.2,21.4
South Carolina,Spartanburg,South CarolinaSpartanburg,112,54,40,29.3,24.5,148274,10427,146535,155660,38.2,302195,148655,93560,52926,47575,1191,31.2,15.4,23.8,8.7,20.9,2.5,22.7
South Carolina,York,South CarolinaYork,92,47,35,25.1,33.3,135143,8747,124828,133813,38.5,258641,144050,82727,59008,59394,1406,36.4,14.5,27.1,8,13.9,4.9,26.9
South Dakota,Brookings,South DakotaBrookings,87,55,38,25.2,40.3,17669,811,17538,16701,26.7,34239,14567,8000,6110,53473,2404,36.6,17.4,22.2,10.1,13.6,5.5,14.9
South Dakota,Brown,South DakotaBrown,75,47,23,31.6,29.4,19678,904,19060,19780,36.9,38840,17547,10580,6538,53807,2779,33.2,15.9,24,10.2,16.6,3.9,12.9
South Dakota,Codington,South DakotaCodington,101,53,36,36.5,21.5,14662,754,14080,13913,38.8,27993,13161,8958,3837,52025,2248,27.4,15.7,27.9,10.2,18.7,5.4,14.4
South Dakota,Custer,South DakotaCuster,119,54,41,35,23.5,3834,243,4286,4287,54.3,8573,5494,3852,1522,56449,5055,37.5,14.7,23.6,13.8,10.4,8,26.1
South Dakota,Hughes,South DakotaHughes,76,30,14,27.3,34.7,9574,335,8610,9007,38,17617,8723,5522,2953,59741,3337,43.1,14.2,24.3,11.1,7.2,2.1,10.8
South Dakota,Jackson,South DakotaJackson,90,51,39,33.5,17.8,1155,52,1611,1676,30.6,3287,1115,738,359,38041,4780,45.3,16,18.6,13.7,6.4,20.4,12.6
South Dakota,Meade,South DakotaMeade,84,47,38,28.7,27.2,13235,683,14349,13075,36.2,27424,13670,9875,3285,54286,3943,31.9,18,22.6,14.4,13.1,7.7,20.5
South Dakota,Minnehaha,South DakotaMinnehaha,90,52,35,26.4,33.1,108033,5135,94085,92664,34.7,186749,92326,49249,40482,57322,1477,34.6,16.3,26.1,9.3,13.7,3.4,17.8
South Dakota,Pennington,South DakotaPennington,91,62,31,27.5,31.5,54074,3020,54990,54304,38.6,109294,57518,35063,20606,52245,1085,32.1,19.7,27.5,11.3,9.3,4.1,17.3
South Dakota,Union,South DakotaUnion,141,53,36,29.5,30.6,8088,434,7693,7484,40.6,15177,8855,5944,2725,65434,3315,38.9,14.1,22.3,10.1,14.6,4.8,19.6
Tennessee,Anderson,TennesseeAnderson,64,46,35,32.9,23.3,32049,2311,36904,38871,43.3,75775,35527,23163,11733,47206,2109,33.6,19,23.6,10.1,13.7,3,23.3
Tennessee,Blount,TennesseeBlount,92,51,38,34.6,24.2,59440,4065,62290,66153,43.4,128443,66306,47195,17834,51172,1719,32.8,15.9,26.3,10.5,14.5,4,24.8
Tennessee,Claiborne,TennesseeClaiborne,51,44,32,38,16.1,11838,889,15361,16252,43,31613,12935,10598,2201,35428,1980,29,16.8,18.3,13.9,22,3.8,24.5
Tennessee,Davidson,TennesseeDavidson,116,58,41,22.1,41.7,369787,32271,329948,354069,34.3,684017,308325,99415,197846,53419,741,40.6,16.9,24.1,7.3,11.1,5.7,24.5
Tennessee,DeKalb,TennesseeDeKalb,61,44,33,40.9,16.7,6957,694,9750,9851,41.2,19601,8501,6663,1747,40690,2425,33.1,10.3,17.6,7.9,31.1,1.3,27.9
Tennessee,Dyer,TennesseeDyer,117,42,23,38.8,16.1,14603,1276,18157,19419,40.1,37576,15074,11766,3157,44386,2404,30.5,18.2,19.6,8.3,23.5,2.7,20.2
Tennessee,Hamilton,TennesseeHamilton,151,55,40,26.9,32.2,169337,13015,172447,185099,39.6,357546,170735,91991,75360,50273,1051,38.3,16.2,25.4,6.8,13.4,5,21.4
Tennessee,Jefferson,TennesseeJefferson,74,48,37,39.1,16.8,22853,1844,26099,27148,43.4,53247,23562,18609,4645,45641,2312,26.2,19.1,23.5,10.4,20.7,4.7,25.8
Tennessee,Knox,TennesseeKnox,90,55,38,25.3,37.6,228282,14361,221667,234518,37.3,456185,219869,124339,91097,52458,751,40.5,17.3,25.4,6.8,10,4.9,21.9
Tennessee,Lawrence,TennesseeLawrence,72,37,20,44.3,14.3,17603,1489,21088,21849,39.4,42937,18718,15334,3195,41522,1476,25.7,15.8,19.2,13.6,25.7,2,27.7
Tennessee,Loudon,TennesseeLoudon,97,49,34,32.4,26.4,22072,1500,25234,26376,47.5,51610,29375,21684,6933,55431,1837,27.4,19.8,22.8,11.5,18.5,4.8,23.4
Tennessee,Madison,TennesseeMadison,108,42,25,35.3,25.6,45343,3685,46137,51545,38.2,97682,42847,23922,18309,44496,2056,32.8,19.2,25.2,6.8,16,2.9,18.6
Tennessee,Maury,TennesseeMaury,91,42,22,35.7,23,45854,4061,43111,46665,38.8,89776,46561,31408,14386,52080,1627,32.4,16.5,24.9,10.3,15.8,3.4,29.3
Tennessee,McMinn,TennesseeMcMinn,88,47,28,40.4,16.2,21579,1814,25537,27236,42.7,52773,22815,18175,4357,39990,2047,27,16.6,20.6,9.9,25.8,3.3,23.8
Tennessee,Montgomery,TennesseeMontgomery,116,44,26,28.5,28.5,79666,6568,98123,98264,30.6,196387,76678,42156,32426,53737,1433,32.6,17.9,24.2,9.9,15.5,2.6,24.9
Tennessee,Putnam,TennesseePutnam,105,40,23,36.5,26.4,32661,2309,37707,38733,36.3,76440,33481,23694,9154,37802,1877,33.1,20.4,23.7,8.4,14.5,2.7,22.9
Tennessee,Roane,TennesseeRoane,91,46,26,36.3,19.8,21508,1513,25931,26966,46.3,52897,25914,19195,6034,45407,2707,31.8,18.6,23.3,8.1,18.2,3.3,27.4
Tennessee,Sevier,TennesseeSevier,105,49,40,37.2,17.4,48540,5181,47281,49006,42.7,96287,43574,33742,8695,44473,1797,25.7,25,28.4,9.1,11.8,4.8,24.8
Tennessee,Shelby,TennesseeShelby,152,61,44,27.5,31.6,404507,43262,445994,491011,35.4,937005,381858,129543,245208,48415,621,35.1,18,24.7,6.8,15.3,3.2,22.9
Tennessee,Sullivan,TennesseeSullivan,109,54,37,34.7,23.6,64370,4982,76050,80684,44.9,156734,74206,55774,17226,42251,1121,33.2,17.9,26,9.3,13.6,3.5,21.4
Tennessee,Sumner,TennesseeSumner,121,52,37,30.9,28.1,95424,6645,87811,91662,39.6,179473,92529,63404,27630,61584,1513,35,15.4,27.1,8.3,14.2,5.2,27.8
Tennessee,Williamson,TennesseeWilliamson,71,47,37,13.3,59.8,120874,6123,107021,111627,39.2,218648,138932,86469,50161,103543,1687,54.4,11.5,24.3,4.5,5.2,9,27.3
Tennessee,Wilson,TennesseeWilson,64,45,33,29,32.4,71882,4812,65056,67607,40.2,132663,74092,50149,22197,66123,2543,37.7,15.1,27.1,8.5,11.6,5.4,30
Texas,Atascosa,TexasAtascosa,156,60,29,38.7,14.4,19979,1843,24398,24430,35.4,48828,18085,12020,5865,55194,4735,25.8,21.1,19.7,18.7,14.7,5.9,30.8
Texas,Bell,TexasBell,135,61,40,26,25.2,134459,10099,170918,171318,30.8,342236,125867,67113,56032,52583,994,33.1,19.9,25.9,9.4,11.7,3.5,20.6
Texas,Bexar,TexasBexar,158,77,49,25.4,28,871017,71110,950030,975835,33.4,1925865,756021,303871,440823,53999,449,34.8,19.6,26,9.7,10,4.2,25
Texas,Bowie,TexasBowie,127,56,36,34.8,20.6,35891,2864,47275,46583,38.1,93858,38194,27053,10692,46283,2652,31.9,18.8,24,11.2,14.2,2.5,17.9
Texas,Brazoria,TexasBrazoria,182,51,33,25.5,30,162442,15267,179060,174939,35.6,353999,154037,89939,61780,76426,2188,41.7,14,20.2,11.2,12.8,2.8,29.8
Texas,Brazos,TexasBrazos,99,52,30,19.2,41.7,110366,6233,111074,108119,26.2,219193,84753,47456,35242,43907,1389,41.1,18,22.9,8.7,9.3,3.4,17
Texas,Brewster,TexasBrewster,80,50,40,21.3,40,3811,272,4558,4658,43.3,9216,4805,2451,2251,38906,3618,35.8,26.3,18,11.3,8.6,4.8,13.8
Texas,Cameron,TexasCameron,176,70,43,26.4,17.3,151855,17219,204788,216962,31.5,421750,113789,48834,63732,36095,962,28.2,26.3,24.3,10.5,10.6,2.4,20.2
Texas,Collin,TexasCollin,154,54,37,15,52.3,534617,36006,464248,480102,36.6,944350,486917,250194,227868,90124,995,52.7,12.1,24.3,5.2,5.7,8.5,28.7
Texas,Culberson,TexasCulberson,112,80,47,35,10.2,1075,75,1231,1010,43,2241,864,415,438,33125,11492,19.3,36,17.9,19.7,7.1,3.2,12.5
