State,Area name,First Word of Each County,Abbreviation,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
Texas,Hansford ,Hansford,TexasHansford,26.7,15.1
Texas,Hardeman ,Hardeman,TexasHardeman,32.7,13.7
Texas,Hardin ,Hardin,TexasHardin,38.2,16.8
Texas,Harris ,Harris,TexasHarris,23.4,31.5
Texas,Harrison ,Harrison,TexasHarrison,34,19.1
Texas,Hartley ,Hartley,TexasHartley,37.5,17.8
Texas,Haskell ,Haskell,TexasHaskell,35.1,11.9
Texas,Hays ,Hays,TexasHays,23.3,37.2
Texas,Hemphill ,Hemphill,TexasHemphill,31.5,21.2
Texas,Henderson ,Henderson,TexasHenderson,34.4,17.3
Texas,Hidalgo ,Hidalgo,TexasHidalgo,23.5,18.7
Texas,Hill ,Hill,TexasHill,34.9,17.4
Texas,Hockley ,Hockley,TexasHockley,26.7,15.8
Texas,Hood ,Hood,TexasHood,30,26.4
Texas,Hopkins ,Hopkins,TexasHopkins,35.7,20.1
Texas,Houston ,Houston,TexasHouston,36.2,15.2
Texas,Howard ,Howard,TexasHoward,33.7,12.6
Texas,Hudspeth ,Hudspeth,TexasHudspeth,30.6,10.7
Texas,Hunt ,Hunt,TexasHunt,34,19.9
Texas,Hutchinson ,Hutchinson,TexasHutchinson,34.4,14
Texas,Irion ,Irion,TexasIrion,37.6,15
Texas,Jack ,Jack,TexasJack,40,13.5
Texas,Jackson ,Jackson,TexasJackson,31.1,16.5
Texas,Jasper ,Jasper,TexasJasper,44.7,12.9
Texas,Jeff Davis ,Jeff,TexasJeff,20.1,30.5
Texas,Jefferson ,Jefferson,TexasJefferson,31.9,19.7
Texas,Jim Hogg ,Jim,TexasJim,37.6,13.4
Texas,Jim Wells ,Jim,TexasJim,36.6,12.2
Texas,Johnson ,Johnson,TexasJohnson,35.9,18.7
Texas,Jones ,Jones,TexasJones,38.6,11.7
Texas,Karnes ,Karnes,TexasKarnes,36.9,15.3
Texas,Kaufman ,Kaufman,TexasKaufman,32.4,20.5
Texas,Kendall ,Kendall,TexasKendall,20.6,42.1
Texas,Kenedy ,Kenedy,TexasKenedy,20.2,1
Texas,Kent ,Kent,TexasKent,32.6,25.4
Texas,Kerr ,Kerr,TexasKerr,27.2,27.4
Texas,Kimble ,Kimble,TexasKimble,32.9,22.5
Texas,King ,King,TexasKing,34.8,20.9
Texas,Kinney ,Kinney,TexasKinney,36.8,12.1
Texas,Kleberg ,Kleberg,TexasKleberg,26.7,24.6
Texas,Knox ,Knox,TexasKnox,34.3,20.1
Texas,Lamar ,Lamar,TexasLamar,33.1,18.7
Texas,Lamb ,Lamb,TexasLamb,32.4,14.4
Texas,Lampasas ,Lampasas,TexasLampasas,29.4,19.9
Texas,La Salle ,La,TexasLa,38.6,7.5
Texas,Lavaca ,Lavaca,TexasLavaca,40.9,16.7
Texas,Lee ,Lee,TexasLee,36.2,14.6
Texas,Leon ,Leon,TexasLeon,40,14
Texas,Liberty ,Liberty,TexasLiberty,37.8,9.7
Texas,Limestone ,Limestone,TexasLimestone,33.2,14.8
Texas,Lipscomb ,Lipscomb,TexasLipscomb,32.6,19.7
Texas,Live Oak ,Live,TexasLive,34.1,12.2
Texas,Llano ,Llano,TexasLlano,26.5,25.3
Texas,Loving ,Loving,TexasLoving,19.7,0
Texas,Lubbock ,Lubbock,TexasLubbock,25.6,30.1
Texas,Lynn ,Lynn,TexasLynn,29.4,17.3
Texas,McCulloch ,McCulloch,TexasMcCulloch,27.6,17.3
Texas,McLennan ,McLennan,TexasMcLennan,27,24.2
Texas,McMullen ,McMullen,TexasMcMullen,32.7,28.8
Texas,Madison ,Madison,TexasMadison,38.5,14.7
Texas,Marion ,Marion,TexasMarion,41,14.7
Texas,Martin ,Martin,TexasMartin,33,18.3
Texas,Mason ,Mason,TexasMason,26.7,27.6
Texas,Matagorda ,Matagorda,TexasMatagorda,31.6,17.4
Texas,Maverick ,Maverick,TexasMaverick,22.6,12.7
Texas,Medina ,Medina,TexasMedina,31,19.8
Texas,Menard ,Menard,TexasMenard,36.1,18
Texas,Midland ,Midland,TexasMidland,25.7,27.4
Texas,Milam ,Milam,TexasMilam,38.1,14.1
Texas,Mills ,Mills,TexasMills,31.9,18.3
Texas,Mitchell ,Mitchell,TexasMitchell,40.3,11.3
Texas,Montague ,Montague,TexasMontague,37.6,16.9
Texas,Montgomery ,Montgomery,TexasMontgomery,22.8,34.5
Texas,Moore ,Moore,TexasMoore,26.2,14.3
Texas,Morris ,Morris,TexasMorris,41.4,14.3
Texas,Motley ,Motley,TexasMotley,31.3,16.8
Texas,Nacogdoches ,Nacogdoches,TexasNacogdoches,28.6,24.5
Texas,Navarro ,Navarro,TexasNavarro,29,15.9
Texas,Newton ,Newton,TexasNewton,42.9,9.7
Texas,Nolan ,Nolan,TexasNolan,35.1,15.2
Texas,Nueces ,Nueces,TexasNueces,29.3,21.8
Texas,Ochiltree ,Ochiltree,TexasOchiltree,33,15.6
Texas,Oldham ,Oldham,TexasOldham,37.2,22
Texas,Orange ,Orange,TexasOrange,37.2,15.5
Texas,Palo Pinto ,Palo,TexasPalo,34.1,16.6
Texas,Panola ,Panola,TexasPanola,31.4,16.1
Texas,Parker ,Parker,TexasParker,28.8,26.4
Texas,Parmer ,Parmer,TexasParmer,31.1,17.9
Texas,Pecos ,Pecos,TexasPecos,35.9,9.8
Texas,Polk ,Polk,TexasPolk,39.5,13.1
Texas,Potter ,Potter,TexasPotter,32,14.9
Texas,Presidio ,Presidio,TexasPresidio,15.9,21.2
Texas,Rains ,Rains,TexasRains,40.6,13.7
Texas,Randall ,Randall,TexasRandall,22.8,32.4
Texas,Reagan ,Reagan,TexasReagan,41.9,10.5
Texas,Real ,Real,TexasReal,30.4,17.4
Texas,Red River ,Red,TexasRed,40.4,12.5
Texas,Reeves ,Reeves,TexasReeves,32.7,12.3
Texas,Refugio ,Refugio,TexasRefugio,38.4,11.5
Texas,Roberts ,Roberts,TexasRoberts,30.4,25
Texas,Robertson ,Robertson,TexasRobertson,35.5,16.1
Texas,Rockwall ,Rockwall,TexasRockwall,18.7,40.7
Texas,Runnels ,Runnels,TexasRunnels,35.2,18.1
Texas,Rusk ,Rusk,TexasRusk,31.8,15.5
Texas,Sabine ,Sabine,TexasSabine,35.6,17.6
Texas,San Augustine ,San,TexasSan,40.1,14
Texas,San Jacinto ,San,TexasSan,48,11.2
Texas,San Patricio ,San,TexasSan,32.7,15.6
Texas,San Saba ,San,TexasSan,34.9,14.1
Texas,Schleicher ,Schleicher,TexasSchleicher,24.8,16.6
Texas,Scurry ,Scurry,TexasScurry,34.3,16.2
Texas,Shackelford ,Shackelford,TexasShackelford,21.8,30.5
Texas,Shelby ,Shelby,TexasShelby,35,13.8
Texas,Sherman ,Sherman,TexasSherman,30.7,15
Texas,Smith ,Smith,TexasSmith,23.4,26.4
Texas,Somervell ,Somervell,TexasSomervell,38.5,26.4
Texas,Starr ,Starr,TexasStarr,26.3,9.9
Texas,Stephens ,Stephens,TexasStephens,28.6,16.2
Texas,Sterling ,Sterling,TexasSterling,52,9.5
Texas,Stonewall ,Stonewall,TexasStonewall,34.4,14.8
Texas,Sutton ,Sutton,TexasSutton,33,17.1
Texas,Swisher ,Swisher,TexasSwisher,29.9,15.3
Texas,Tarrant ,Tarrant,TexasTarrant,24,32.3
Texas,Taylor ,Taylor,TexasTaylor,31,25.2
Texas,Terrell ,Terrell,TexasTerrell,26.8,18.4
Texas,Terry ,Terry,TexasTerry,31.7,11.4
Texas,Throckmorton ,Throckmorton,TexasThrockmorton,35.7,21.7
Texas,Titus ,Titus,TexasTitus,33.4,16.3
Texas,Tom Green ,Tom,TexasTom,30.2,24.5
Texas,Travis ,Travis,TexasTravis,16.5,50
Texas,Trinity ,Trinity,TexasTrinity,35.9,12.9
Texas,Tyler ,Tyler,TexasTyler,43,13.4
Texas,Upshur ,Upshur,TexasUpshur,34.4,17.1
Texas,Upton ,Upton,TexasUpton,41.2,9.6
Texas,Uvalde ,Uvalde,TexasUvalde,29.3,17.9
Texas,Val Verde ,Val,TexasVal,24.4,18.4
Texas,Van Zandt ,Van,TexasVan,34.2,15.8
Texas,Victoria ,Victoria,TexasVictoria,30.8,20
Texas,Walker ,Walker,TexasWalker,39.9,20.8
Texas,Waller ,Waller,TexasWaller,32.5,21.1
Texas,Ward ,Ward,TexasWard,36.2,12.5
Texas,Washington ,Washington,TexasWashington,31,26.8
Texas,Webb ,Webb,TexasWebb,25.3,18.9
Texas,Wharton ,Wharton,TexasWharton,27.5,18
Texas,Wheeler ,Wheeler,TexasWheeler,30,16.8
Texas,Wichita ,Wichita,TexasWichita,31.7,23.1
Texas,Wilbarger ,Wilbarger,TexasWilbarger,34,15.2
Texas,Willacy ,Willacy,TexasWillacy,35.7,8.9
Texas,Williamson ,Williamson,TexasWilliamson,20.5,41.3
Texas,Wilson ,Wilson,TexasWilson,36.1,21.8
Texas,Winkler ,Winkler,TexasWinkler,30.3,8.2
Texas,Wise ,Wise,TexasWise,34.8,18
Texas,Wood ,Wood,TexasWood,33.4,16.6
Texas,Yoakum ,Yoakum,TexasYoakum,26.2,12.7
Texas,Young ,Young,TexasYoung,33.7,19.3
Texas,Zapata ,Zapata,TexasZapata,30.8,11.6
Texas,Zavala ,Zavala,TexasZavala,32.7,10.9
Utah,Utah,Utah,UtahUtah,22.8,34
Utah,Beaver ,Beaver,UtahBeaver,32.6,21.1
Utah,Box Elder ,Box,UtahBox,31,23.9
Utah,Cache ,Cache,UtahCache,20.2,38.3
Utah,Carbon ,Carbon,UtahCarbon,27.1,17.1
Utah,Daggett ,Daggett,UtahDaggett,40,13.4
Utah,Davis ,Davis,UtahDavis,21.2,37.8
Utah,Duchesne ,Duchesne,UtahDuchesne,36.7,14.7
Utah,Emery ,Emery,UtahEmery,30.2,16.3
Utah,Garfield ,Garfield,UtahGarfield,36.2,25.9
Utah,Grand ,Grand,UtahGrand,28.5,28.6
Utah,Iron ,Iron,UtahIron,23.6,29.8
Utah,Juab ,Juab,UtahJuab,38.6,16
Utah,Kane ,Kane,UtahKane,21.8,29.9
Utah,Millard ,Millard,UtahMillard,30.6,20.6
Utah,Morgan ,Morgan,UtahMorgan,19.6,39.4
Utah,Piute ,Piute,UtahPiute,40.5,20.2
Utah,Rich ,Rich,UtahRich,32.1,23
Utah,Salt Lake ,Salt,UtahSalt,22.6,35.6
Utah,San Juan ,San,UtahSan,32.2,18.3
Utah,Sanpete ,Sanpete,UtahSanpete,28.9,20.9
Utah,Sevier ,Sevier,UtahSevier,32.8,18.5
Utah,Summit ,Summit,UtahSummit,16,55
Utah,Tooele ,Tooele,UtahTooele,29.3,24.2
Utah,Uintah ,Uintah,UtahUintah,34.9,15.8
Utah,Utah ,Utah,UtahUtah,16.4,40.8
Utah,Wasatch ,Wasatch,UtahWasatch,21.8,39.9
Utah,Washington ,Washington,UtahWashington,23.4,28.1
Utah,Wayne ,Wayne,UtahWayne,24.6,23.4
Utah,Weber ,Weber,UtahWeber,29.6,24.5
Vermont,Vermont,Vermont,VermontVermont,28.8,38
Vermont,Addison ,Addison,VermontAddison,29.1,39.6
Vermont,Bennington ,Bennington,VermontBennington,29.1,36.2
Vermont,Caledonia ,Caledonia,VermontCaledonia,35.3,29
Vermont,Chittenden ,Chittenden,VermontChittenden,19,51.3
Vermont,Essex ,Essex,VermontEssex,46,16.2
Vermont,Franklin ,Franklin,VermontFranklin,37.9,24.1
Vermont,Grand Isle ,Grand,VermontGrand,27,39.8
Vermont,Lamoille ,Lamoille,VermontLamoille,25.6,38.2
Vermont,Orange ,Orange,VermontOrange,36.2,29.1
Vermont,Orleans ,Orleans,VermontOrleans,39.5,21.5
Vermont,Rutland ,Rutland,VermontRutland,34.4,30.8
Vermont,Washington ,Washington,VermontWashington,26.9,41.8
Vermont,Windham ,Windham,VermontWindham,29.5,38.1
Vermont,Windsor ,Windsor,VermontWindsor,29.1,38.2
Virginia,Virginia,Virginia,VirginiaVirginia,24,38.8
Virginia,Accomack ,Accomack,VirginiaAccomack,36.7,19.5
Virginia,Albemarle ,Albemarle,VirginiaAlbemarle,15.8,55.1
Virginia,Alleghany ,Alleghany,VirginiaAlleghany,40.3,15
Virginia,Amelia ,Amelia,VirginiaAmelia,40.8,17.1
Virginia,Amherst ,Amherst,VirginiaAmherst,36,19.1
Virginia,Appomattox ,Appomattox,VirginiaAppomattox,33.9,20.9
Virginia,Arlington ,Arlington,VirginiaArlington,7.8,75.3
Virginia,Augusta ,Augusta,VirginiaAugusta,38.7,22.7
Virginia,Bath ,Bath,VirginiaBath,42.9,15.9
Virginia,Bedford ,Bedford,VirginiaBedford,30.2,29.2
Virginia,Bland ,Bland,VirginiaBland,42.4,14.2
Virginia,Botetourt ,Botetourt,VirginiaBotetourt,32.3,28.3
Virginia,Brunswick ,Brunswick,VirginiaBrunswick,36.4,13.6
Virginia,Buchanan ,Buchanan,VirginiaBuchanan,35.1,11.8
Virginia,Buckingham ,Buckingham,VirginiaBuckingham,42.8,12.5
Virginia,Campbell ,Campbell,VirginiaCampbell,32.2,22.5
Virginia,Caroline ,Caroline,VirginiaCaroline,37.7,19.9
Virginia,Carroll ,Carroll,VirginiaCarroll,36,15
Virginia,Charles City ,Charles,VirginiaCharles,38.3,14.7
Virginia,Charlotte ,Charlotte,VirginiaCharlotte,40.4,10.9
Virginia,Chesterfield ,Chesterfield,VirginiaChesterfield,23.6,40.5
Virginia,Clarke ,Clarke,VirginiaClarke,29.6,32.2
Virginia,Craig ,Craig,VirginiaCraig,37.5,23.6
Virginia,Culpeper ,Culpeper,VirginiaCulpeper,31.2,25.7
Virginia,Cumberland ,Cumberland,VirginiaCumberland,38.1,14.9
Virginia,Dickenson ,Dickenson,VirginiaDickenson,38.5,10.7
Virginia,Dinwiddie ,Dinwiddie,VirginiaDinwiddie,36,18.6
Virginia,Essex ,Essex,VirginiaEssex,37.7,17.4
Virginia,Fairfax ,Fairfax,VirginiaFairfax,12.8,61.6
Virginia,Fauquier ,Fauquier,VirginiaFauquier,26.6,36.4
Virginia,Floyd ,Floyd,VirginiaFloyd,35.7,22.1
Virginia,Fluvanna ,Fluvanna,VirginiaFluvanna,24.1,33.9
Virginia,Franklin ,Franklin,VirginiaFranklin,34.9,21.9
Virginia,Frederick ,Frederick,VirginiaFrederick,32.4,28.3
Virginia,Giles ,Giles,VirginiaGiles,38.7,18.1
Virginia,Gloucester ,Gloucester,VirginiaGloucester,32.4,23.3
Virginia,Goochland ,Goochland,VirginiaGoochland,23.8,41.8
Virginia,Grayson ,Grayson,VirginiaGrayson,37.2,13.7
Virginia,Greene ,Greene,VirginiaGreene,28.6,29
Virginia,Greensville ,Greensville,VirginiaGreensville,41.3,9.2
Virginia,Halifax ,Halifax,VirginiaHalifax,36,15.4
Virginia,Hanover ,Hanover,VirginiaHanover,25.5,39.8
Virginia,Henrico ,Henrico,VirginiaHenrico,21.2,43.7
Virginia,Henry ,Henry,VirginiaHenry,34.2,13.9
Virginia,Highland ,Highland,VirginiaHighland,38.7,22.5
Virginia,Isle of Wight ,Isle,VirginiaIsle,27.9,27
Virginia,James City ,James,VirginiaJames,17.8,50.4
Virginia,King and Queen ,King,VirginiaKing,37.1,23.6
Virginia,King George ,King,VirginiaKing,26.5,36
Virginia,King William ,King,VirginiaKing,34.3,21
Virginia,Lancaster ,Lancaster,VirginiaLancaster,30.7,31.5
Virginia,Lee ,Lee,VirginiaLee,34.5,11.2
Virginia,Loudoun ,Loudoun,VirginiaLoudoun,12.4,61.3
Virginia,Louisa ,Louisa,VirginiaLouisa,32.7,24.1
Virginia,Lunenburg ,Lunenburg,VirginiaLunenburg,40.4,11.3
Virginia,Madison ,Madison,VirginiaMadison,36.3,23.4
Virginia,Mathews ,Mathews,VirginiaMathews,30.8,27.9
Virginia,Mecklenburg ,Mecklenburg,VirginiaMecklenburg,31.8,20.2
Virginia,Middlesex ,Middlesex,VirginiaMiddlesex,32.6,21.5
Virginia,Montgomery ,Montgomery,VirginiaMontgomery,23.4,45.5
Virginia,Nelson ,Nelson,VirginiaNelson,35.2,30.4
Virginia,New Kent ,New,VirginiaNew,34.5,26.9
Virginia,Northampton ,Northampton,VirginiaNorthampton,35,22.6
Virginia,Northumberland ,Northumberland,VirginiaNorthumberland,32.7,28.9
Virginia,Nottoway ,Nottoway,VirginiaNottoway,37.7,14.8
Virginia,Orange ,Orange,VirginiaOrange,34.7,25.1
Virginia,Page ,Page,VirginiaPage,45.5,13.7
Virginia,Patrick ,Patrick,VirginiaPatrick,34.8,15.2
Virginia,Pittsylvania ,Pittsylvania,VirginiaPittsylvania,35,14.5
Virginia,Powhatan ,Powhatan,VirginiaPowhatan,30,29.2
Virginia,Prince Edward ,Prince,VirginiaPrince,34.1,26.8
Virginia,Prince George ,Prince,VirginiaPrince,33.8,23.6
Virginia,Prince William ,Prince,VirginiaPrince,20,41.1
Virginia,Pulaski ,Pulaski,VirginiaPulaski,33.2,20
Virginia,Rappahannock ,Rappahannock,VirginiaRappahannock,27.6,35.8
Virginia,Richmond ,Richmond,VirginiaRichmond,35.4,17.7
Virginia,Roanoke ,Roanoke,VirginiaRoanoke,25,35.6
Virginia,Rockbridge ,Rockbridge,VirginiaRockbridge,33.7,26.7
Virginia,Rockingham ,Rockingham,VirginiaRockingham,35.1,26.3
Virginia,Russell ,Russell,VirginiaRussell,38,12.2
Virginia,Scott ,Scott,VirginiaScott,38.1,13.3
Virginia,Shenandoah ,Shenandoah,VirginiaShenandoah,37.9,20.5
Virginia,Smyth ,Smyth,VirginiaSmyth,37.7,14.6
Virginia,Southampton ,Southampton,VirginiaSouthampton,29.8,18.4
Virginia,Spotsylvania ,Spotsylvania,VirginiaSpotsylvania,29.5,31.7
Virginia,Stafford ,Stafford,VirginiaStafford,22.9,39.9
Virginia,Surry ,Surry,VirginiaSurry,36.2,20.6
Virginia,Sussex ,Sussex,VirginiaSussex,42.5,12.7
Virginia,Tazewell ,Tazewell,VirginiaTazewell,36.5,14.9
Virginia,Warren ,Warren,VirginiaWarren,35.9,21.7
Virginia,Washington ,Washington,VirginiaWashington,34.3,22.8
Virginia,Westmoreland ,Westmoreland,VirginiaWestmoreland,33.8,19.2
Virginia,Wise ,Wise,VirginiaWise,29.7,15
Virginia,Wythe ,Wythe,VirginiaWythe,37.9,19
Virginia,York ,York,VirginiaYork,18.9,47.1
Virginia,Alexandria city,Alexandria,VirginiaAlexandria,11.6,63.1
Virginia,Bedford city,Bedford,VirginiaBedford,,
Virginia,Bristol city,Bristol,VirginiaBristol,29.7,25.4
Virginia,Buena Vista city,Buena,VirginiaBuena,40.3,15.9
Virginia,Charlottesville city,Charlottesville,VirginiaCharlottesville,16.5,54.9
Virginia,Chesapeake city,Chesapeake,VirginiaChesapeake,24,33.2
Virginia,Clifton Forge city,Clifton,VirginiaClifton,,
Virginia,Colonial Heights city,Colonial,VirginiaColonial,31.4,25.5
Virginia,Covington city,Covington,VirginiaCovington,44.4,15.6
Virginia,Danville city,Danville,VirginiaDanville,31.5,17.6
Virginia,Emporia city,Emporia,VirginiaEmporia,33.8,13.8
Virginia,Fairfax city,Fairfax,VirginiaFairfax,13.4,60.8
Virginia,Falls Church city,Falls,VirginiaFalls,7.3,77.6
Virginia,Franklin city,Franklin,VirginiaFranklin,29.1,19.1
Virginia,Fredericksburg city,Fredericksburg,VirginiaFredericksburg,23.7,40.9
Virginia,Galax city,Galax,VirginiaGalax,30.4,14.8
Virginia,Hampton city,Hampton,VirginiaHampton,29.1,26.9
Virginia,Harrisonburg city,Harrisonburg,VirginiaHarrisonburg,25.6,36.3
Virginia,Hopewell city,Hopewell,VirginiaHopewell,36.7,14.8
Virginia,Lexington city,Lexington,VirginiaLexington,21.9,46.7
Virginia,Lynchburg city,Lynchburg,VirginiaLynchburg,25.2,35.6
Virginia,Manassas city,Manassas,VirginiaManassas,25.8,29.6
Virginia,Manassas Park city,Manassas,VirginiaManassas,26.4,27.9
Virginia,Martinsville city,Martinsville,VirginiaMartinsville,28.5,21
Virginia,Newport News city,Newport,VirginiaNewport,28.5,26.3
Virginia,Norfolk city,Norfolk,VirginiaNorfolk,25.6,28.8
Virginia,Norton city,Norton,VirginiaNorton,24,22.8
Virginia,Petersburg city,Petersburg,VirginiaPetersburg,35.7,19.8
Virginia,Poquoson city,Poquoson,VirginiaPoquoson,25.9,42.2
Virginia,Portsmouth city,Portsmouth,VirginiaPortsmouth,30.1,21.9
Virginia,Radford city,Radford,VirginiaRadford,23.8,38
Virginia,Richmond city,Richmond,VirginiaRichmond,21.8,39.6
Virginia,Roanoke city,Roanoke,VirginiaRoanoke,34.1,23.4
Virginia,Salem city,Salem,VirginiaSalem,29,27.9
Virginia,Staunton city,Staunton,VirginiaStaunton,29.8,33.4
Virginia,Suffolk city,Suffolk,VirginiaSuffolk,27.1,29.5
Virginia,Virginia Beach city,Virginia,VirginiaVirginia,21,36
Virginia,Waynesboro city,Waynesboro,VirginiaWaynesboro,33.4,27.1
Virginia,Williamsburg city,Williamsburg,VirginiaWilliamsburg,18.7,56.8
Virginia,Winchester city,Winchester,VirginiaWinchester,24.6,35.1
Washington,Washington,Washington,WashingtonWashington,22,36
Washington,Adams ,Adams,WashingtonAdams,28.7,14.3
Washington,Asotin ,Asotin,WashingtonAsotin,28,21.4
Washington,Benton ,Benton,WashingtonBenton,24.5,30.9
Washington,Chelan ,Chelan,WashingtonChelan,26.4,25.8
Washington,Clallam ,Clallam,WashingtonClallam,26.3,27.4
Washington,Clark ,Clark,WashingtonClark,24.2,30.6
Washington,Columbia ,Columbia,WashingtonColumbia,21.7,25.6
Washington,Cowlitz ,Cowlitz,WashingtonCowlitz,30.6,17
Washington,Douglas ,Douglas,WashingtonDouglas,29.6,20.5
Washington,Ferry ,Ferry,WashingtonFerry,34.9,18.8
Washington,Franklin ,Franklin,WashingtonFranklin,25.5,17.7
Washington,Garfield ,Garfield,WashingtonGarfield,27.9,24.5
Washington,Grant ,Grant,WashingtonGrant,27.2,17.7
Washington,Grays Harbor ,Grays,WashingtonGrays,34,16.5
Washington,Island ,Island,WashingtonIsland,21.7,33.6
Washington,Jefferson ,Jefferson,WashingtonJefferson,20.7,44.3
Washington,King ,King,WashingtonKing,15,52.5
Washington,Kitsap ,Kitsap,WashingtonKitsap,22.2,33.2
Washington,Kittitas ,Kittitas,WashingtonKittitas,24.9,32.3
Washington,Klickitat ,Klickitat,WashingtonKlickitat,24.8,31.5
Washington,Lewis ,Lewis,WashingtonLewis,29.1,17.7
Washington,Lincoln ,Lincoln,WashingtonLincoln,29.3,25.1
Washington,Mason ,Mason,WashingtonMason,31.2,17.6
Washington,Okanogan ,Okanogan,WashingtonOkanogan,30.3,20
Washington,Pacific ,Pacific,WashingtonPacific,29.9,18.9
Washington,Pend Oreille ,Pend,WashingtonPend,31,20.8
Washington,Pierce ,Pierce,WashingtonPierce,27.2,27.2
Washington,San Juan ,San,WashingtonSan,16,49.8
Washington,Skagit ,Skagit,WashingtonSkagit,26.3,26.2
Washington,Skamania ,Skamania,WashingtonSkamania,30.4,24.5
Washington,Snohomish ,Snohomish,WashingtonSnohomish,23.3,32.8
Washington,Spokane ,Spokane,WashingtonSpokane,23.2,30.8
Washington,Stevens ,Stevens,WashingtonStevens,34.5,18.7
Washington,Thurston ,Thurston,WashingtonThurston,21.3,35.7
Washington,Wahkiakum ,Wahkiakum,WashingtonWahkiakum,30,19.4
Washington,Walla Walla ,Walla,WashingtonWalla,19.8,29.8
Washington,Whatcom ,Whatcom,WashingtonWhatcom,23.4,34.3
Washington,Whitman ,Whitman,WashingtonWhitman,15.9,49.8
Washington,Yakima ,Yakima,WashingtonYakima,28.1,16.7
West Virginia,West Virginia,West,West VirginiaWest,40.3,20.6
West Virginia,Barbour ,Barbour,West VirginiaBarbour,47.3,15.6
West Virginia,Berkeley ,Berkeley,West VirginiaBerkeley,37.6,21.2
West Virginia,Boone ,Boone,West VirginiaBoone,49.7,9.7
West Virginia,Braxton ,Braxton,West VirginiaBraxton,46.3,14.9
West Virginia,Brooke ,Brooke,West VirginiaBrooke,40.9,19
West Virginia,Cabell ,Cabell,West VirginiaCabell,33.3,26
West Virginia,Calhoun ,Calhoun,West VirginiaCalhoun,46.7,12.2
West Virginia,Clay ,Clay,West VirginiaClay,51.8,9.2
West Virginia,Doddridge ,Doddridge,West VirginiaDoddridge,43.7,17.1
West Virginia,Fayette ,Fayette,West VirginiaFayette,43.9,14.8
West Virginia,Gilmer ,Gilmer,West VirginiaGilmer,44.7,17
West Virginia,Grant ,Grant,West VirginiaGrant,46.1,13.8
West Virginia,Greenbrier ,Greenbrier,West VirginiaGreenbrier,37.8,19.9
West Virginia,Hampshire ,Hampshire,West VirginiaHampshire,46.2,12.4
West Virginia,Hancock ,Hancock,West VirginiaHancock,41.9,17.4
West Virginia,Hardy ,Hardy,West VirginiaHardy,44.7,14.5
West Virginia,Harrison ,Harrison,West VirginiaHarrison,38.6,23.3
West Virginia,Jackson ,Jackson,West VirginiaJackson,44.1,17.4
West Virginia,Jefferson ,Jefferson,West VirginiaJefferson,31,31.8
West Virginia,Kanawha ,Kanawha,West VirginiaKanawha,37.1,25.5
West Virginia,Lewis ,Lewis,West VirginiaLewis,51,14.5
West Virginia,Lincoln ,Lincoln,West VirginiaLincoln,47,9
West Virginia,Logan ,Logan,West VirginiaLogan,43.9,10
West Virginia,McDowell ,McDowell,West VirginiaMcDowell,47,5.4
West Virginia,Marion ,Marion,West VirginiaMarion,40.7,22.6
West Virginia,Marshall ,Marshall,West VirginiaMarshall,44.5,18
West Virginia,Mason ,Mason,West VirginiaMason,45.5,14.4
West Virginia,Mercer ,Mercer,West VirginiaMercer,39.5,19.4
West Virginia,Mineral ,Mineral,West VirginiaMineral,49.2,15.5
West Virginia,Mingo ,Mingo,West VirginiaMingo,42.6,9.9
West Virginia,Monongalia ,Monongalia,West VirginiaMonongalia,27.2,42.8
West Virginia,Monroe ,Monroe,West VirginiaMonroe,49.4,15.3
West Virginia,Morgan ,Morgan,West VirginiaMorgan,40.4,17
West Virginia,Nicholas ,Nicholas,West VirginiaNicholas,48,15.6
West Virginia,Ohio ,Ohio,West VirginiaOhio,34.2,32
West Virginia,Pendleton ,Pendleton,West VirginiaPendleton,51.3,14.1
West Virginia,Pleasants ,Pleasants,West VirginiaPleasants,50.7,11.6
West Virginia,Pocahontas ,Pocahontas,West VirginiaPocahontas,47.8,14.8
West Virginia,Preston ,Preston,West VirginiaPreston,47.2,16.9
West Virginia,Putnam ,Putnam,West VirginiaPutnam,36.5,26.1
West Virginia,Raleigh ,Raleigh,West VirginiaRaleigh,40,18.4
West Virginia,Randolph ,Randolph,West VirginiaRandolph,48.5,17.3
West Virginia,Ritchie ,Ritchie,West VirginiaRitchie,51,11.3
West Virginia,Roane ,Roane,West VirginiaRoane,43.5,13.1
West Virginia,Summers ,Summers,West VirginiaSummers,42.2,14.5
West Virginia,Taylor ,Taylor,West VirginiaTaylor,47.2,17.3
West Virginia,Tucker ,Tucker,West VirginiaTucker,46.8,19.4
West Virginia,Tyler ,Tyler,West VirginiaTyler,50.5,14.1
West Virginia,Upshur ,Upshur,West VirginiaUpshur,49,16.9
West Virginia,Wayne ,Wayne,West VirginiaWayne,40.6,15.1
West Virginia,Webster ,Webster,West VirginiaWebster,49.5,11.4
West Virginia,Wetzel ,Wetzel,West VirginiaWetzel,50.9,12
West Virginia,Wirt ,Wirt,West VirginiaWirt,42,11.2
West Virginia,Wood ,Wood,West VirginiaWood,34.4,21.9
West Virginia,Wyoming ,Wyoming,West VirginiaWyoming,48.7,9.3
Wisconsin,Wisconsin,Wisconsin,WisconsinWisconsin,30.6,30.1
