,State,Area_name,First Word of Each County,Abbreivation,# Employed,# Unemployed
2496,Tennessee,"Fayette County, TN",Fayette,TennesseeFayette,17774,1213
2497,Tennessee,"Fentress County, TN",Fentress,TennesseeFentress,7014,489
2498,Tennessee,"Franklin County, TN",Franklin,TennesseeFranklin,18213,1569
2499,Tennessee,"Gibson County, TN",Gibson,TennesseeGibson,20274,1521
2500,Tennessee,"Giles County, TN",Giles,TennesseeGiles,13408,1226
2501,Tennessee,"Grainger County, TN",Grainger,TennesseeGrainger,8793,687
2502,Tennessee,"Greene County, TN",Greene,TennesseeGreene,26372,2397
2503,Tennessee,"Grundy County, TN",Grundy,TennesseeGrundy,4629,502
2504,Tennessee,"Hamblen County, TN",Hamblen,TennesseeHamblen,26027,1993
2505,Tennessee,"Hamilton County, TN",Hamilton,TennesseeHamilton,169337,13015
2506,Tennessee,"Hancock County, TN",Hancock,TennesseeHancock,1966,181
2507,Tennessee,"Hardeman County, TN",Hardeman,TennesseeHardeman,8552,766
2508,Tennessee,"Hardin County, TN",Hardin,TennesseeHardin,9548,728
2509,Tennessee,"Hawkins County, TN",Hawkins,TennesseeHawkins,21663,1805
2510,Tennessee,"Haywood County, TN",Haywood,TennesseeHaywood,7084,693
2511,Tennessee,"Henderson County, TN",Henderson,TennesseeHenderson,11051,959
2512,Tennessee,"Henry County, TN",Henry,TennesseeHenry,12642,1026
2513,Tennessee,"Hickman County, TN",Hickman,TennesseeHickman,10458,645
2514,Tennessee,"Houston County, TN",Houston,TennesseeHouston,2970,264
2515,Tennessee,"Humphreys County, TN",Humphreys,TennesseeHumphreys,8111,559
2516,Tennessee,"Jackson County, TN",Jackson,TennesseeJackson,4363,377
2517,Tennessee,"Jefferson County, TN",Jefferson,TennesseeJefferson,22853,1844
2518,Tennessee,"Johnson County, TN",Johnson,TennesseeJohnson,7186,496
2519,Tennessee,"Knox County, TN",Knox,TennesseeKnox,228282,14361
2520,Tennessee,"Lake County, TN",Lake,TennesseeLake,1542,149
2521,Tennessee,"Lauderdale County, TN",Lauderdale,TennesseeLauderdale,8846,891
2522,Tennessee,"Lawrence County, TN",Lawrence,TennesseeLawrence,17603,1489
2523,Tennessee,"Lewis County, TN",Lewis,TennesseeLewis,4924,401
2524,Tennessee,"Lincoln County, TN",Lincoln,TennesseeLincoln,14655,1371
2525,Tennessee,"Loudon County, TN",Loudon,TennesseeLoudon,22072,1500
2526,Tennessee,"McMinn County, TN",McMinn,TennesseeMcMinn,21579,1814
2527,Tennessee,"McNairy County, TN",McNairy,TennesseeMcNairy,7622,726
2528,Tennessee,"Macon County, TN",Macon,TennesseeMacon,10428,728
2529,Tennessee,"Madison County, TN",Madison,TennesseeMadison,45343,3685
2530,Tennessee,"Marion County, TN",Marion,TennesseeMarion,11409,935
2531,Tennessee,"Marshall County, TN",Marshall,TennesseeMarshall,13978,1396
2532,Tennessee,"Maury County, TN",Maury,TennesseeMaury,45854,4061
2533,Tennessee,"Meigs County, TN",Meigs,TennesseeMeigs,4746,449
2534,Tennessee,"Monroe County, TN",Monroe,TennesseeMonroe,18479,1611
2535,Tennessee,"Montgomery County, TN",Montgomery,TennesseeMontgomery,79666,6568
2536,Tennessee,"Moore County, TN",Moore,TennesseeMoore,3416,194
2537,Tennessee,"Morgan County, TN",Morgan,TennesseeMorgan,7153,501
2538,Tennessee,"Obion County, TN",Obion,TennesseeObion,11322,858
2539,Tennessee,"Overton County, TN",Overton,TennesseeOverton,9074,615
2540,Tennessee,"Perry County, TN",Perry,TennesseePerry,2705,284
2541,Tennessee,"Pickett County, TN",Pickett,TennesseePickett,2104,137
2542,Tennessee,"Polk County, TN",Polk,TennesseePolk,6943,512
2543,Tennessee,"Putnam County, TN",Putnam,TennesseePutnam,32661,2309
2544,Tennessee,"Rhea County, TN",Rhea,TennesseeRhea,11732,1279
2545,Tennessee,"Roane County, TN",Roane,TennesseeRoane,21508,1513
2546,Tennessee,"Robertson County, TN",Robertson,TennesseeRobertson,35018,2282
2547,Tennessee,"Rutherford County, TN",Rutherford,TennesseeRutherford,171731,12637
2548,Tennessee,"Scott County, TN",Scott,TennesseeScott,7470,700
2549,Tennessee,"Sequatchie County, TN",Sequatchie,TennesseeSequatchie,5664,482
2550,Tennessee,"Sevier County, TN",Sevier,TennesseeSevier,48540,5181
2551,Tennessee,"Shelby County, TN",Shelby,TennesseeShelby,404507,43262
2552,Tennessee,"Smith County, TN",Smith,TennesseeSmith,8701,558
2553,Tennessee,"Stewart County, TN",Stewart,TennesseeStewart,5053,359
2554,Tennessee,"Sullivan County, TN",Sullivan,TennesseeSullivan,64370,4982
2555,Tennessee,"Sumner County, TN",Sumner,TennesseeSumner,95424,6645
2556,Tennessee,"Tipton County, TN",Tipton,TennesseeTipton,25612,1886
2557,Tennessee,"Trousdale County, TN",Trousdale,TennesseeTrousdale,5055,328
2558,Tennessee,"Unicoi County, TN",Unicoi,TennesseeUnicoi,6497,586
2559,Tennessee,"Union County, TN",Union,TennesseeUnion,7088,522
2560,Tennessee,"Van Buren County, TN",Van,TennesseeVan,1836,175
2561,Tennessee,"Warren County, TN",Warren,TennesseeWarren,15564,1512
2562,Tennessee,"Washington County, TN",Washington,TennesseeWashington,55928,3855
2563,Tennessee,"Wayne County, TN",Wayne,TennesseeWayne,5957,457
2564,Tennessee,"Weakley County, TN",Weakley,TennesseeWeakley,14554,902
2565,Tennessee,"White County, TN",White,TennesseeWhite,11155,856
2566,Tennessee,"Williamson County, TN",Williamson,TennesseeWilliamson,120874,6123
2567,Tennessee,"Wilson County, TN",Wilson,TennesseeWilson,71882,4812
2568,Texas,Texas,Texas,TexasTexas,12915337,1067982
2569,Texas,"Anderson County, TX",Anderson,TexasAnderson,22013,1312
2570,Texas,"Andrews County, TX",Andrews,TexasAndrews,8466,754
2571,Texas,"Angelina County, TX",Angelina,TexasAngelina,32783,2712
2572,Texas,"Aransas County, TX",Aransas,TexasAransas,8291,767
2573,Texas,"Archer County, TX",Archer,TexasArcher,3703,208
2574,Texas,"Armstrong County, TX",Armstrong,TexasArmstrong,875,39
2575,Texas,"Atascosa County, TX",Atascosa,TexasAtascosa,19979,1843
2576,Texas,"Austin County, TX",Austin,TexasAustin,12741,897
2577,Texas,"Bailey County, TX",Bailey,TexasBailey,2323,117
2578,Texas,"Bandera County, TX",Bandera,TexasBandera,9261,574
2579,Texas,"Bastrop County, TX",Bastrop,TexasBastrop,40016,2557
2580,Texas,"Baylor County, TX",Baylor,TexasBaylor,1705,62
2581,Texas,"Bee County, TX",Bee,TexasBee,8932,974
2582,Texas,"Bell County, TX",Bell,TexasBell,134459,10099
2583,Texas,"Bexar County, TX",Bexar,TexasBexar,871017,71110
2584,Texas,"Blanco County, TX",Blanco,TexasBlanco,6322,251
2585,Texas,"Borden County, TX",Borden,TexasBorden,416,14
2586,Texas,"Bosque County, TX",Bosque,TexasBosque,7876,454
2587,Texas,"Bowie County, TX",Bowie,TexasBowie,35891,2864
2588,Texas,"Brazoria County, TX",Brazoria,TexasBrazoria,162442,15267
2589,Texas,"Brazos County, TX",Brazos,TexasBrazos,110366,6233
2590,Texas,"Brewster County, TX",Brewster,TexasBrewster,3811,272
2591,Texas,"Briscoe County, TX",Briscoe,TexasBriscoe,540,27
2592,Texas,"Brooks County, TX",Brooks,TexasBrooks,2323,278
2593,Texas,"Brown County, TX",Brown,TexasBrown,14253,992
2594,Texas,"Burleson County, TX",Burleson,TexasBurleson,7661,519
2595,Texas,"Burnet County, TX",Burnet,TexasBurnet,22567,1119
2596,Texas,"Caldwell County, TX",Caldwell,TexasCaldwell,18096,1226
2597,Texas,"Calhoun County, TX",Calhoun,TexasCalhoun,11296,699
2598,Texas,"Callahan County, TX",Callahan,TexasCallahan,5654,325
2599,Texas,"Cameron County, TX",Cameron,TexasCameron,151855,17219
2600,Texas,"Camp County, TX",Camp,TexasCamp,4639,369
2601,Texas,"Carson County, TX",Carson,TexasCarson,2808,122
2602,Texas,"Cass County, TX",Cass,TexasCass,11299,970
2603,Texas,"Castro County, TX",Castro,TexasCastro,3200,120
2604,Texas,"Chambers County, TX",Chambers,TexasChambers,17944,1892
2605,Texas,"Cherokee County, TX",Cherokee,TexasCherokee,19624,1679
2606,Texas,"Childress County, TX",Childress,TexasChildress,2940,114
2607,Texas,"Clay County, TX",Clay,TexasClay,4528,265
2608,Texas,"Cochran County, TX",Cochran,TexasCochran,1035,79
2609,Texas,"Coke County, TX",Coke,TexasCoke,1298,76
2610,Texas,"Coleman County, TX",Coleman,TexasColeman,2673,213
2611,Texas,"Collin County, TX",Collin,TexasCollin,534617,36006
2612,Texas,"Collingsworth County, TX",Collingsworth,TexasCollingsworth,1035,46
2613,Texas,"Colorado County, TX",Colorado,TexasColorado,9155,538
2614,Texas,"Comal County, TX",Comal,TexasComal,70311,4639
2615,Texas,"Comanche County, TX",Comanche,TexasComanche,5309,309
2616,Texas,"Concho County, TX",Concho,TexasConcho,1261,59
2617,Texas,"Cooke County, TX",Cooke,TexasCooke,18001,1369
2618,Texas,"Coryell County, TX",Coryell,TexasCoryell,22401,1573
2619,Texas,"Cottle County, TX",Cottle,TexasCottle,542,28
2620,Texas,"Crane County, TX",Crane,TexasCrane,1403,221
2621,Texas,"Crockett County, TX",Crockett,TexasCrockett,1421,138
2622,Texas,"Crosby County, TX",Crosby,TexasCrosby,2265,124
2623,Texas,"Culberson County, TX",Culberson,TexasCulberson,1075,75
2624,Texas,"Dallam County, TX",Dallam,TexasDallam,3645,105
2625,Texas,"Dallas County, TX",Dallas,TexasDallas,1251192,103841
2626,Texas,"Dawson County, TX",Dawson,TexasDawson,4160,398
2627,Texas,"Deaf Smith County, TX",Deaf,TexasDeaf,8257,310
2628,Texas,"Delta County, TX",Delta,TexasDelta,2268,133
2629,Texas,"Denton County, TX",Denton,TexasDenton,471296,32666
2630,Texas,"DeWitt County, TX",DeWitt,TexasDeWitt,8695,558
2631,Texas,"Dickens County, TX",Dickens,TexasDickens,629,42
2632,Texas,"Dimmit County, TX",Dimmit,TexasDimmit,6074,413
2633,Texas,"Donley County, TX",Donley,TexasDonley,1360,63
2634,Texas,"Duval County, TX",Duval,TexasDuval,4275,589
2635,Texas,"Eastland County, TX",Eastland,TexasEastland,6893,497
2636,Texas,"Ector County, TX",Ector,TexasEctor,73736,9116
2637,Texas,"Edwards County, TX",Edwards,TexasEdwards,1207,44
2638,Texas,"Ellis County, TX",Ellis,TexasEllis,87937,5641
2639,Texas,"El Paso County, TX",El,TexasEl,333991,30094
2640,Texas,"Erath County, TX",Erath,TexasErath,18863,1150
2641,Texas,"Falls County, TX",Falls,TexasFalls,6141,390
2642,Texas,"Fannin County, TX",Fannin,TexasFannin,15984,788
2643,Texas,"Fayette County, TX",Fayette,TexasFayette,11238,555
2644,Texas,"Fisher County, TX",Fisher,TexasFisher,1533,72
2645,Texas,"Floyd County, TX",Floyd,TexasFloyd,2361,155
2646,Texas,"Foard County, TX",Foard,TexasFoard,552,24
2647,Texas,"Fort Bend County, TX",Fort,TexasFort,364410,30538
2648,Texas,"Franklin County, TX",Franklin,TexasFranklin,4570,257
2649,Texas,"Freestone County, TX",Freestone,TexasFreestone,5820,528
2650,Texas,"Frio County, TX",Frio,TexasFrio,8996,541
2651,Texas,"Gaines County, TX",Gaines,TexasGaines,9177,543
2652,Texas,"Galveston County, TX",Galveston,TexasGalveston,150218,14390
2653,Texas,"Garza County, TX",Garza,TexasGarza,1883,137
2654,Texas,"Gillespie County, TX",Gillespie,TexasGillespie,12630,635
2655,Texas,"Glasscock County, TX",Glasscock,TexasGlasscock,768,29
2656,Texas,"Goliad County, TX",Goliad,TexasGoliad,2917,244
2657,Texas,"Gonzales County, TX",Gonzales,TexasGonzales,9046,515
2658,Texas,"Gray County, TX",Gray,TexasGray,7150,633
2659,Texas,"Grayson County, TX",Grayson,TexasGrayson,60453,3761
2660,Texas,"Gregg County, TX",Gregg,TexasGregg,51883,4682
2661,Texas,"Grimes County, TX",Grimes,TexasGrimes,10191,891
2662,Texas,"Guadalupe County, TX",Guadalupe,TexasGuadalupe,75677,4933
2663,Texas,"Hale County, TX",Hale,TexasHale,11027,799
2664,Texas,"Hall County, TX",Hall,TexasHall,1014,62
2665,Texas,"Hamilton County, TX",Hamilton,TexasHamilton,3589,170
2666,Texas,"Hansford County, TX",Hansford,TexasHansford,2415,87
2667,Texas,"Hardeman County, TX",Hardeman,TexasHardeman,1635,75
2668,Texas,"Hardin County, TX",Hardin,TexasHardin,22768,2251
2669,Texas,"Harris County, TX",Harris,TexasHarris,2088449,204310
2670,Texas,"Harrison County, TX",Harrison,TexasHarrison,26843,2290
2671,Texas,"Hartley County, TX",Hartley,TexasHartley,2579,54
2672,Texas,"Haskell County, TX",Haskell,TexasHaskell,2539,114
2673,Texas,"Hays County, TX",Hays,TexasHays,113639,7665
2674,Texas,"Hemphill County, TX",Hemphill,TexasHemphill,1768,82
2675,Texas,"Henderson County, TX",Henderson,TexasHenderson,34746,2377
2676,Texas,"Hidalgo County, TX",Hidalgo,TexasHidalgo,318076,41893
2677,Texas,"Hill County, TX",Hill,TexasHill,15271,1023
2678,Texas,"Hockley County, TX",Hockley,TexasHockley,9826,845
2679,Texas,"Hood County, TX",Hood,TexasHood,25745,1833
2680,Texas,"Hopkins County, TX",Hopkins,TexasHopkins,16589,895
2681,Texas,"Houston County, TX",Houston,TexasHouston,9481,529
2682,Texas,"Howard County, TX",Howard,TexasHoward,12409,1093
2683,Texas,"Hudspeth County, TX",Hudspeth,TexasHudspeth,1706,149
2684,Texas,"Hunt County, TX",Hunt,TexasHunt,40659,2847
2685,Texas,"Hutchinson County, TX",Hutchinson,TexasHutchinson,7926,613
2686,Texas,"Irion County, TX",Irion,TexasIrion,707,45
2687,Texas,"Jack County, TX",Jack,TexasJack,3155,238
2688,Texas,"Jackson County, TX",Jackson,TexasJackson,6907,422
2689,Texas,"Jasper County, TX",Jasper,TexasJasper,11440,1443
2690,Texas,"Jeff Davis County, TX",Jeff,TexasJeff,925,50
2691,Texas,"Jefferson County, TX",Jefferson,TexasJefferson,93022,12570
2692,Texas,"Jim Hogg County, TX",Jim,TexasJim,1711,180
2693,Texas,"Jim Wells County, TX",Jim,TexasJim,14033,2094
2694,Texas,"Johnson County, TX",Johnson,TexasJohnson,77541,5390
2695,Texas,"Jones County, TX",Jones,TexasJones,5337,401
2696,Texas,"Karnes County, TX",Karnes,TexasKarnes,6567,440
2697,Texas,"Kaufman County, TX",Kaufman,TexasKaufman,62886,4377
2698,Texas,"Kendall County, TX",Kendall,TexasKendall,21007,1116
2699,Texas,"Kenedy County, TX",Kenedy,TexasKenedy,174,10
2700,Texas,"Kent County, TX",Kent,TexasKent,440,18
2701,Texas,"Kerr County, TX",Kerr,TexasKerr,20365,1271
2702,Texas,"Kimble County, TX",Kimble,TexasKimble,1717,92
2703,Texas,"King County, TX",King,TexasKing,232,4
2704,Texas,"Kinney County, TX",Kinney,TexasKinney,1233,79
2705,Texas,"Kleberg County, TX",Kleberg,TexasKleberg,12277,1125
2706,Texas,"Knox County, TX",Knox,TexasKnox,1372,82
2707,Texas,"Lamar County, TX",Lamar,TexasLamar,21989,1518
2708,Texas,"Lamb County, TX",Lamb,TexasLamb,4960,274
2709,Texas,"Lampasas County, TX",Lampasas,TexasLampasas,8556,485
2710,Texas,"La Salle County, TX",La,TexasLa,3442,251
2711,Texas,"Lavaca County, TX",Lavaca,TexasLavaca,7965,441
2712,Texas,"Lee County, TX",Lee,TexasLee,8706,452
2713,Texas,"Leon County, TX",Leon,TexasLeon,5644,477
2714,Texas,"Liberty County, TX",Liberty,TexasLiberty,30011,3571
2715,Texas,"Limestone County, TX",Limestone,TexasLimestone,7767,596
2716,Texas,"Lipscomb County, TX",Lipscomb,TexasLipscomb,1477,64
2717,Texas,"Live Oak County, TX",Live,TexasLive,4791,386
2718,Texas,"Llano County, TX",Llano,TexasLlano,7993,486
2719,Texas,"Loving County, TX",Loving,TexasLoving,284,5
2720,Texas,"Lubbock County, TX",Lubbock,TexasLubbock,147629,8996
2721,Texas,"Lynn County, TX",Lynn,TexasLynn,2591,149
2722,Texas,"McCulloch County, TX",McCulloch,TexasMcCulloch,3016,244
2723,Texas,"McLennan County, TX",McLennan,TexasMcLennan,112937,7410
2724,Texas,"McMullen County, TX",McMullen,TexasMcMullen,707,20
2725,Texas,"Madison County, TX",Madison,TexasMadison,4141,321
2726,Texas,"Marion County, TX",Marion,TexasMarion,3920,351
2727,Texas,"Martin County, TX",Martin,TexasMartin,2391,155
2728,Texas,"Mason County, TX",Mason,TexasMason,1630,96
2729,Texas,"Matagorda County, TX",Matagorda,TexasMatagorda,14792,1737
2730,Texas,"Maverick County, TX",Maverick,TexasMaverick,20821,3673
2731,Texas,"Medina County, TX",Medina,TexasMedina,20110,1351
2732,Texas,"Menard County, TX",Menard,TexasMenard,821,45
2733,Texas,"Midland County, TX",Midland,TexasMidland,90313,7924
2734,Texas,"Milam County, TX",Milam,TexasMilam,9054,696
2735,Texas,"Mills County, TX",Mills,TexasMills,1811,78
2736,Texas,"Mitchell County, TX",Mitchell,TexasMitchell,2192,189
2737,Texas,"Montague County, TX",Montague,TexasMontague,8479,602
2738,Texas,"Montgomery County, TX",Montgomery,TexasMontgomery,263501,21493
2739,Texas,"Moore County, TX",Moore,TexasMoore,10180,398
2740,Texas,"Morris County, TX",Morris,TexasMorris,4248,545
2741,Texas,"Motley County, TX",Motley,TexasMotley,417,20
2742,Texas,"Nacogdoches County, TX",Nacogdoches,TexasNacogdoches,26145,1842
2743,Texas,"Navarro County, TX",Navarro,TexasNavarro,21803,1442
2744,Texas,"Newton County, TX",Newton,TexasNewton,4497,557
2745,Texas,"Nolan County, TX",Nolan,TexasNolan,6774,377
2746,Texas,"Nueces County, TX",Nueces,TexasNueces,149232,14688
2747,Texas,"Ochiltree County, TX",Ochiltree,TexasOchiltree,3835,236
2748,Texas,"Oldham County, TX",Oldham,TexasOldham,855,35
2749,Texas,"Orange County, TX",Orange,TexasOrange,32241,3786
2750,Texas,"Palo Pinto County, TX",Palo,TexasPalo,12339,928
2751,Texas,"Panola County, TX",Panola,TexasPanola,8645,792
2752,Texas,"Parker County, TX",Parker,TexasParker,64129,4012
2753,Texas,"Parmer County, TX",Parmer,TexasParmer,4788,127
2754,Texas,"Pecos County, TX",Pecos,TexasPecos,5987,530
2755,Texas,"Polk County, TX",Polk,TexasPolk,16755,1602
2756,Texas,"Potter County, TX",Potter,TexasPotter,51189,2961
2757,Texas,"Presidio County, TX",Presidio,TexasPresidio,2755,476
2758,Texas,"Rains County, TX",Rains,TexasRains,5744,283
2759,Texas,"Randall County, TX",Randall,TexasRandall,69134,3246
2760,Texas,"Reagan County, TX",Reagan,TexasReagan,1639,176
2761,Texas,"Real County, TX",Real,TexasReal,1000,72
2762,Texas,"Red River County, TX",Red,TexasRed,4817,327
2763,Texas,"Reeves County, TX",Reeves,TexasReeves,8227,631
2764,Texas,"Refugio County, TX",Refugio,TexasRefugio,2831,252
2765,Texas,"Roberts County, TX",Roberts,TexasRoberts,395,19
2766,Texas,"Robertson County, TX",Robertson,TexasRobertson,6875,470
2767,Texas,"Rockwall County, TX",Rockwall,TexasRockwall,50009,3200
2768,Texas,"Runnels County, TX",Runnels,TexasRunnels,4306,223
2769,Texas,"Rusk County, TX",Rusk,TexasRusk,20508,1619
2770,Texas,"Sabine County, TX",Sabine,TexasSabine,3500,423
2771,Texas,"San Augustine County, TX",San,TexasSan,2730,290
2772,Texas,"San Jacinto County, TX",San,TexasSan,10710,940
2773,Texas,"San Patricio County, TX",San,TexasSan,26223,2998
2774,Texas,"San Saba County, TX",San,TexasSan,2079,114
2775,Texas,"Schleicher County, TX",Schleicher,TexasSchleicher,1125,84
2776,Texas,"Scurry County, TX",Scurry,TexasScurry,5739,512
2777,Texas,"Shackelford County, TX",Shackelford,TexasShackelford,1688,94
2778,Texas,"Shelby County, TX",Shelby,TexasShelby,10502,772
2779,Texas,"Sherman County, TX",Sherman,TexasSherman,1267,40
2780,Texas,"Smith County, TX",Smith,TexasSmith,101201,7343
2781,Texas,"Somervell County, TX",Somervell,TexasSomervell,4048,280
2782,Texas,"Starr County, TX",Starr,TexasStarr,21760,4559
2783,Texas,"Stephens County, TX",Stephens,TexasStephens,3775,245
2784,Texas,"Sterling County, TX",Sterling,TexasSterling,524,36
2785,Texas,"Stonewall County, TX",Stonewall,TexasStonewall,547,29
2786,Texas,"Sutton County, TX",Sutton,TexasSutton,1109,120
2787,Texas,"Swisher County, TX",Swisher,TexasSwisher,2401,132
2788,Texas,"Tarrant County, TX",Tarrant,TexasTarrant,1003269,79553
2789,Texas,"Taylor County, TX",Taylor,TexasTaylor,62540,3608
2790,Texas,"Terrell County, TX",Terrell,TexasTerrell,375,18
2791,Texas,"Terry County, TX",Terry,TexasTerry,4486,354
2792,Texas,"Throckmorton County, TX",Throckmorton,TexasThrockmorton,604,31
2793,Texas,"Titus County, TX",Titus,TexasTitus,12412,891
2794,Texas,"Tom Green County, TX",Tom,TexasTom,50336,3406
2795,Texas,"Travis County, TX",Travis,TexasTravis,694433,46579
2796,Texas,"Trinity County, TX",Trinity,TexasTrinity,4884,429
2797,Texas,"Tyler County, TX",Tyler,TexasTyler,6645,727
2798,Texas,"Upshur County, TX",Upshur,TexasUpshur,16103,1345
2799,Texas,"Upton County, TX",Upton,TexasUpton,1732,103
2800,Texas,"Uvalde County, TX",Uvalde,TexasUvalde,10605,728
2801,Texas,"Val Verde County, TX",Val,TexasVal,20795,1794
2802,Texas,"Van Zandt County, TX",Van,TexasVan,24529,1601
2803,Texas,"Victoria County, TX",Victoria,TexasVictoria,37761,3411
2804,Texas,"Walker County, TX",Walker,TexasWalker,22343,1742
2805,Texas,"Waller County, TX",Waller,TexasWaller,21958,1846
2806,Texas,"Ward County, TX",Ward,TexasWard,5589,582
2807,Texas,"Washington County, TX",Washington,TexasWashington,14463,866
2808,Texas,"Webb County, TX",Webb,TexasWebb,106376,9819
2809,Texas,"Wharton County, TX",Wharton,TexasWharton,19928,1448
2810,Texas,"Wheeler County, TX",Wheeler,TexasWheeler,2092,134
2811,Texas,"Wichita County, TX",Wichita,TexasWichita,51620,3686
2812,Texas,"Wilbarger County, TX",Wilbarger,TexasWilbarger,4659,290
2813,Texas,"Willacy County, TX",Willacy,TexasWillacy,5807,790
2814,Texas,"Williamson County, TX",Williamson,TexasWilliamson,299801,18646
2815,Texas,"Wilson County, TX",Wilson,TexasWilson,23077,1396
2816,Texas,"Winkler County, TX",Winkler,TexasWinkler,3663,376
2817,Texas,"Wise County, TX",Wise,TexasWise,30041,2099
2818,Texas,"Wood County, TX",Wood,TexasWood,16740,1179
2819,Texas,"Yoakum County, TX",Yoakum,TexasYoakum,3107,421
2820,Texas,"Young County, TX",Young,TexasYoung,7393,410
2821,Texas,"Zapata County, TX",Zapata,TexasZapata,4029,571
2822,Texas,"Zavala County, TX",Zavala,TexasZavala,2946,484
2823,Utah,Utah,Utah,UtahUtah,1555782,76433
2824,Utah,"Beaver County, UT",Beaver,UtahBeaver,2719,112
2825,Utah,"Box Elder County, UT",Box,UtahBox,25272,1152
2826,Utah,"Cache County, UT",Cache,UtahCache,63497,1910
2827,Utah,"Carbon County, UT",Carbon,UtahCarbon,8130,445
2828,Utah,"Daggett County, UT",Daggett,UtahDaggett,383,18
2829,Utah,"Davis County, UT",Davis,UtahDavis,168737,7168
2830,Utah,"Duchesne County, UT",Duchesne,UtahDuchesne,7179,603
2831,Utah,"Emery County, UT",Emery,UtahEmery,4166,206
2832,Utah,"Garfield County, UT",Garfield,UtahGarfield,2365,269
2833,Utah,"Grand County, UT",Grand,UtahGrand,5574,587
2834,Utah,"Iron County, UT",Iron,UtahIron,23879,1115
2835,Utah,"Juab County, UT",Juab,UtahJuab,5709,172
2836,Utah,"Kane County, UT",Kane,UtahKane,3629,206
2837,Utah,"Millard County, UT",Millard,UtahMillard,5749,192
2838,Utah,"Morgan County, UT",Morgan,UtahMorgan,5375,186
2839,Utah,"Piute County, UT",Piute,UtahPiute,447,30
2840,Utah,"Rich County, UT",Rich,UtahRich,1122,40
2841,Utah,"Salt Lake County, UT",Salt,UtahSalt,609766,32591
2842,Utah,"San Juan County, UT",San,UtahSan,4903,554
2843,Utah,"Sanpete County, UT",Sanpete,UtahSanpete,12168,472
2844,Utah,"Sevier County, UT",Sevier,UtahSevier,9395,416
2845,Utah,"Summit County, UT",Summit,UtahSummit,22554,1760
2846,Utah,"Tooele County, UT",Tooele,UtahTooele,33417,1667
2847,Utah,"Uintah County, UT",Uintah,UtahUintah,12157,1228
2848,Utah,"Utah County, UT",Utah,UtahUtah,302248,11774
2849,Utah,"Wasatch County, UT",Wasatch,UtahWasatch,15223,1046
2850,Utah,"Washington County, UT",Washington,UtahWashington,75007,4201
2851,Utah,"Wayne County, UT",Wayne,UtahWayne,1320,108
2852,Utah,"Weber County, UT",Weber,UtahWeber,123697,6210
2853,Vermont,Vermont,Vermont,VermontVermont,311645,18413
2854,Vermont,"Addison County, VT",Addison,VermontAddison,18947,989
2855,Vermont,"Bennington County, VT",Bennington,VermontBennington,16004,1128
2856,Vermont,"Caledonia County, VT",Caledonia,VermontCaledonia,13337,819
2857,Vermont,"Chittenden County, VT",Chittenden,VermontChittenden,88659,4451
2858,Vermont,"Essex County, VT",Essex,VermontEssex,2426,170
2859,Vermont,"Franklin County, VT",Franklin,VermontFranklin,24946,1383
2860,Vermont,"Grand Isle County, VT",Grand,VermontGrand,3766,237
2861,Vermont,"Lamoille County, VT",Lamoille,VermontLamoille,12328,1048
2862,Vermont,"Orange County, VT",Orange,VermontOrange,14652,743
2863,Vermont,"Orleans County, VT",Orleans,VermontOrleans,11694,1008
2864,Vermont,"Rutland County, VT",Rutland,VermontRutland,27352,2031
2865,Vermont,"Washington County, VT",Washington,VermontWashington,31429,1596
2866,Vermont,"Windham County, VT",Windham,VermontWindham,19687,1327
2867,Vermont,"Windsor County, VT",Windsor,VermontWindsor,26420,1483
2868,Virginia,Virginia,Virginia,VirginiaVirginia,4075237,271407
2869,Virginia,"Accomack County, VA",Accomack,VirginiaAccomack,15011,1041
2870,Virginia,"Albemarle County, VA",Albemarle,VirginiaAlbemarle,52792,3002
2871,Virginia,"Alleghany County, VA",Alleghany,VirginiaAlleghany,6376,444
2872,Virginia,"Amelia County, VA",Amelia,VirginiaAmelia,5845,357
2873,Virginia,"Amherst County, VA",Amherst,VirginiaAmherst,13872,823
2874,Virginia,"Appomattox County, VA",Appomattox,VirginiaAppomattox,6636,410
2875,Virginia,"Arlington County, VA",Arlington,VirginiaArlington,144307,6773
2876,Virginia,"Augusta County, VA",Augusta,VirginiaAugusta,35344,1702
2877,Virginia,"Bath County, VA",Bath,VirginiaBath,2063,227
2878,Virginia,"Bedford County, VA",Bedford,VirginiaBedford,35800,1937
2879,Virginia,"Bland County, VA",Bland,VirginiaBland,2653,158
2880,Virginia,"Botetourt County, VA",Botetourt,VirginiaBotetourt,16363,777
2881,Virginia,"Brunswick County, VA",Brunswick,VirginiaBrunswick,5477,474
2882,Virginia,"Buchanan County, VA",Buchanan,VirginiaBuchanan,5836,614
2883,Virginia,"Buckingham County, VA",Buckingham,VirginiaBuckingham,5850,467
2884,Virginia,"Campbell County, VA",Campbell,VirginiaCampbell,24001,1506
2885,Virginia,"Caroline County, VA",Caroline,VirginiaCaroline,13995,1009
2886,Virginia,"Carroll County, VA",Carroll,VirginiaCarroll,12078,1075
2887,Virginia,"Charles City County, VA",Charles,VirginiaCharles,3375,235
2888,Virginia,"Charlotte County, VA",Charlotte,VirginiaCharlotte,4799,285
2889,Virginia,"Chesterfield County, VA",Chesterfield,VirginiaChesterfield,175116,10971
