,State,Area_name,First Word of Each County,Abbreivation,# Employed,# Unemployed
852,Iowa,"Humboldt County, IA",Humboldt,IowaHumboldt,4730,209
853,Iowa,"Ida County, IA",Ida,IowaIda,3824,142
854,Iowa,"Iowa County, IA",Iowa,IowaIowa,9565,444
855,Iowa,"Jackson County, IA",Jackson,IowaJackson,9975,647
856,Iowa,"Jasper County, IA",Jasper,IowaJasper,18157,1020
857,Iowa,"Jefferson County, IA",Jefferson,IowaJefferson,8948,539
858,Iowa,"Johnson County, IA",Johnson,IowaJohnson,80056,4032
859,Iowa,"Jones County, IA",Jones,IowaJones,9669,584
860,Iowa,"Keokuk County, IA",Keokuk,IowaKeokuk,4897,254
861,Iowa,"Kossuth County, IA",Kossuth,IowaKossuth,7779,308
862,Iowa,"Lee County, IA",Lee,IowaLee,14666,1027
863,Iowa,"Linn County, IA",Linn,IowaLinn,111300,7553
864,Iowa,"Louisa County, IA",Louisa,IowaLouisa,5623,293
865,Iowa,"Lucas County, IA",Lucas,IowaLucas,4475,169
866,Iowa,"Lyon County, IA",Lyon,IowaLyon,6652,171
867,Iowa,"Madison County, IA",Madison,IowaMadison,7868,479
868,Iowa,"Mahaska County, IA",Mahaska,IowaMahaska,11237,561
869,Iowa,"Marion County, IA",Marion,IowaMarion,17182,751
870,Iowa,"Marshall County, IA",Marshall,IowaMarshall,16278,1236
871,Iowa,"Mills County, IA",Mills,IowaMills,6869,281
872,Iowa,"Mitchell County, IA",Mitchell,IowaMitchell,5856,205
873,Iowa,"Monona County, IA",Monona,IowaMonona,4139,208
874,Iowa,"Monroe County, IA",Monroe,IowaMonroe,3734,204
875,Iowa,"Montgomery County, IA",Montgomery,IowaMontgomery,4621,226
876,Iowa,"Muscatine County, IA",Muscatine,IowaMuscatine,19796,1257
877,Iowa,"O'Brien County, IA",O'Brien,IowaO'Brien,7786,272
878,Iowa,"Osceola County, IA",Osceola,IowaOsceola,3397,101
879,Iowa,"Page County, IA",Page,IowaPage,5878,308
880,Iowa,"Palo Alto County, IA",Palo,IowaPalo,4330,210
881,Iowa,"Plymouth County, IA",Plymouth,IowaPlymouth,13770,514
882,Iowa,"Pocahontas County, IA",Pocahontas,IowaPocahontas,4072,148
883,Iowa,"Polk County, IA",Polk,IowaPolk,248931,15876
884,Iowa,"Pottawattamie County, IA",Pottawattamie,IowaPottawattamie,44771,2478
885,Iowa,"Poweshiek County, IA",Poweshiek,IowaPoweshiek,9247,480
886,Iowa,"Ringgold County, IA",Ringgold,IowaRinggold,2285,92
887,Iowa,"Sac County, IA",Sac,IowaSac,4986,181
888,Iowa,"Scott County, IA",Scott,IowaScott,80541,5862
889,Iowa,"Shelby County, IA",Shelby,IowaShelby,6090,228
890,Iowa,"Sioux County, IA",Sioux,IowaSioux,20199,558
891,Iowa,"Story County, IA",Story,IowaStory,54422,2036
892,Iowa,"Tama County, IA",Tama,IowaTama,8753,472
893,Iowa,"Taylor County, IA",Taylor,IowaTaylor,2952,112
894,Iowa,"Union County, IA",Union,IowaUnion,5786,361
895,Iowa,"Van Buren County, IA",Van,IowaVan,3497,170
896,Iowa,"Wapello County, IA",Wapello,IowaWapello,16293,1035
897,Iowa,"Warren County, IA",Warren,IowaWarren,26321,1256
898,Iowa,"Washington County, IA",Washington,IowaWashington,11021,469
899,Iowa,"Wayne County, IA",Wayne,IowaWayne,2658,125
900,Iowa,"Webster County, IA",Webster,IowaWebster,17638,977
901,Iowa,"Winnebago County, IA",Winnebago,IowaWinnebago,4703,322
902,Iowa,"Winneshiek County, IA",Winneshiek,IowaWinneshiek,10550,545
903,Iowa,"Woodbury County, IA",Woodbury,IowaWoodbury,51606,2861
904,Iowa,"Worth County, IA",Worth,IowaWorth,3861,221
905,Iowa,"Wright County, IA",Wright,IowaWright,6684,276
906,Kansas,Kansas,Kansas,KansasKansas,1408995,88008
907,Kansas,"Allen County, KS",Allen,KansasAllen,6045,347
908,Kansas,"Anderson County, KS",Anderson,KansasAnderson,4075,175
909,Kansas,"Atchison County, KS",Atchison,KansasAtchison,6385,471
910,Kansas,"Barber County, KS",Barber,KansasBarber,2246,78
911,Kansas,"Barton County, KS",Barton,KansasBarton,13046,634
912,Kansas,"Bourbon County, KS",Bourbon,KansasBourbon,6367,380
913,Kansas,"Brown County, KS",Brown,KansasBrown,4923,230
914,Kansas,"Butler County, KS",Butler,KansasButler,30403,2130
915,Kansas,"Chase County, KS",Chase,KansasChase,1384,81
916,Kansas,"Chautauqua County, KS",Chautauqua,KansasChautauqua,1392,90
917,Kansas,"Cherokee County, KS",Cherokee,KansasCherokee,9494,522
918,Kansas,"Cheyenne County, KS",Cheyenne,KansasCheyenne,1285,29
919,Kansas,"Clark County, KS",Clark,KansasClark,1122,23
920,Kansas,"Clay County, KS",Clay,KansasClay,3636,171
921,Kansas,"Cloud County, KS",Cloud,KansasCloud,3708,157
922,Kansas,"Coffey County, KS",Coffey,KansasCoffey,3697,204
923,Kansas,"Comanche County, KS",Comanche,KansasComanche,830,30
924,Kansas,"Cowley County, KS",Cowley,KansasCowley,15709,1098
925,Kansas,"Crawford County, KS",Crawford,KansasCrawford,17901,1046
926,Kansas,"Decatur County, KS",Decatur,KansasDecatur,1195,46
927,Kansas,"Dickinson County, KS",Dickinson,KansasDickinson,8442,431
928,Kansas,"Doniphan County, KS",Doniphan,KansasDoniphan,3965,188
929,Kansas,"Douglas County, KS",Douglas,KansasDouglas,60337,3888
930,Kansas,"Edwards County, KS",Edwards,KansasEdwards,1421,44
931,Kansas,"Elk County, KS",Elk,KansasElk,1115,56
932,Kansas,"Ellis County, KS",Ellis,KansasEllis,16328,592
933,Kansas,"Ellsworth County, KS",Ellsworth,KansasEllsworth,2636,89
934,Kansas,"Finney County, KS",Finney,KansasFinney,19906,712
935,Kansas,"Ford County, KS",Ford,KansasFord,16640,584
936,Kansas,"Franklin County, KS",Franklin,KansasFranklin,13459,769
937,Kansas,"Geary County, KS",Geary,KansasGeary,10852,800
938,Kansas,"Gove County, KS",Gove,KansasGove,1423,42
939,Kansas,"Graham County, KS",Graham,KansasGraham,1074,52
940,Kansas,"Grant County, KS",Grant,KansasGrant,2970,127
941,Kansas,"Gray County, KS",Gray,KansasGray,3172,72
942,Kansas,"Greeley County, KS",Greeley,KansasGreeley,810,15
943,Kansas,"Greenwood County, KS",Greenwood,KansasGreenwood,2965,164
944,Kansas,"Hamilton County, KS",Hamilton,KansasHamilton,1605,28
945,Kansas,"Harper County, KS",Harper,KansasHarper,2668,124
946,Kansas,"Harvey County, KS",Harvey,KansasHarvey,16030,900
947,Kansas,"Haskell County, KS",Haskell,KansasHaskell,2197,53
948,Kansas,"Hodgeman County, KS",Hodgeman,KansasHodgeman,981,27
949,Kansas,"Jackson County, KS",Jackson,KansasJackson,6820,393
950,Kansas,"Jefferson County, KS",Jefferson,KansasJefferson,9708,499
951,Kansas,"Jewell County, KS",Jewell,KansasJewell,1210,39
952,Kansas,"Johnson County, KS",Johnson,KansasJohnson,324544,17602
953,Kansas,"Kearny County, KS",Kearny,KansasKearny,1980,55
954,Kansas,"Kingman County, KS",Kingman,KansasKingman,3169,174
955,Kansas,"Kiowa County, KS",Kiowa,KansasKiowa,1215,41
956,Kansas,"Labette County, KS",Labette,KansasLabette,9123,544
957,Kansas,"Lane County, KS",Lane,KansasLane,733,22
958,Kansas,"Leavenworth County, KS",Leavenworth,KansasLeavenworth,34611,2135
959,Kansas,"Lincoln County, KS",Lincoln,KansasLincoln,1655,50
960,Kansas,"Linn County, KS",Linn,KansasLinn,4073,306
961,Kansas,"Logan County, KS",Logan,KansasLogan,1573,41
962,Kansas,"Lyon County, KS",Lyon,KansasLyon,15808,790
963,Kansas,"McPherson County, KS",McPherson,KansasMcPherson,16612,599
964,Kansas,"Marion County, KS",Marion,KansasMarion,5668,245
965,Kansas,"Marshall County, KS",Marshall,KansasMarshall,5331,173
966,Kansas,"Meade County, KS",Meade,KansasMeade,2090,60
967,Kansas,"Miami County, KS",Miami,KansasMiami,16793,888
968,Kansas,"Mitchell County, KS",Mitchell,KansasMitchell,3335,94
969,Kansas,"Montgomery County, KS",Montgomery,KansasMontgomery,13774,1078
970,Kansas,"Morris County, KS",Morris,KansasMorris,2958,121
971,Kansas,"Morton County, KS",Morton,KansasMorton,1105,34
972,Kansas,"Nemaha County, KS",Nemaha,KansasNemaha,5430,166
973,Kansas,"Neosho County, KS",Neosho,KansasNeosho,5845,401
974,Kansas,"Ness County, KS",Ness,KansasNess,1288,46
975,Kansas,"Norton County, KS",Norton,KansasNorton,2573,71
976,Kansas,"Osage County, KS",Osage,KansasOsage,7600,409
977,Kansas,"Osborne County, KS",Osborne,KansasOsborne,1908,57
978,Kansas,"Ottawa County, KS",Ottawa,KansasOttawa,2851,127
979,Kansas,"Pawnee County, KS",Pawnee,KansasPawnee,2739,107
980,Kansas,"Phillips County, KS",Phillips,KansasPhillips,2560,91
981,Kansas,"Pottawatomie County, KS",Pottawatomie,KansasPottawatomie,11461,520
982,Kansas,"Pratt County, KS",Pratt,KansasPratt,4748,178
983,Kansas,"Rawlins County, KS",Rawlins,KansasRawlins,1508,39
984,Kansas,"Reno County, KS",Reno,KansasReno,27997,1629
985,Kansas,"Republic County, KS",Republic,KansasRepublic,2241,77
986,Kansas,"Rice County, KS",Rice,KansasRice,4865,215
987,Kansas,"Riley County, KS",Riley,KansasRiley,32361,1688
988,Kansas,"Rooks County, KS",Rooks,KansasRooks,2408,101
989,Kansas,"Rush County, KS",Rush,KansasRush,1503,73
990,Kansas,"Russell County, KS",Russell,KansasRussell,3177,140
991,Kansas,"Saline County, KS",Saline,KansasSaline,27893,1618
992,Kansas,"Scott County, KS",Scott,KansasScott,2754,72
993,Kansas,"Sedgwick County, KS",Sedgwick,KansasSedgwick,234769,22448
994,Kansas,"Seward County, KS",Seward,KansasSeward,9386,430
995,Kansas,"Shawnee County, KS",Shawnee,KansasShawnee,85910,5433
996,Kansas,"Sheridan County, KS",Sheridan,KansasSheridan,1429,33
997,Kansas,"Sherman County, KS",Sherman,KansasSherman,2795,99
998,Kansas,"Smith County, KS",Smith,KansasSmith,1943,53
999,Kansas,"Stafford County, KS",Stafford,KansasStafford,1967,76
1000,Kansas,"Stanton County, KS",Stanton,KansasStanton,1054,26
1001,Kansas,"Stevens County, KS",Stevens,KansasStevens,2727,80
1002,Kansas,"Sumner County, KS",Sumner,KansasSumner,10126,891
1003,Kansas,"Thomas County, KS",Thomas,KansasThomas,4108,122
1004,Kansas,"Trego County, KS",Trego,KansasTrego,1419,51
1005,Kansas,"Wabaunsee County, KS",Wabaunsee,KansasWabaunsee,3522,155
1006,Kansas,"Wallace County, KS",Wallace,KansasWallace,807,18
1007,Kansas,"Washington County, KS",Washington,KansasWashington,2986,76
1008,Kansas,"Wichita County, KS",Wichita,KansasWichita,1232,26
1009,Kansas,"Wilson County, KS",Wilson,KansasWilson,3609,304
1010,Kansas,"Woodson County, KS",Woodson,KansasWoodson,1474,93
1011,Kansas,"Wyandotte County, KS",Wyandotte,KansasWyandotte,72303,6089
1012,Kentucky,Kentucky,Kentucky,KentuckyKentucky,1885645,134242
1013,Kentucky,"Adair County, KY",Adair,KentuckyAdair,6460,501
1014,Kentucky,"Allen County, KY",Allen,KentuckyAllen,8256,476
1015,Kentucky,"Anderson County, KY",Anderson,KentuckyAnderson,11034,718
1016,Kentucky,"Ballard County, KY",Ballard,KentuckyBallard,3134,222
1017,Kentucky,"Barren County, KY",Barren,KentuckyBarren,16829,1366
1018,Kentucky,"Bath County, KY",Bath,KentuckyBath,4182,379
1019,Kentucky,"Bell County, KY",Bell,KentuckyBell,7606,642
1020,Kentucky,"Boone County, KY",Boone,KentuckyBoone,66280,3791
1021,Kentucky,"Bourbon County, KY",Bourbon,KentuckyBourbon,9016,561
1022,Kentucky,"Boyd County, KY",Boyd,KentuckyBoyd,16086,1465
1023,Kentucky,"Boyle County, KY",Boyle,KentuckyBoyle,11618,922
1024,Kentucky,"Bracken County, KY",Bracken,KentuckyBracken,3511,233
1025,Kentucky,"Breathitt County, KY",Breathitt,KentuckyBreathitt,2949,336
1026,Kentucky,"Breckinridge County, KY",Breckinridge,KentuckyBreckinridge,7274,572
1027,Kentucky,"Bullitt County, KY",Bullitt,KentuckyBullitt,39359,2672
1028,Kentucky,"Butler County, KY",Butler,KentuckyButler,4619,342
1029,Kentucky,"Caldwell County, KY",Caldwell,KentuckyCaldwell,5224,346
1030,Kentucky,"Calloway County, KY",Calloway,KentuckyCalloway,16752,1113
1031,Kentucky,"Campbell County, KY",Campbell,KentuckyCampbell,46886,2761
1032,Kentucky,"Carlisle County, KY",Carlisle,KentuckyCarlisle,2066,102
1033,Kentucky,"Carroll County, KY",Carroll,KentuckyCarroll,4978,311
1034,Kentucky,"Carter County, KY",Carter,KentuckyCarter,8663,923
1035,Kentucky,"Casey County, KY",Casey,KentuckyCasey,6250,416
1036,Kentucky,"Christian County, KY",Christian,KentuckyChristian,22662,1925
1037,Kentucky,"Clark County, KY",Clark,KentuckyClark,15891,1115
1038,Kentucky,"Clay County, KY",Clay,KentuckyClay,4751,448
1039,Kentucky,"Clinton County, KY",Clinton,KentuckyClinton,3776,202
1040,Kentucky,"Crittenden County, KY",Crittenden,KentuckyCrittenden,3460,203
1041,Kentucky,"Cumberland County, KY",Cumberland,KentuckyCumberland,3112,159
1042,Kentucky,"Daviess County, KY",Daviess,KentuckyDaviess,42911,2799
1043,Kentucky,"Edmonson County, KY",Edmonson,KentuckyEdmonson,4247,352
1044,Kentucky,"Elliott County, KY",Elliott,KentuckyElliott,1769,198
1045,Kentucky,"Estill County, KY",Estill,KentuckyEstill,4766,387
1046,Kentucky,"Fayette County, KY",Fayette,KentuckyFayette,162405,9879
1047,Kentucky,"Fleming County, KY",Fleming,KentuckyFleming,5686,449
1048,Kentucky,"Floyd County, KY",Floyd,KentuckyFloyd,9705,983
1049,Kentucky,"Franklin County, KY",Franklin,KentuckyFranklin,23117,1628
1050,Kentucky,"Fulton County, KY",Fulton,KentuckyFulton,1854,129
1051,Kentucky,"Gallatin County, KY",Gallatin,KentuckyGallatin,3771,241
1052,Kentucky,"Garrard County, KY",Garrard,KentuckyGarrard,7055,473
1053,Kentucky,"Grant County, KY",Grant,KentuckyGrant,10707,818
1054,Kentucky,"Graves County, KY",Graves,KentuckyGraves,14701,930
1055,Kentucky,"Grayson County, KY",Grayson,KentuckyGrayson,9873,831
1056,Kentucky,"Green County, KY",Green,KentuckyGreen,4866,276
1057,Kentucky,"Greenup County, KY",Greenup,KentuckyGreenup,12064,1174
1058,Kentucky,"Hancock County, KY",Hancock,KentuckyHancock,3575,233
1059,Kentucky,"Hardin County, KY",Hardin,KentuckyHardin,44196,3385
1060,Kentucky,"Harlan County, KY",Harlan,KentuckyHarlan,5768,780
1061,Kentucky,"Harrison County, KY",Harrison,KentuckyHarrison,8177,535
1062,Kentucky,"Hart County, KY",Hart,KentuckyHart,7198,496
1063,Kentucky,"Henderson County, KY",Henderson,KentuckyHenderson,19643,1278
1064,Kentucky,"Henry County, KY",Henry,KentuckyHenry,7611,460
1065,Kentucky,"Hickman County, KY",Hickman,KentuckyHickman,1625,95
1066,Kentucky,"Hopkins County, KY",Hopkins,KentuckyHopkins,16815,1334
1067,Kentucky,"Jackson County, KY",Jackson,KentuckyJackson,3700,351
1068,Kentucky,"Jefferson County, KY",Jefferson,KentuckyJefferson,363770,26717
1069,Kentucky,"Jessamine County, KY",Jessamine,KentuckyJessamine,24689,1471
1070,Kentucky,"Johnson County, KY",Johnson,KentuckyJohnson,6016,573
1071,Kentucky,"Kenton County, KY",Kenton,KentuckyKenton,81077,4985
1072,Kentucky,"Knott County, KY",Knott,KentuckyKnott,3979,371
1073,Kentucky,"Knox County, KY",Knox,KentuckyKnox,9143,819
1074,Kentucky,"Larue County, KY",Larue,KentuckyLarue,5417,421
1075,Kentucky,"Laurel County, KY",Laurel,KentuckyLaurel,23130,1727
1076,Kentucky,"Lawrence County, KY",Lawrence,KentuckyLawrence,4784,433
1077,Kentucky,"Lee County, KY",Lee,KentuckyLee,1904,143
1078,Kentucky,"Leslie County, KY",Leslie,KentuckyLeslie,2344,284
1079,Kentucky,"Letcher County, KY",Letcher,KentuckyLetcher,5488,623
1080,Kentucky,"Lewis County, KY",Lewis,KentuckyLewis,4205,443
1081,Kentucky,"Lincoln County, KY",Lincoln,KentuckyLincoln,8578,739
1082,Kentucky,"Livingston County, KY",Livingston,KentuckyLivingston,3268,266
1083,Kentucky,"Logan County, KY",Logan,KentuckyLogan,11466,670
1084,Kentucky,"Lyon County, KY",Lyon,KentuckyLyon,2931,164
1085,Kentucky,"McCracken County, KY",McCracken,KentuckyMcCracken,26435,2051
1086,Kentucky,"McCreary County, KY",McCreary,KentuckyMcCreary,4457,350
1087,Kentucky,"McLean County, KY",McLean,KentuckyMcLean,3796,227
1088,Kentucky,"Madison County, KY",Madison,KentuckyMadison,43091,2764
1089,Kentucky,"Magoffin County, KY",Magoffin,KentuckyMagoffin,2692,516
1090,Kentucky,"Marion County, KY",Marion,KentuckyMarion,8515,718
1091,Kentucky,"Marshall County, KY",Marshall,KentuckyMarshall,13919,912
1092,Kentucky,"Martin County, KY",Martin,KentuckyMartin,2208,290
1093,Kentucky,"Mason County, KY",Mason,KentuckyMason,6358,551
1094,Kentucky,"Meade County, KY",Meade,KentuckyMeade,10913,836
1095,Kentucky,"Menifee County, KY",Menifee,KentuckyMenifee,2055,201
1096,Kentucky,"Mercer County, KY",Mercer,KentuckyMercer,9187,720
1097,Kentucky,"Metcalfe County, KY",Metcalfe,KentuckyMetcalfe,3704,313
1098,Kentucky,"Monroe County, KY",Monroe,KentuckyMonroe,4318,246
1099,Kentucky,"Montgomery County, KY",Montgomery,KentuckyMontgomery,10450,905
1100,Kentucky,"Morgan County, KY",Morgan,KentuckyMorgan,4052,300
1101,Kentucky,"Muhlenberg County, KY",Muhlenberg,KentuckyMuhlenberg,9138,866
1102,Kentucky,"Nelson County, KY",Nelson,KentuckyNelson,21185,1570
1103,Kentucky,"Nicholas County, KY",Nicholas,KentuckyNicholas,3053,222
1104,Kentucky,"Ohio County, KY",Ohio,KentuckyOhio,8620,669
1105,Kentucky,"Oldham County, KY",Oldham,KentuckyOldham,30867,1571
1106,Kentucky,"Owen County, KY",Owen,KentuckyOwen,4757,325
1107,Kentucky,"Owsley County, KY",Owsley,KentuckyOwsley,982,79
1108,Kentucky,"Pendleton County, KY",Pendleton,KentuckyPendleton,6447,356
1109,Kentucky,"Perry County, KY",Perry,KentuckyPerry,7453,728
1110,Kentucky,"Pike County, KY",Pike,KentuckyPike,17574,1622
1111,Kentucky,"Powell County, KY",Powell,KentuckyPowell,4698,372
1112,Kentucky,"Pulaski County, KY",Pulaski,KentuckyPulaski,23907,1888
1113,Kentucky,"Robertson County, KY",Robertson,KentuckyRobertson,740,48
1114,Kentucky,"Rockcastle County, KY",Rockcastle,KentuckyRockcastle,5971,457
1115,Kentucky,"Rowan County, KY",Rowan,KentuckyRowan,9191,741
1116,Kentucky,"Russell County, KY",Russell,KentuckyRussell,5586,499
1117,Kentucky,"Scott County, KY",Scott,KentuckyScott,27523,1855
1118,Kentucky,"Shelby County, KY",Shelby,KentuckyShelby,23817,1374
1119,Kentucky,"Simpson County, KY",Simpson,KentuckySimpson,7979,617
1120,Kentucky,"Spencer County, KY",Spencer,KentuckySpencer,9662,592
1121,Kentucky,"Taylor County, KY",Taylor,KentuckyTaylor,12160,775
1122,Kentucky,"Todd County, KY",Todd,KentuckyTodd,5131,260
1123,Kentucky,"Trigg County, KY",Trigg,KentuckyTrigg,5611,419
1124,Kentucky,"Trimble County, KY",Trimble,KentuckyTrimble,3533,256
1125,Kentucky,"Union County, KY",Union,KentuckyUnion,5562,377
1126,Kentucky,"Warren County, KY",Warren,KentuckyWarren,59108,4148
1127,Kentucky,"Washington County, KY",Washington,KentuckyWashington,5718,381
1128,Kentucky,"Wayne County, KY",Wayne,KentuckyWayne,6888,482
1129,Kentucky,"Webster County, KY",Webster,KentuckyWebster,5077,347
1130,Kentucky,"Whitley County, KY",Whitley,KentuckyWhitley,12801,983
1131,Kentucky,"Wolfe County, KY",Wolfe,KentuckyWolfe,1901,158
1132,Kentucky,"Woodford County, KY",Woodford,KentuckyWoodford,14182,747
1133,Louisiana,Louisiana,Louisiana,LouisianaLouisiana,1905238,171405
1134,Louisiana,"Acadia Parish, LA",Acadia,LouisianaAcadia,21758,1705
1135,Louisiana,"Allen Parish, LA",Allen,LouisianaAllen,7682,778
1136,Louisiana,"Ascension Parish, LA",Ascension,LouisianaAscension,59807,4329
1137,Louisiana,"Assumption Parish, LA",Assumption,LouisianaAssumption,7929,893
1138,Louisiana,"Avoyelles Parish, LA",Avoyelles,LouisianaAvoyelles,13846,1202
1139,Louisiana,"Beauregard Parish, LA",Beauregard,LouisianaBeauregard,13444,961
1140,Louisiana,"Bienville Parish, LA",Bienville,LouisianaBienville,4999,418
1141,Louisiana,"Bossier Parish, LA",Bossier,LouisianaBossier,53138,3612
1142,Louisiana,"Caddo Parish, LA",Caddo,LouisianaCaddo,93384,9231
1143,Louisiana,"Calcasieu Parish, LA",Calcasieu,LouisianaCalcasieu,89236,8874
1144,Louisiana,"Caldwell Parish, LA",Caldwell,LouisianaCaldwell,3403,267
1145,Louisiana,"Cameron Parish, LA",Cameron,LouisianaCameron,3318,202
1146,Louisiana,"Catahoula Parish, LA",Catahoula,LouisianaCatahoula,3248,247
1147,Louisiana,"Claiborne Parish, LA",Claiborne,LouisianaClaiborne,5133,362
1148,Louisiana,"Concordia Parish, LA",Concordia,LouisianaConcordia,6385,564
1149,Louisiana,"De Soto Parish, LA",De,LouisianaDe,9852,771
1150,Louisiana,"East Baton Rouge Parish, LA",East,LouisianaEast,211197,17777
1151,Louisiana,"East Carroll Parish, LA",East,LouisianaEast,1610,214
1152,Louisiana,"East Feliciana Parish, LA",East,LouisianaEast,7244,518
1153,Louisiana,"Evangeline Parish, LA",Evangeline,LouisianaEvangeline,11013,920
1154,Louisiana,"Franklin Parish, LA",Franklin,LouisianaFranklin,6783,597
1155,Louisiana,"Grant Parish, LA",Grant,LouisianaGrant,7635,533
1156,Louisiana,"Iberia Parish, LA",Iberia,LouisianaIberia,25284,2623
1157,Louisiana,"Iberville Parish, LA",Iberville,LouisianaIberville,12601,1374
1158,Louisiana,"Jackson Parish, LA",Jackson,LouisianaJackson,6378,360
1159,Louisiana,"Jefferson Parish, LA",Jefferson,LouisianaJefferson,191934,19629
1160,Louisiana,"Jefferson Davis Parish, LA",Jefferson,LouisianaJefferson,11863,964
1161,Louisiana,"Lafayette Parish, LA",Lafayette,LouisianaLafayette,105742,8069
1162,Louisiana,"Lafourche Parish, LA",Lafourche,LouisianaLafourche,38786,2689
1163,Louisiana,"LaSalle Parish, LA",LaSalle,LouisianaLaSalle,6584,328
1164,Louisiana,"Lincoln Parish, LA",Lincoln,LouisianaLincoln,19613,1314
1165,Louisiana,"Livingston Parish, LA",Livingston,LouisianaLivingston,63874,4391
1166,Louisiana,"Madison Parish, LA",Madison,LouisianaMadison,3272,301
1167,Louisiana,"Morehouse Parish, LA",Morehouse,LouisianaMorehouse,9102,994
1168,Louisiana,"Natchitoches Parish, LA",Natchitoches,LouisianaNatchitoches,15028,1101
1169,Louisiana,"Orleans Parish, LA",Orleans,LouisianaOrleans,159734,22134
1170,Louisiana,"Ouachita Parish, LA",Ouachita,LouisianaOuachita,64663,5160
1171,Louisiana,"Plaquemines Parish, LA",Plaquemines,LouisianaPlaquemines,8971,678
1172,Louisiana,"Pointe Coupee Parish, LA",Pointe,LouisianaPointe,8888,750
1173,Louisiana,"Rapides Parish, LA",Rapides,LouisianaRapides,51714,3443
1174,Louisiana,"Red River Parish, LA",Red,LouisianaRed,3389,223
1175,Louisiana,"Richland Parish, LA",Richland,LouisianaRichland,7518,621
1176,Louisiana,"Sabine Parish, LA",Sabine,LouisianaSabine,8730,506
1177,Louisiana,"St. Bernard Parish, LA",St.,LouisianaSt.,17984,2038
1178,Louisiana,"St. Charles Parish, LA",St.,LouisianaSt.,22715,1929
1179,Louisiana,"St. Helena Parish, LA",St.,LouisianaSt.,3805,494
1180,Louisiana,"St. James Parish, LA",St.,LouisianaSt.,8176,882
1181,Louisiana,"St. John the Baptist Parish, LA",St.,LouisianaSt.,17294,2179
1182,Louisiana,"St. Landry Parish, LA",St.,LouisianaSt.,29611,2807
1183,Louisiana,"St. Martin Parish, LA",St.,LouisianaSt.,20268,1789
1184,Louisiana,"St. Mary Parish, LA",St.,LouisianaSt.,17722,1794
1185,Louisiana,"St. Tammany Parish, LA",St.,LouisianaSt.,108590,7876
1186,Louisiana,"Tangipahoa Parish, LA",Tangipahoa,LouisianaTangipahoa,51012,5377
1187,Louisiana,"Tensas Parish, LA",Tensas,LouisianaTensas,1245,114
1188,Louisiana,"Terrebonne Parish, LA",Terrebonne,LouisianaTerrebonne,42663,3561
1189,Louisiana,"Union Parish, LA",Union,LouisianaUnion,8330,640
1190,Louisiana,"Vermilion Parish, LA",Vermilion,LouisianaVermilion,21993,1753
1191,Louisiana,"Vernon Parish, LA",Vernon,LouisianaVernon,14677,1118
1192,Louisiana,"Washington Parish, LA",Washington,LouisianaWashington,15299,1361
1193,Louisiana,"Webster Parish, LA",Webster,LouisianaWebster,12977,1111
1194,Louisiana,"West Baton Rouge Parish, LA",West,LouisianaWest,12530,972
1195,Louisiana,"West Carroll Parish, LA",West,LouisianaWest,3270,367
1196,Louisiana,"West Feliciana Parish, LA",West,LouisianaWest,4989,287
1197,Louisiana,"Winn Parish, LA",Winn,LouisianaWinn,4377,332
1198,Maine,Maine,Maine,MaineMaine,639759,36788
1199,Maine,"Androscoggin County, ME",Androscoggin,MaineAndroscoggin,51486,2984
1200,Maine,"Aroostook County, ME",Aroostook,MaineAroostook,27642,1613
1201,Maine,"Cumberland County, ME",Cumberland,MaineCumberland,152368,8495
1202,Maine,"Franklin County, ME",Franklin,MaineFranklin,12956,839
1203,Maine,"Hancock County, ME",Hancock,MaineHancock,26059,1589
1204,Maine,"Kennebec County, ME",Kennebec,MaineKennebec,58332,3044
1205,Maine,"Knox County, ME",Knox,MaineKnox,18481,1054
1206,Maine,"Lincoln County, ME",Lincoln,MaineLincoln,15516,870
1207,Maine,"Oxford County, ME",Oxford,MaineOxford,24097,1718
1208,Maine,"Penobscot County, ME",Penobscot,MainePenobscot,70710,4007
1209,Maine,"Piscataquis County, ME",Piscataquis,MainePiscataquis,6760,391
1210,Maine,"Sagadahoc County, ME",Sagadahoc,MaineSagadahoc,18348,911
1211,Maine,"Somerset County, ME",Somerset,MaineSomerset,20563,1461
1212,Maine,"Waldo County, ME",Waldo,MaineWaldo,18933,1028
1213,Maine,"Washington County, ME",Washington,MaineWashington,12575,833
1214,Maine,"York County, ME",York,MaineYork,104935,5949
1215,Maryland,Maryland,Maryland,MarylandMaryland,2958287,214509
1216,Maryland,"Allegany County, MD",Allegany,MarylandAllegany,28437,2398
1217,Maryland,"Anne Arundel County, MD",Anne,MarylandAnne,292309,18104
1218,Maryland,"Baltimore County, MD",Baltimore,MarylandBaltimore,415263,30432
1219,Maryland,"Calvert County, MD",Calvert,MarylandCalvert,46006,2537
1220,Maryland,"Caroline County, MD",Caroline,MarylandCaroline,16469,967
1221,Maryland,"Carroll County, MD",Carroll,MarylandCarroll,88333,4740
1222,Maryland,"Cecil County, MD",Cecil,MarylandCecil,48988,3095
1223,Maryland,"Charles County, MD",Charles,MarylandCharles,80309,5790
1224,Maryland,"Dorchester County, MD",Dorchester,MarylandDorchester,14923,1067
1225,Maryland,"Frederick County, MD",Frederick,MarylandFrederick,124969,7898
1226,Maryland,"Garrett County, MD",Garrett,MarylandGarrett,14261,1013
