State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed
Louisiana,Tangipahoa,LouisianaTangipahoa,64,49,26,37.2,20,51012,5377
Louisiana,Terrebonne,LouisianaTerrebonne,74,50,27,38.9,15.6,42663,3561
Louisiana,West Baton Rouge,LouisianaWest,101,58,38,37.2,22,12530,972
Louisiana,West Baton Rouge,LouisianaWest,101,58,38,37.2,22,3270,367
Louisiana,West Baton Rouge,LouisianaWest,101,58,38,37.2,22,4989,287
Maine,Androscoggin,MaineAndroscoggin,66,44,29,35.5,22.8,51486,2984
Maine,Aroostook,MaineAroostook,189,47,33,37.3,19.2,27642,1613
Maine,Cumberland,MaineCumberland,97,53,38,22.2,47.6,152368,8495
Maine,Hancock,MaineHancock,105,48,35,30.8,34.1,26059,1589
Maine,Kennebec,MaineKennebec,64,44,35,32.7,28.1,58332,3044
Maine,Knox,MaineKnox,71,45,31,32.9,33.5,18481,1054
Maine,Oxford,MaineOxford,65,44,33,42,19.2,24097,1718
Maine,Penobscot,MainePenobscot,73,44,29,33.6,27.7,70710,4007
Maine,Washington,MaineWashington,61,44,33,38,22,12575,833
Maine,York,MaineYork,87,47,39,30,32.5,104935,5949
Maryland,Allegany,MarylandAllegany,9,3,1,41.8,18.9,28437,2398
Maryland,Anne Arundel,MarylandAnne,108,49,32,23.7,41.7,292309,18104
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,415263,30432
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,256482,24705
Maryland,Calvert,MarylandCalvert,67,44,35,30.3,32.4,46006,2537
Maryland,Carroll,MarylandCarroll,84,49,39,29.4,36.4,88333,4740
Maryland,Cecil,MarylandCecil,97,49,34,36.1,23.9,48988,3095
Maryland,Charles,MarylandCharles,58,44,34,31.7,28.9,80309,5790
Maryland,Dorchester,MarylandDorchester,84,47,35,38.5,21.2,14923,1067
Maryland,Frederick,MarylandFrederick,90,49,40,24.1,41.4,124969,7898
Maryland,Garrett,MarylandGarrett,71,46,36,43.3,20.9,14261,1013
Maryland,Harford,MarylandHarford,119,55,38,26,36.7,130336,8001
Maryland,Howard,MarylandHoward,68,44,28,13.5,62.6,174916,9558
Maryland,Kent,MarylandKent,100,46,33,29.8,35.1,9026,638
Maryland,Montgomery,MarylandMontgomery,77,45,33,13.4,58.9,513663,34735
Maryland,Prince George's,MarylandPrince,105,50,37,25.8,33.1,462879,41397
Maryland,Washington,MarylandWashington,81,51,37,36.5,21.9,67799,4904
Massachusetts,Barnstable,MassachusettsBarnstable,108,45,35,23.7,43.4,97073,11055
Massachusetts,Berkshire,MassachusettsBerkshire,94,52,36,29.4,33.6,56016,5629
Massachusetts,Bristol,MassachusettsBristol,119,53,39,29.9,28.7,263456,30076
Massachusetts,Dukes,MassachusettsDukes,126,45,37,23.6,44.9,8640,877
Massachusetts,Essex,MassachusettsEssex,97,50,37,25.1,39.9,374075,40585
Massachusetts,Franklin,MassachusettsFranklin,96,55,37,28.5,37.3,36565,2936
Massachusetts,Hampden,MassachusettsHampden,99,55,39,30.7,27.1,197372,22887
Massachusetts,Hampshire,MassachusettsHampshire,84,48,35,22.6,48.3,79477,6184
Massachusetts,Middlesex,MassachusettsMiddlesex,93,48,36,19,56.3,818205,64193
Massachusetts,Norfolk,MassachusettsNorfolk,71,43,32,19.2,53.6,348328,31733
Massachusetts,Plymouth,MassachusettsPlymouth,80,51,37,27.8,37.6,250579,26154
Massachusetts,Suffolk,MassachusettsSuffolk,84,51,37,22.1,46.1,403388,43170
Massachusetts,Worcester,MassachusettsWorcester,90,52,38,27.8,36.4,394081,37924
Minnesota,Anoka,MinnesotaAnoka,87,52,35,27.9,30.5,185714,12590
Minnesota,Becker,MinnesotaBecker,101,46,32,31.6,25,17644,1173
Minnesota,Beltrami,MinnesotaBeltrami,73,39,23,27.8,29.2,23306,1559
Minnesota,Carlton,MinnesotaCarlton,84,42,24,32.1,22.1,16435,1280
Minnesota,Cass,MinnesotaCass,75,35,17,32.3,23.2,12905,1301
Minnesota,Cook,MinnesotaCook,53,21,10,24,40.4,2699,249
Minnesota,Crow Wing,MinnesotaCrow,76,42,28,29.9,24.7,29954,2337
Minnesota,Dakota,MinnesotaDakota,135,52,30,20.4,42.2,227375,15019
Minnesota,Goodhue,MinnesotaGoodhue,87,46,35,32.8,26,25099,1560
Minnesota,Hennepin,MinnesotaHennepin,156,57,38,16.4,50.1,663738,46532
Minnesota,Lake,MinnesotaLake,71,42,30,30.9,28.8,4889,384
Minnesota,Lake,MinnesotaLake,71,42,30,30.9,28.8,2292,150
Minnesota,Lyon,MinnesotaLyon,80,48,32,31.7,26.1,13719,645
Minnesota,Mille Lacs,MinnesotaMille,87,44,33,38.6,14.7,11847,1090
Minnesota,Olmsted,MinnesotaOlmsted,111,52,35,19.9,44.9,86093,4937
Minnesota,Ramsey,MinnesotaRamsey,160,54,30,20.9,42.3,270117,20064
Minnesota,Scott,MinnesotaScott,121,49,32,22.2,39.9,78940,4957
Minnesota,Stearns,MinnesotaStearns,80,47,33,28,27.5,85650,5213
Minnesota,Washington,MinnesotaWashington,77,42,24,21,44.3,135509,8074
Minnesota,Winona,MinnesotaWinona,52,27,16,27.2,30.1,26800,1393
Minnesota,Wright,MinnesotaWright,112,51,34,29.4,29.6,71523,4198
Mississippi,Bolivar,MississippiBolivar,85,56,39,24.9,23.6,10531,1006
Mississippi,DeSoto,MississippiDeSoto,100,54,37,29.2,25,85029,5469
Mississippi,Forrest,MississippiForrest,97,59,36,27.2,27.8,30328,2655
Mississippi,Hancock,MississippiHancock,88,54,38,28.1,22,17106,1586
Mississippi,Harrison,MississippiHarrison,101,60,42,29.1,23.1,79148,8262
Mississippi,Hinds,MississippiHinds,114,62,44,25,29,94636,9755
Mississippi,Jackson,MississippiJackson,84,55,39,31.2,21.1,52868,5567
Mississippi,Lauderdale,MississippiLauderdale,50,42,31,27.5,19.7,27416,2222
Mississippi,Lee,MississippiLee,54,45,35,25.9,24.4,37985,3362
Mississippi,Yalobusha,MississippiYalobusha,51,42,31,40.2,13.8,4513,387
Missouri,Andrew,MissouriAndrew,77,49,38,37.4,24.9,9355,394
Missouri,Boone,MissouriBoone,93,44,33,21.3,46.1,92311,4070
Missouri,Buchanan,MissouriBuchanan,126,53,33,37.8,21.1,41667,2160
Missouri,Callaway,MissouriCallaway,87,45,35,36.1,23.1,20410,956
Missouri,Cass,MissouriCass,105,49,36,33.9,26.3,51203,2876
Missouri,Cedar,MissouriCedar,99,50,36,41.2,13.6,5478,256
Missouri,Clay,MissouriClay,101,55,35,28.4,33.2,128194,8374
Missouri,Clinton,MissouriClinton,87,48,37,40,21.6,9936,628
Missouri,Franklin,MissouriFranklin,94,17,1,32.7,20.9,49396,3265
Missouri,Greene,MissouriGreene,116,52,37,28,30.5,142704,8062
Missouri,Iron,MissouriIron,100,47,17,41.4,10.8,3254,246
Missouri,Jackson,MissouriJackson,157,60,40,28.3,31.6,334471,25742
Missouri,Jasper,MissouriJasper,82,52,35,33.6,23.6,52968,3186
Missouri,Jefferson,MissouriJefferson,141,54,38,31.6,20.4,109655,7119
Missouri,Lincoln,MissouriLincoln,108,48,37,42.3,16.8,26926,1797
Missouri,Monroe,MissouriMonroe,84,43,31,48.4,12.4,3564,225
Missouri,New Madrid,MissouriNew,200,168,117,46.7,12.1,7991,492
Missouri,Perry,MissouriPerry,97,47,36,43.3,17.7,9264,562
Missouri,St. Louis City,MissouriSt.,155,67,46,24.6,38.9,212786,11735
Missouri,St. Louis City,MissouriSt.,155,67,46,24.6,38.9,3534,230
Missouri,St. Louis City,MissouriSt.,155,67,46,24.6,38.9,24562,1852
Missouri,St. Louis City,MissouriSt.,155,67,46,24.6,38.9,491901,32820
Missouri,St. Louis City,MissouriSt.,155,67,46,24.6,38.9,139334,12958
Missouri,Stoddard,MissouriStoddard,62,36,18,41.5,13.3,12450,788
Missouri,Taney,MissouriTaney,57,35,17,33.6,19.9,22866,3393
Montana,Cascade,MontanaCascade,115,44,18,32.8,25.7,35561,2236
Montana,Fergus,MontanaFergus,157,47,39,28.5,29.1,5578,266
Montana,Flathead,MontanaFlathead,190,56,35,29.4,31,45499,3858
Montana,Gallatin,MontanaGallatin,159,52,22,17.8,50.1,66898,3536
Montana,Lake,MontanaLake,174,27,6,28.5,29.6,12815,844
Montana,Lewis and Clark,MontanaLewis,164,55,40,23.6,40.1,34666,1813
Montana,Lincoln,MontanaLincoln,327,71,40,37.3,19.6,7278,819
Montana,Missoula,MontanaMissoula,176,83,47,21.7,43,60106,4017
Montana,Phillips,MontanaPhillips,140,64,35,39.5,17.2,1798,93
Montana,Powder River,MontanaPowder,157,66,40,29.7,24.4,946,30
Montana,Powell,MontanaPowell,11,7,3,37.8,20.4,2819,137
Montana,Ravalli,MontanaRavalli,176,54,11,30.4,27.8,19493,1191
Montana,Richland,MontanaRichland,68,46,36,35.2,18.9,5556,382
Montana,Roosevelt,MontanaRoosevelt,55,26,9,31.6,17.4,4185,266
Montana,Rosebud,MontanaRosebud,153,48,37,30.7,17.8,3530,212
Montana,Sanders,MontanaSanders,236,51,23,41.9,17.9,4691,395
Montana,Sheridan,MontanaSheridan,53,20,10,32.1,23.9,1684,85
Montana,Silver Bow,MontanaSilver,173,56,19,32,27.2,16153,1142
Montana,Yellowstone,MontanaYellowstone,160,48,23,30.2,32.1,78676,4527
Nebraska,Cass,NebraskaCass,71,32,14,29.9,27.7,12851,581
Nebraska,Douglas,NebraskaDouglas,156,55,36,21.4,39.7,284846,15294
Nebraska,Hall,NebraskaHall,85,43,20,31.3,21.5,30179,1851
Nebraska,Knox,NebraskaKnox,84,48,35,33.8,21.6,4517,138
Nebraska,Lancaster,NebraskaLancaster,74,45,30,21.5,39.5,169507,7499
Nebraska,Sarpy,NebraskaSarpy,149,52,29,21.7,39.8,92833,3943
Nebraska,Scotts Bluff,NebraskaScotts,122,55,27,28.7,22.9,17402,758
Nebraska,Thomas,NebraskaThomas,71,29,11,22.8,24.7,403,17
Nebraska,Washington,NebraskaWashington,72,42,23,31.6,29.9,10729,407
Nevada,Carson City,NevadaCarson,192,67,41,26,22.2,23987,2143
Nevada,Churchill,NevadaChurchill,147,50,40,31.6,18.8,10451,623
Nevada,Clark,NevadaClark,174,93,61,28.5,24.5,958069,165513
Nevada,Douglas,NevadaDouglas,249,60,17,24.4,29.4,20531,1934
Nevada,Elko,NevadaElko,154,47,18,32.8,16.6,25264,1527
Nevada,Lyon,NevadaLyon,331,59,38,32.8,14.4,21077,1968
Nevada,Nye,NevadaNye,200,40,21,38.9,10.7,15889,1707
Nevada,Washoe,NevadaWashoe,240,85,46,23.5,30.8,234544,19734
Nevada,White Pine,NevadaWhite,136,61,44,41.5,13.2,4403,192
New Jersey,Atlantic,New JerseyAtlantic,90,47,34,32,28.1,99546,21491
New Jersey,Bergen,New JerseyBergen,119,58,39,22.7,49.3,432189,45703
New Jersey,Camden,New JerseyCamden,87,58,40,29.5,32.5,230287,25761
New Jersey,Cumberland,New JerseyCumberland,71,52,38,39.4,15.6,59148,7129
New Jersey,Essex,New JerseyEssex,127,58,39,28,35.5,330269,43674
New Jersey,Gloucester,New JerseyGloucester,101,49,36,32,33,137052,14028
New Jersey,Hudson,New JerseyHudson,90,54,37,25.1,42.3,322277,38221
New Jersey,Hunterdon,New JerseyHunterdon,85,52,38,21,52.7,58730,4565
New Jersey,Mercer,New JerseyMercer,112,54,38,24.6,42.6,190150,15255
New Jersey,Middlesex,New JerseyMiddlesex,112,53,37,25.3,43.6,398298,38031
New Jersey,Monmouth,New JerseyMonmouth,93,48,37,23.4,46,298748,28964
New Jersey,Morris,New JerseyMorris,84,47,35,20.1,54.1,232958,19630
New Jersey,Ocean,New JerseyOcean,84,48,35,34,30,252016,26397
New Jersey,Passaic,New JerseyPassaic,100,47,36,34.5,28.2,214293,30894
New Jersey,Union,New JerseyUnion,111,56,38,28.6,36,248871,27340
New Jersey,Warren,New JerseyWarren,100,50,34,30.6,33,50947,4723
New Mexico,Bernalillo,New MexicoBernalillo,214,77,54,23.2,34.4,303820,26825
New Mexico,Catron,New MexicoCatron,79,31,11,47.1,15.7,1075,84
New Mexico,Chaves,New MexicoChaves,75,39,19,27.7,18,25832,2274
New Mexico,Dona Ana,New MexicoDona,400,88,53,22.7,27.1,89080,8073
New Mexico,Eddy,New MexicoEddy,115,80,46,36.6,16.2,31384,2316
New Mexico,Lea,New MexicoLea,76,50,39,31.5,13.6,26281,3264
New Mexico,Lincoln,New MexicoLincoln,51,29,13,29.9,25.8,8154,789
New Mexico,Los Alamos,New MexicoLos,53,19,11,8.8,67.4,9603,371
New Mexico,Luna,New MexicoLuna,360,40,19,34.4,12.5,8727,1645
New Mexico,Rio Arriba,New MexicoRio,90,54,44,32.2,19.3,15455,1361
New Mexico,San Juan,New MexicoSan,109,64,45,30.5,14.9,45321,5046
New Mexico,San Juan,New MexicoSan,109,64,45,30.5,14.9,9646,870
New Mexico,Sandoval,New MexicoSandoval,119,61,44,25.5,30.5,60627,5698
New Mexico,Santa Fe,New MexicoSanta,101,58,44,22.3,41,65455,5891
New Mexico,Socorro,New MexicoSocorro,49,28,12,37.4,22,5805,443
New Mexico,Taos,New MexicoTaos,64,43,20,28.2,28.7,13238,1729
New Mexico,Valencia,New MexicoValencia,105,61,44,33,18.5,27681,2486
New York,Albany,New YorkAlbany,143,55,38,23,41.8,146027,11299
New York,Bronx,New YorkBronx,108,61,39,27.9,20.1,494651,94436
New York,Chautauqua,New YorkChautauqua,93,47,35,35.5,22.2,48027,4702
New York,Dutchess,New YorkDutchess,87,44,33,26.8,35,131173,10888
New York,Erie,New YorkErie,155,52,37,27.6,34.4,397536,41755
New York,Essex,New YorkEssex,80,47,38,34.4,26.8,15174,1344
New York,Hamilton,New YorkHamilton,54,44,34,27.2,16.8,1972,169
New York,Jefferson,New YorkJefferson,90,44,33,34.7,22.2,39542,3753
New York,Kings,New YorkKings,77,47,23,25.7,37.5,1006852,144278
New York,Monroe,New YorkMonroe,80,52,36,23.4,38.6,328525,30774
New York,Nassau,New YorkNassau,72,41,20,22.7,46,640035,58907
New York,New York,New YorkNew,108,56,37,26,36.6,8361006,928165
New York,New York,New YorkNew,108,56,37,26,36.6,777583,82035
New York,Niagara,New YorkNiagara,87,46,34,33.2,24.6,87906,10199
New York,Oneida,New YorkOneida,78,36,16,31.9,25.7,92473,8175
New York,Onondaga,New YorkOnondaga,74,48,35,25.4,35.9,202037,18446
New York,Orange,New YorkOrange,97,47,36,29.3,30.3,167957,15308
New York,Oswego,New YorkOswego,58,44,33,37.5,19,47549,4660
New York,Putnam,New YorkPutnam,64,44,32,27.1,39.6,46294,3785
New York,Queens,New YorkQueens,140,61,38,27.5,32.2,961214,137723
New York,Richmond,New YorkRichmond,108,52,36,30.4,33.9,188608,22456
New York,Rockland,New YorkRockland,93,48,34,22.5,41.1,140547,12356
New York,Saratoga,New YorkSaratoga,61,44,33,24.9,41.4,111029,7980
New York,St. Lawrence,New YorkSt.,118,69,14,36.8,23.8,39353,3501
New York,Steuben,New YorkSteuben,79,44,34,36.7,23.6,38592,3430
New York,Suffolk,New YorkSuffolk,133,59,37,27.3,36.3,699613,64951
New York,Tompkins,New YorkTompkins,64,44,34,19,53.5,44967,2962
New York,Wayne,New YorkWayne,80,46,34,33.7,22.6,39749,3172
New York,Westchester,New YorkWestchester,105,50,36,19.2,48.9,437772,40187
North Carolina,Alexander,North CarolinaAlexander,54,45,33,38.7,14.2,16377,1317
North Carolina,Avery,North CarolinaAvery,80,46,37,30.2,20.7,6825,462
North Carolina,Beaufort,North CarolinaBeaufort,34,6,0,32.5,20.6,18159,1228
North Carolina,Brunswick,North CarolinaBrunswick,100,34,0,27.9,29.9,47641,4605
North Carolina,Buncombe,North CarolinaBuncombe,97,45,31,23.2,40.1,125114,11366
North Carolina,Caldwell,North CarolinaCaldwell,50,44,31,32.5,15.7,32931,2823
North Carolina,Carteret,North CarolinaCarteret,61,43,34,25.6,29.1,29373,1947
North Carolina,Caswell,North CarolinaCaswell,61,44,31,33.6,15.9,8869,752
North Carolina,Catawba,North CarolinaCatawba,94,53,31,30,22.6,71632,6220
North Carolina,Cumberland,North CarolinaCumberland,81,49,35,25.9,25.5,114386,12001
North Carolina,Davidson,North CarolinaDavidson,95,54,32,32.8,18.5,73311,5605
North Carolina,Durham,North CarolinaDurham,97,49,35,17.7,48.2,159304,11118
North Carolina,Edgecombe,North CarolinaEdgecombe,94,46,32,37.5,13.6,18511,2191
North Carolina,Forsyth,North CarolinaForsyth,97,56,40,25.7,34,170449,13700
North Carolina,Graham,North CarolinaGraham,97,49,40,36.3,12.9,2772,305
North Carolina,Granville,North CarolinaGranville,51,46,36,30.6,22.5,27832,1734
North Carolina,Guilford,North CarolinaGuilford,87,50,36,23.3,36,234933,22064
North Carolina,Haywood,North CarolinaHaywood,93,50,35,26.4,26,26503,2160
North Carolina,Hyde,North CarolinaHyde,53,30,16,38.7,9.2,1614,183
North Carolina,Jackson,North CarolinaJackson,68,40,24,26.8,30.4,18286,1499
North Carolina,Johnston,North CarolinaJohnston,72,49,36,27.8,22.9,92056,6241
North Carolina,Lenoir,North CarolinaLenoir,58,45,32,31.9,14.9,25892,1708
North Carolina,Lincoln,North CarolinaLincoln,71,45,35,31.1,23,40410,2852
North Carolina,Macon,North CarolinaMacon,64,41,29,31,23.8,14416,1033
North Carolina,Martin,North CarolinaMartin,49,41,30,33.9,16.4,8267,617
North Carolina,Mecklenburg,North CarolinaMecklenburg,112,56,40,17,45.4,569616,47927
North Carolina,Mitchell,North CarolinaMitchell,103,36,20,33,20.5,5427,459
North Carolina,Montgomery,North CarolinaMontgomery,83,47,35,34.6,15.7,10573,755
North Carolina,New Hanover,North CarolinaNew,74,45,31,21.3,40.6,112078,8761
North Carolina,Northampton,North CarolinaNorthampton,88,42,22,38.5,13.8,6978,550
North Carolina,Person,North CarolinaPerson,74,43,29,37.4,15.6,16766,1332
North Carolina,Pitt,North CarolinaPitt,95,47,33,23.8,32.7,81504,5946
North Carolina,Rockingham,North CarolinaRockingham,54,46,34,34.9,15.1,35723,3260
North Carolina,Rowan,North CarolinaRowan,88,52,39,32.6,18.5,59909,5174
North Carolina,Swain,North CarolinaSwain,119,47,33,30.6,18.2,6351,588
North Carolina,Union,North CarolinaUnion,50,44,31,24.6,35.4,113926,7247
North Carolina,Wake,North CarolinaWake,101,56,38,15.1,52.8,546490,37598
North Carolina,Yancey,North CarolinaYancey,105,58,44,33.2,20.3,7649,540
Ohio,Adams,OhioAdams,81,45,27,44.5,13.2,9968,1013
Ohio,Allen,OhioAllen,105,52,36,38.8,18.9,44181,4122
Ohio,Ashtabula,OhioAshtabula,93,44,31,44.6,14.3,40162,3645
Ohio,Athens,OhioAthens,61,41,24,35.1,30.2,25214,1993
Ohio,Belmont,OhioBelmont,66,30,12,42.4,16.7,25970,2918
Ohio,Butler,OhioButler,126,61,40,32.9,30.2,180029,14048
Ohio,Clark,OhioClark,108,57,40,37.9,18.7,57829,5116
Ohio,Clermont,OhioClermont,100,50,35,32.4,28.6,98953,7284
Ohio,Clinton,OhioClinton,97,54,39,39.1,18.9,16299,1479
Ohio,Columbiana,OhioColumbiana,31,7,1,44.7,14.9,42928,4452
Ohio,Cuyahoga,OhioCuyahoga,152,67,46,27.8,32.5,531193,61697
Ohio,Delaware,OhioDelaware,101,50,38,18.3,54.3,105395,5957
Ohio,Fayette,OhioFayette,80,49,35,45.9,16.3,12991,1032
Ohio,Franklin,OhioFranklin,102,58,40,24.6,40,652631,52518
Ohio,Gallia,OhioGallia,116,43,7,41.2,15.9,11253,976
Ohio,Geauga,OhioGeauga,100,61,41,25.3,38,43210,3119
Ohio,Greene,OhioGreene,93,51,39,24.5,39.2,77337,5303
Ohio,Guernsey,OhioGuernsey,50,40,3,42.7,14.6,16708,1588
Ohio,Hamilton,OhioHamilton,126,70,48,26.3,37.9,383560,32306
Ohio,Hancock,OhioHancock,21,21,0,36,27.1,38943,2860
Ohio,Harrison,OhioHarrison,49,23,1,47.9,11.6,6133,621
Ohio,Jefferson,OhioJefferson,112,58,37,44.8,15.8,24721,2775
Ohio,Knox,OhioKnox,80,49,38,39.8,23,29315,1929
Ohio,Lake,OhioLake,140,59,37,31.8,27.4,110740,10136
Ohio,Lawrence,OhioLawrence,77,51,35,43.9,14.9,21825,2024
Ohio,Licking,OhioLicking,77,48,37,34.3,26.1,84753,5935
Ohio,Lorain,OhioLorain,154,51,35,31,24.9,134333,14728
Ohio,Lucas,OhioLucas,136,61,38,29.7,26.3,187666,21679
Ohio,Madison,OhioMadison,84,51,39,41.6,17.5,19598,1236
Ohio,Mahoning,OhioMahoning,142,54,38,37.6,24.2,90990,10298
Ohio,Medina,OhioMedina,93,51,35,31,33.9,86254,7124
Ohio,Miami,OhioMiami,93,49,39,36.6,23.3,50380,3783
Ohio,Montgomery,OhioMontgomery,112,64,44,27.8,27.9,231691,21730
Ohio,Morgan,OhioMorgan,96,9,1,43.9,10.2,6077,620
Ohio,Noble,OhioNoble,87,47,36,47.9,9.9,4207,449
Ohio,Portage,OhioPortage,101,55,39,36.6,29,79554,6229
Ohio,Preble,OhioPreble,101,54,38,43.9,16.3,19757,1418
Ohio,Scioto,OhioScioto,92,31,14,41.2,15.7,26808,2546
Ohio,Stark,OhioStark,119,62,42,38.2,22.8,169291,14858
Ohio,Summit,OhioSummit,114,59,39,30.2,32.5,248140,22267
Ohio,Trumbull,OhioTrumbull,153,52,37,44.5,18.7,76338,8857
Ohio,Warren,OhioWarren,115,59,39,25.8,43,111257,7581
Ohio,Washington,OhioWashington,108,48,38,40.3,18.8,24633,2311
Ohio,Wood,OhioWood,80,46,34,30.7,33.5,64533,4911
Oklahoma,Adair,OklahomaAdair,151,49,33,46.6,11.6,7904,488
Oklahoma,Canadian,OklahomaCanadian,84,49,36,29.8,27.4,71482,4544
Oklahoma,Carter,OklahomaCarter,147,64,43,36.7,20.5,20051,1506
Oklahoma,Cleveland,OklahomaCleveland,121,64,43,24.7,33.4,134700,7984
Oklahoma,Comanche,OklahomaComanche,107,58,40,32.8,22.2,45028,3239
Oklahoma,Creek,OklahomaCreek,93,47,35,40,17,29298,2029
Oklahoma,Dewey,OklahomaDewey,99,57,39,41.5,24,2604,131
Oklahoma,Garfield,OklahomaGarfield,72,11,0,36.2,22.9,25532,1475
Oklahoma,Grant,OklahomaGrant,65,44,19,36.9,24.6,2694,92
Oklahoma,Johnston,OklahomaJohnston,97,49,38,34.9,20.1,3465,288
Oklahoma,Kay,OklahomaKay,113,58,42,32.4,18.9,17094,1220
Oklahoma,Mayes,OklahomaMayes,51,44,31,39.5,14.3,18480,980
Oklahoma,Muskogee,OklahomaMuskogee,27,6,0,34.4,20.4,27643,1778
Oklahoma,Oklahoma,OklahomaOklahoma,112,67,45,31.3,25.5,1734924,113561
Oklahoma,Oklahoma,OklahomaOklahoma,112,67,45,31.3,25.5,361100,24760
Oklahoma,Osage,OklahomaOsage,90,49,36,38.1,18,19209,1320
Oklahoma,Ottawa,OklahomaOttawa,154,60,37,36.3,14.5,13581,818
Oklahoma,Pittsburg,OklahomaPittsburg,141,56,39,38.2,16.1,15489,1273
Oklahoma,Sequoyah,OklahomaSequoyah,141,47,33,38.6,14.4,15431,1124
Oklahoma,Tulsa,OklahomaTulsa,129,58,42,25.4,31.8,302728,21282
Oklahoma,Washington,OklahomaWashington,101,56,40,34,28.5,21049,1311
Oregon,Baker,OregonBaker,200,51,25,31.1,23.7,6763,522
Oregon,Benton,OregonBenton,396,50,18,13.3,54.1,43645,2612
Oregon,Clackamas,OregonClackamas,366,49,30,21.2,37.4,202243,15797
Oregon,Columbia,OregonColumbia,268,40,25,33.8,18.5,22155,1906
Oregon,Crook,OregonCrook,561,60,21,33.3,19.8,9417,911
Oregon,Deschutes,OregonDeschutes,583,55,18,21.8,35.4,90211,7764
Oregon,Douglas,OregonDouglas,518,57,22,32.3,17.3,43757,3658
Oregon,Grant,OregonGrant,322,66,33,36,18.9,2944,267
Oregon,Harney,OregonHarney,304,72,32,36.6,18.4,3454,216
Oregon,Jackson,OregonJackson,517,70,40,26.1,27.8,96937,8210
Oregon,Jefferson,OregonJefferson,595,59,21,30.7,19.4,9482,848
Oregon,Josephine,OregonJosephine,472,73,26,31,17.5,33277,2847
Oregon,Klamath,OregonKlamath,679,124,41,31,20,26957,2554
Oregon,Lake,OregonLake,165,66,23,34.5,16.4,3441,206
Oregon,Lane,OregonLane,550,75,40,23.2,30.5,164364,14103
Oregon,Linn,OregonLinn,502,63,27,29,19.3,54251,4568
Oregon,Marion,OregonMarion,641,58,32,26.6,23.5,151713,11304
Oregon,Multnomah,OregonMultnomah,477,58,33,17,45.9,418070,39302
Oregon,Umatilla,OregonUmatilla,463,55,35,28.5,17.2,34496,2505
Oregon,Union,OregonUnion,288,48,20,32.2,24.5,11109,944
Oregon,Wallowa,OregonWallowa,198,53,20,28.6,26.4,3227,246
Oregon,Wasco,OregonWasco,417,45,18,29.1,19.6,12477,953
Oregon,Washington,OregonWashington,416,56,31,17.4,44.4,300742,20837
Pennsylvania,Adams,PennsylvaniaAdams,86,54,40,39.9,22.3,50293,3742
Pennsylvania,Allegheny,PennsylvaniaAllegheny,128,79,47,27,41.6,578590,57367
Pennsylvania,Armstrong,PennsylvaniaArmstrong,122,54,39,49,16.7,28377,3074
Pennsylvania,Beaver,PennsylvaniaBeaver,142,62,42,36.8,24.7,74445,8518
Pennsylvania,Berks,PennsylvaniaBerks,102,58,40,36.7,24.9,191443,20043
Pennsylvania,Blair,PennsylvaniaBlair,87,54,38,45,21.3,54053,5152
Pennsylvania,Bradford,PennsylvaniaBradford,81,48,37,47,18.7,25992,2107
Pennsylvania,Bucks,PennsylvaniaBucks,115,46,33,28.2,41.3,310681,28120
Pennsylvania,Cambria,PennsylvaniaCambria,89,56,38,45.4,21.1,50872,5363
Pennsylvania,Centre,PennsylvaniaCentre,90,51,38,29.4,45.5,71955,4461
Pennsylvania,Chester,PennsylvaniaChester,143,55,39,20.8,53,262061,18035
Pennsylvania,Clearfield,PennsylvaniaClearfield,54,42,31,49.5,15.1,32307,3275
Pennsylvania,Cumberland,PennsylvaniaCumberland,137,55,33,32,36.6,121949,8702
Pennsylvania,Dauphin,PennsylvaniaDauphin,116,61,40,33.2,30.8,131661,12767
Pennsylvania,Delaware,PennsylvaniaDelaware,129,64,43,30.2,39,267759,26947
Pennsylvania,Elk,PennsylvaniaElk,67,44,34,48,19.6,13337,1871
Pennsylvania,Erie,PennsylvaniaErie,87,49,34,38.5,27.9,114331,12418
Pennsylvania,Fayette,PennsylvaniaFayette,100,51,37,48,17.3,49743,6594
Pennsylvania,Franklin,PennsylvaniaFranklin,50,42,32,43.1,21.6,71308,5876
Pennsylvania,Greene,PennsylvaniaGreene,101,49,36,46,17.6,14425,1556
Pennsylvania,Indiana,PennsylvaniaIndiana,112,48,36,43.2,23,34238,3428
Pennsylvania,Lackawanna,PennsylvaniaLackawanna,81,50,38,36.9,28.3,93870,9962
Pennsylvania,Lancaster,PennsylvaniaLancaster,153,62,43,35.3,27.3,260618,21118
Pennsylvania,Lawrence,PennsylvaniaLawrence,93,43,31,43.3,22.1,36080,4152
Pennsylvania,Lebanon,PennsylvaniaLebanon,115,55,30,44,20.7,66060,5703
Pennsylvania,Lehigh,PennsylvaniaLehigh,93,52,37,32.9,29.9,173080,18308
Pennsylvania,Luzerne,PennsylvaniaLuzerne,54,43,31,39,22.9,140183,17091
Pennsylvania,Lycoming,PennsylvaniaLycoming,109,51,37,38.9,23.4,50970,4913
