,State,Area name,First Word of Each County,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
2216,SC,Beaufort ,Beaufort,22.3,41.2
2217,SC,Berkeley ,Berkeley,29.4,25.0
2218,SC,Calhoun ,Calhoun,36.2,19.9
2219,SC,Charleston ,Charleston,22.7,43.6
2220,SC,Cherokee ,Cherokee,34.7,14.2
2221,SC,Chester ,Chester,39.3,13.4
2222,SC,Chesterfield ,Chesterfield,41.3,10.4
2223,SC,Clarendon ,Clarendon,36.5,15.1
2224,SC,Colleton ,Colleton,45.4,14.6
2225,SC,Darlington ,Darlington,35.1,18.4
2226,SC,Dillon ,Dillon,39.0,11.1
2227,SC,Dorchester ,Dorchester,27.3,28.2
2228,SC,Edgefield ,Edgefield,36.7,16.7
2229,SC,Fairfield ,Fairfield,41.3,16.9
2230,SC,Florence ,Florence,32.9,23.6
2231,SC,Georgetown ,Georgetown,28.8,27.3
2232,SC,Greenville ,Greenville,23.8,35.1
2233,SC,Greenwood ,Greenwood,30.5,24.6
2234,SC,Hampton ,Hampton,42.5,11.9
2235,SC,Horry ,Horry,32.5,23.6
2236,SC,Jasper ,Jasper,37.5,17.8
2237,SC,Kershaw ,Kershaw,36.5,20.3
2238,SC,Lancaster ,Lancaster,29.9,26.9
2239,SC,Laurens ,Laurens,33.8,16.2
2240,SC,Lee ,Lee,41.5,15.9
2241,SC,Lexington ,Lexington,28.2,30.4
2242,SC,McCormick ,McCormick,33.9,20.5
2243,SC,Marion ,Marion,42.0,13.5
2244,SC,Marlboro ,Marlboro,42.2,8.9
2245,SC,Newberry ,Newberry,36.0,17.9
2246,SC,Oconee ,Oconee,29.0,25.8
2247,SC,Orangeburg ,Orangeburg,31.2,19.9
2248,SC,Pickens ,Pickens,29.1,26.0
2249,SC,Richland ,Richland,22.5,39.1
2250,SC,Saluda ,Saluda,35.2,16.8
2251,SC,Spartanburg ,Spartanburg,29.3,24.5
2252,SC,Sumter ,Sumter,30.8,19.3
2253,SC,Union ,Union,40.0,11.3
2254,SC,Williamsburg ,Williamsburg,41.6,12.3
2255,SC,York ,York,25.1,33.3
2256,SD,South Dakota,South,30.2,28.8
2257,SD,Aurora ,Aurora,33.5,21.5
2258,SD,Beadle ,Beadle,34.0,20.5
2259,SD,Bennett ,Bennett,33.0,15.7
2260,SD,Bon Homme ,Bon,37.0,18.3
2261,SD,Brookings ,Brookings,25.2,40.3
2262,SD,Brown ,Brown,31.6,29.4
2263,SD,Brule ,Brule,31.4,27.1
2264,SD,Buffalo ,Buffalo,39.6,8.5
2265,SD,Butte ,Butte,42.2,19.2
2266,SD,Campbell ,Campbell,35.5,28.0
2267,SD,Charles Mix ,Charles,38.1,18.6
2268,SD,Clark ,Clark,42.2,19.1
2269,SD,Clay ,Clay,20.8,49.9
2270,SD,Codington ,Codington,36.5,21.5
2271,SD,Corson ,Corson,33.6,17.8
2272,SD,Custer ,Custer,35.0,23.5
2273,SD,Davison ,Davison,31.1,26.5
2274,SD,Day ,Day,36.9,21.6
2275,SD,Deuel ,Deuel,36.9,22.2
2276,SD,Dewey ,Dewey,35.9,16.6
2277,SD,Douglas ,Douglas,35.2,15.5
2278,SD,Edmunds ,Edmunds,34.5,26.3
2279,SD,Fall River ,Fall,35.1,21.1
2280,SD,Faulk ,Faulk,34.5,26.9
2281,SD,Grant ,Grant,38.2,21.9
2282,SD,Gregory ,Gregory,35.6,20.2
2283,SD,Haakon ,Haakon,44.3,15.6
2284,SD,Hamlin ,Hamlin,42.5,21.0
2285,SD,Hand ,Hand,33.0,22.1
2286,SD,Hanson ,Hanson,37.3,18.5
2287,SD,Harding ,Harding,31.7,26.0
2288,SD,Hughes ,Hughes,27.3,34.7
2289,SD,Hutchinson ,Hutchinson,33.2,25.2
2290,SD,Hyde ,Hyde,36.5,24.5
2291,SD,Jackson ,Jackson,33.5,17.8
2292,SD,Jerauld ,Jerauld,38.0,22.5
2293,SD,Jones ,Jones,42.6,25.7
2294,SD,Kingsbury ,Kingsbury,39.1,21.5
2295,SD,Lake ,Lake,31.8,33.1
2296,SD,Lawrence ,Lawrence,29.6,35.0
2297,SD,Lincoln ,Lincoln,23.0,37.6
2298,SD,Lyman ,Lyman,36.9,20.3
2299,SD,McCook ,McCook,35.0,24.1
2300,SD,McPherson ,McPherson,33.3,17.7
2301,SD,Marshall ,Marshall,31.0,24.1
2302,SD,Meade ,Meade,28.7,27.2
2303,SD,Mellette ,Mellette,40.0,12.0
2304,SD,Miner ,Miner,38.8,18.5
2305,SD,Minnehaha ,Minnehaha,26.4,33.1
2306,SD,Moody ,Moody,33.7,21.3
2307,SD,Oglala Lakota ,Oglala,27.8,10.4
2308,SD,Pennington ,Pennington,27.5,31.5
2309,SD,Perkins ,Perkins,36.0,20.3
2310,SD,Potter ,Potter,36.3,22.3
2311,SD,Roberts ,Roberts,35.5,17.3
2312,SD,Sanborn ,Sanborn,40.1,21.6
2313,SD,Spink ,Spink,37.2,21.8
2314,SD,Stanley ,Stanley,30.6,32.1
2315,SD,Sully ,Sully,33.7,25.0
2316,SD,Todd ,Todd,31.7,15.6
2317,SD,Tripp ,Tripp,41.1,22.3
2318,SD,Turner ,Turner,33.7,23.7
2319,SD,Union ,Union,29.5,30.6
2320,SD,Walworth ,Walworth,38.0,24.9
2321,SD,Yankton ,Yankton,35.4,25.7
2322,SD,Ziebach ,Ziebach,41.3,16.4
2323,TN,Tennessee,Tennessee,32.1,27.3
2324,TN,Anderson ,Anderson,32.9,23.3
2325,TN,Bedford ,Bedford,41.4,16.6
2326,TN,Benton ,Benton,46.4,12.3
2327,TN,Bledsoe ,Bledsoe,39.8,12.0
2328,TN,Blount ,Blount,34.6,24.2
2329,TN,Bradley ,Bradley,32.1,22.3
2330,TN,Campbell ,Campbell,40.6,12.4
2331,TN,Cannon ,Cannon,45.6,15.8
2332,TN,Carroll ,Carroll,42.2,18.0
2333,TN,Carter ,Carter,38.6,17.5
2334,TN,Cheatham ,Cheatham,37.1,21.0
2335,TN,Chester ,Chester,39.1,16.0
2336,TN,Claiborne ,Claiborne,38.0,16.1
2337,TN,Clay ,Clay,46.2,13.9
2338,TN,Cocke ,Cocke,46.8,11.6
2339,TN,Coffee ,Coffee,38.5,20.5
2340,TN,Crockett ,Crockett,40.5,13.8
2341,TN,Cumberland ,Cumberland,37.7,18.5
2342,TN,Davidson ,Davidson,22.1,41.7
2343,TN,Decatur ,Decatur,42.3,14.5
2344,TN,DeKalb ,DeKalb,40.9,16.7
2345,TN,Dickson ,Dickson,41.8,16.2
2346,TN,Dyer ,Dyer,38.8,16.1
2347,TN,Fayette ,Fayette,32.1,22.2
2348,TN,Fentress ,Fentress,43.6,16.0
2349,TN,Franklin ,Franklin,40.0,20.8
2350,TN,Gibson ,Gibson,39.1,18.4
2351,TN,Giles ,Giles,43.1,16.5
2352,TN,Grainger ,Grainger,42.8,10.7
2353,TN,Greene ,Greene,41.5,16.7
2354,TN,Grundy ,Grundy,40.7,13.2
2355,TN,Hamblen ,Hamblen,38.6,16.8
2356,TN,Hamilton ,Hamilton,26.9,32.2
2357,TN,Hancock ,Hancock,42.2,11.2
2358,TN,Hardeman ,Hardeman,46.8,11.2
2359,TN,Hardin ,Hardin,42.1,15.0
2360,TN,Hawkins ,Hawkins,42.7,13.7
2361,TN,Haywood ,Haywood,47.0,11.0
2362,TN,Henderson ,Henderson,42.3,14.4
2363,TN,Henry ,Henry,45.6,16.5
2364,TN,Hickman ,Hickman,44.3,10.9
2365,TN,Houston ,Houston,47.1,13.0
2366,TN,Humphreys ,Humphreys,48.4,14.3
2367,TN,Jackson ,Jackson,44.6,11.0
2368,TN,Jefferson ,Jefferson,39.1,16.8
2369,TN,Johnson ,Johnson,41.6,11.6
2370,TN,Knox ,Knox,25.3,37.6
2371,TN,Lake ,Lake,43.2,9.4
2372,TN,Lauderdale ,Lauderdale,45.4,8.3
2373,TN,Lawrence ,Lawrence,44.3,14.3
2374,TN,Lewis ,Lewis,42.5,10.4
2375,TN,Lincoln ,Lincoln,40.5,18.4
2376,TN,Loudon ,Loudon,32.4,26.4
2377,TN,McMinn ,McMinn,40.4,16.2
2378,TN,McNairy ,McNairy,45.4,12.6
2379,TN,Macon ,Macon,45.7,10.3
2380,TN,Madison ,Madison,35.3,25.6
2381,TN,Marion ,Marion,38.7,12.8
2382,TN,Marshall ,Marshall,41.4,14.7
2383,TN,Maury ,Maury,35.7,23.0
2384,TN,Meigs ,Meigs,45.4,9.8
2385,TN,Monroe ,Monroe,41.5,13.4
2386,TN,Montgomery ,Montgomery,28.5,28.5
2387,TN,Moore ,Moore,39.9,22.7
2388,TN,Morgan ,Morgan,48.5,9.4
2389,TN,Obion ,Obion,44.8,15.3
2390,TN,Overton ,Overton,46.7,12.8
2391,TN,Perry ,Perry,38.5,11.5
2392,TN,Pickett ,Pickett,38.2,9.4
2393,TN,Polk ,Polk,39.4,11.9
2394,TN,Putnam ,Putnam,36.5,26.4
2395,TN,Rhea ,Rhea,36.8,16.9
2396,TN,Roane ,Roane,36.3,19.8
2397,TN,Robertson ,Robertson,38.1,19.6
2398,TN,Rutherford ,Rutherford,27.8,32.2
2399,TN,Scott ,Scott,44.3,9.2
2400,TN,Sequatchie ,Sequatchie,39.1,15.1
2401,TN,Sevier ,Sevier,37.2,17.4
2402,TN,Shelby ,Shelby,27.5,31.6
2403,TN,Smith ,Smith,46.5,14.4
2404,TN,Stewart ,Stewart,44.8,15.6
2405,TN,Sullivan ,Sullivan,34.7,23.6
2406,TN,Sumner ,Sumner,30.9,28.1
2407,TN,Tipton ,Tipton,37.6,17.3
2408,TN,Trousdale ,Trousdale,38.4,13.8
2409,TN,Unicoi ,Unicoi,39.4,14.8
2410,TN,Union ,Union,44.8,9.9
2411,TN,Van Buren ,Van,50.8,7.8
2412,TN,Warren ,Warren,43.3,14.5
2413,TN,Washington ,Washington,28.9,31.8
2414,TN,Wayne ,Wayne,46.6,9.7
2415,TN,Weakley ,Weakley,38.9,21.6
2416,TN,White ,White,45.7,12.3
2417,TN,Williamson ,Williamson,13.3,59.8
2418,TN,Wilson ,Wilson,29.0,32.4
2419,TX,Texas,Texas,25.0,29.9
2420,TX,Anderson ,Anderson,38.9,10.6
2421,TX,Andrews ,Andrews,34.9,12.2
2422,TX,Angelina ,Angelina,31.6,16.9
2423,TX,Aransas ,Aransas,31.2,21.9
2424,TX,Archer ,Archer,35.4,23.9
2425,TX,Armstrong ,Armstrong,22.4,22.8
2426,TX,Atascosa ,Atascosa,38.7,14.4
2427,TX,Austin ,Austin,29.2,23.9
2428,TX,Bailey ,Bailey,35.1,17.2
2429,TX,Bandera ,Bandera,32.3,22.8
2430,TX,Bastrop ,Bastrop,30.4,20.7
2431,TX,Baylor ,Baylor,35.0,22.8
2432,TX,Bee ,Bee,34.2,8.9
2433,TX,Bell ,Bell,26.0,25.2
2434,TX,Bexar ,Bexar,25.4,28.0
2435,TX,Blanco ,Blanco,30.3,26.5
2436,TX,Borden ,Borden,20.1,39.5
2437,TX,Bosque ,Bosque,34.2,19.8
2438,TX,Bowie ,Bowie,34.8,20.6
2439,TX,Brazoria ,Brazoria,25.5,30.0
2440,TX,Brazos ,Brazos,19.2,41.7
2441,TX,Brewster ,Brewster,21.3,40.0
2442,TX,Briscoe ,Briscoe,36.5,19.8
2443,TX,Brooks ,Brooks,24.7,15.7
2444,TX,Brown ,Brown,36.3,19.1
2445,TX,Burleson ,Burleson,38.4,17.3
2446,TX,Burnet ,Burnet,30.8,25.4
2447,TX,Caldwell ,Caldwell,37.9,14.6
2448,TX,Calhoun ,Calhoun,33.0,14.2
2449,TX,Callahan ,Callahan,35.8,21.0
2450,TX,Cameron ,Cameron,26.4,17.3
2451,TX,Camp ,Camp,35.3,19.4
2452,TX,Carson ,Carson,32.0,28.4
2453,TX,Cass ,Cass,43.3,16.4
2454,TX,Castro ,Castro,32.2,15.6
2455,TX,Chambers ,Chambers,27.0,22.7
2456,TX,Cherokee ,Cherokee,30.5,17.2
2457,TX,Childress ,Childress,34.9,18.3
2458,TX,Clay ,Clay,36.9,21.4
2459,TX,Cochran ,Cochran,30.7,8.0
2460,TX,Coke ,Coke,34.1,17.8
2461,TX,Coleman ,Coleman,36.7,15.8
2462,TX,Collin ,Collin,15.0,52.3
2463,TX,Collingsworth ,Collingsworth,25.9,20.2
2464,TX,Colorado ,Colorado,34.3,21.0
2465,TX,Comal ,Comal,25.0,36.8
2466,TX,Comanche ,Comanche,34.9,20.3
2467,TX,Concho ,Concho,30.8,13.0
2468,TX,Cooke ,Cooke,31.5,20.9
2469,TX,Coryell ,Coryell,28.1,16.1
2470,TX,Cottle ,Cottle,26.9,16.8
2471,TX,Crane ,Crane,32.8,14.7
2472,TX,Crockett ,Crockett,33.5,14.0
2473,TX,Crosby ,Crosby,35.9,13.2
2474,TX,Culberson ,Culberson,35.0,10.2
2475,TX,Dallam ,Dallam,28.0,15.8
2476,TX,Dallas ,Dallas,22.6,31.5
2477,TX,Dawson ,Dawson,32.3,14.2
2478,TX,Deaf Smith ,Deaf,36.6,12.0
2479,TX,Delta ,Delta,32.0,25.1
2480,TX,Denton ,Denton,17.8,45.1
2481,TX,DeWitt ,DeWitt,39.1,12.6
2482,TX,Dickens ,Dickens,35.8,18.5
2483,TX,Dimmit ,Dimmit,36.2,13.6
2484,TX,Donley ,Donley,34.0,17.9
2485,TX,Duval ,Duval,30.7,9.0
2486,TX,Eastland ,Eastland,31.6,16.0
2487,TX,Ector ,Ector,30.3,15.4
2488,TX,Edwards ,Edwards,22.7,18.2
2489,TX,Ellis ,Ellis,27.7,24.3
2490,TX,El Paso ,El,23.7,23.3
2491,TX,Erath ,Erath,26.3,31.5
2492,TX,Falls ,Falls,38.4,12.4
2493,TX,Fannin ,Fannin,35.2,17.4
2494,TX,Fayette ,Fayette,39.1,19.7
2495,TX,Fisher ,Fisher,34.7,18.6
2496,TX,Floyd ,Floyd,27.7,15.9
2497,TX,Foard ,Foard,32.0,16.2
2498,TX,Fort Bend ,Fort,17.9,46.2
2499,TX,Franklin ,Franklin,27.9,26.6
2500,TX,Freestone ,Freestone,33.2,15.3
2501,TX,Frio ,Frio,34.2,7.3
2502,TX,Gaines ,Gaines,29.8,11.4
2503,TX,Galveston ,Galveston,24.9,31.1
2504,TX,Garza ,Garza,28.6,13.9
2505,TX,Gillespie ,Gillespie,29.9,32.2
2506,TX,Glasscock ,Glasscock,18.7,27.2
2507,TX,Goliad ,Goliad,26.5,17.3
2508,TX,Gonzales ,Gonzales,44.1,13.1
2509,TX,Gray ,Gray,32.7,13.9
2510,TX,Grayson ,Grayson,30.1,20.4
2511,TX,Gregg ,Gregg,28.2,21.3
2512,TX,Grimes ,Grimes,34.8,15.7
2513,TX,Guadalupe ,Guadalupe,30.5,28.2
2514,TX,Hale ,Hale,34.7,17.1
2515,TX,Hall ,Hall,30.0,15.9
2516,TX,Hamilton ,Hamilton,35.8,22.4
2517,TX,Hansford ,Hansford,26.7,15.1
2518,TX,Hardeman ,Hardeman,32.7,13.7
2519,TX,Hardin ,Hardin,38.2,16.8
2520,TX,Harris ,Harris,23.4,31.5
2521,TX,Harrison ,Harrison,34.0,19.1
2522,TX,Hartley ,Hartley,37.5,17.8
2523,TX,Haskell ,Haskell,35.1,11.9
2524,TX,Hays ,Hays,23.3,37.2
2525,TX,Hemphill ,Hemphill,31.5,21.2
2526,TX,Henderson ,Henderson,34.4,17.3
2527,TX,Hidalgo ,Hidalgo,23.5,18.7
2528,TX,Hill ,Hill,34.9,17.4
2529,TX,Hockley ,Hockley,26.7,15.8
2530,TX,Hood ,Hood,30.0,26.4
2531,TX,Hopkins ,Hopkins,35.7,20.1
2532,TX,Houston ,Houston,36.2,15.2
2533,TX,Howard ,Howard,33.7,12.6
2534,TX,Hudspeth ,Hudspeth,30.6,10.7
2535,TX,Hunt ,Hunt,34.0,19.9
2536,TX,Hutchinson ,Hutchinson,34.4,14.0
2537,TX,Irion ,Irion,37.6,15.0
2538,TX,Jack ,Jack,40.0,13.5
2539,TX,Jackson ,Jackson,31.1,16.5
2540,TX,Jasper ,Jasper,44.7,12.9
2541,TX,Jeff Davis ,Jeff,20.1,30.5
2542,TX,Jefferson ,Jefferson,31.9,19.7
2543,TX,Jim Hogg ,Jim,37.6,13.4
2544,TX,Jim Wells ,Jim,36.6,12.2
2545,TX,Johnson ,Johnson,35.9,18.7
2546,TX,Jones ,Jones,38.6,11.7
2547,TX,Karnes ,Karnes,36.9,15.3
2548,TX,Kaufman ,Kaufman,32.4,20.5
2549,TX,Kendall ,Kendall,20.6,42.1
2550,TX,Kenedy ,Kenedy,20.2,1.0
2551,TX,Kent ,Kent,32.6,25.4
2552,TX,Kerr ,Kerr,27.2,27.4
2553,TX,Kimble ,Kimble,32.9,22.5
2554,TX,King ,King,34.8,20.9
2555,TX,Kinney ,Kinney,36.8,12.1
2556,TX,Kleberg ,Kleberg,26.7,24.6
2557,TX,Knox ,Knox,34.3,20.1
2558,TX,Lamar ,Lamar,33.1,18.7
2559,TX,Lamb ,Lamb,32.4,14.4
2560,TX,Lampasas ,Lampasas,29.4,19.9
2561,TX,La Salle ,La,38.6,7.5
2562,TX,Lavaca ,Lavaca,40.9,16.7
2563,TX,Lee ,Lee,36.2,14.6
2564,TX,Leon ,Leon,40.0,14.0
2565,TX,Liberty ,Liberty,37.8,9.7
2566,TX,Limestone ,Limestone,33.2,14.8
2567,TX,Lipscomb ,Lipscomb,32.6,19.7
2568,TX,Live Oak ,Live,34.1,12.2
2569,TX,Llano ,Llano,26.5,25.3
2570,TX,Loving ,Loving,19.7,0.0
2571,TX,Lubbock ,Lubbock,25.6,30.1
2572,TX,Lynn ,Lynn,29.4,17.3
2573,TX,McCulloch ,McCulloch,27.6,17.3
2574,TX,McLennan ,McLennan,27.0,24.2
2575,TX,McMullen ,McMullen,32.7,28.8
2576,TX,Madison ,Madison,38.5,14.7
2577,TX,Marion ,Marion,41.0,14.7
2578,TX,Martin ,Martin,33.0,18.3
2579,TX,Mason ,Mason,26.7,27.6
2580,TX,Matagorda ,Matagorda,31.6,17.4
2581,TX,Maverick ,Maverick,22.6,12.7
2582,TX,Medina ,Medina,31.0,19.8
2583,TX,Menard ,Menard,36.1,18.0
2584,TX,Midland ,Midland,25.7,27.4
2585,TX,Milam ,Milam,38.1,14.1
2586,TX,Mills ,Mills,31.9,18.3
2587,TX,Mitchell ,Mitchell,40.3,11.3
2588,TX,Montague ,Montague,37.6,16.9
2589,TX,Montgomery ,Montgomery,22.8,34.5
2590,TX,Moore ,Moore,26.2,14.3
2591,TX,Morris ,Morris,41.4,14.3
2592,TX,Motley ,Motley,31.3,16.8
2593,TX,Nacogdoches ,Nacogdoches,28.6,24.5
2594,TX,Navarro ,Navarro,29.0,15.9
2595,TX,Newton ,Newton,42.9,9.7
2596,TX,Nolan ,Nolan,35.1,15.2
2597,TX,Nueces ,Nueces,29.3,21.8
2598,TX,Ochiltree ,Ochiltree,33.0,15.6
2599,TX,Oldham ,Oldham,37.2,22.0
2600,TX,Orange ,Orange,37.2,15.5
2601,TX,Palo Pinto ,Palo,34.1,16.6
2602,TX,Panola ,Panola,31.4,16.1
2603,TX,Parker ,Parker,28.8,26.4
2604,TX,Parmer ,Parmer,31.1,17.9
2605,TX,Pecos ,Pecos,35.9,9.8
2606,TX,Polk ,Polk,39.5,13.1
2607,TX,Potter ,Potter,32.0,14.9
2608,TX,Presidio ,Presidio,15.9,21.2
2609,TX,Rains ,Rains,40.6,13.7
2610,TX,Randall ,Randall,22.8,32.4
2611,TX,Reagan ,Reagan,41.9,10.5
2612,TX,Real ,Real,30.4,17.4
2613,TX,Red River ,Red,40.4,12.5
2614,TX,Reeves ,Reeves,32.7,12.3
2615,TX,Refugio ,Refugio,38.4,11.5
2616,TX,Roberts ,Roberts,30.4,25.0
2617,TX,Robertson ,Robertson,35.5,16.1
2618,TX,Rockwall ,Rockwall,18.7,40.7
2619,TX,Runnels ,Runnels,35.2,18.1
2620,TX,Rusk ,Rusk,31.8,15.5
2621,TX,Sabine ,Sabine,35.6,17.6
2622,TX,San Augustine ,San,40.1,14.0
2623,TX,San Jacinto ,San,48.0,11.2
2624,TX,San Patricio ,San,32.7,15.6
2625,TX,San Saba ,San,34.9,14.1
2626,TX,Schleicher ,Schleicher,24.8,16.6
2627,TX,Scurry ,Scurry,34.3,16.2
2628,TX,Shackelford ,Shackelford,21.8,30.5
2629,TX,Shelby ,Shelby,35.0,13.8
2630,TX,Sherman ,Sherman,30.7,15.0
2631,TX,Smith ,Smith,23.4,26.4
2632,TX,Somervell ,Somervell,38.5,26.4
2633,TX,Starr ,Starr,26.3,9.9
2634,TX,Stephens ,Stephens,28.6,16.2
2635,TX,Sterling ,Sterling,52.0,9.5
2636,TX,Stonewall ,Stonewall,34.4,14.8
2637,TX,Sutton ,Sutton,33.0,17.1
2638,TX,Swisher ,Swisher,29.9,15.3
2639,TX,Tarrant ,Tarrant,24.0,32.3
2640,TX,Taylor ,Taylor,31.0,25.2
2641,TX,Terrell ,Terrell,26.8,18.4
2642,TX,Terry ,Terry,31.7,11.4
2643,TX,Throckmorton ,Throckmorton,35.7,21.7
2644,TX,Titus ,Titus,33.4,16.3
2645,TX,Tom Green ,Tom,30.2,24.5
2646,TX,Travis ,Travis,16.5,50.0
2647,TX,Trinity ,Trinity,35.9,12.9
2648,TX,Tyler ,Tyler,43.0,13.4
2649,TX,Upshur ,Upshur,34.4,17.1
2650,TX,Upton ,Upton,41.2,9.6
2651,TX,Uvalde ,Uvalde,29.3,17.9
2652,TX,Val Verde ,Val,24.4,18.4
2653,TX,Van Zandt ,Van,34.2,15.8
2654,TX,Victoria ,Victoria,30.8,20.0
2655,TX,Walker ,Walker,39.9,20.8
2656,TX,Waller ,Waller,32.5,21.1
2657,TX,Ward ,Ward,36.2,12.5
2658,TX,Washington ,Washington,31.0,26.8
2659,TX,Webb ,Webb,25.3,18.9
2660,TX,Wharton ,Wharton,27.5,18.0
2661,TX,Wheeler ,Wheeler,30.0,16.8
2662,TX,Wichita ,Wichita,31.7,23.1
2663,TX,Wilbarger ,Wilbarger,34.0,15.2
2664,TX,Willacy ,Willacy,35.7,8.9
2665,TX,Williamson ,Williamson,20.5,41.3
2666,TX,Wilson ,Wilson,36.1,21.8
2667,TX,Winkler ,Winkler,30.3,8.2
2668,TX,Wise ,Wise,34.8,18.0
2669,TX,Wood ,Wood,33.4,16.6
2670,TX,Yoakum ,Yoakum,26.2,12.7
2671,TX,Young ,Young,33.7,19.3
2672,TX,Zapata ,Zapata,30.8,11.6
2673,TX,Zavala ,Zavala,32.7,10.9
2674,UT,Utah,Utah,22.8,34.0
2675,UT,Beaver ,Beaver,32.6,21.1
2676,UT,Box Elder ,Box,31.0,23.9
2677,UT,Cache ,Cache,20.2,38.3
2678,UT,Carbon ,Carbon,27.1,17.1
2679,UT,Daggett ,Daggett,40.0,13.4
2680,UT,Davis ,Davis,21.2,37.8
2681,UT,Duchesne ,Duchesne,36.7,14.7
2682,UT,Emery ,Emery,30.2,16.3
2683,UT,Garfield ,Garfield,36.2,25.9
2684,UT,Grand ,Grand,28.5,28.6
2685,UT,Iron ,Iron,23.6,29.8
2686,UT,Juab ,Juab,38.6,16.0
2687,UT,Kane ,Kane,21.8,29.9
2688,UT,Millard ,Millard,30.6,20.6
2689,UT,Morgan ,Morgan,19.6,39.4
2690,UT,Piute ,Piute,40.5,20.2
2691,UT,Rich ,Rich,32.1,23.0
2692,UT,Salt Lake ,Salt,22.6,35.6
2693,UT,San Juan ,San,32.2,18.3
2694,UT,Sanpete ,Sanpete,28.9,20.9
2695,UT,Sevier ,Sevier,32.8,18.5
2696,UT,Summit ,Summit,16.0,55.0
2697,UT,Tooele ,Tooele,29.3,24.2
2698,UT,Uintah ,Uintah,34.9,15.8
2699,UT,Utah ,Utah,16.4,40.8
2700,UT,Wasatch ,Wasatch,21.8,39.9
2701,UT,Washington ,Washington,23.4,28.1
2702,UT,Wayne ,Wayne,24.6,23.4
2703,UT,Weber ,Weber,29.6,24.5
2704,VT,Vermont,Vermont,28.8,38.0
2705,VT,Addison ,Addison,29.1,39.6
2706,VT,Bennington ,Bennington,29.1,36.2
2707,VT,Caledonia ,Caledonia,35.3,29.0
2708,VT,Chittenden ,Chittenden,19.0,51.3
2709,VT,Essex ,Essex,46.0,16.2
2710,VT,Franklin ,Franklin,37.9,24.1
2711,VT,Grand Isle ,Grand,27.0,39.8
2712,VT,Lamoille ,Lamoille,25.6,38.2
2713,VT,Orange ,Orange,36.2,29.1
2714,VT,Orleans ,Orleans,39.5,21.5
2715,VT,Rutland ,Rutland,34.4,30.8
2716,VT,Washington ,Washington,26.9,41.8
2717,VT,Windham ,Windham,29.5,38.1
2718,VT,Windsor ,Windsor,29.1,38.2
2719,VA,Virginia,Virginia,24.0,38.8
2720,VA,Accomack ,Accomack,36.7,19.5
2721,VA,Albemarle ,Albemarle,15.8,55.1
2722,VA,Alleghany ,Alleghany,40.3,15.0
2723,VA,Amelia ,Amelia,40.8,17.1
2724,VA,Amherst ,Amherst,36.0,19.1
2725,VA,Appomattox ,Appomattox,33.9,20.9
2726,VA,Arlington ,Arlington,7.8,75.3
2727,VA,Augusta ,Augusta,38.7,22.7
2728,VA,Bath ,Bath,42.9,15.9
2729,VA,Bedford ,Bedford,30.2,29.2
2730,VA,Bland ,Bland,42.4,14.2
2731,VA,Botetourt ,Botetourt,32.3,28.3
2732,VA,Brunswick ,Brunswick,36.4,13.6
2733,VA,Buchanan ,Buchanan,35.1,11.8
2734,VA,Buckingham ,Buckingham,42.8,12.5
2735,VA,Campbell ,Campbell,32.2,22.5
2736,VA,Caroline ,Caroline,37.7,19.9
2737,VA,Carroll ,Carroll,36.0,15.0
2738,VA,Charles City ,Charles,38.3,14.7
2739,VA,Charlotte ,Charlotte,40.4,10.9
2740,VA,Chesterfield ,Chesterfield,23.6,40.5
2741,VA,Clarke ,Clarke,29.6,32.2
2742,VA,Craig ,Craig,37.5,23.6
2743,VA,Culpeper ,Culpeper,31.2,25.7
2744,VA,Cumberland ,Cumberland,38.1,14.9
2745,VA,Dickenson ,Dickenson,38.5,10.7
2746,VA,Dinwiddie ,Dinwiddie,36.0,18.6
2747,VA,Essex ,Essex,37.7,17.4
2748,VA,Fairfax ,Fairfax,12.8,61.6
2749,VA,Fauquier ,Fauquier,26.6,36.4
2750,VA,Floyd ,Floyd,35.7,22.1
2751,VA,Fluvanna ,Fluvanna,24.1,33.9
2752,VA,Franklin ,Franklin,34.9,21.9
2753,VA,Frederick ,Frederick,32.4,28.3
2754,VA,Giles ,Giles,38.7,18.1
2755,VA,Gloucester ,Gloucester,32.4,23.3
2756,VA,Goochland ,Goochland,23.8,41.8
2757,VA,Grayson ,Grayson,37.2,13.7
2758,VA,Greene ,Greene,28.6,29.0
2759,VA,Greensville ,Greensville,41.3,9.2
2760,VA,Halifax ,Halifax,36.0,15.4
2761,VA,Hanover ,Hanover,25.5,39.8
2762,VA,Henrico ,Henrico,21.2,43.7
2763,VA,Henry ,Henry,34.2,13.9
2764,VA,Highland ,Highland,38.7,22.5
2765,VA,Isle of Wight ,Isle,27.9,27.0
2766,VA,James City ,James,17.8,50.4
2767,VA,King and Queen ,King,37.1,23.6
2768,VA,King George ,King,26.5,36.0
2769,VA,King William ,King,34.3,21.0
2770,VA,Lancaster ,Lancaster,30.7,31.5
2771,VA,Lee ,Lee,34.5,11.2
2772,VA,Loudoun ,Loudoun,12.4,61.3
2773,VA,Louisa ,Louisa,32.7,24.1
2774,VA,Lunenburg ,Lunenburg,40.4,11.3
2775,VA,Madison ,Madison,36.3,23.4
2776,VA,Mathews ,Mathews,30.8,27.9
