State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed,Male,Female,Median Age,Population (2014-2020),Total Votes 2020,Votes 2020 Donald Trump,Votes 2020  Joe Biden,Income,Professional,Service,Office,Construction,Production,WorkAtHome,Mean Commute (minutes),Batteries,CoalIntegratedGasificationCombinedCycle,ConventionalHydroelectric,ConventionalSteamCoal,Flywheels,Geothermal,HydroelectricPumpedStorage,LandfillGas,MunicipalSolidWaste,NaturalGasFiredCombinedCycle,NaturalGasFiredCombustionTurbine,NaturalGasInternalCombustionEngine,NaturalGasSteamTurbine,NaturalGaswithCompressedAirStorage,Nuclear,OffshoreWindTurbine,OnshoreWindTurbine,OtherGases,OtherNaturalGas,OtherWasteBiomass,PetroleumCoke,PetroleumLiquids,SolarPhotovoltaic,SolarThermalwithEnergyStorage,SolarThermalwithoutEnergyStorage,Wood/WoodWasteBiomass,Percent of people in poverty 2019
Florida,Pasco,FloridaPasco,77,46,35,33.2,24,5.344755671,4.234061491,5.395452207,5.4183361,44.6,5.708074857,5.47962425,5.254173315,5.075247596,48289,36.1,18.8,27.5,9.1,8.5,7.5,31.6,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3
Florida,Pinellas,FloridaPinellas,100,56,40,28,31.7,5.653469154,4.532295644,5.662536852,5.697324389,47.8,5.981308839,5.749059618,5.441209522,5.44310176,48968,37.7,18.4,28,7.2,8.6,6.7,24.4,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,11.4
Florida,Putnam,FloridaPutnam,67,27,14,41.2,12.3,4.386998073,3.32056168,4.554380118,4.567320504,45,4.861928502,4.561196822,4.406778551,4.022180839,33619,23.3,22.8,24,15.9,14,4.4,27.9,0,0,3,5,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,12,5,0,0,2,22.4
New York,Putnam,New YorkPutnam,64,44,32,27.1,39.6,4.665524707,3.578065884,4.692811681,4.697002543,44.1,4.995942163,4.640093678,4.413282996,4.233148468,99608,41.5,16.7,25.1,10.6,6,5.3,39.2,0,0,3,5,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,12,5,0,0,2,5.2
Tennessee,Putnam,TennesseePutnam,105,40,23,36.5,26.4,4.514029478,3.363423933,4.576421981,4.588081136,36.3,4.883320678,4.524798421,4.374638384,3.961610908,37802,33.1,20.4,23.7,8.4,14.5,2.7,22.9,0,0,3,5,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,12,5,0,0,2,16.1
Florida,Sarasota,FloridaSarasota,90,55,38,28.9,35.4,5.235212711,4.099991234,5.293214449,5.333872292,55.5,5.615048982,5.433070241,5.171208501,5.079362164,55236,34.2,21.8,26.7,9.6,7.7,6.6,23.6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8
Florida,Seminole,FloridaSeminole,84,49,36,21.1,39.6,5.343609445,4.234694407,5.342294348,5.37134683,39.2,5.658093475,5.416139365,5.097663295,5.122169988,60739,44.8,15.6,26.9,5.8,6.9,7.1,27.1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,9.3
Florida,Volusia,FloridaVolusia,77,50,38,31.8,23.7,5.362831052,4.278181785,5.410397587,5.431940831,46.5,5.722332773,5.488396994,5.240042276,5.115447413,43838,31.3,20.8,26.8,10.9,10.2,5.8,25.4,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,13.1
Florida,Wakulla,FloridaWakulla,161,54,35,36.2,18.3,4.152777415,2.825426118,4.242789809,4.157970244,40.7,4.503477442,4.265713811,4.109679769,3.728191399,57866,33.3,19.5,25.5,14.2,7.5,3.2,32.7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Georgia,Bibb,GeorgiaBibb,97,52,35,30.5,25.4,4.794982707,3.703291378,4.857724391,4.910757767,36.2,5.186080086,4.850045526,4.424636665,4.638169658,38183,34.8,21.1,26.7,6.4,11,3,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,23.2
Georgia,Charlton,GeorgiaCharlton,139,34,20,40.1,8.8,3.668385917,2.260071388,3.876333329,3.737272177,41.7,4.113375057,3.659535907,3.533899101,3.042575512,43257,25,20.3,16.9,17.5,20.3,4.4,33.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.9
Georgia,Chatham,GeorgiaChatham,131,58,39,24.2,33.6,5.113669326,4.029911105,5.141145504,5.172153227,35.2,5.457956038,5.125770699,4.726629421,4.894144305,52215,36.2,21.1,22.6,8.1,12,4.1,21.8,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,1,10,0,0,3,14.8
Georgia,Clarke,GeorgiaClarke,99,54,36,19.9,44,4.736021812,3.574378564,4.772673695,4.815272174,27.7,5.095525013,4.709422616,4.158724253,4.555928364,34557,40.7,21.3,19.9,5.7,12.4,4.2,19.4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,25.7
Georgia,Clayton,GeorgiaClayton,90,54,28,33.6,19.5,5.09814859,4.159356612,5.116435054,5.170021026,32.4,5.445083984,5.050549883,4.199014271,4.979894216,44106,23.2,21.3,26.9,9.4,19.2,3.5,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,16
Georgia,Cobb,GeorgiaCobb,90,49,35,18.5,47.4,5.590957691,4.388332148,5.5566281,5.585220391,36.5,5.872189499,5.595213949,5.218690395,5.346047687,72004,45.7,14.8,23.9,7.3,8.3,7.6,31.4,1,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8.3
Georgia,Dawson,GeorgiaDawson,74,43,31,29.1,30.6,4.069483094,2.766412847,4.070924031,4.082318522,43.4,4.377688641,4.206313052,4.127039973,3.395501124,62284,37.1,12.6,25,12.3,12.9,7.8,32.3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,8.8
Georgia,DeKalb,GeorgiaDeKalb,106,57,38,20.9,44.2,5.561350673,4.49795194,5.546383475,5.592527606,35.6,5.871098104,5.568993296,4.766122725,5.488708613,55876,43.6,16.2,23.9,5.6,10.7,6.2,31.9,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,12.9
Tennessee,DeKalb,TennesseeDeKalb,61,44,33,40.9,16.7,3.842422003,2.84135947,3.989004616,3.993480319,41.2,4.292278229,3.929470016,3.823669813,3.242292905,40690,33.1,10.3,17.6,7.9,31.1,1.3,27.9,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,18
Georgia,Dougherty,GeorgiaDougherty,114,61,37,30.2,21.4,4.537428684,3.510946949,4.624735753,4.689353263,35.1,4.95927518,4.547873118,4.019074729,4.39056421,34541,30.3,22.3,22.9,7.9,16.6,4.4,18.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,27.6
Georgia,Floyd,GeorgiaFloyd,80,52,30,34.3,20.9,4.607690872,3.433289685,4.670338641,4.69909159,38.5,4.98598302,4.58645227,4.433289685,4.040285799,46096,29,20.3,22,10.4,18.3,4.8,22.3,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4,16.4
Indiana,Floyd,IndianaFloyd,143,44,32,30.9,29.6,4.584579968,3.426673888,4.569783428,4.598505989,39.9,4.885412111,4.620573254,4.368937374,4.243211732,59451,36.7,14.5,25.1,8.1,15.6,3.9,22.6,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4,10.6
Georgia,Fulton,GeorgiaFulton,125,62,43,17.7,52.9,5.709772671,4.649714457,5.694681523,5.721658132,35.4,6.009409249,5.719771988,5.137354111,5.580989944,61336,50.1,14.6,24,3.9,7.4,8.2,28.1,1,0,13,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,1,0,0,35,13,0,0,2,13.8
Georgia,Glynn,GeorgiaGlynn,96,44,31,26.7,29.9,4.551571974,3.415807728,4.595705603,4.648896448,41,4.924144841,4.623083813,4.408511315,4.200823149,47546,33.3,23.1,23,9,11.6,3.5,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,4,15.4
Georgia,Gwinnett,GeorgiaGwinnett,101,55,37,22.3,36.9,5.654088904,4.484925911,5.644488811,5.663933554,35.1,5.955349995,5.6168587,5.22118725,5.383504788,64496,37.3,16.1,26.3,10.1,10.2,5.8,33.1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2
Georgia,Hall,GeorgiaHall,98,55,33,27.7,24.5,4.987366802,3.682686478,4.989084786,4.99318484,36.3,5.292169647,4.956758938,4.807332039,4.3984782,55622,28.5,14.4,24.1,10.9,22.1,4,26.3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5
Nebraska,Hall,NebraskaHall,85,43,20,31.3,21.5,4.479704845,3.267406419,4.488973525,4.484484909,36,4.787765011,4.386926807,4.209220023,3.885417765,53807,26.3,16.4,22.7,11.5,23.1,2.9,17,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2
Georgia,Henry,GeorgiaHenry,95,50,32,31.7,28.5,5.028697294,3.930490565,5.024317336,5.062762433,36.9,5.344995151,5.088993196,4.682929889,4.864961754,64752,33.5,15.8,26.9,9,14.7,6.5,33.6,0,0,5,0,0,0,0,1,0,0,5,7,0,0,0,0,6,0,0,2,0,16,4,0,0,0,8.1
Indiana,Henry,IndianaHenry,63,51,29,43.7,16.4,4.310140802,3.15896526,4.404679805,4.363461549,42.2,4.685589485,4.322632712,4.177334456,3.743744879,46131,28.9,17.9,23.5,9.3,20.5,3.9,26.8,0,0,5,0,0,0,0,1,0,0,5,7,0,0,0,0,6,0,0,2,0,16,4,0,0,0,12.9
Georgia,Houston,GeorgiaHouston,114,57,35,27,28.3,4.824574872,3.562173863,4.867797356,4.891682384,35.3,5.180934046,4.874035117,4.618403759,4.508287254,55965,35.2,18,23.9,11.4,11.5,1.9,21.4,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,11
Georgia,Lowndes,GeorgiaLowndes,141,54,30,31.4,25.3,4.685598443,3.493458051,4.747869945,4.768068039,30.2,5.059116398,4.666096585,4.409781009,4.303563216,39911,30.9,20,28.4,8.8,11.8,2.6,19.2,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,7,20.4
Georgia,Murray,GeorgiaMurray,61,46,35,37.4,10.1,4.152013,3.064083436,4.290524308,4.301789347,38.2,4.597223347,4.1872104,4.112034951,3.362105319,41617,17,14.6,23.6,13.2,31.7,0.7,27.3,0,0,2,0,0,0,2,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,14.5
Georgia,Muscogee,GeorgiaMuscogee,101,53,35,27.4,25.8,4.852534887,3.781683585,4.983531571,5.00169478,33.9,5.293738118,4.906027802,4.477830024,4.69485956,43239,33.3,19.9,26.7,7,13,5.8,20,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,18.4
Georgia,Pike,GeorgiaPike,64,44,33,41.8,17.1,3.917663024,2.635483747,3.948217294,3.964070971,40.7,4.257246465,4.030194785,3.960328051,3.1775365,52377,33.2,14.1,22.6,14,16,3,33.7,0,0,3,4,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,8.7
Kentucky,Pike,KentuckyPike,92,45,32,39.4,13,4.244870622,3.21005085,4.469925057,4.491025336,42.1,4.781633324,4.404286229,4.307046535,3.686814955,32972,29.6,17.5,25.2,13.8,13.8,2.7,24.1,0,0,3,4,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,24
Georgia,Richmond,GeorgiaRichmond,114,60,42,31.4,21.4,4.895693205,3.810434156,4.987987845,5.017830206,33.9,5.304195297,4.939599116,4.427826789,4.771763808,39430,29.9,22.5,26,9,12.6,2.1,20.5,0,0,7,0,0,0,0,0,0,6,13,0,3,0,0,0,0,0,0,0,0,7,12,0,0,2,21.7
New York,Richmond,New YorkRichmond,108,52,36,30.4,33.9,5.27556011,4.3513324,5.360638847,5.388593147,40,5.675870871,5.25224848,5.041763651,4.82751789,76244,40.7,19.3,23.2,8.7,8.1,2.5,44,0,0,7,0,0,0,0,0,0,6,13,0,3,0,0,0,0,0,0,0,0,7,12,0,0,2,9.1
Georgia,Rockdale,GeorgiaRockdale,77,46,34,31.5,26.3,4.60913533,3.522704993,4.622669845,4.672716518,37.7,4.94944368,4.650171481,4.114344055,4.494766629,54175,34.1,17.3,24.3,8.7,15.5,4.3,29.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1
Georgia,Walker,GeorgiaWalker,84,53,30,35.2,16.6,4.463982525,3.174641193,4.532525072,4.540854816,41.4,4.83773991,4.468878794,4.365001003,3.761100539,43581,27.9,13.9,24.5,11.5,22.1,3.1,28.4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7
Hawaii,Hawaii,HawaiiHawaii,231,30,18,27.4,33,5.757999977,4.877342546,4.992447472,4.997307732,42.3,5.295914397,4.943078819,4.428960465,4.768512308,56395,32,23.7,24.8,11.5,8,8.4,25.3,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,0,13.1
Hawaii,Hawaii,HawaiiHawaii,231,30,18,27.4,33,4.897550121,4.005738043,4.992447472,4.997307732,42.3,5.295914397,4.943078819,4.428960465,4.768512308,56395,32,23.7,24.8,11.5,8,8.4,25.3,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,0,13.1
Hawaii,Honolulu,HawaiiHonolulu,92,40,26,25.9,35,5.597844312,4.651074391,5.696920518,5.690188989,37.6,5.994597791,5.581639093,5.133733659,5.37767226,80078,35.9,21.3,25.3,8.9,8.6,3.7,29.1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,10,0,23,26,0,0,0,7.9
Hawaii,Kauai,HawaiiKauai,41,25,11,30,29.2,4.471555729,3.757320097,4.548696449,4.556326628,42.4,4.85355829,4.524863273,4.063671054,4.326683976,72330,28.7,29.6,22.7,10.5,8.5,6.1,22.4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,7,0,0,0,9.3
Hawaii,Maui,HawaiiMaui,56,23,15,31.3,27.2,4.83286642,4.169204037,4.916122179,4.91826106,41.1,5.218222932,4.851411242,4.344608385,4.674870322,72762,29,28.4,23.6,10.4,8.6,5.6,21.2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,45,14,0,0,0,10.7
Idaho,Ada,IdahoAda,185,72,40,22.4,38.5,5.387005199,4.142796036,5.349019011,5.347690964,36.7,5.649385491,5.413951555,5.116272265,5.081127584,60151,43,16.6,25,6.9,8.4,6.9,20.4,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9.4
Idaho,Bannock,IdahoBannock,161,61,41,26.4,27.8,4.607401403,3.314920056,4.626340367,4.631088476,33.3,4.929750906,4.597179429,4.367933354,4.16678522,47390,35.5,18.2,25.2,9,12.2,4.3,17.6,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5
Idaho,Benewah,IdahoBenewah,371,65,32,38.4,15.2,3.583198774,2.491361694,3.663418212,3.651181062,46.1,3.958372732,3.69653112,3.588607805,2.989894564,43472,22.1,22.1,17.9,14.8,23.1,4.2,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.4
Idaho,Blaine,IdahoBlaine,167,43,15,25.6,35.4,4.067405658,2.994317153,4.051191125,4.031125576,43.2,4.342304221,4.123459619,3.605412798,3.950316164,58835,31.3,28.5,20.2,12.8,7.3,9.3,19.2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2
Idaho,Boise,IdahoBoise,198,68,35,30.6,27.1,3.521268876,2.459392488,3.5774918,3.529301998,53,3.855094951,3.684845362,3.54344718,3.084218687,49964,40.3,13.9,24.4,10.4,11.1,9.9,38.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6
Idaho,Bonner,IdahoBonner,190,52,25,29.8,23.8,4.290635526,3.201943063,4.329723224,4.329296159,47.8,4.63053974,4.436989088,4.264085514,3.919601024,45607,26.6,19.1,22,14.2,18.1,10.2,25.6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6
Idaho,Bonneville,IdahoBonneville,154,49,21,25.4,31.3,4.746548577,3.37051309,4.750022145,4.749427099,32.7,5.05075472,4.732353546,4.577549242,4.153936754,54150,35.8,16.8,24,10.3,13.1,4.5,19.2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9.3
Idaho,Canyon,IdahoCanyon,156,73,33,32.1,18.7,4.9989695,3.793650718,5.020783768,5.030713037,33.4,5.326806774,4.95635095,4.790700255,4.412981053,46426,26.5,19.2,23.6,14.4,16.3,6.6,24.6,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1
Idaho,Caribou,IdahoCaribou,109,24,6,32.4,19,3.597914471,2.170261715,3.549371152,3.528273777,36.9,3.839980558,3.533517862,3.46329561,2.63447727,58750,31.5,15.1,18.9,17.7,16.8,4.7,15.6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1
Idaho,Custer,IdahoCuster,126,59,5,28.6,24.4,3.323458367,2.049218023,3.335457901,3.29578694,53.3,3.617105231,3.437274797,3.31993844,2.780317312,37976,32.3,19.4,17.7,23.9,6.8,5.4,19.2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,4,0,0,0,0,10,0,0,0,0,13
South Dakota,Custer,South DakotaCuster,119,54,41,35,23.5,3.583652109,2.385606274,3.632052167,3.632153484,54.3,3.933132824,3.739888655,3.585686278,3.182414652,56449,37.5,14.7,23.6,13.8,10.4,8,26.1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,4,0,0,0,0,10,0,0,0,0,9.6
Idaho,Franklin,IdahoFranklin,159,53,20,37.8,17.7,3.832955751,2.403120521,3.831677849,3.812378511,33.4,4.123165371,3.823734988,3.766784515,2.81756537,51583,27.1,12.2,23.7,16.7,20.3,4.9,25,0,0,74,4,0,0,4,54,0,2,6,15,1,0,0,0,9,0,0,0,0,9,36,0,0,5,8.2
Massachusetts,Franklin,MassachusettsFranklin,96,55,37,28.5,37.3,4.563065578,3.467756051,4.53908865,4.560313212,46.1,4.850860573,4.293738118,3.849603658,4.081095157,57307,41.5,18.6,20.2,8.9,10.7,6.6,24.2,0,0,74,4,0,0,4,54,0,2,6,15,1,0,0,0,9,0,0,0,0,9,36,0,0,5,9.3
Missouri,Franklin,MissouriFranklin,94,17,1,32.7,20.9,4.693691782,3.513883186,4.710447405,4.711317845,40.8,5.011912839,4.730378469,4.580172002,4.163191202,53849,30.2,15.5,22.7,12.3,19.3,2.9,28.3,0,0,74,4,0,0,4,54,0,2,6,15,1,0,0,0,9,0,0,0,0,9,36,0,0,5,9.3
Ohio,Franklin,OhioFranklin,102,58,40,24.6,40,5.814667699,4.720308179,5.794036787,5.81489988,34,6.105623597,5.78107864,5.307825378,5.592824938,56319,42.4,16.9,24.1,5.1,11.5,4.4,21.8,0,0,74,4,0,0,4,54,0,2,6,15,1,0,0,0,9,0,0,0,0,9,36,0,0,5,13.5
Pennsylvania,Franklin,PennsylvaniaFranklin,50,42,32,43.1,21.6,4.853138256,3.769081787,4.877964208,4.893473246,41.4,5.186817949,4.907927048,4.758215252,4.351564415,58267,30.8,17.1,23.1,10.4,18.5,3.7,24.4,0,0,74,4,0,0,4,54,0,2,6,15,1,0,0,0,9,0,0,0,0,9,36,0,0,5,8.1
Washington,Franklin,WashingtonFranklin,260,34,14,25.5,17.7,4.587306782,3.583538819,4.67343564,4.638638988,30,4.957415715,4.502877569,4.25161389,4.118859695,60275,25.6,17.6,18,22.1,16.7,3.4,21.5,0,0,74,4,0,0,4,54,0,2,6,15,1,0,0,0,9,0,0,0,0,9,36,0,0,5,13.5
Idaho,Idaho,IdahoIdaho,191,60,36,27.4,27.6,5.926530223,4.679300679,3.931305281,3.892094603,50,4.213172309,3.982361702,3.893539844,3.193402903,40299,27.1,17.2,22.4,17.3,16,8.6,17.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8
Idaho,Idaho,IdahoIdaho,191,60,36,27.4,27.6,3.796574333,2.652246341,3.931305281,3.892094603,50,4.213172309,3.982361702,3.893539844,3.193402903,40299,27.1,17.2,22.4,17.3,16,8.6,17.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8
Idaho,Jerome,IdahoJerome,37,19,10,30.6,16.1,4.068593981,2.687528961,4.07191881,4.065579715,32.7,4.369790824,3.892762235,3.758457689,3.277150614,46421,23,15,19.8,22.8,19.5,3.4,18,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2
Idaho,Kootenai,IdahoKootenai,384,48,19,27.2,25.2,4.878831895,3.750662646,4.880184553,4.890504851,40.2,5.186405353,4.9536534,4.798215443,4.385820687,53189,32,18.9,26.7,11.7,10.6,5.5,21.7,0,0,6,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Idaho,Lemhi,IdahoLemhi,163,77,35,30.3,22.9,3.532499586,2.385606274,3.596377144,3.58546073,52.3,3.891983231,3.675595056,3.555336328,3.013679697,36031,30.7,16.6,26.6,14.5,11.6,7.1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13.5
Idaho,Valley,IdahoValley,192,63,30,26.7,30.4,3.715585552,2.651278014,3.739255803,3.691523522,48.7,4.017075096,3.848989206,3.596267126,3.473632927,54015,35,20.9,20.1,10.6,13.4,7,15.9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8.8
Illinois,Champaign,IllinoisChampaign,126,56,39,22,45,5.007457583,3.844663528,5.019170314,5.020920367,29.9,5.321076218,4.968571666,4.54125465,4.741726599,49586,45.3,17.8,20.8,5.6,10.5,4.4,17.9,1,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,1,0,0,0,0,8,4,0,0,0,19.9
Illinois,Cook,IllinoisCook,164,84,53,23.1,38.8,6.353811057,5.449407425,6.403916284,6.429603561,36.6,6.717979807,6.327133451,5.714171272,6.196689792,59426,39.3,17.9,23.6,6,13.1,4.5,32.9,0,0,0,4,0,0,0,3,0,0,21,34,3,0,0,0,0,0,0,0,0,19,3,0,0,0,13
Minnesota,Cook,MinnesotaCook,53,21,10,24,40.4,3.431202885,2.396199347,3.420285885,3.427972714,52.3,3.725176301,3.578065884,3.080265627,3.397244581,51903,39.4,24.8,17.3,11.7,6.9,6.7,15.9,0,0,0,4,0,0,0,3,0,0,21,34,3,0,0,0,0,0,0,0,0,19,3,0,0,0,8.9
Illinois,DuPage,IllinoisDuPage,154,59,41,18.2,49.4,5.649163444,4.584229425,5.660085323,5.676295705,39.1,5.969296139,5.66948982,5.274058505,5.430781097,84442,45.5,13,25.6,5.4,10.5,6,29.3,1,0,0,0,0,0,0,2,0,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Illinois,Effingham,IllinoisEffingham,84,48,37,35.8,22.7,4.254982879,3.106190897,4.229707433,4.235604189,39.1,4.533695815,4.279689753,4.17559878,3.568201724,54655,30.6,16.4,23,11.4,18.6,3.4,17.3,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,9.2
Illinois,Kane,IllinoisKane,161,64,39,22.7,33.1,5.376098605,4.378597739,5.421950895,5.425905755,37,5.724962822,5.364989758,4.985601594,5.114173801,74862,34.6,16.7,24.9,7.6,16.3,5,29,0,0,0,0,0,0,0,6,0,0,8,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8.2
Illinois,Macon,IllinoisMacon,90,56,41,35.4,22.1,4.628511537,3.668851648,4.708097821,4.74390155,41.3,5.02739854,4.689610718,4.452905258,4.292986667,49052,32,20.2,23.3,8.4,16.1,3.2,17.9,0,0,4,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,0,2,16.7
North Carolina,Macon,North CarolinaMacon,64,41,29,31,23.8,4.158844774,3.014100322,4.220892249,4.249931757,49.8,4.536684673,4.313635254,4.15081782,3.793301354,40659,28.9,25.6,22.6,13.2,9.7,4,21.4,0,0,4,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,0,2,14.3
Illinois,Madison,IllinoisMadison,112,70,47,29.8,26.8,5.083753378,4.007833093,5.113000244,5.133385601,40.1,5.424342516,5.13253504,4.876633456,4.754692271,56536,34.9,17.8,24.5,8.8,14,3.8,24.8,1,0,12,0,0,0,0,1,0,0,10,0,1,0,0,0,4,0,0,0,0,19,10,0,0,1,10.9
Indiana,Madison,IndianaMadison,97,55,39,39.4,18.4,4.733494186,3.664735969,4.810951265,4.811561602,40.3,5.112286536,4.712927359,4.493499875,4.289120518,45432,29.2,20.8,24,8.7,17.3,3.7,25.9,1,0,12,0,0,0,0,1,0,0,10,0,1,0,0,0,4,0,0,0,0,19,10,0,0,1,13.1
Ohio,Madison,OhioMadison,84,51,39,41.6,17.5,4.292211753,3.092018471,4.380952528,4.299877588,40.7,4.643334216,4.285759783,4.128560807,3.744918542,62897,32.1,16.8,21,11.6,18.5,4.1,25.3,1,0,12,0,0,0,0,1,0,0,10,0,1,0,0,0,4,0,0,0,0,19,10,0,0,1,9.6
Tennessee,Madison,TennesseeMadison,108,42,25,35.3,25.6,4.656510251,3.566437492,4.664049352,4.712186544,38.2,4.989814543,4.63192042,4.378797486,4.262664625,44496,32.8,19.2,25.2,6.8,16,2.9,18.6,1,0,12,0,0,0,0,1,0,0,10,0,1,0,0,0,4,0,0,0,0,19,10,0,0,1,17.6
Virginia,Madison,VirginiaMadison,54,45,37,36.3,23.4,3.846708145,2.447158031,3.802773725,3.831805809,44.8,4.118562313,3.910037124,3.72427587,3.431041945,52287,32.2,17.3,24.9,13.2,12.3,5.1,30.5,1,0,12,0,0,0,0,1,0,0,10,0,1,0,0,0,4,0,0,0,0,19,10,0,0,1,9.3
