State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed,Male,Female,Median Age,Population (2014-2020),Total Votes 2020,Votes 2020 Donald Trump,Votes 2020  Joe Biden,Income,Professional,Service,Office,Construction,Production,WorkAtHome,Mean Commute (minutes),Batteries,CoalIntegratedGasificationCombinedCycle,ConventionalHydroelectric,ConventionalSteamCoal,Flywheels,Geothermal,HydroelectricPumpedStorage,LandfillGas,MunicipalSolidWaste,NaturalGasFiredCombinedCycle,NaturalGasFiredCombustionTurbine,NaturalGasInternalCombustionEngine,NaturalGasSteamTurbine,NaturalGaswithCompressedAirStorage,Nuclear,OffshoreWindTurbine,OnshoreWindTurbine,OtherGases,OtherNaturalGas,OtherWasteBiomass,PetroleumCoke,PetroleumLiquids,SolarPhotovoltaic,SolarThermalwithEnergyStorage,SolarThermalwithoutEnergyStorage,Wood/WoodWasteBiomass,Percent of people in poverty 2019
South Carolina,York,South CarolinaYork,92,47,35,25.1,33.3,5.130793555,3.941859127,5.096312012,5.126498307,38.5,5.412697371,5.158513263,4.917647275,4.770910895,59394,36.4,14.5,27.1,8,13.9,4.9,26.9,0,0,25,1,0,0,0,0,1,13,0,0,7,0,4,0,0,0,0,0,0,7,2,0,0,1,8.6
Maryland,Allegany,MarylandAllegany,9,3,1,41.8,18.9,4.453883778,3.379849179,4.575718838,4.535686454,41.7,4.857193741,4.464340485,4.305630776,3.927575655,42771,29.9,23.4,24.8,8.8,13.1,1.7,20.9,1,0,2,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,5.618323237,4.483330495,5.59375224,5.638692878,39.3,5.917833601,5.539120028,5.114227221,5.322539727,71810,43.4,16.6,24.4,7,8.6,4,29.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8.9
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,5.618323237,4.483330495,5.59375224,5.638692878,39.3,5.917833601,5.539120028,5.114227221,5.322539727,71810,43.4,16.6,24.4,7,8.6,4,29.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,20.4
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,5.618323237,4.483330495,5.59375224,5.638692878,39.3,5.917833601,5.343006612,4.377888806,5.28584974,46641,42.1,20.7,21.8,5.3,10,3.8,30.7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8.9
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,5.618323237,4.483330495,5.59375224,5.638692878,39.3,5.917833601,5.343006612,4.377888806,5.28584974,46641,42.1,20.7,21.8,5.3,10,3.8,30.7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,20.4
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,5.618323237,4.483330495,5.460433245,5.51322959,35.1,5.788663213,5.539120028,5.114227221,5.322539727,71810,43.4,16.6,24.4,7,8.6,4,29.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8.9
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,5.618323237,4.483330495,5.460433245,5.51322959,35.1,5.788663213,5.539120028,5.114227221,5.322539727,71810,43.4,16.6,24.4,7,8.6,4,29.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,20.4
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,5.618323237,4.483330495,5.460433245,5.51322959,35.1,5.788663213,5.343006612,4.377888806,5.28584974,46641,42.1,20.7,21.8,5.3,10,3.8,30.7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8.9
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,5.618323237,4.483330495,5.460433245,5.51322959,35.1,5.788663213,5.343006612,4.377888806,5.28584974,46641,42.1,20.7,21.8,5.3,10,3.8,30.7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,20.4
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,5.409056892,4.392784858,5.59375224,5.638692878,39.3,5.917833601,5.539120028,5.114227221,5.322539727,71810,43.4,16.6,24.4,7,8.6,4,29.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8.9
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,5.409056892,4.392784858,5.59375224,5.638692878,39.3,5.917833601,5.539120028,5.114227221,5.322539727,71810,43.4,16.6,24.4,7,8.6,4,29.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,20.4
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,5.409056892,4.392784858,5.59375224,5.638692878,39.3,5.917833601,5.343006612,4.377888806,5.28584974,46641,42.1,20.7,21.8,5.3,10,3.8,30.7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8.9
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,5.409056892,4.392784858,5.59375224,5.638692878,39.3,5.917833601,5.343006612,4.377888806,5.28584974,46641,42.1,20.7,21.8,5.3,10,3.8,30.7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,20.4
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,5.409056892,4.392784858,5.460433245,5.51322959,35.1,5.788663213,5.539120028,5.114227221,5.322539727,71810,43.4,16.6,24.4,7,8.6,4,29.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8.9
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,5.409056892,4.392784858,5.460433245,5.51322959,35.1,5.788663213,5.539120028,5.114227221,5.322539727,71810,43.4,16.6,24.4,7,8.6,4,29.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,20.4
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,5.409056892,4.392784858,5.460433245,5.51322959,35.1,5.788663213,5.343006612,4.377888806,5.28584974,46641,42.1,20.7,21.8,5.3,10,3.8,30.7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8.9
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,5.409056892,4.392784858,5.460433245,5.51322959,35.1,5.788663213,5.343006612,4.377888806,5.28584974,46641,42.1,20.7,21.8,5.3,10,3.8,30.7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,20.4
Maryland,Calvert,MarylandCalvert,67,44,35,30.3,32.4,4.662814475,3.404320467,4.656165306,4.660628353,40.8,4.959432558,4.681449287,4.397192379,4.346059433,100350,41,15,23,13,8.1,5.3,41.9,0,0,0,0,0,0,0,0,0,0,6,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,5.7
Maryland,Cecil,MarylandCecil,97,49,34,36.1,23.9,4.690089709,3.490660653,4.708837147,4.710692657,40.4,5.010795889,4.661367755,4.459347246,4.205556206,70516,35.2,16.3,21.5,12.9,14.1,4.6,29.3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10.3
Maryland,Charles,MarylandCharles,58,44,34,31.7,28.9,4.904764218,3.762678564,4.881219125,4.911690159,38.3,5.197751822,4.911780627,4.384299639,4.749767225,93973,42.2,17,24.7,8.6,7.4,3.7,43.9,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,6.4
Maryland,Dorchester,MarylandDorchester,84,47,35,38.5,21.2,4.173856139,3.028164419,4.18568378,4.228554337,44.5,4.508677825,4.126163889,3.892317261,3.723865964,50532,31.8,20,23.4,10.2,14.6,2.6,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,16.4
Maryland,Frederick,MarylandFrederick,90,49,40,24.1,41.4,5.096802295,3.897517129,5.088221167,5.100191275,39.2,5.395277456,5.145407751,4.792790777,4.872866885,88502,46.1,15.5,22.3,8.8,7.4,6.1,35,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5.7
Virginia,Frederick,VirginiaFrederick,78,45,35,32.4,28.3,4.666293287,3.354108439,4.627417068,4.630915801,40.6,4.930199953,4.687849882,4.487915731,4.235528447,71037,37.3,13.3,24.2,11.5,13.7,4.6,31.1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6.5
Maryland,Garrett,MarylandGarrett,71,46,36,43.3,20.9,4.15414998,3.005609445,4.163191202,4.170701656,45.6,4.46799266,4.177392192,4.066475014,3.491081413,48174,33.8,17.5,18.8,16.5,13.4,5.7,24.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,12.8
Maryland,Harford,MarylandHarford,119,55,38,26,36.7,5.115064388,3.90314427,5.089067493,5.108098008,40.8,5.399716976,5.139340605,4.88783102,4.761544468,83445,43.3,15.2,24.5,7.9,9.1,4.4,32.1,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,6.7
Massachusetts,Barnstable,MassachusettsBarnstable,108,45,35,23.7,43.4,4.987098452,4.043558747,5.009348897,5.047329394,52.9,5.329784199,4.432183324,4.034387784,4.195484523,68048,37.9,21.2,23.4,10.6,7,6.3,23.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,2,9,0,0,0,6.5
Massachusetts,Berkshire,MassachusettsBerkshire,94,52,36,29.4,33.6,4.748312093,3.750431249,4.789601862,4.817730595,46.7,5.104923917,0,0,0,55190,37.7,21.5,23,8.9,8.9,5.6,20,0,0,2,0,0,0,2,0,0,4,0,0,1,0,0,0,6,0,0,0,0,4,16,0,0,0,11.2
Massachusetts,Bristol,MassachusettsBristol,119,53,39,29.9,28.7,5.420708094,4.478220076,5.432366309,5.45981602,41,5.747337995,0,0,0,62514,36.2,18.8,23.2,9.5,12.3,3.4,28,3,0,0,0,0,0,0,6,0,5,2,0,0,0,0,0,2,0,0,0,0,5,37,0,0,0,11.3
Massachusetts,Dukes,MassachusettsDukes,126,45,37,23.6,44.9,3.936513742,2.942999593,3.928139707,3.946353997,46.1,4.238372329,0,0,0,67535,45.2,16.3,17,11.1,10.4,8.2,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,7.3
Massachusetts,Essex,MassachusettsEssex,97,50,37,25.1,39.9,5.572958685,4.60836555,5.575736142,5.606971132,40.8,5.892664379,3.395326393,2.897627091,3.211921084,73533,41.2,18.7,22.5,7,10.6,5.7,29.8,3,0,9,0,0,0,0,0,5,10,8,12,4,0,0,0,3,0,0,0,0,7,22,0,0,0,8.8
New Jersey,Essex,New JerseyEssex,127,58,39,28,35.5,5.518867811,4.64022297,5.581581051,5.614875079,37.5,5.899577032,5.489557732,4.832751539,5.376542285,57365,37.9,20.2,23.4,7.1,11.3,3.6,34.4,3,0,9,0,0,0,0,0,5,10,8,12,4,0,0,0,3,0,0,0,0,7,22,0,0,0,13.8
New York,Essex,New YorkEssex,80,47,38,34.4,26.8,4.18110008,3.128399269,4.292743271,4.258373849,47,4.57692846,4.181414796,3.900530982,3.843232778,55294,32.2,23.7,22,11.3,10.8,6.1,21.9,3,0,9,0,0,0,0,0,5,10,8,12,4,0,0,0,3,0,0,0,0,7,22,0,0,0,12.4
Massachusetts,Hampden,MassachusettsHampden,99,55,39,30.7,27.1,5.295285542,4.35958887,5.355173651,5.384820974,38.9,5.671280246,3.521922245,3.232742063,3.185258765,52205,34.2,21.1,24,7.6,13,3.6,22.6,3,0,36,0,0,0,0,4,1,7,2,0,2,0,0,0,1,0,0,0,0,10,49,0,0,0,13.8
Massachusetts,Hampshire,MassachusettsHampshire,84,48,35,22.6,48.3,4.900241466,3.791269481,4.877521077,4.933148021,36.3,5.207254564,0,0,0,64974,45.7,19.2,21.4,6.6,7.1,7.4,23.2,4,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,11.1
Massachusetts,Norfolk,MassachusettsNorfolk,71,43,32,19.2,53.6,5.541988386,4.501511132,5.52548277,5.559800132,40.9,5.844010322,3.831869774,3.406199424,3.606058749,95668,52.8,14,21.6,5.6,6,4.9,33.9,2,0,0,0,0,0,0,0,0,10,4,5,0,0,0,0,0,0,1,0,0,7,19,0,0,0,5.8
Massachusetts,Plymouth,MassachusettsPlymouth,80,51,37,27.8,37.6,5.398944672,4.417538119,5.396419055,5.41997061,42.6,5.709384457,4.563445486,4.174234305,4.317645543,82081,38.8,19.2,24.6,8.2,9.2,4.5,33,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,44,0,0,0,7.4
Massachusetts,Suffolk,MassachusettsSuffolk,84,51,37,22.1,46.1,5.605722975,4.635182049,5.583005963,5.611655345,32.7,5.898596848,0,0,0,61242,45.5,21.9,20.4,4.9,7.3,3.1,30.7,2,0,2,0,0,0,0,0,3,6,10,8,9,0,0,0,3,0,2,1,0,51,25,0,0,0,16.7
New York,Suffolk,New YorkSuffolk,133,59,37,27.3,36.3,5.844857871,4.812585842,5.864670649,5.878310341,41.3,6.172574036,5.779063035,5.523248173,5.414075435,92838,38.4,17.2,25.7,9.4,9.4,3.6,32,2,0,2,0,0,0,0,0,3,6,10,8,9,0,0,0,3,0,2,1,0,51,25,0,0,0,6.8
Massachusetts,Worcester,MassachusettsWorcester,90,52,38,27.8,36.4,5.595585497,4.578914138,5.607920166,5.619975638,40.1,5.915019727,4.849062986,4.322591388,4.681512587,69313,41.7,17.3,22.5,7.6,10.9,5.1,28.7,14,0,3,0,0,0,0,4,1,6,1,3,6,0,0,0,5,0,0,0,0,11,122,0,0,1,9.4
Minnesota,Anoka,MinnesotaAnoka,87,52,35,27.9,30.5,5.268844644,4.10002573,5.240077258,5.239599752,38.4,5.540868566,5.323233531,5.020787908,5.003856731,76796,36.6,15.9,24.2,9,14.2,4.5,28.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.2
Minnesota,Becker,MinnesotaBecker,101,46,32,31.6,25,4.246597049,3.069298012,4.224869595,4.230193379,41.8,4.52856964,4.288204497,4.095239112,3.819017199,55884,32.8,17.7,18.8,13.8,16.8,7.2,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.2
Minnesota,Beltrami,MinnesotaBeltrami,73,39,23,27.8,29.2,4.367467742,3.192846115,4.359949256,4.365693852,33.7,4.663861048,4.38257532,4.085932446,4.05789422,45923,33.7,22,23.4,10.3,10.6,6.1,19.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.3
Minnesota,Carlton,MinnesotaCarlton,84,42,24,32.1,22.1,4.215769708,3.10720997,4.268694954,4.229809783,40.7,4.550717423,4.308799104,3.990649588,4.0040633,58874,31.3,23.1,19.9,9.8,16,4.9,22.2,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,3,9.1
Minnesota,Cass,MinnesotaCass,75,35,17,32.3,23.2,4.110758009,3.114277297,4.170203023,4.153021744,48.9,4.462727338,4.261405627,4.065243501,3.802226238,50162,29.2,20.1,24.3,13.2,13.2,8,23.8,0,0,5,0,0,0,0,4,0,3,7,0,0,0,0,0,4,0,0,0,0,6,0,0,0,2,11.4
Missouri,Cass,MissouriCass,105,49,36,33.9,26.3,4.709295407,3.458788882,4.702120215,4.718617928,39.8,5.011477401,4.759849078,4.570215928,4.279552881,65352,35.3,15.1,24.8,12,12.8,4.5,27.9,0,0,5,0,0,0,0,4,0,3,7,0,0,0,0,0,4,0,0,0,0,6,0,0,0,2,7.9
Nebraska,Cass,NebraskaCass,71,32,14,29.9,27.7,4.108936924,2.764176132,4.111564935,4.106292912,41.6,4.409966919,4.184237029,4.005223425,3.675503385,68284,34.2,14.8,26.5,12.9,11.6,3.6,26.1,0,0,5,0,0,0,0,4,0,3,7,0,0,0,0,0,4,0,0,0,0,6,0,0,0,2,5.3
Minnesota,Dakota,MinnesotaDakota,135,52,30,20.4,42.2,5.356742712,4.176641017,5.313675329,5.326933629,37.8,5.621385067,5.416818515,5.038155023,5.162892841,79995,42.4,15.3,24.7,6.2,11.3,5,24.3,0,0,5,0,0,0,0,3,0,2,7,0,0,0,0,0,1,0,0,0,0,22,50,0,0,0,6.3
Minnesota,Goodhue,MinnesotaGoodhue,87,46,35,32.8,26,4.399656419,3.193124598,4.363480356,4.364062961,42.5,4.664801751,4.455849432,4.205529151,4.072065991,62431,35.9,17.8,20.1,10.6,15.6,5.2,24.1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,3,21,0,0,0,7.1
Minnesota,Hennepin,MinnesotaHennepin,156,57,38,16.4,50.1,5.821996682,4.667751719,5.785707009,5.795843883,36.4,6.091835016,5.87688667,5.313795535,5.726407685,71154,48.5,15.3,22.6,4.5,9.1,5.6,23.4,0,0,21,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,9.7
Minnesota,Lyon,MinnesotaLyon,80,48,32,31.7,26.1,4.137322456,2.809559715,4.106802628,4.11564379,35.5,4.412275702,4.110219224,3.901948465,3.665580991,54181,35.4,15.8,20.4,11,17.4,5.7,15.2,0,0,4,0,0,6,0,0,0,0,7,0,2,0,0,0,7,0,0,0,0,3,6,0,0,0,10.6
Nevada,Lyon,NevadaLyon,331,59,38,32.8,14.4,4.323808796,3.294025094,4.427437419,4.421571025,44.1,4.725544122,4.468229139,4.307538823,3.917190309,50920,25.1,20.6,23.5,13.4,17.4,3.1,29.6,0,0,4,0,0,6,0,0,0,0,7,0,2,0,0,0,7,0,0,0,0,3,6,0,0,0,10.2
Minnesota,Olmsted,MinnesotaOlmsted,111,52,35,19.9,44.9,4.934967842,3.693463127,4.874110566,4.893367779,37.2,5.184875896,4.959451631,4.598702983,4.694535004,72337,49.6,15.8,19.3,6.4,8.8,4.1,17.5,0,0,0,0,0,0,0,0,3,0,3,7,4,0,0,0,0,0,0,2,0,12,7,0,0,0,6.7
Minnesota,Ramsey,MinnesotaRamsey,160,54,30,20.9,42.3,5.431551918,4.302417519,5.421345576,5.443497678,34.9,5.733592847,5.46910447,4.888314312,5.32502691,60301,43.6,17.6,22.3,5,11.5,5.5,23.9,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12.4
Minnesota,Stearns,MinnesotaStearns,80,47,33,28,27.5,4.932727367,3.717087725,4.897247605,4.891470552,34.3,5.19539868,4.927611571,4.707229419,4.503559179,59564,32.7,17.9,24,8.8,16.6,5.8,20.4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,51,0,0,0,11.2
Minnesota,Winona,MinnesotaWinona,52,27,16,27.2,30.1,4.428134794,3.143951116,4.401245408,4.409188947,34.8,4.706265334,4.433097477,4.121461354,4.124927879,53975,35.1,18.7,21.1,7.3,17.7,4.4,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,0,0,0,11
Minnesota,Wright,MinnesotaWright,112,51,34,29.4,29.6,4.854445722,3.623042434,4.825510502,4.818437049,36.6,5.123018172,4.937191798,4.728881109,4.489311475,77953,34,14.1,25.1,11.4,15.3,4.7,30,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,9,25,0,0,0,5.2
Mississippi,DeSoto,MississippiDeSoto,100,54,37,29.2,25,4.929567072,3.737907923,4.930307043,4.958840902,36.7,5.245838267,4.875136535,4.660751674,4.442996852,62595,32.7,15.1,26,10.4,15.8,2.1,24.9,1,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9.4
Mississippi,Forrest,MississippiForrest,97,59,36,27.2,27.8,4.481843771,3.424064525,4.555626406,4.597398975,32.4,4.878044729,4.423900919,4.185428821,4.025428761,39555,34,17.2,26.2,9.3,13.4,1.2,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.3
Mississippi,Hinds,MississippiHinds,114,62,44,25,29,4.976056376,3.989227274,5.052605458,5.11024281,34.4,5.383409596,4.912811701,4.327195405,4.772263014,41011,32.2,22.2,23.5,7.7,14.4,2.1,22.8,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1
Mississippi,Lauderdale,MississippiLauderdale,50,42,31,27.5,19.7,4.438004091,3.346744055,4.575384157,4.598856138,37.8,4.888308696,4.488705794,4.250712686,4.102708055,41340,34,16.9,25.6,10.8,12.6,1.2,19.8,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,21.5
Missouri,Buchanan,MissouriBuchanan,126,53,33,37.8,21.1,4.619792233,3.334453751,4.650220072,4.647236224,37.4,4.949760707,4.564819874,4.351216345,4.128560807,48652,28,19.5,23.5,8.1,21,2.3,17.4,0,0,0,0,0,0,0,1,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,15.8
Missouri,Callaway,MissouriCallaway,87,45,35,36.1,23.1,4.309843005,2.980457892,4.359342117,4.341750979,38.6,4.651665604,4.325884944,4.170613703,3.768490105,53180,31.9,18.5,23.9,11.6,14.2,3.5,23.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,11.6
Missouri,Cedar,MissouriCedar,99,50,36,41.2,13.6,3.738622028,2.408239965,3.842671634,3.843668723,44.3,4.14420046,3.847510965,3.762378429,3.05804623,35930,29,21.8,19.7,14.2,15.3,3.8,25.5,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,5,1,0,0,0,17.9
Missouri,Clay,MissouriClay,101,55,35,28.4,33.2,5.107867699,3.922932957,5.069283202,5.085889684,37.1,5.378695808,5.102495449,4.810118215,4.774655626,65675,37,16.6,25.4,7.2,13.8,5.1,23.1,0,0,11,2,0,0,0,0,0,0,5,6,3,0,0,0,6,0,0,0,0,23,7,0,0,0,9.1
Missouri,Iron,MissouriIron,100,47,17,41.4,10.8,3.512417549,2.390935107,3.701481636,3.715334684,45.4,4.009493388,3.662001879,3.555819683,2.975431809,36457,18.9,26.1,21.8,13.2,20.2,3,28.2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,20.8
Utah,Iron,UtahIron,86,50,40,23.6,29.8,4.378016136,3.047274867,4.395046677,4.395448712,29.1,4.696277737,4.375316039,4.257990387,3.669595781,45422,31.5,19.1,26.2,10.5,12.7,3.5,17.4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,13.1
Missouri,Jasper,MissouriJasper,82,52,35,33.6,23.6,4.724013575,3.503245771,4.765094579,4.785436616,36,5.076414683,4.72028337,4.576502597,4.131586588,45328,30.3,17.7,24.3,9.8,17.9,3.8,17.7,0,0,10,5,0,0,0,0,0,7,7,13,0,0,0,0,0,0,0,2,0,5,5,0,0,3,18.8
Missouri,Lincoln,MissouriLincoln,108,48,37,42.3,16.8,4.430171841,3.254548077,4.439743106,4.447731542,37,4.744785686,4.459603552,4.336499759,3.816440168,58603,25.6,16,23.3,14.7,20.4,3,33.1,0,0,44,4,0,0,0,0,0,0,22,0,4,0,0,0,29,0,0,0,0,7,3,0,0,2,9.4
Montana,Lincoln,MontanaLincoln,327,71,40,37.3,19.6,3.862012051,2.913283902,3.985785618,3.985875357,52.6,4.286860486,4.063108083,3.930235653,3.449015316,36934,28.9,22.9,20.6,16.6,11,3.6,16.8,0,0,44,4,0,0,0,0,0,0,22,0,4,0,0,0,29,0,0,0,0,7,3,0,0,2,17.4
New Mexico,Lincoln,New MexicoLincoln,51,29,13,29.9,25.8,3.911370707,2.897077003,3.965107586,4.010893313,51,4.289633539,4.013090138,3.841484609,3.504334912,42145,28.1,25,25.8,11.4,9.8,7.6,21.1,0,0,44,4,0,0,0,0,0,0,22,0,4,0,0,0,29,0,0,0,0,7,3,0,0,2,13.7
North Carolina,Lincoln,North CarolinaLincoln,71,45,35,31.1,23,4.60648885,3.455149521,4.606080265,4.613514128,43.2,4.910843098,4.697665163,4.558312486,4.119849503,50782,29.4,15.5,24.9,11.7,18.4,4.2,30,0,0,44,4,0,0,0,0,0,0,22,0,4,0,0,0,29,0,0,0,0,7,3,0,0,2,9
Wyoming,Lincoln,WyomingLincoln,71,34,15,31.8,23.7,3.949731452,2.668385917,3.986547813,3.96922948,39.3,4.279004962,4.019863714,3.936664513,3.17868924,63756,31.2,16.2,19.5,21,12.1,4.5,26.2,0,0,44,4,0,0,0,0,0,0,22,0,4,0,0,0,29,0,0,0,0,7,3,0,0,2,7
Missouri,Stoddard,MissouriStoddard,62,36,18,41.5,13.3,4.095169351,2.896526217,4.15730563,4.180326625,41.4,4.469998642,4.127428778,4.059184618,3.258637283,40076,26.5,15.7,24,12.3,21.5,2.8,22.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4
Missouri,Taney,MissouriTaney,57,35,17,33.6,19.9,4.359190199,3.53058386,4.423311423,4.450495447,42.1,4.738146089,4.418963831,4.310183328,3.726319612,39661,27.3,24.9,30.4,8.7,8.7,4.9,21.2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6
Montana,Cascade,MontanaCascade,115,44,18,32.8,25.7,4.550973965,3.349471799,4.615623946,4.607208317,38.2,4.912466511,4.598659214,4.365469265,4.187069271,46827,35.6,19.9,23.5,11.6,9.3,3.4,15.3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.2
Montana,Flathead,MontanaFlathead,190,56,35,29.4,31,4.658001852,3.586362223,4.688624462,4.692485591,42.1,4.991589313,4.779105649,4.582438377,4.306167592,51410,34,18.3,26.1,12,9.6,5.8,19.1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.4
Montana,Phillips,MontanaPhillips,140,64,35,39.5,17.2,3.254789687,1.968482949,3.322426052,3.305995883,47.2,3.615318657,3.377306251,3.286905353,2.617000341,42101,33.4,14.9,21.9,19.6,10.2,9.4,19.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3
Montana,Richland,MontanaRichland,68,46,36,35.2,18.9,3.744762237,2.582063363,3.758911892,3.749736316,38.9,4.055378331,3.76260355,3.680516809,2.941511433,66572,28.2,13.4,23.3,21.7,13.4,4.2,16,0,0,7,5,0,0,0,3,0,0,6,2,0,0,0,0,0,0,0,2,0,6,1,0,0,2,8.8
