,State,County,First Word of Each County,Abbreviation,Year,Max AQI,90th Percentile AQI,Median AQI
772,Puerto Rico,Fajardo,Fajardo,Puerto RicoFajardo,2020,80,51,20
773,Puerto Rico,Guayama,Guayama,Puerto RicoGuayama,2020,80,54,22
774,Puerto Rico,Guaynabo,Guaynabo,Puerto RicoGuaynabo,2020,72,54,24
775,Puerto Rico,Juncos,Juncos,Puerto RicoJuncos,2020,174,16,9
776,Puerto Rico,Mayagnez,Mayagnez,Puerto RicoMayagnez,2020,396,59,22
777,Puerto Rico,Ponce,Ponce,Puerto RicoPonce,2020,81,51,22
778,Puerto Rico,San Juan,San,Puerto RicoSan,2020,39,32,9
779,Rhode Island,Kent,Kent,Rhode IslandKent,2020,133,47,31
780,Rhode Island,Providence,Providence,Rhode IslandProvidence,2020,112,54,40
781,Rhode Island,Washington,Washington,Rhode IslandWashington,2020,154,49,32
782,South Carolina,Aiken,Aiken,South CarolinaAiken,2020,71,44,32
783,South Carolina,Anderson,Anderson,South CarolinaAnderson,2020,71,46,35
784,South Carolina,Berkeley,Berkeley,South CarolinaBerkeley,2020,51,43,31
785,South Carolina,Charleston,Charleston,South CarolinaCharleston,2020,117,51,35
786,South Carolina,Chesterfield,Chesterfield,South CarolinaChesterfield,2020,89,49,34
787,South Carolina,Darlington,Darlington,South CarolinaDarlington,2020,49,42,32
788,South Carolina,Edgefield,Edgefield,South CarolinaEdgefield,2020,115,46,33
789,South Carolina,Florence,Florence,South CarolinaFlorence,2020,95,42,28
790,South Carolina,Greenville,Greenville,South CarolinaGreenville,2020,116,55,39
791,South Carolina,Horry,Horry,South CarolinaHorry,2020,50,44,32
792,South Carolina,Lexington,Lexington,South CarolinaLexington,2020,111,48,29
793,South Carolina,Oconee,Oconee,South CarolinaOconee,2020,0,0,0
794,South Carolina,Richland,Richland,South CarolinaRichland,2020,117,49,35
795,South Carolina,Spartanburg,Spartanburg,South CarolinaSpartanburg,2020,112,54,40
796,South Carolina,York,York,South CarolinaYork,2020,92,47,35
797,South Dakota,Brookings,Brookings,South DakotaBrookings,2020,87,55,38
798,South Dakota,Brown,Brown,South DakotaBrown,2020,75,47,23
799,South Dakota,Codington,Codington,South DakotaCodington,2020,101,53,36
800,South Dakota,Custer,Custer,South DakotaCuster,2020,119,54,41
801,South Dakota,Hughes,Hughes,South DakotaHughes,2020,76,30,14
802,South Dakota,Jackson,Jackson,South DakotaJackson,2020,90,51,39
803,South Dakota,Meade,Meade,South DakotaMeade,2020,84,47,38
804,South Dakota,Minnehaha,Minnehaha,South DakotaMinnehaha,2020,90,52,35
805,South Dakota,Pennington,Pennington,South DakotaPennington,2020,91,62,31
806,South Dakota,Union,Union,South DakotaUnion,2020,141,53,36
807,Tennessee,Anderson,Anderson,TennesseeAnderson,2020,64,46,35
808,Tennessee,Blount,Blount,TennesseeBlount,2020,92,51,38
809,Tennessee,Claiborne,Claiborne,TennesseeClaiborne,2020,51,44,32
810,Tennessee,Davidson,Davidson,TennesseeDavidson,2020,116,58,41
811,Tennessee,DeKalb,DeKalb,TennesseeDeKalb,2020,61,44,33
812,Tennessee,Dyer,Dyer,TennesseeDyer,2020,117,42,23
813,Tennessee,Hamilton,Hamilton,TennesseeHamilton,2020,151,55,40
814,Tennessee,Jefferson,Jefferson,TennesseeJefferson,2020,74,48,37
815,Tennessee,Knox,Knox,TennesseeKnox,2020,90,55,38
816,Tennessee,Lawrence,Lawrence,TennesseeLawrence,2020,72,37,20
817,Tennessee,Loudon,Loudon,TennesseeLoudon,2020,97,49,34
818,Tennessee,Madison,Madison,TennesseeMadison,2020,108,42,25
819,Tennessee,Maury,Maury,TennesseeMaury,2020,91,42,22
820,Tennessee,McMinn,McMinn,TennesseeMcMinn,2020,88,47,28
821,Tennessee,Montgomery,Montgomery,TennesseeMontgomery,2020,116,44,26
822,Tennessee,Putnam,Putnam,TennesseePutnam,2020,105,40,23
823,Tennessee,Roane,Roane,TennesseeRoane,2020,91,46,26
824,Tennessee,Sevier,Sevier,TennesseeSevier,2020,105,49,40
825,Tennessee,Shelby,Shelby,TennesseeShelby,2020,152,61,44
826,Tennessee,Sullivan,Sullivan,TennesseeSullivan,2020,109,54,37
827,Tennessee,Sumner,Sumner,TennesseeSumner,2020,121,52,37
828,Tennessee,Williamson,Williamson,TennesseeWilliamson,2020,71,47,37
829,Tennessee,Wilson,Wilson,TennesseeWilson,2020,64,45,33
830,Texas,Atascosa,Atascosa,TexasAtascosa,2020,156,60,29
831,Texas,Bell,Bell,TexasBell,2020,135,61,40
832,Texas,Bexar,Bexar,TexasBexar,2020,158,77,49
833,Texas,Bowie,Bowie,TexasBowie,2020,127,56,36
834,Texas,Brazoria,Brazoria,TexasBrazoria,2020,182,51,33
835,Texas,Brazos,Brazos,TexasBrazos,2020,99,52,30
836,Texas,Brewster,Brewster,TexasBrewster,2020,80,50,40
837,Texas,Cameron,Cameron,TexasCameron,2020,176,70,43
838,Texas,Collin,Collin,TexasCollin,2020,154,54,37
839,Texas,Culberson,Culberson,TexasCulberson,2020,112,80,47
840,Texas,Dallas,Dallas,TexasDallas,2020,135,67,42
841,Texas,Denton,Denton,TexasDenton,2020,142,71,40
842,Texas,Ector,Ector,TexasEctor,2020,95,51,27
843,Texas,El Paso,El,TexasEl,2020,192,84,54
844,Texas,Ellis,Ellis,TexasEllis,2020,125,58,39
845,Texas,Freestone,Freestone,TexasFreestone,2020,10,1,0
846,Texas,Galveston,Galveston,TexasGalveston,2020,143,62,40
847,Texas,Gregg,Gregg,TexasGregg,2020,86,46,32
848,Texas,Harris,Harris,TexasHarris,2020,179,80,50
849,Texas,Harrison,Harrison,TexasHarrison,2020,100,52,36
850,Texas,Hidalgo,Hidalgo,TexasHidalgo,2020,155,65,37
851,Texas,Hood,Hood,TexasHood,2020,100,48,33
852,Texas,Howard,Howard,TexasHoward,2020,200,71,9
853,Texas,Hunt,Hunt,TexasHunt,2020,87,45,32
854,Texas,Hutchinson,Hutchinson,TexasHutchinson,2020,156,113,16
855,Texas,Jefferson,Jefferson,TexasJefferson,2020,122,63,41
856,Texas,Johnson,Johnson,TexasJohnson,2020,105,50,34
857,Texas,Karnes,Karnes,TexasKarnes,2020,32,17,6
858,Texas,Kaufman,Kaufman,TexasKaufman,2020,134,56,37
859,Texas,Kleberg,Kleberg,TexasKleberg,2020,168,66,35
860,Texas,Lubbock,Lubbock,TexasLubbock,2020,81,40,20
861,Texas,Maverick,Maverick,TexasMaverick,2020,160,56,27
862,Texas,McLennan,McLennan,TexasMcLennan,2020,97,50,38
863,Texas,Milam,Milam,TexasMilam,2020,3,1,0
864,Texas,Montgomery,Montgomery,TexasMontgomery,2020,129,62,40
865,Texas,Navarro,Navarro,TexasNavarro,2020,153,68,40
866,Texas,Nueces,Nueces,TexasNueces,2020,159,64,40
867,Texas,Orange,Orange,TexasOrange,2020,103,62,41
868,Texas,Parker,Parker,TexasParker,2020,115,50,35
869,Texas,Polk,Polk,TexasPolk,2020,71,43,31
870,Texas,Potter,Potter,TexasPotter,2020,138,67,22
871,Texas,Randall,Randall,TexasRandall,2020,90,64,42
872,Texas,Robertson,Robertson,TexasRobertson,2020,29,1,0
873,Texas,Rockwall,Rockwall,TexasRockwall,2020,133,45,32
874,Texas,Rusk,Rusk,TexasRusk,2020,120,44,3
875,Texas,Smith,Smith,TexasSmith,2020,84,46,33
876,Texas,Tarrant,Tarrant,TexasTarrant,2020,159,77,45
877,Texas,Titus,Titus,TexasTitus,2020,36,7,0
878,Texas,Travis,Travis,TexasTravis,2020,153,63,44
879,Texas,Victoria,Victoria,TexasVictoria,2020,100,47,31
880,Texas,Webb,Webb,TexasWebb,2020,160,65,41
881,Texas,Wilson,Wilson,TexasWilson,2020,34,18,7
882,Utah,Box Elder,Box,UtahBox,2020,147,51,40
883,Utah,Cache,Cache,UtahCache,2020,159,71,44
884,Utah,Carbon,Carbon,UtahCarbon,2020,93,51,43
885,Utah,Davis,Davis,UtahDavis,2020,155,77,44
886,Utah,Duchesne,Duchesne,UtahDuchesne,2020,125,64,45
887,Utah,Garfield,Garfield,UtahGarfield,2020,74,50,42
888,Utah,Iron,Iron,UtahIron,2020,86,50,40
889,Utah,Salt Lake,Salt,UtahSalt,2020,194,87,50
890,Utah,San Juan,San,UtahSan,2020,108,54,43
891,Utah,Tooele,Tooele,UtahTooele,2020,159,67,42
892,Utah,Uintah,Uintah,UtahUintah,2020,119,65,45
893,Utah,Utah,Utah,UtahUtah,2020,150,77,45
894,Utah,Washington,Washington,UtahWashington,2020,112,61,44
895,Utah,Wayne,Wayne,UtahWayne,2020,66,31,8
896,Utah,Weber,Weber,UtahWeber,2020,140,71,44
897,Vermont,Bennington,Bennington,VermontBennington,2020,70,45,35
898,Vermont,Chittenden,Chittenden,VermontChittenden,2020,98,47,36
899,Vermont,Rutland,Rutland,VermontRutland,2020,96,51,37
900,Vermont,Windham,Windham,VermontWindham,2020,31,19,9
901,Virgin Islands,St Croix,St,Virgin IslandsSt,2020,82,52,19
902,Virgin Islands,St John,St,Virgin IslandsSt,2020,82,48,18
903,Virgin Islands,St Thomas,St,Virgin IslandsSt,2020,72,56,23
904,Virginia,Albemarle,Albemarle,VirginiaAlbemarle,2020,66,47,35
905,Virginia,Arlington,Arlington,VirginiaArlington,2020,90,46,33
906,Virginia,Botetourt,Botetourt,VirginiaBotetourt,2020,69,20,3
907,Virginia,Bristol City,Bristol,VirginiaBristol,2020,55,43,24
908,Virginia,Caroline,Caroline,VirginiaCaroline,2020,64,45,34
909,Virginia,Carroll,Carroll,VirginiaCarroll,2020,15,12,7
910,Virginia,Charles,Charles,VirginiaCharles,2020,67,44,31
911,Virginia,Chesterfield,Chesterfield,VirginiaChesterfield,2020,61,44,32
912,Virginia,Covington City,Covington,VirginiaCovington,2020,84,33,10
913,Virginia,Fairfax,Fairfax,VirginiaFairfax,2020,100,54,38
914,Virginia,Fauquier,Fauquier,VirginiaFauquier,2020,61,42,31
915,Virginia,Frederick,Frederick,VirginiaFrederick,2020,78,45,35
916,Virginia,Giles,Giles,VirginiaGiles,2020,200,61,37
917,Virginia,Hampton City,Hampton,VirginiaHampton,2020,64,45,34
918,Virginia,Hanover,Hanover,VirginiaHanover,2020,64,45,34
919,Virginia,Henrico,Henrico,VirginiaHenrico,2020,71,48,36
920,Virginia,Hopewell City,Hopewell,VirginiaHopewell,2020,15,13,6
921,Virginia,Loudoun,Loudoun,VirginiaLoudoun,2020,108,45,33
922,Virginia,Lynchburg City,Lynchburg,VirginiaLynchburg,2020,54,38,21
923,Virginia,Madison,Madison,VirginiaMadison,2020,54,45,37
924,Virginia,Norfolk City,Norfolk,VirginiaNorfolk,2020,60,31,17
925,Virginia,Prince Edward,Prince,VirginiaPrince,2020,49,42,30
926,Virginia,Prince William,Prince,VirginiaPrince,2020,74,44,32
927,Virginia,Richmond City,Richmond,VirginiaRichmond,2020,77,44,29
928,Virginia,Roanoke,Roanoke,VirginiaRoanoke,2020,69,48,35
929,Virginia,Rockbridge,Rockbridge,VirginiaRockbridge,2020,49,42,31
930,Virginia,Rockingham,Rockingham,VirginiaRockingham,2020,74,44,32
931,Virginia,Salem City,Salem,VirginiaSalem,2020,66,42,23
932,Virginia,Stafford,Stafford,VirginiaStafford,2020,84,44,32
933,Virginia,Suffolk City,Suffolk,VirginiaSuffolk,2020,67,44,36
934,Virginia,Virginia Beach City,Virginia,VirginiaVirginia,2020,71,45,23
935,Virginia,Winchester City,Winchester,VirginiaWinchester,2020,18,12,6
936,Virginia,Wythe,Wythe,VirginiaWythe,2020,61,45,34
937,Washington,Adams,Adams,WashingtonAdams,2020,241,33,13
938,Washington,Asotin,Asotin,WashingtonAsotin,2020,289,62,29
939,Washington,Benton,Benton,WashingtonBenton,2020,908,54,33
940,Washington,Chelan,Chelan,WashingtonChelan,2020,489,54,21
941,Washington,Clallam,Clallam,WashingtonClallam,2020,309,47,33
942,Washington,Clark,Clark,WashingtonClark,2020,509,58,27
943,Washington,Columbia,Columbia,WashingtonColumbia,2020,233,41,18
944,Washington,Cowlitz,Cowlitz,WashingtonCowlitz,2020,257,38,16
945,Washington,Franklin,Franklin,WashingtonFranklin,2020,260,34,14
946,Washington,Garfield,Garfield,WashingtonGarfield,2020,228,36,15
947,Washington,Grant,Grant,WashingtonGrant,2020,283,39,16
948,Washington,Grays Harbor,Grays,WashingtonGrays,2020,218,38,20
949,Washington,Jefferson,Jefferson,WashingtonJefferson,2020,208,33,18
950,Washington,King,King,WashingtonKing,2020,275,62,36
951,Washington,Kitsap,Kitsap,WashingtonKitsap,2020,221,38,18
952,Washington,Kittitas,Kittitas,WashingtonKittitas,2020,459,54,18
953,Washington,Klickitat,Klickitat,WashingtonKlickitat,2020,669,39,17
954,Washington,Lewis,Lewis,WashingtonLewis,2020,233,34,19
955,Washington,Mason,Mason,WashingtonMason,2020,324,41,18
956,Washington,Okanogan,Okanogan,WashingtonOkanogan,2020,423,71,35
957,Washington,Pend Oreille,Pend,WashingtonPend,2020,59,53,35
958,Washington,Pierce,Pierce,WashingtonPierce,2020,231,62,40
959,Washington,Skagit,Skagit,WashingtonSkagit,2020,52,31,16
960,Washington,Snohomish,Snohomish,WashingtonSnohomish,2020,225,64,30
961,Washington,Spokane,Spokane,WashingtonSpokane,2020,479,52,33
962,Washington,Stevens,Stevens,WashingtonStevens,2020,536,63,32
963,Washington,Thurston,Thurston,WashingtonThurston,2020,217,44,25
964,Washington,Walla Walla,Walla,WashingtonWalla,2020,819,50,22
965,Washington,Whatcom,Whatcom,WashingtonWhatcom,2020,212,60,29
966,Washington,Whitman,Whitman,WashingtonWhitman,2020,212,35,15
967,Washington,Yakima,Yakima,WashingtonYakima,2020,465,76,35
968,West Virginia,Berkeley,Berkeley,West VirginiaBerkeley,2020,95,48,36
969,West Virginia,Brooke,Brooke,West VirginiaBrooke,2020,94,48,20
970,West Virginia,Cabell,Cabell,West VirginiaCabell,2020,100,47,36
971,West Virginia,Gilmer,Gilmer,West VirginiaGilmer,2020,49,41,29
972,West Virginia,Greenbrier,Greenbrier,West VirginiaGreenbrier,2020,54,44,34
973,West Virginia,Hancock,Hancock,West VirginiaHancock,2020,133,49,32
974,West Virginia,Harrison,Harrison,West VirginiaHarrison,2020,78,43,26
975,West Virginia,Kanawha,Kanawha,West VirginiaKanawha,2020,84,48,37
976,West Virginia,Marion,Marion,West VirginiaMarion,2020,67,47,26
977,West Virginia,Marshall,Marshall,West VirginiaMarshall,2020,68,37,6
978,West Virginia,Mason,Mason,West VirginiaMason,2020,113,29,1
979,West Virginia,Mineral,Mineral,West VirginiaMineral,2020,3,1,1
980,West Virginia,Monongalia,Monongalia,West VirginiaMonongalia,2020,90,46,33
981,West Virginia,Ohio,Ohio,West VirginiaOhio,2020,101,51,38
982,West Virginia,Tucker,Tucker,West VirginiaTucker,2020,51,44,33
983,West Virginia,Wood,Wood,West VirginiaWood,2020,80,45,32
984,Wisconsin,Ashland,Ashland,WisconsinAshland,2020,71,43,32
985,Wisconsin,Brown,Brown,WisconsinBrown,2020,119,55,35
986,Wisconsin,Columbia,Columbia,WisconsinColumbia,2020,115,48,38
987,Wisconsin,Dane,Dane,WisconsinDane,2020,112,59,39
988,Wisconsin,Dodge,Dodge,WisconsinDodge,2020,136,56,38
989,Wisconsin,Door,Door,WisconsinDoor,2020,150,51,36
990,Wisconsin,Eau Claire,Eau,WisconsinEau,2020,93,54,37
991,Wisconsin,Fond du Lac,Fond,WisconsinFond,2020,115,46,36
992,Wisconsin,Forest,Forest,WisconsinForest,2020,93,47,35
993,Wisconsin,Grant,Grant,WisconsinGrant,2020,82,55,30
994,Wisconsin,Jefferson,Jefferson,WisconsinJefferson,2020,136,51,38
995,Wisconsin,Kenosha,Kenosha,WisconsinKenosha,2020,197,67,40
996,Wisconsin,Kewaunee,Kewaunee,WisconsinKewaunee,2020,97,47,34
997,Wisconsin,La Crosse,La,WisconsinLa,2020,93,54,37
998,Wisconsin,Manitowoc,Manitowoc,WisconsinManitowoc,2020,136,58,36
999,Wisconsin,Marathon,Marathon,WisconsinMarathon,2020,74,45,31
1000,Wisconsin,Milwaukee,Milwaukee,WisconsinMilwaukee,2020,169,67,40
1001,Wisconsin,Oneida,Oneida,WisconsinOneida,2020,72,11,0
1002,Wisconsin,Outagamie,Outagamie,WisconsinOutagamie,2020,126,59,37
1003,Wisconsin,Ozaukee,Ozaukee,WisconsinOzaukee,2020,164,59,35
1004,Wisconsin,Racine,Racine,WisconsinRacine,2020,172,67,38
1005,Wisconsin,Rock,Rock,WisconsinRock,2020,105,49,38
1006,Wisconsin,Sauk,Sauk,WisconsinSauk,2020,112,54,36
1007,Wisconsin,Sheboygan,Sheboygan,WisconsinSheboygan,2020,159,74,39
1008,Wisconsin,Taylor,Taylor,WisconsinTaylor,2020,78,49,35
1009,Wisconsin,Vilas,Vilas,WisconsinVilas,2020,84,46,30
1010,Wisconsin,Walworth,Walworth,WisconsinWalworth,2020,136,50,39
1011,Wisconsin,Waukesha,Waukesha,WisconsinWaukesha,2020,129,60,39
1012,Wyoming,Albany,Albany,WyomingAlbany,2020,177,71,46
1013,Wyoming,Big Horn,Big,WyomingBig,2020,126,46,38
1014,Wyoming,Campbell,Campbell,WyomingCampbell,2020,124,68,44
1015,Wyoming,Carbon,Carbon,WyomingCarbon,2020,82,25,9
1016,Wyoming,Converse,Converse,WyomingConverse,2020,129,60,42
1017,Wyoming,Fremont,Fremont,WyomingFremont,2020,158,58,45
1018,Wyoming,Johnson,Johnson,WyomingJohnson,2020,93,50,40
1019,Wyoming,Laramie,Laramie,WyomingLaramie,2020,157,54,39
1020,Wyoming,Lincoln,Lincoln,WyomingLincoln,2020,71,34,15
1021,Wyoming,Natrona,Natrona,WyomingNatrona,2020,124,52,41
1022,Wyoming,Park,Park,WyomingPark,2020,113,30,11
1023,Wyoming,Platte,Platte,WyomingPlatte,2020,283,50,19
1024,Wyoming,Sheridan,Sheridan,WyomingSheridan,2020,100,47,39
1025,Wyoming,Sublette,Sublette,WyomingSublette,2020,151,61,44
1026,Wyoming,Sweetwater,Sweetwater,WyomingSweetwater,2020,125,76,46
1027,Wyoming,Teton,Teton,WyomingTeton,2020,161,54,42
1028,Wyoming,Uinta,Uinta,WyomingUinta,2020,122,51,40
1029,Wyoming,Weston,Weston,WyomingWeston,2020,119,49,40
