,State,County,First Word of Each County,Abbreviation,Year,Max AQI,90th Percentile AQI,Median AQI
387,Maryland,Harford,Harford,MarylandHarford,2020,119,55,38
388,Maryland,Howard,Howard,MarylandHoward,2020,68,44,28
389,Maryland,Kent,Kent,MarylandKent,2020,100,46,33
390,Maryland,Montgomery,Montgomery,MarylandMontgomery,2020,77,45,33
391,Maryland,Prince George's,Prince,MarylandPrince,2020,105,50,37
392,Maryland,Washington,Washington,MarylandWashington,2020,81,51,37
393,Massachusetts,Barnstable,Barnstable,MassachusettsBarnstable,2020,108,45,35
394,Massachusetts,Berkshire,Berkshire,MassachusettsBerkshire,2020,94,52,36
395,Massachusetts,Bristol,Bristol,MassachusettsBristol,2020,119,53,39
396,Massachusetts,Dukes,Dukes,MassachusettsDukes,2020,126,45,37
397,Massachusetts,Essex,Essex,MassachusettsEssex,2020,97,50,37
398,Massachusetts,Franklin,Franklin,MassachusettsFranklin,2020,96,55,37
399,Massachusetts,Hampden,Hampden,MassachusettsHampden,2020,99,55,39
400,Massachusetts,Hampshire,Hampshire,MassachusettsHampshire,2020,84,48,35
401,Massachusetts,Middlesex,Middlesex,MassachusettsMiddlesex,2020,93,48,36
402,Massachusetts,Norfolk,Norfolk,MassachusettsNorfolk,2020,71,43,32
403,Massachusetts,Plymouth,Plymouth,MassachusettsPlymouth,2020,80,51,37
404,Massachusetts,Suffolk,Suffolk,MassachusettsSuffolk,2020,84,51,37
405,Massachusetts,Worcester,Worcester,MassachusettsWorcester,2020,90,52,38
406,Michigan,Allegan,Allegan,MichiganAllegan,2020,136,54,36
407,Michigan,Bay,Bay,MichiganBay,2020,74,39,17
408,Michigan,Benzie,Benzie,MichiganBenzie,2020,164,47,36
409,Michigan,Berrien,Berrien,MichiganBerrien,2020,150,61,38
410,Michigan,Cass,Cass,MichiganCass,2020,122,61,39
411,Michigan,Clinton,Clinton,MichiganClinton,2020,93,46,34
412,Michigan,Genesee,Genesee,MichiganGenesee,2020,126,52,35
413,Michigan,Huron,Huron,MichiganHuron,2020,150,48,36
414,Michigan,Ingham,Ingham,MichiganIngham,2020,151,51,34
415,Michigan,Kalamazoo,Kalamazoo,MichiganKalamazoo,2020,115,58,38
416,Michigan,Kent,Kent,MichiganKent,2020,153,58,36
417,Michigan,Keweenaw,Keweenaw,MichiganKeweenaw,2020,35,23,10
418,Michigan,Lenawee,Lenawee,MichiganLenawee,2020,122,57,38
419,Michigan,Macomb,Macomb,MichiganMacomb,2020,126,60,36
420,Michigan,Manistee,Manistee,MichiganManistee,2020,80,41,28
421,Michigan,Mason,Mason,MichiganMason,2020,159,49,37
422,Michigan,Missaukee,Missaukee,MichiganMissaukee,2020,105,52,36
423,Michigan,Monroe,Monroe,MichiganMonroe,2020,66,14,1
424,Michigan,Muskegon,Muskegon,MichiganMuskegon,2020,143,64,37
425,Michigan,Oakland,Oakland,MichiganOakland,2020,126,59,36
426,Michigan,Ottawa,Ottawa,MichiganOttawa,2020,150,56,33
427,Michigan,Schoolcraft,Schoolcraft,MichiganSchoolcraft,2020,133,44,33
428,Michigan,St. Clair,St.,MichiganSt.,2020,114,60,35
429,Michigan,Tuscola,Tuscola,MichiganTuscola,2020,101,44,32
430,Michigan,Washtenaw,Washtenaw,MichiganWashtenaw,2020,157,58,38
431,Michigan,Wayne,Wayne,MichiganWayne,2020,179,73,48
432,Michigan,Wexford,Wexford,MichiganWexford,2020,100,44,33
433,Minnesota,Anoka,Anoka,MinnesotaAnoka,2020,87,52,35
434,Minnesota,Becker,Becker,MinnesotaBecker,2020,101,46,32
435,Minnesota,Beltrami,Beltrami,MinnesotaBeltrami,2020,73,39,23
436,Minnesota,Carlton,Carlton,MinnesotaCarlton,2020,84,42,24
437,Minnesota,Cass,Cass,MinnesotaCass,2020,75,35,17
438,Minnesota,Cook,Cook,MinnesotaCook,2020,53,21,10
439,Minnesota,Crow Wing,Crow,MinnesotaCrow,2020,76,42,28
440,Minnesota,Dakota,Dakota,MinnesotaDakota,2020,135,52,30
441,Minnesota,Goodhue,Goodhue,MinnesotaGoodhue,2020,87,46,35
442,Minnesota,Hennepin,Hennepin,MinnesotaHennepin,2020,156,57,38
443,Minnesota,Lake,Lake,MinnesotaLake,2020,71,42,30
444,Minnesota,Lyon,Lyon,MinnesotaLyon,2020,80,48,32
445,Minnesota,Mille Lacs,Mille,MinnesotaMille,2020,87,44,33
446,Minnesota,Olmsted,Olmsted,MinnesotaOlmsted,2020,111,52,35
447,Minnesota,Ramsey,Ramsey,MinnesotaRamsey,2020,160,54,30
448,Minnesota,Saint Louis,Saint,MinnesotaSaint,2020,104,49,36
449,Minnesota,Scott,Scott,MinnesotaScott,2020,121,49,32
450,Minnesota,Stearns,Stearns,MinnesotaStearns,2020,80,47,33
451,Minnesota,Washington,Washington,MinnesotaWashington,2020,77,42,24
452,Minnesota,Winona,Winona,MinnesotaWinona,2020,52,27,16
453,Minnesota,Wright,Wright,MinnesotaWright,2020,112,51,34
454,Mississippi,Bolivar,Bolivar,MississippiBolivar,2020,85,56,39
455,Mississippi,DeSoto,DeSoto,MississippiDeSoto,2020,100,54,37
456,Mississippi,Forrest,Forrest,MississippiForrest,2020,97,59,36
457,Mississippi,Hancock,Hancock,MississippiHancock,2020,88,54,38
458,Mississippi,Harrison,Harrison,MississippiHarrison,2020,101,60,42
459,Mississippi,Hinds,Hinds,MississippiHinds,2020,114,62,44
460,Mississippi,Jackson,Jackson,MississippiJackson,2020,84,55,39
461,Mississippi,Lauderdale,Lauderdale,MississippiLauderdale,2020,50,42,31
462,Mississippi,Lee,Lee,MississippiLee,2020,54,45,35
463,Mississippi,Yalobusha,Yalobusha,MississippiYalobusha,2020,51,42,31
464,Missouri,Andrew,Andrew,MissouriAndrew,2020,77,49,38
465,Missouri,Boone,Boone,MissouriBoone,2020,93,44,33
466,Missouri,Buchanan,Buchanan,MissouriBuchanan,2020,126,53,33
467,Missouri,Callaway,Callaway,MissouriCallaway,2020,87,45,35
468,Missouri,Cass,Cass,MissouriCass,2020,105,49,36
469,Missouri,Cedar,Cedar,MissouriCedar,2020,99,50,36
470,Missouri,Clay,Clay,MissouriClay,2020,101,55,35
471,Missouri,Clinton,Clinton,MissouriClinton,2020,87,48,37
472,Missouri,Franklin,Franklin,MissouriFranklin,2020,94,17,1
473,Missouri,Greene,Greene,MissouriGreene,2020,116,52,37
474,Missouri,Iron,Iron,MissouriIron,2020,100,47,17
475,Missouri,Jackson,Jackson,MissouriJackson,2020,157,60,40
476,Missouri,Jasper,Jasper,MissouriJasper,2020,82,52,35
477,Missouri,Jefferson,Jefferson,MissouriJefferson,2020,141,54,38
478,Missouri,Lincoln,Lincoln,MissouriLincoln,2020,108,48,37
479,Missouri,Monroe,Monroe,MissouriMonroe,2020,84,43,31
480,Missouri,New Madrid,New,MissouriNew,2020,200,168,117
481,Missouri,Perry,Perry,MissouriPerry,2020,97,47,36
482,Missouri,Saint Charles,Saint,MissouriSaint,2020,112,50,33
483,Missouri,Saint Louis,Saint,MissouriSaint,2020,144,61,40
484,Missouri,Sainte Genevieve,Sainte,MissouriSainte,2020,87,46,36
485,Missouri,St. Louis City,St.,MissouriSt.,2020,155,67,46
486,Missouri,Stoddard,Stoddard,MissouriStoddard,2020,62,36,18
487,Missouri,Taney,Taney,MissouriTaney,2020,57,35,17
488,Montana,Cascade,Cascade,MontanaCascade,2020,115,44,18
489,Montana,Fergus,Fergus,MontanaFergus,2020,157,47,39
490,Montana,Flathead,Flathead,MontanaFlathead,2020,190,56,35
491,Montana,Gallatin,Gallatin,MontanaGallatin,2020,159,52,22
492,Montana,Lake,Lake,MontanaLake,2020,174,27,6
493,Montana,Lewis and Clark,Lewis,MontanaLewis,2020,164,55,40
494,Montana,Lincoln,Lincoln,MontanaLincoln,2020,327,71,40
495,Montana,Missoula,Missoula,MontanaMissoula,2020,176,83,47
496,Montana,Phillips,Phillips,MontanaPhillips,2020,140,64,35
497,Montana,Powder River,Powder,MontanaPowder,2020,157,66,40
498,Montana,Powell,Powell,MontanaPowell,2020,11,7,3
499,Montana,Ravalli,Ravalli,MontanaRavalli,2020,176,54,11
500,Montana,Richland,Richland,MontanaRichland,2020,68,46,36
501,Montana,Roosevelt,Roosevelt,MontanaRoosevelt,2020,55,26,9
502,Montana,Rosebud,Rosebud,MontanaRosebud,2020,153,48,37
503,Montana,Sanders,Sanders,MontanaSanders,2020,236,51,23
504,Montana,Sheridan,Sheridan,MontanaSheridan,2020,53,20,10
505,Montana,Silver Bow,Silver,MontanaSilver,2020,173,56,19
506,Montana,Yellowstone,Yellowstone,MontanaYellowstone,2020,160,48,23
507,Nebraska,Cass,Cass,NebraskaCass,2020,71,32,14
508,Nebraska,Douglas,Douglas,NebraskaDouglas,2020,156,55,36
509,Nebraska,Hall,Hall,NebraskaHall,2020,85,43,20
510,Nebraska,Knox,Knox,NebraskaKnox,2020,84,48,35
511,Nebraska,Lancaster,Lancaster,NebraskaLancaster,2020,74,45,30
512,Nebraska,Sarpy,Sarpy,NebraskaSarpy,2020,149,52,29
513,Nebraska,Scotts Bluff,Scotts,NebraskaScotts,2020,122,55,27
514,Nebraska,Thomas,Thomas,NebraskaThomas,2020,71,29,11
515,Nebraska,Washington,Washington,NebraskaWashington,2020,72,42,23
516,Nevada,Carson City,Carson,NevadaCarson,2020,192,67,41
517,Nevada,Churchill,Churchill,NevadaChurchill,2020,147,50,40
518,Nevada,Clark,Clark,NevadaClark,2020,174,93,61
519,Nevada,Douglas,Douglas,NevadaDouglas,2020,249,60,17
520,Nevada,Elko,Elko,NevadaElko,2020,154,47,18
521,Nevada,Lyon,Lyon,NevadaLyon,2020,331,59,38
522,Nevada,Nye,Nye,NevadaNye,2020,200,40,21
523,Nevada,Washoe,Washoe,NevadaWashoe,2020,240,85,46
524,Nevada,White Pine,White,NevadaWhite,2020,136,61,44
525,New Hampshire,Belknap,Belknap,New HampshireBelknap,2020,61,43,30
526,New Hampshire,Cheshire,Cheshire,New HampshireCheshire,2020,75,47,35
527,New Hampshire,Coos,Coos,New HampshireCoos,2020,74,50,43
528,New Hampshire,Grafton,Grafton,New HampshireGrafton,2020,66,43,33
529,New Hampshire,Hillsborough,Hillsborough,New HampshireHillsborough,2020,90,45,36
530,New Hampshire,Merrimack,Merrimack,New HampshireMerrimack,2020,74,44,28
531,New Hampshire,Rockingham,Rockingham,New HampshireRockingham,2020,90,51,38
532,New Jersey,Atlantic,Atlantic,New JerseyAtlantic,2020,90,47,34
533,New Jersey,Bergen,Bergen,New JerseyBergen,2020,119,58,39
534,New Jersey,Camden,Camden,New JerseyCamden,2020,87,58,40
535,New Jersey,Cumberland,Cumberland,New JerseyCumberland,2020,71,52,38
536,New Jersey,Essex,Essex,New JerseyEssex,2020,127,58,39
537,New Jersey,Gloucester,Gloucester,New JerseyGloucester,2020,101,49,36
538,New Jersey,Hudson,Hudson,New JerseyHudson,2020,90,54,37
539,New Jersey,Hunterdon,Hunterdon,New JerseyHunterdon,2020,85,52,38
540,New Jersey,Mercer,Mercer,New JerseyMercer,2020,112,54,38
541,New Jersey,Middlesex,Middlesex,New JerseyMiddlesex,2020,112,53,37
542,New Jersey,Monmouth,Monmouth,New JerseyMonmouth,2020,93,48,37
543,New Jersey,Morris,Morris,New JerseyMorris,2020,84,47,35
544,New Jersey,Ocean,Ocean,New JerseyOcean,2020,84,48,35
545,New Jersey,Passaic,Passaic,New JerseyPassaic,2020,100,47,36
546,New Jersey,Union,Union,New JerseyUnion,2020,111,56,38
547,New Jersey,Warren,Warren,New JerseyWarren,2020,100,50,34
548,New Mexico,Bernalillo,Bernalillo,New MexicoBernalillo,2020,214,77,54
549,New Mexico,Catron,Catron,New MexicoCatron,2020,79,31,11
550,New Mexico,Chaves,Chaves,New MexicoChaves,2020,75,39,19
551,New Mexico,Dona Ana,Dona,New MexicoDona,2020,400,88,53
552,New Mexico,Eddy,Eddy,New MexicoEddy,2020,115,80,46
553,New Mexico,Lea,Lea,New MexicoLea,2020,76,50,39
554,New Mexico,Lincoln,Lincoln,New MexicoLincoln,2020,51,29,13
555,New Mexico,Los Alamos,Los,New MexicoLos,2020,53,19,11
556,New Mexico,Luna,Luna,New MexicoLuna,2020,360,40,19
557,New Mexico,Rio Arriba,Rio,New MexicoRio,2020,90,54,44
558,New Mexico,San Juan,San,New MexicoSan,2020,109,64,45
559,New Mexico,Sandoval,Sandoval,New MexicoSandoval,2020,119,61,44
560,New Mexico,Santa Fe,Santa,New MexicoSanta,2020,101,58,44
561,New Mexico,Socorro,Socorro,New MexicoSocorro,2020,49,28,12
562,New Mexico,Taos,Taos,New MexicoTaos,2020,64,43,20
563,New Mexico,Valencia,Valencia,New MexicoValencia,2020,105,61,44
564,New York,Albany,Albany,New YorkAlbany,2020,143,55,38
565,New York,Bronx,Bronx,New YorkBronx,2020,108,61,39
566,New York,Chautauqua,Chautauqua,New YorkChautauqua,2020,93,47,35
567,New York,Dutchess,Dutchess,New YorkDutchess,2020,87,44,33
568,New York,Erie,Erie,New YorkErie,2020,155,52,37
569,New York,Essex,Essex,New YorkEssex,2020,80,47,38
570,New York,Hamilton,Hamilton,New YorkHamilton,2020,54,44,34
571,New York,Jefferson,Jefferson,New YorkJefferson,2020,90,44,33
572,New York,Kings,Kings,New YorkKings,2020,77,47,23
573,New York,Monroe,Monroe,New YorkMonroe,2020,80,52,36
574,New York,Nassau,Nassau,New YorkNassau,2020,72,41,20
575,New York,New York,New,New YorkNew,2020,108,56,37
576,New York,Niagara,Niagara,New YorkNiagara,2020,87,46,34
577,New York,Oneida,Oneida,New YorkOneida,2020,78,36,16
578,New York,Onondaga,Onondaga,New YorkOnondaga,2020,74,48,35
579,New York,Orange,Orange,New YorkOrange,2020,97,47,36
580,New York,Oswego,Oswego,New YorkOswego,2020,58,44,33
581,New York,Putnam,Putnam,New YorkPutnam,2020,64,44,32
582,New York,Queens,Queens,New YorkQueens,2020,140,61,38
583,New York,Richmond,Richmond,New YorkRichmond,2020,108,52,36
584,New York,Rockland,Rockland,New YorkRockland,2020,93,48,34
585,New York,Saratoga,Saratoga,New YorkSaratoga,2020,61,44,33
586,New York,St. Lawrence,St.,New YorkSt.,2020,118,69,14
587,New York,Steuben,Steuben,New YorkSteuben,2020,79,44,34
588,New York,Suffolk,Suffolk,New YorkSuffolk,2020,133,59,37
589,New York,Tompkins,Tompkins,New YorkTompkins,2020,64,44,34
590,New York,Wayne,Wayne,New YorkWayne,2020,80,46,34
591,New York,Westchester,Westchester,New YorkWestchester,2020,105,50,36
592,North Carolina,Alexander,Alexander,North CarolinaAlexander,2020,54,45,33
593,North Carolina,Avery,Avery,North CarolinaAvery,2020,80,46,37
594,North Carolina,Beaufort,Beaufort,North CarolinaBeaufort,2020,34,6,0
595,North Carolina,Brunswick,Brunswick,North CarolinaBrunswick,2020,100,34,0
596,North Carolina,Buncombe,Buncombe,North CarolinaBuncombe,2020,97,45,31
597,North Carolina,Caldwell,Caldwell,North CarolinaCaldwell,2020,50,44,31
598,North Carolina,Carteret,Carteret,North CarolinaCarteret,2020,61,43,34
599,North Carolina,Caswell,Caswell,North CarolinaCaswell,2020,61,44,31
600,North Carolina,Catawba,Catawba,North CarolinaCatawba,2020,94,53,31
601,North Carolina,Cumberland,Cumberland,North CarolinaCumberland,2020,81,49,35
602,North Carolina,Davidson,Davidson,North CarolinaDavidson,2020,95,54,32
603,North Carolina,Durham,Durham,North CarolinaDurham,2020,97,49,35
604,North Carolina,Edgecombe,Edgecombe,North CarolinaEdgecombe,2020,94,46,32
605,North Carolina,Forsyth,Forsyth,North CarolinaForsyth,2020,97,56,40
606,North Carolina,Graham,Graham,North CarolinaGraham,2020,97,49,40
607,North Carolina,Granville,Granville,North CarolinaGranville,2020,51,46,36
608,North Carolina,Guilford,Guilford,North CarolinaGuilford,2020,87,50,36
609,North Carolina,Haywood,Haywood,North CarolinaHaywood,2020,93,50,35
610,North Carolina,Hyde,Hyde,North CarolinaHyde,2020,53,30,16
611,North Carolina,Jackson,Jackson,North CarolinaJackson,2020,68,40,24
612,North Carolina,Johnston,Johnston,North CarolinaJohnston,2020,72,49,36
613,North Carolina,Lenoir,Lenoir,North CarolinaLenoir,2020,58,45,32
614,North Carolina,Lincoln,Lincoln,North CarolinaLincoln,2020,71,45,35
615,North Carolina,Macon,Macon,North CarolinaMacon,2020,64,41,29
616,North Carolina,Martin,Martin,North CarolinaMartin,2020,49,41,30
617,North Carolina,Mecklenburg,Mecklenburg,North CarolinaMecklenburg,2020,112,56,40
618,North Carolina,Mitchell,Mitchell,North CarolinaMitchell,2020,103,36,20
619,North Carolina,Montgomery,Montgomery,North CarolinaMontgomery,2020,83,47,35
620,North Carolina,New Hanover,New,North CarolinaNew,2020,74,45,31
621,North Carolina,Northampton,Northampton,North CarolinaNorthampton,2020,88,42,22
622,North Carolina,Person,Person,North CarolinaPerson,2020,74,43,29
623,North Carolina,Pitt,Pitt,North CarolinaPitt,2020,95,47,33
624,North Carolina,Rockingham,Rockingham,North CarolinaRockingham,2020,54,46,34
625,North Carolina,Rowan,Rowan,North CarolinaRowan,2020,88,52,39
626,North Carolina,Swain,Swain,North CarolinaSwain,2020,119,47,33
627,North Carolina,Union,Union,North CarolinaUnion,2020,50,44,31
628,North Carolina,Wake,Wake,North CarolinaWake,2020,101,56,38
629,North Carolina,Yancey,Yancey,North CarolinaYancey,2020,105,58,44
630,North Dakota,Billings,Billings,North DakotaBillings,2020,61,44,34
631,North Dakota,Burke,Burke,North DakotaBurke,2020,69,45,33
632,North Dakota,Burleigh,Burleigh,North DakotaBurleigh,2020,74,48,33
633,North Dakota,Cass,Cass,North DakotaCass,2020,80,46,34
634,North Dakota,Dunn,Dunn,North DakotaDunn,2020,58,44,33
635,North Dakota,McKenzie,McKenzie,North DakotaMcKenzie,2020,62,44,33
636,North Dakota,Mercer,Mercer,North DakotaMercer,2020,120,45,33
637,North Dakota,Oliver,Oliver,North DakotaOliver,2020,74,46,35
638,North Dakota,Ward,Ward,North DakotaWard,2020,69,43,33
639,North Dakota,Williams,Williams,North DakotaWilliams,2020,26,4,1
640,Ohio,Adams,Adams,OhioAdams,2020,81,45,27
641,Ohio,Allen,Allen,OhioAllen,2020,105,52,36
642,Ohio,Ashtabula,Ashtabula,OhioAshtabula,2020,93,44,31
643,Ohio,Athens,Athens,OhioAthens,2020,61,41,24
644,Ohio,Belmont,Belmont,OhioBelmont,2020,66,30,12
645,Ohio,Butler,Butler,OhioButler,2020,126,61,40
646,Ohio,Clark,Clark,OhioClark,2020,108,57,40
647,Ohio,Clermont,Clermont,OhioClermont,2020,100,50,35
648,Ohio,Clinton,Clinton,OhioClinton,2020,97,54,39
649,Ohio,Columbiana,Columbiana,OhioColumbiana,2020,31,7,1
650,Ohio,Cuyahoga,Cuyahoga,OhioCuyahoga,2020,152,67,46
651,Ohio,Delaware,Delaware,OhioDelaware,2020,101,50,38
652,Ohio,Fayette,Fayette,OhioFayette,2020,80,49,35
653,Ohio,Franklin,Franklin,OhioFranklin,2020,102,58,40
654,Ohio,Gallia,Gallia,OhioGallia,2020,116,43,7
655,Ohio,Geauga,Geauga,OhioGeauga,2020,100,61,41
656,Ohio,Greene,Greene,OhioGreene,2020,93,51,39
657,Ohio,Guernsey,Guernsey,OhioGuernsey,2020,50,40,3
658,Ohio,Hamilton,Hamilton,OhioHamilton,2020,126,70,48
659,Ohio,Hancock,Hancock,OhioHancock,2020,21,21,0
660,Ohio,Harrison,Harrison,OhioHarrison,2020,49,23,1
661,Ohio,Jefferson,Jefferson,OhioJefferson,2020,112,58,37
662,Ohio,Knox,Knox,OhioKnox,2020,80,49,38
663,Ohio,Lake,Lake,OhioLake,2020,140,59,37
664,Ohio,Lawrence,Lawrence,OhioLawrence,2020,77,51,35
665,Ohio,Licking,Licking,OhioLicking,2020,77,48,37
666,Ohio,Lorain,Lorain,OhioLorain,2020,154,51,35
667,Ohio,Lucas,Lucas,OhioLucas,2020,136,61,38
668,Ohio,Madison,Madison,OhioMadison,2020,84,51,39
669,Ohio,Mahoning,Mahoning,OhioMahoning,2020,142,54,38
670,Ohio,Medina,Medina,OhioMedina,2020,93,51,35
671,Ohio,Miami,Miami,OhioMiami,2020,93,49,39
672,Ohio,Montgomery,Montgomery,OhioMontgomery,2020,112,64,44
673,Ohio,Morgan,Morgan,OhioMorgan,2020,96,9,1
674,Ohio,Noble,Noble,OhioNoble,2020,87,47,36
675,Ohio,Portage,Portage,OhioPortage,2020,101,55,39
676,Ohio,Preble,Preble,OhioPreble,2020,101,54,38
677,Ohio,Scioto,Scioto,OhioScioto,2020,92,31,14
678,Ohio,Stark,Stark,OhioStark,2020,119,62,42
679,Ohio,Summit,Summit,OhioSummit,2020,114,59,39
680,Ohio,Trumbull,Trumbull,OhioTrumbull,2020,153,52,37
681,Ohio,Warren,Warren,OhioWarren,2020,115,59,39
682,Ohio,Washington,Washington,OhioWashington,2020,108,48,38
683,Ohio,Wood,Wood,OhioWood,2020,80,46,34
684,Oklahoma,Adair,Adair,OklahomaAdair,2020,151,49,33
685,Oklahoma,Canadian,Canadian,OklahomaCanadian,2020,84,49,36
686,Oklahoma,Carter,Carter,OklahomaCarter,2020,147,64,43
687,Oklahoma,Cleveland,Cleveland,OklahomaCleveland,2020,121,64,43
688,Oklahoma,Comanche,Comanche,OklahomaComanche,2020,107,58,40
689,Oklahoma,Creek,Creek,OklahomaCreek,2020,93,47,35
690,Oklahoma,Dewey,Dewey,OklahomaDewey,2020,99,57,39
691,Oklahoma,Garfield,Garfield,OklahomaGarfield,2020,72,11,0
692,Oklahoma,Grant,Grant,OklahomaGrant,2020,65,44,19
693,Oklahoma,Johnston,Johnston,OklahomaJohnston,2020,97,49,38
694,Oklahoma,Kay,Kay,OklahomaKay,2020,113,58,42
695,Oklahoma,Mayes,Mayes,OklahomaMayes,2020,51,44,31
696,Oklahoma,Muskogee,Muskogee,OklahomaMuskogee,2020,27,6,0
697,Oklahoma,Oklahoma,Oklahoma,OklahomaOklahoma,2020,112,67,45
698,Oklahoma,Osage,Osage,OklahomaOsage,2020,90,49,36
699,Oklahoma,Ottawa,Ottawa,OklahomaOttawa,2020,154,60,37
700,Oklahoma,Pittsburg,Pittsburg,OklahomaPittsburg,2020,141,56,39
701,Oklahoma,Sequoyah,Sequoyah,OklahomaSequoyah,2020,141,47,33
702,Oklahoma,Tulsa,Tulsa,OklahomaTulsa,2020,129,58,42
703,Oklahoma,Washington,Washington,OklahomaWashington,2020,101,56,40
704,Oregon,Baker,Baker,OregonBaker,2020,200,51,25
705,Oregon,Benton,Benton,OregonBenton,2020,396,50,18
706,Oregon,Clackamas,Clackamas,OregonClackamas,2020,366,49,30
707,Oregon,Columbia,Columbia,OregonColumbia,2020,268,40,25
708,Oregon,Crook,Crook,OregonCrook,2020,561,60,21
709,Oregon,Deschutes,Deschutes,OregonDeschutes,2020,583,55,18
710,Oregon,Douglas,Douglas,OregonDouglas,2020,518,57,22
711,Oregon,Grant,Grant,OregonGrant,2020,322,66,33
712,Oregon,Harney,Harney,OregonHarney,2020,304,72,32
713,Oregon,Jackson,Jackson,OregonJackson,2020,517,70,40
714,Oregon,Jefferson,Jefferson,OregonJefferson,2020,595,59,21
715,Oregon,Josephine,Josephine,OregonJosephine,2020,472,73,26
716,Oregon,Klamath,Klamath,OregonKlamath,2020,679,124,41
717,Oregon,Lake,Lake,OregonLake,2020,165,66,23
718,Oregon,Lane,Lane,OregonLane,2020,550,75,40
719,Oregon,Linn,Linn,OregonLinn,2020,502,63,27
720,Oregon,Marion,Marion,OregonMarion,2020,641,58,32
721,Oregon,Multnomah,Multnomah,OregonMultnomah,2020,477,58,33
722,Oregon,Umatilla,Umatilla,OregonUmatilla,2020,463,55,35
723,Oregon,Union,Union,OregonUnion,2020,288,48,20
724,Oregon,Wallowa,Wallowa,OregonWallowa,2020,198,53,20
725,Oregon,Wasco,Wasco,OregonWasco,2020,417,45,18
726,Oregon,Washington,Washington,OregonWashington,2020,416,56,31
727,Pennsylvania,Adams,Adams,PennsylvaniaAdams,2020,86,54,40
728,Pennsylvania,Allegheny,Allegheny,PennsylvaniaAllegheny,2020,128,79,47
729,Pennsylvania,Armstrong,Armstrong,PennsylvaniaArmstrong,2020,122,54,39
730,Pennsylvania,Beaver,Beaver,PennsylvaniaBeaver,2020,142,62,42
731,Pennsylvania,Berks,Berks,PennsylvaniaBerks,2020,102,58,40
732,Pennsylvania,Blair,Blair,PennsylvaniaBlair,2020,87,54,38
733,Pennsylvania,Bradford,Bradford,PennsylvaniaBradford,2020,81,48,37
734,Pennsylvania,Bucks,Bucks,PennsylvaniaBucks,2020,115,46,33
735,Pennsylvania,Cambria,Cambria,PennsylvaniaCambria,2020,89,56,38
736,Pennsylvania,Centre,Centre,PennsylvaniaCentre,2020,90,51,38
737,Pennsylvania,Chester,Chester,PennsylvaniaChester,2020,143,55,39
738,Pennsylvania,Clearfield,Clearfield,PennsylvaniaClearfield,2020,54,42,31
739,Pennsylvania,Cumberland,Cumberland,PennsylvaniaCumberland,2020,137,55,33
740,Pennsylvania,Dauphin,Dauphin,PennsylvaniaDauphin,2020,116,61,40
741,Pennsylvania,Delaware,Delaware,PennsylvaniaDelaware,2020,129,64,43
742,Pennsylvania,Elk,Elk,PennsylvaniaElk,2020,67,44,34
743,Pennsylvania,Erie,Erie,PennsylvaniaErie,2020,87,49,34
744,Pennsylvania,Fayette,Fayette,PennsylvaniaFayette,2020,100,51,37
745,Pennsylvania,Franklin,Franklin,PennsylvaniaFranklin,2020,50,42,32
746,Pennsylvania,Greene,Greene,PennsylvaniaGreene,2020,101,49,36
747,Pennsylvania,Indiana,Indiana,PennsylvaniaIndiana,2020,112,48,36
748,Pennsylvania,Lackawanna,Lackawanna,PennsylvaniaLackawanna,2020,81,50,38
749,Pennsylvania,Lancaster,Lancaster,PennsylvaniaLancaster,2020,153,62,43
750,Pennsylvania,Lawrence,Lawrence,PennsylvaniaLawrence,2020,93,43,31
751,Pennsylvania,Lebanon,Lebanon,PennsylvaniaLebanon,2020,115,55,30
752,Pennsylvania,Lehigh,Lehigh,PennsylvaniaLehigh,2020,93,52,37
753,Pennsylvania,Luzerne,Luzerne,PennsylvaniaLuzerne,2020,54,43,31
754,Pennsylvania,Lycoming,Lycoming,PennsylvaniaLycoming,2020,109,51,37
755,Pennsylvania,Mercer,Mercer,PennsylvaniaMercer,2020,105,54,38
756,Pennsylvania,Monroe,Monroe,PennsylvaniaMonroe,2020,80,44,33
757,Pennsylvania,Montgomery,Montgomery,PennsylvaniaMontgomery,2020,99,56,38
758,Pennsylvania,Northampton,Northampton,PennsylvaniaNorthampton,2020,117,54,38
759,Pennsylvania,Philadelphia,Philadelphia,PennsylvaniaPhiladelphia,2020,119,59,41
760,Pennsylvania,Somerset,Somerset,PennsylvaniaSomerset,2020,71,44,34
761,Pennsylvania,Susquehanna,Susquehanna,PennsylvaniaSusquehanna,2020,71,40,23
762,Pennsylvania,Tioga,Tioga,PennsylvaniaTioga,2020,79,47,37
763,Pennsylvania,Warren,Warren,PennsylvaniaWarren,2020,95,24,9
764,Pennsylvania,Washington,Washington,PennsylvaniaWashington,2020,100,58,41
765,Pennsylvania,Westmoreland,Westmoreland,PennsylvaniaWestmoreland,2020,81,50,35
766,Pennsylvania,Wyoming,Wyoming,PennsylvaniaWyoming,2020,76,43,25
767,Pennsylvania,York,York,PennsylvaniaYork,2020,97,57,40
768,Puerto Rico,Adjuntas,Adjuntas,Puerto RicoAdjuntas,2020,58,38,14
769,Puerto Rico,Bayamon,Bayamon,Puerto RicoBayamon,2020,95,36,19
770,Puerto Rico,Caguas,Caguas,Puerto RicoCaguas,2020,69,20,10
771,Puerto Rico,Catano,Catano,Puerto RicoCatano,2020,336,61,25
