,Unnamed: 0_x,State_x,County,Abbreviation,Year,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",Unnamed: 0_y,State_y,Area_name,First Word of Each County,Abbreivation,# Employed,# Unemployed
184,189,Georgia,Hall,GeorgiaHall,2020,98,55,33,27.7,24.5,469,Georgia,"Hall County, GA",Hall,GeorgiaHall,97133,4816
185,190,Georgia,Henry,GeorgiaHenry,2020,95,50,32,31.7,28.5,475,Georgia,"Henry County, GA",Henry,GeorgiaHenry,106831,8521
186,191,Georgia,Houston,GeorgiaHouston,2020,114,57,35,27.0,28.3,476,Georgia,"Houston County, GA",Houston,GeorgiaHouston,66769,3649
187,192,Georgia,Lowndes,GeorgiaLowndes,2020,141,54,30,31.4,25.3,492,Georgia,"Lowndes County, GA",Lowndes,GeorgiaLowndes,48484,3115
188,193,Georgia,Murray,GeorgiaMurray,2020,61,46,35,37.4,10.1,505,Georgia,"Murray County, GA",Murray,GeorgiaMurray,14191,1159
189,194,Georgia,Muscogee,GeorgiaMuscogee,2020,101,53,35,27.4,25.8,506,Georgia,"Muscogee County, GA",Muscogee,GeorgiaMuscogee,71209,6049
190,195,Georgia,Pike,GeorgiaPike,2020,64,44,33,41.8,17.1,514,Georgia,"Pike County, GA",Pike,GeorgiaPike,8273,432
191,196,Georgia,Richmond,GeorgiaRichmond,2020,114,60,42,31.4,21.4,521,Georgia,"Richmond County, GA",Richmond,GeorgiaRichmond,78649,6463
192,197,Georgia,Rockdale,GeorgiaRockdale,2020,77,46,34,31.5,26.3,522,Georgia,"Rockdale County, GA",Rockdale,GeorgiaRockdale,40657,3332
193,198,Georgia,Sumter,GeorgiaSumter,2020,64,44,32,34.7,18.3,529,Georgia,"Sumter County, GA",Sumter,GeorgiaSumter,11601,924
194,199,Georgia,Walker,GeorgiaWalker,2020,84,53,30,35.2,16.6,546,Georgia,"Walker County, GA",Walker,GeorgiaWalker,29106,1495
195,200,Georgia,Washington,GeorgiaWashington,2020,112,54,32,44.7,12.3,550,Georgia,"Washington County, GA",Washington,GeorgiaWashington,6486,445
196,201,Hawaii,Hawaii,HawaiiHawaii,2020,231,30,18,27.4,33.0,560,Hawaii,Hawaii,Hawaii,HawaiiHawaii,572796,75395
197,201,Hawaii,Hawaii,HawaiiHawaii,2020,231,30,18,27.4,33.0,561,Hawaii,"Hawaii County, HI",Hawaii,HawaiiHawaii,78986,10133
200,202,Hawaii,Honolulu,HawaiiHonolulu,2020,92,40,26,25.9,35.0,562,Hawaii,"Honolulu County/city, HI",Honolulu,HawaiiHonolulu,396136,44779
201,203,Hawaii,Kauai,HawaiiKauai,2020,41,25,11,30.0,29.2,563,Hawaii,"Kauai County, HI",Kauai,HawaiiKauai,29618,5719
202,204,Hawaii,Maui,HawaiiMaui,2020,56,23,15,31.3,27.2,564,Hawaii,"Maui County, HI",Maui,HawaiiMaui,68056,14764
203,205,Idaho,Ada,IdahoAda,2020,185,72,40,22.4,38.5,566,Idaho,"Ada County, ID",Ada,IdahoAda,243784,13893
204,206,Idaho,Bannock,IdahoBannock,2020,161,61,41,26.4,27.8,568,Idaho,"Bannock County, ID",Bannock,IdahoBannock,40495,2065
205,207,Idaho,Benewah,IdahoBenewah,2020,371,65,32,38.4,15.2,570,Idaho,"Benewah County, ID",Benewah,IdahoBenewah,3830,310
206,208,Idaho,Blaine,IdahoBlaine,2020,167,43,15,25.6,35.4,572,Idaho,"Blaine County, ID",Blaine,IdahoBlaine,11679,987
207,209,Idaho,Boise,IdahoBoise,2020,198,68,35,30.6,27.1,573,Idaho,"Boise County, ID",Boise,IdahoBoise,3321,288
208,210,Idaho,Bonner,IdahoBonner,2020,190,52,25,29.8,23.8,574,Idaho,"Bonner County, ID",Bonner,IdahoBonner,19527,1592
209,211,Idaho,Bonneville,IdahoBonneville,2020,154,49,21,25.4,31.3,575,Idaho,"Bonneville County, ID",Bonneville,IdahoBonneville,55789,2347
210,212,Idaho,Butte,IdahoButte,2020,152,50,40,36.0,16.2,577,Idaho,"Butte County, ID",Butte,IdahoButte,1343,50
211,213,Idaho,Canyon,IdahoCanyon,2020,156,73,33,32.1,18.7,579,Idaho,"Canyon County, ID",Canyon,IdahoCanyon,99763,6218
212,214,Idaho,Caribou,IdahoCaribou,2020,109,24,6,32.4,19.0,580,Idaho,"Caribou County, ID",Caribou,IdahoCaribou,3962,148
213,215,Idaho,Custer,IdahoCuster,2020,126,59,5,28.6,24.4,584,Idaho,"Custer County, ID",Custer,IdahoCuster,2106,112
214,216,Idaho,Franklin,IdahoFranklin,2020,159,53,20,37.8,17.7,586,Idaho,"Franklin County, ID",Franklin,IdahoFranklin,6807,253
215,217,Idaho,Idaho,IdahoIdaho,2020,191,60,36,27.4,27.6,565,Idaho,Idaho,Idaho,IdahoIdaho,844365,47786
216,217,Idaho,Idaho,IdahoIdaho,2020,191,60,36,27.4,27.6,590,Idaho,"Idaho County, ID",Idaho,IdahoIdaho,6260,449
219,218,Idaho,Jerome,IdahoJerome,2020,37,19,10,30.6,16.1,592,Idaho,"Jerome County, ID",Jerome,IdahoJerome,11711,487
220,219,Idaho,Kootenai,IdahoKootenai,2020,384,48,19,27.2,25.2,593,Idaho,"Kootenai County, ID",Kootenai,IdahoKootenai,75654,5632
221,220,Idaho,Latah,IdahoLatah,2020,333,41,16,19.7,45.4,594,Idaho,"Latah County, ID",Latah,IdahoLatah,18818,938
222,221,Idaho,Lemhi,IdahoLemhi,2020,163,77,35,30.3,22.9,595,Idaho,"Lemhi County, ID",Lemhi,IdahoLemhi,3408,243
223,222,Idaho,Nez Perce,IdahoNez,2020,363,59,21,32.1,22.9,600,Idaho,"Nez Perce County, ID",Nez,IdahoNez,19780,1013
224,223,Idaho,Shoshone,IdahoShoshone,2020,346,64,30,37.0,11.5,605,Idaho,"Shoshone County, ID",Shoshone,IdahoShoshone,4946,498
225,224,Idaho,Twin Falls,IdahoTwin,2020,160,48,18,27.2,20.6,607,Idaho,"Twin Falls County, ID",Twin,IdahoTwin,39083,2167
226,225,Idaho,Valley,IdahoValley,2020,192,63,30,26.7,30.4,608,Idaho,"Valley County, ID",Valley,IdahoValley,5195,448
227,226,Illinois,Adams,IllinoisAdams,2020,84,50,38,35.4,25.0,611,Illinois,"Adams County, IL",Adams,IllinoisAdams,29287,1972
228,227,Illinois,Champaign,IllinoisChampaign,2020,126,56,39,22.0,45.0,620,Illinois,"Champaign County, IL",Champaign,IllinoisChampaign,101732,6993
229,228,Illinois,Clark,IllinoisClark,2020,97,45,31,40.0,19.9,622,Illinois,"Clark County, IL",Clark,IllinoisClark,6752,579
230,229,Illinois,Cook,IllinoisCook,2020,164,84,53,23.1,38.8,626,Illinois,"Cook County, IL",Cook,IllinoisCook,2258453,281454
231,230,Illinois,DuPage,IllinoisDuPage,2020,154,59,41,18.2,49.4,632,Illinois,"DuPage County, IL",DuPage,IllinoisDuPage,445824,38391
232,231,Illinois,Effingham,IllinoisEffingham,2020,84,48,37,35.8,22.7,635,Illinois,"Effingham County, IL",Effingham,IllinoisEffingham,17988,1277
233,232,Illinois,Hamilton,IllinoisHamilton,2020,118,56,40,34.9,17.0,643,Illinois,"Hamilton County, IL",Hamilton,IllinoisHamilton,3944,281
234,233,Illinois,Jersey,IllinoisJersey,2020,112,55,39,38.8,20.3,652,Illinois,"Jersey County, IL",Jersey,IllinoisJersey,9883,795
235,234,Illinois,Jo Daviess,IllinoisJo,2020,87,44,32,35.9,25.0,653,Illinois,"Jo Daviess County, IL",Jo,IllinoisJo,9560,866
236,235,Illinois,Kane,IllinoisKane,2020,161,64,39,22.7,33.1,655,Illinois,"Kane County, IL",Kane,IllinoisKane,237738,23911
237,237,Illinois,Lake,IllinoisLake,2020,185,74,39,20.8,45.3,659,Illinois,"Lake County, IL",Lake,IllinoisLake,335133,29411
238,238,Illinois,Macon,IllinoisMacon,2020,90,56,41,35.4,22.1,668,Illinois,"Macon County, IL",Macon,IllinoisMacon,42512,4665
239,239,Illinois,Macoupin,IllinoisMacoupin,2020,93,45,31,39.8,18.4,669,Illinois,"Macoupin County, IL",Macoupin,IllinoisMacoupin,20596,1523
240,240,Illinois,Madison,IllinoisMadison,2020,112,70,47,29.8,26.8,670,Illinois,"Madison County, IL",Madison,IllinoisMadison,121270,10182
241,241,Illinois,McHenry,IllinoisMcHenry,2020,147,58,40,26.5,34.4,666,Illinois,"McHenry County, IL",McHenry,IllinoisMcHenry,145249,13157
242,242,Illinois,McLean,IllinoisMcLean,2020,136,58,41,24.6,44.8,667,Illinois,"McLean County, IL",McLean,IllinoisMcLean,79341,5762
243,243,Illinois,Monroe,IllinoisMonroe,2020,43,7,1,27.6,35.0,677,Illinois,"Monroe County, IL",Monroe,IllinoisMonroe,17363,1023
244,244,Illinois,Peoria,IllinoisPeoria,2020,115,57,40,27.6,30.6,682,Illinois,"Peoria County, IL",Peoria,IllinoisPeoria,75016,8668
245,245,Illinois,Randolph,IllinoisRandolph,2020,103,54,38,37.3,13.3,689,Illinois,"Randolph County, IL",Randolph,IllinoisRandolph,12786,978
246,246,Illinois,Rock Island,IllinoisRock,2020,102,56,38,29.5,23.5,691,Illinois,"Rock Island County, IL",Rock,IllinoisRock,62443,6472
247,248,Illinois,Sangamon,IllinoisSangamon,2020,97,54,39,27.2,34.5,694,Illinois,"Sangamon County, IL",Sangamon,IllinoisSangamon,88916,7953
248,249,Illinois,Tazewell,IllinoisTazewell,2020,26,9,1,31.7,26.3,700,Illinois,"Tazewell County, IL",Tazewell,IllinoisTazewell,56948,5029
249,250,Illinois,Wabash,IllinoisWabash,2020,74,17,1,30.7,18.2,703,Illinois,"Wabash County, IL",Wabash,IllinoisWabash,5242,476
250,251,Illinois,Will,IllinoisWill,2020,155,60,42,26.9,34.3,709,Illinois,"Will County, IL",Will,IllinoisWill,311763,32572
251,252,Illinois,Winnebago,IllinoisWinnebago,2020,101,61,39,31.7,22.9,711,Illinois,"Winnebago County, IL",Winnebago,IllinoisWinnebago,120253,15506
252,253,Indiana,Allen,IndianaAllen,2020,120,58,39,28.2,28.5,715,Indiana,"Allen County, IN",Allen,IndianaAllen,170783,14203
253,254,Indiana,Bartholomew,IndianaBartholomew,2020,97,52,37,30.8,33.5,716,Indiana,"Bartholomew County, IN",Bartholomew,IndianaBartholomew,40975,2827
254,255,Indiana,Boone,IndianaBoone,2020,101,48,32,19.5,49.3,719,Indiana,"Boone County, IN",Boone,IndianaBoone,34064,1522
255,256,Indiana,Brown,IndianaBrown,2020,80,44,33,32.9,28.9,720,Indiana,"Brown County, IN",Brown,IndianaBrown,7062,506
256,257,Indiana,Carroll,IndianaCarroll,2020,100,44,31,40.8,16.7,721,Indiana,"Carroll County, IN",Carroll,IndianaCarroll,9076,583
257,258,Indiana,Clark,IndianaClark,2020,91,58,42,34.6,21.2,723,Indiana,"Clark County, IN",Clark,IndianaClark,56726,4412
258,259,Indiana,Daviess,IndianaDaviess,2020,19,4,0,34.0,13.2,727,Indiana,"Daviess County, IN",Daviess,IndianaDaviess,15891,632
259,260,Indiana,Delaware,IndianaDelaware,2020,97,50,35,35.1,23.7,731,Indiana,"Delaware County, IN",Delaware,IndianaDelaware,48633,3833
260,261,Indiana,Dubois,IndianaDubois,2020,67,54,33,38.3,23.7,732,Indiana,"Dubois County, IN",Dubois,IndianaDubois,21569,1026
261,262,Indiana,Elkhart,IndianaElkhart,2020,158,54,36,34.7,19.8,733,Indiana,"Elkhart County, IN",Elkhart,IndianaElkhart,102155,8339
262,263,Indiana,Floyd,IndianaFloyd,2020,143,44,32,30.9,29.6,735,Indiana,"Floyd County, IN",Floyd,IndianaFloyd,38422,2671
263,264,Indiana,Gibson,IndianaGibson,2020,114,26,3,40.9,18.0,739,Indiana,"Gibson County, IN",Gibson,IndianaGibson,18332,1205
264,265,Indiana,Greene,IndianaGreene,2020,90,50,34,41.1,14.9,741,Indiana,"Greene County, IN",Greene,IndianaGreene,12442,822
265,266,Indiana,Hamilton,IndianaHamilton,2020,97,54,38,14.9,59.3,742,Indiana,"Hamilton County, IN",Hamilton,IndianaHamilton,174455,8524
266,267,Indiana,Hendricks,IndianaHendricks,2020,87,45,32,27.5,37.0,745,Indiana,"Hendricks County, IN",Hendricks,IndianaHendricks,84885,4501
267,268,Indiana,Henry,IndianaHenry,2020,63,51,29,43.7,16.4,746,Indiana,"Henry County, IN",Henry,IndianaHenry,20424,1442
268,269,Indiana,Howard,IndianaHoward,2020,108,53,38,35.9,21.6,747,Indiana,"Howard County, IN",Howard,IndianaHoward,32921,4010
269,270,Indiana,Knox,IndianaKnox,2020,105,48,33,35.8,16.9,755,Indiana,"Knox County, IN",Knox,IndianaKnox,17148,1080
270,271,Indiana,LaPorte,IndianaLaPorte,2020,154,61,37,39.6,18.0,759,Indiana,"LaPorte County, IN",LaPorte,IndianaLaPorte,42924,4520
271,272,Indiana,Lake,IndianaLake,2020,136,65,44,35.1,22.6,758,Indiana,"Lake County, IN",Lake,IndianaLake,201989,23196
272,273,Indiana,Madison,IndianaMadison,2020,97,55,39,39.4,18.4,761,Indiana,"Madison County, IN",Madison,IndianaMadison,54137,4621
273,274,Indiana,Marion,IndianaMarion,2020,144,68,48,28.0,30.9,762,Indiana,"Marion County, IN",Marion,IndianaMarion,456145,38918
274,275,Indiana,Monroe,IndianaMonroe,2020,69,51,31,22.2,45.7,766,Indiana,"Monroe County, IN",Monroe,IndianaMonroe,64390,3765
275,276,Indiana,Perry,IndianaPerry,2020,105,45,34,44.7,16.1,775,Indiana,"Perry County, IN",Perry,IndianaPerry,8495,594
276,277,Indiana,Porter,IndianaPorter,2020,151,67,41,35.0,28.4,777,Indiana,"Porter County, IN",Porter,IndianaPorter,77220,6767
277,278,Indiana,Posey,IndianaPosey,2020,112,45,31,38.2,21.9,778,Indiana,"Posey County, IN",Posey,IndianaPosey,12202,632
278,279,Indiana,Shelby,IndianaShelby,2020,115,46,32,42.4,18.7,786,Indiana,"Shelby County, IN",Shelby,IndianaShelby,21443,1643
279,280,Indiana,Spencer,IndianaSpencer,2020,63,53,32,46.0,15.2,787,Indiana,"Spencer County, IN",Spencer,IndianaSpencer,9754,579
280,281,Indiana,St. Joseph,IndianaSt.,2020,162,62,41,30.7,29.6,784,Indiana,"St. Joseph County, IN",St.,IndianaSt.,122197,11188
281,282,Indiana,Sullivan,IndianaSullivan,2020,53,51,29,44.2,12.1,790,Indiana,"Sullivan County, IN",Sullivan,IndianaSullivan,7352,551
282,283,Indiana,Tippecanoe,IndianaTippecanoe,2020,69,56,39,25.4,38.7,792,Indiana,"Tippecanoe County, IN",Tippecanoe,IndianaTippecanoe,88211,5936
283,284,Indiana,Vanderburgh,IndianaVanderburgh,2020,101,57,39,32.5,27.0,795,Indiana,"Vanderburgh County, IN",Vanderburgh,IndianaVanderburgh,85014,6559
284,285,Indiana,Vigo,IndianaVigo,2020,112,57,40,32.0,25.1,797,Indiana,"Vigo County, IN",Vigo,IndianaVigo,42198,3616
285,286,Indiana,Wabash,IndianaWabash,2020,97,49,35,42.6,18.1,798,Indiana,"Wabash County, IN",Wabash,IndianaWabash,13615,884
286,287,Indiana,Warrick,IndianaWarrick,2020,112,47,33,31.3,30.3,800,Indiana,"Warrick County, IN",Warrick,IndianaWarrick,29930,1724
287,288,Indiana,Whitley,IndianaWhitley,2020,76,56,39,39.2,20.7,805,Indiana,"Whitley County, IN",Whitley,IndianaWhitley,16139,1016
288,289,Iowa,Black Hawk,IowaBlack,2020,91,53,32,30.5,29.1,813,Iowa,"Black Hawk County, IA",Black,IowaBlack,63173,4145
289,290,Iowa,Bremer,IowaBremer,2020,87,45,35,32.9,30.7,815,Iowa,"Bremer County, IA",Bremer,IowaBremer,12967,533
290,291,Iowa,Cerro Gordo,IowaCerro,2020,60,37,18,30.6,23.6,823,Iowa,"Cerro Gordo County, IA",Cerro,IowaCerro,21893,1203
291,292,Iowa,Clinton,IowaClinton,2020,87,56,37,38.8,17.9,829,Iowa,"Clinton County, IA",Clinton,IowaClinton,20509,1480
292,293,Iowa,Harrison,IowaHarrison,2020,87,49,37,37.2,19.5,849,Iowa,"Harrison County, IA",Harrison,IowaHarrison,6776,284
293,294,Iowa,Johnson,IowaJohnson,2020,105,58,35,16.3,52.8,858,Iowa,"Johnson County, IA",Johnson,IowaJohnson,80056,4032
294,295,Iowa,Lee,IowaLee,2020,73,52,30,40.8,16.4,862,Iowa,"Lee County, IA",Lee,IowaLee,14666,1027
295,296,Iowa,Linn,IowaLinn,2020,105,60,40,27.0,33.1,863,Iowa,"Linn County, IA",Linn,IowaLinn,111300,7553
296,297,Iowa,Montgomery,IowaMontgomery,2020,76,51,35,35.2,18.5,875,Iowa,"Montgomery County, IA",Montgomery,IowaMontgomery,4621,226
297,298,Iowa,Muscatine,IowaMuscatine,2020,124,54,30,35.3,21.5,876,Iowa,"Muscatine County, IA",Muscatine,IowaMuscatine,19796,1257
298,299,Iowa,Palo Alto,IowaPalo,2020,87,51,36,29.2,25.5,880,Iowa,"Palo Alto County, IA",Palo,IowaPalo,4330,210
299,300,Iowa,Polk,IowaPolk,2020,186,54,36,24.5,36.7,883,Iowa,"Polk County, IA",Polk,IowaPolk,248931,15876
300,301,Iowa,Pottawattamie,IowaPottawattamie,2020,77,52,31,32.7,21.5,884,Iowa,"Pottawattamie County, IA",Pottawattamie,IowaPottawattamie,44771,2478
301,302,Iowa,Scott,IowaScott,2020,155,63,44,29.6,31.8,888,Iowa,"Scott County, IA",Scott,IowaScott,80541,5862
302,303,Iowa,Van Buren,IowaVan,2020,87,49,36,38.9,14.4,895,Iowa,"Van Buren County, IA",Van,IowaVan,3497,170
303,304,Iowa,Woodbury,IowaWoodbury,2020,79,50,29,32.2,23.1,903,Iowa,"Woodbury County, IA",Woodbury,IowaWoodbury,51606,2861
304,305,Kansas,Chase,KansasChase,2020,58,38,18,29.1,25.5,915,Kansas,"Chase County, KS",Chase,KansasChase,1384,81
305,306,Kansas,Ford,KansasFord,2020,79,29,11,25.3,17.7,935,Kansas,"Ford County, KS",Ford,KansasFord,16640,584
306,307,Kansas,Johnson,KansasJohnson,2020,117,56,36,14.5,56.0,952,Kansas,"Johnson County, KS",Johnson,KansasJohnson,324544,17602
307,308,Kansas,Leavenworth,KansasLeavenworth,2020,77,44,32,28.3,31.5,958,Kansas,"Leavenworth County, KS",Leavenworth,KansasLeavenworth,34611,2135
308,309,Kansas,Neosho,KansasNeosho,2020,106,54,39,32.5,18.1,973,Kansas,"Neosho County, KS",Neosho,KansasNeosho,5845,401
309,310,Kansas,Sedgwick,KansasSedgwick,2020,114,54,38,26.3,30.9,993,Kansas,"Sedgwick County, KS",Sedgwick,KansasSedgwick,234769,22448
310,311,Kansas,Shawnee,KansasShawnee,2020,169,58,39,31.4,30.9,995,Kansas,"Shawnee County, KS",Shawnee,KansasShawnee,85910,5433
311,312,Kansas,Sherman,KansasSherman,2020,106,44,13,30.3,21.8,997,Kansas,"Sherman County, KS",Sherman,KansasSherman,2795,99
312,313,Kansas,Sumner,KansasSumner,2020,117,59,40,34.9,23.3,1002,Kansas,"Sumner County, KS",Sumner,KansasSumner,10126,891
313,314,Kansas,Trego,KansasTrego,2020,147,51,37,31.1,24.8,1004,Kansas,"Trego County, KS",Trego,KansasTrego,1419,51
314,315,Kansas,Wyandotte,KansasWyandotte,2020,116,63,44,32.1,18.1,1011,Kansas,"Wyandotte County, KS",Wyandotte,KansasWyandotte,72303,6089
315,316,Kentucky,Bell,KentuckyBell,2020,71,46,33,38.5,9.2,1019,Kentucky,"Bell County, KY",Bell,KentuckyBell,7606,642
316,317,Kentucky,Boone,KentuckyBoone,2020,87,50,36,27.5,32.1,1020,Kentucky,"Boone County, KY",Boone,KentuckyBoone,66280,3791
317,318,Kentucky,Boyd,KentuckyBoyd,2020,88,51,36,33.9,19.4,1022,Kentucky,"Boyd County, KY",Boyd,KentuckyBoyd,16086,1465
318,319,Kentucky,Bullitt,KentuckyBullitt,2020,115,48,37,41.6,14.7,1027,Kentucky,"Bullitt County, KY",Bullitt,KentuckyBullitt,39359,2672
319,320,Kentucky,Campbell,KentuckyCampbell,2020,93,54,39,28.2,36.3,1031,Kentucky,"Campbell County, KY",Campbell,KentuckyCampbell,46886,2761
320,321,Kentucky,Carter,KentuckyCarter,2020,59,44,31,40.3,12.6,1034,Kentucky,"Carter County, KY",Carter,KentuckyCarter,8663,923
321,322,Kentucky,Christian,KentuckyChristian,2020,83,51,38,31.0,18.1,1036,Kentucky,"Christian County, KY",Christian,KentuckyChristian,22662,1925
322,323,Kentucky,Daviess,KentuckyDaviess,2020,105,54,38,34.1,22.9,1042,Kentucky,"Daviess County, KY",Daviess,KentuckyDaviess,42911,2799
323,324,Kentucky,Edmonson,KentuckyEdmonson,2020,64,45,33,39.3,10.3,1043,Kentucky,"Edmonson County, KY",Edmonson,KentuckyEdmonson,4247,352
324,325,Kentucky,Fayette,KentuckyFayette,2020,84,51,38,19.6,43.6,1046,Kentucky,"Fayette County, KY",Fayette,KentuckyFayette,162405,9879
325,326,Kentucky,Greenup,KentuckyGreenup,2020,61,42,28,36.0,17.1,1057,Kentucky,"Greenup County, KY",Greenup,KentuckyGreenup,12064,1174
326,327,Kentucky,Hancock,KentuckyHancock,2020,97,47,37,43.4,11.4,1058,Kentucky,"Hancock County, KY",Hancock,KentuckyHancock,3575,233
327,328,Kentucky,Hardin,KentuckyHardin,2020,80,51,38,30.4,22.0,1059,Kentucky,"Hardin County, KY",Hardin,KentuckyHardin,44196,3385
328,329,Kentucky,Henderson,KentuckyHenderson,2020,114,44,1,36.0,18.2,1063,Kentucky,"Henderson County, KY",Henderson,KentuckyHenderson,19643,1278
329,330,Kentucky,Jefferson,KentuckyJefferson,2020,115,61,45,26.7,33.4,1068,Kentucky,"Jefferson County, KY",Jefferson,KentuckyJefferson,363770,26717
330,331,Kentucky,Jessamine,KentuckyJessamine,2020,77,44,31,30.5,29.5,1069,Kentucky,"Jessamine County, KY",Jessamine,KentuckyJessamine,24689,1471
331,332,Kentucky,Livingston,KentuckyLivingston,2020,105,47,37,43.6,11.8,1082,Kentucky,"Livingston County, KY",Livingston,KentuckyLivingston,3268,266
332,333,Kentucky,McCracken,KentuckyMcCracken,2020,111,57,39,31.4,24.2,1085,Kentucky,"McCracken County, KY",McCracken,KentuckyMcCracken,26435,2051
333,334,Kentucky,Morgan,KentuckyMorgan,2020,64,44,33,41.4,12.5,1100,Kentucky,"Morgan County, KY",Morgan,KentuckyMorgan,4052,300
334,335,Kentucky,Oldham,KentuckyOldham,2020,97,49,38,20.7,42.4,1105,Kentucky,"Oldham County, KY",Oldham,KentuckyOldham,30867,1571
335,336,Kentucky,Perry,KentuckyPerry,2020,99,48,34,33.0,14.4,1109,Kentucky,"Perry County, KY",Perry,KentuckyPerry,7453,728
336,337,Kentucky,Pike,KentuckyPike,2020,92,45,32,39.4,13.0,1110,Kentucky,"Pike County, KY",Pike,KentuckyPike,17574,1622
337,338,Kentucky,Pulaski,KentuckyPulaski,2020,77,48,36,35.7,16.5,1112,Kentucky,"Pulaski County, KY",Pulaski,KentuckyPulaski,23907,1888
338,339,Kentucky,Simpson,KentuckySimpson,2020,67,46,36,44.9,14.2,1119,Kentucky,"Simpson County, KY",Simpson,KentuckySimpson,7979,617
339,340,Kentucky,Trigg,KentuckyTrigg,2020,84,45,34,33.2,16.6,1123,Kentucky,"Trigg County, KY",Trigg,KentuckyTrigg,5611,419
340,341,Kentucky,Warren,KentuckyWarren,2020,97,53,38,26.6,32.2,1126,Kentucky,"Warren County, KY",Warren,KentuckyWarren,59108,4148
341,342,Kentucky,Washington,KentuckyWashington,2020,77,46,34,42.4,18.8,1127,Kentucky,"Washington County, KY",Washington,KentuckyWashington,5718,381
342,343,Louisiana,Ascension,LouisianaAscension,2020,100,46,31,32.3,26.4,1136,Louisiana,"Ascension Parish, LA",Ascension,LouisianaAscension,59807,4329
343,344,Louisiana,Bossier,LouisianaBossier,2020,105,53,36,29.7,25.2,1141,Louisiana,"Bossier Parish, LA",Bossier,LouisianaBossier,53138,3612
344,345,Louisiana,Caddo,LouisianaCaddo,2020,126,49,34,33.7,23.5,1142,Louisiana,"Caddo Parish, LA",Caddo,LouisianaCaddo,93384,9231
345,346,Louisiana,Calcasieu,LouisianaCalcasieu,2020,116,61,41,34.1,22.3,1143,Louisiana,"Calcasieu Parish, LA",Calcasieu,LouisianaCalcasieu,89236,8874
346,347,Louisiana,East Baton Rouge,LouisianaEast,2020,119,55,38,27.3,34.9,1150,Louisiana,"East Baton Rouge Parish, LA",East,LouisianaEast,211197,17777
347,347,Louisiana,East Baton Rouge,LouisianaEast,2020,119,55,38,27.3,34.9,1151,Louisiana,"East Carroll Parish, LA",East,LouisianaEast,1610,214
348,347,Louisiana,East Baton Rouge,LouisianaEast,2020,119,55,38,27.3,34.9,1152,Louisiana,"East Feliciana Parish, LA",East,LouisianaEast,7244,518
355,348,Louisiana,Iberville,LouisianaIberville,2020,136,54,36,41.3,13.9,1157,Louisiana,"Iberville Parish, LA",Iberville,LouisianaIberville,12601,1374
356,349,Louisiana,Jefferson,LouisianaJefferson,2020,87,54,36,30.8,26.8,1159,Louisiana,"Jefferson Parish, LA",Jefferson,LouisianaJefferson,191934,19629
357,349,Louisiana,Jefferson,LouisianaJefferson,2020,87,54,36,30.8,26.8,1160,Louisiana,"Jefferson Davis Parish, LA",Jefferson,LouisianaJefferson,11863,964
360,350,Louisiana,Lafayette,LouisianaLafayette,2020,120,59,40,30.4,33.0,1161,Louisiana,"Lafayette Parish, LA",Lafayette,LouisianaLafayette,105742,8069
361,351,Louisiana,Lafourche,LouisianaLafourche,2020,115,56,39,40.5,16.9,1162,Louisiana,"Lafourche Parish, LA",Lafourche,LouisianaLafourche,38786,2689
362,352,Louisiana,Livingston,LouisianaLivingston,2020,105,58,39,38.1,19.7,1165,Louisiana,"Livingston Parish, LA",Livingston,LouisianaLivingston,63874,4391
363,353,Louisiana,Orleans,LouisianaOrleans,2020,88,47,28,22.8,37.6,1169,Louisiana,"Orleans Parish, LA",Orleans,LouisianaOrleans,159734,22134
364,354,Louisiana,Ouachita,LouisianaOuachita,2020,111,45,32,34.1,24.2,1170,Louisiana,"Ouachita Parish, LA",Ouachita,LouisianaOuachita,64663,5160
365,355,Louisiana,Pointe Coupee,LouisianaPointe,2020,100,45,32,39.3,14.9,1172,Louisiana,"Pointe Coupee Parish, LA",Pointe,LouisianaPointe,8888,750
366,356,Louisiana,Rapides,LouisianaRapides,2020,103,49,26,36.7,20.9,1173,Louisiana,"Rapides Parish, LA",Rapides,LouisianaRapides,51714,3443
367,357,Louisiana,St. Bernard,LouisianaSt.,2020,91,55,40,32.6,11.6,1177,Louisiana,"St. Bernard Parish, LA",St.,LouisianaSt.,17984,2038
368,357,Louisiana,St. Bernard,LouisianaSt.,2020,91,55,40,32.6,11.6,1178,Louisiana,"St. Charles Parish, LA",St.,LouisianaSt.,22715,1929
369,357,Louisiana,St. Bernard,LouisianaSt.,2020,91,55,40,32.6,11.6,1179,Louisiana,"St. Helena Parish, LA",St.,LouisianaSt.,3805,494
370,357,Louisiana,St. Bernard,LouisianaSt.,2020,91,55,40,32.6,11.6,1180,Louisiana,"St. James Parish, LA",St.,LouisianaSt.,8176,882
371,357,Louisiana,St. Bernard,LouisianaSt.,2020,91,55,40,32.6,11.6,1181,Louisiana,"St. John the Baptist Parish, LA",St.,LouisianaSt.,17294,2179
372,357,Louisiana,St. Bernard,LouisianaSt.,2020,91,55,40,32.6,11.6,1182,Louisiana,"St. Landry Parish, LA",St.,LouisianaSt.,29611,2807
