,Unnamed: 0_x,State_x,County,Abbreviation,Year,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",Unnamed: 0_y,State_y,Area_name,First Word of Each County,Abbreivation,# Employed,# Unemployed
1060,563,New Mexico,Valencia,New MexicoValencia,2020,105,61,44,33.0,18.5,1861,New Mexico,"Valencia County, NM",Valencia,New MexicoValencia,27681,2486
1061,564,New York,Albany,New YorkAlbany,2020,143,55,38,23.0,41.8,1863,New York,"Albany County, NY",Albany,New YorkAlbany,146027,11299
1062,565,New York,Bronx,New YorkBronx,2020,108,61,39,27.9,20.1,1865,New York,"Bronx County, NY",Bronx,New YorkBronx,494651,94436
1063,566,New York,Chautauqua,New YorkChautauqua,2020,93,47,35,35.5,22.2,1869,New York,"Chautauqua County, NY",Chautauqua,New YorkChautauqua,48027,4702
1064,567,New York,Dutchess,New YorkDutchess,2020,87,44,33,26.8,35.0,1876,New York,"Dutchess County, NY",Dutchess,New YorkDutchess,131173,10888
1065,568,New York,Erie,New YorkErie,2020,155,52,37,27.6,34.4,1877,New York,"Erie County, NY",Erie,New YorkErie,397536,41755
1066,569,New York,Essex,New YorkEssex,2020,80,47,38,34.4,26.8,1878,New York,"Essex County, NY",Essex,New YorkEssex,15174,1344
1067,570,New York,Hamilton,New YorkHamilton,2020,54,44,34,27.2,16.8,1883,New York,"Hamilton County, NY",Hamilton,New YorkHamilton,1972,169
1068,571,New York,Jefferson,New YorkJefferson,2020,90,44,33,34.7,22.2,1885,New York,"Jefferson County, NY",Jefferson,New YorkJefferson,39542,3753
1069,572,New York,Kings,New YorkKings,2020,77,47,23,25.7,37.5,1886,New York,"Kings County, NY",Kings,New YorkKings,1006852,144278
1070,573,New York,Monroe,New YorkMonroe,2020,80,52,36,23.4,38.6,1890,New York,"Monroe County, NY",Monroe,New YorkMonroe,328525,30774
1071,574,New York,Nassau,New YorkNassau,2020,72,41,20,22.7,46.0,1892,New York,"Nassau County, NY",Nassau,New YorkNassau,640035,58907
1072,575,New York,New York,New YorkNew,2020,108,56,37,26.0,36.6,1862,New York,New York,New,New YorkNew,8361006,928165
1073,575,New York,New York,New YorkNew,2020,108,56,37,26.0,36.6,1893,New York,"New York County, NY",New,New YorkNew,777583,82035
1076,576,New York,Niagara,New YorkNiagara,2020,87,46,34,33.2,24.6,1894,New York,"Niagara County, NY",Niagara,New YorkNiagara,87906,10199
1077,577,New York,Oneida,New YorkOneida,2020,78,36,16,31.9,25.7,1895,New York,"Oneida County, NY",Oneida,New YorkOneida,92473,8175
1078,578,New York,Onondaga,New YorkOnondaga,2020,74,48,35,25.4,35.9,1896,New York,"Onondaga County, NY",Onondaga,New YorkOnondaga,202037,18446
1079,579,New York,Orange,New YorkOrange,2020,97,47,36,29.3,30.3,1898,New York,"Orange County, NY",Orange,New YorkOrange,167957,15308
1080,580,New York,Oswego,New YorkOswego,2020,58,44,33,37.5,19.0,1900,New York,"Oswego County, NY",Oswego,New YorkOswego,47549,4660
1081,581,New York,Putnam,New YorkPutnam,2020,64,44,32,27.1,39.6,1902,New York,"Putnam County, NY",Putnam,New YorkPutnam,46294,3785
1082,582,New York,Queens,New YorkQueens,2020,140,61,38,27.5,32.2,1903,New York,"Queens County, NY",Queens,New YorkQueens,961214,137723
1083,583,New York,Richmond,New YorkRichmond,2020,108,52,36,30.4,33.9,1905,New York,"Richmond County, NY",Richmond,New YorkRichmond,188608,22456
1084,584,New York,Rockland,New YorkRockland,2020,93,48,34,22.5,41.1,1906,New York,"Rockland County, NY",Rockland,New YorkRockland,140547,12356
1085,585,New York,Saratoga,New YorkSaratoga,2020,61,44,33,24.9,41.4,1908,New York,"Saratoga County, NY",Saratoga,New YorkSaratoga,111029,7980
1086,586,New York,St. Lawrence,New YorkSt.,2020,118,69,14,36.8,23.8,1907,New York,"St. Lawrence County, NY",St.,New YorkSt.,39353,3501
1087,587,New York,Steuben,New YorkSteuben,2020,79,44,34,36.7,23.6,1913,New York,"Steuben County, NY",Steuben,New YorkSteuben,38592,3430
1088,588,New York,Suffolk,New YorkSuffolk,2020,133,59,37,27.3,36.3,1914,New York,"Suffolk County, NY",Suffolk,New YorkSuffolk,699613,64951
1089,589,New York,Tompkins,New YorkTompkins,2020,64,44,34,19.0,53.5,1917,New York,"Tompkins County, NY",Tompkins,New YorkTompkins,44967,2962
1090,590,New York,Wayne,New YorkWayne,2020,80,46,34,33.7,22.6,1921,New York,"Wayne County, NY",Wayne,New YorkWayne,39749,3172
1091,591,New York,Westchester,New YorkWestchester,2020,105,50,36,19.2,48.9,1922,New York,"Westchester County, NY",Westchester,New YorkWestchester,437772,40187
1092,592,North Carolina,Alexander,North CarolinaAlexander,2020,54,45,33,38.7,14.2,1927,North Carolina,"Alexander County, NC",Alexander,North CarolinaAlexander,16377,1317
1093,593,North Carolina,Avery,North CarolinaAvery,2020,80,46,37,30.2,20.7,1931,North Carolina,"Avery County, NC",Avery,North CarolinaAvery,6825,462
1094,594,North Carolina,Beaufort,North CarolinaBeaufort,2020,34,6,0,32.5,20.6,1932,North Carolina,"Beaufort County, NC",Beaufort,North CarolinaBeaufort,18159,1228
1095,595,North Carolina,Brunswick,North CarolinaBrunswick,2020,100,34,0,27.9,29.9,1935,North Carolina,"Brunswick County, NC",Brunswick,North CarolinaBrunswick,47641,4605
1096,596,North Carolina,Buncombe,North CarolinaBuncombe,2020,97,45,31,23.2,40.1,1936,North Carolina,"Buncombe County, NC",Buncombe,North CarolinaBuncombe,125114,11366
1097,597,North Carolina,Caldwell,North CarolinaCaldwell,2020,50,44,31,32.5,15.7,1939,North Carolina,"Caldwell County, NC",Caldwell,North CarolinaCaldwell,32931,2823
1098,598,North Carolina,Carteret,North CarolinaCarteret,2020,61,43,34,25.6,29.1,1941,North Carolina,"Carteret County, NC",Carteret,North CarolinaCarteret,29373,1947
1099,599,North Carolina,Caswell,North CarolinaCaswell,2020,61,44,31,33.6,15.9,1942,North Carolina,"Caswell County, NC",Caswell,North CarolinaCaswell,8869,752
1100,600,North Carolina,Catawba,North CarolinaCatawba,2020,94,53,31,30.0,22.6,1943,North Carolina,"Catawba County, NC",Catawba,North CarolinaCatawba,71632,6220
1101,601,North Carolina,Cumberland,North CarolinaCumberland,2020,81,49,35,25.9,25.5,1951,North Carolina,"Cumberland County, NC",Cumberland,North CarolinaCumberland,114386,12001
1102,602,North Carolina,Davidson,North CarolinaDavidson,2020,95,54,32,32.8,18.5,1954,North Carolina,"Davidson County, NC",Davidson,North CarolinaDavidson,73311,5605
1103,603,North Carolina,Durham,North CarolinaDurham,2020,97,49,35,17.7,48.2,1957,North Carolina,"Durham County, NC",Durham,North CarolinaDurham,159304,11118
1104,604,North Carolina,Edgecombe,North CarolinaEdgecombe,2020,94,46,32,37.5,13.6,1958,North Carolina,"Edgecombe County, NC",Edgecombe,North CarolinaEdgecombe,18511,2191
1105,605,North Carolina,Forsyth,North CarolinaForsyth,2020,97,56,40,25.7,34.0,1959,North Carolina,"Forsyth County, NC",Forsyth,North CarolinaForsyth,170449,13700
1106,606,North Carolina,Graham,North CarolinaGraham,2020,97,49,40,36.3,12.9,1963,North Carolina,"Graham County, NC",Graham,North CarolinaGraham,2772,305
1107,607,North Carolina,Granville,North CarolinaGranville,2020,51,46,36,30.6,22.5,1964,North Carolina,"Granville County, NC",Granville,North CarolinaGranville,27832,1734
1108,608,North Carolina,Guilford,North CarolinaGuilford,2020,87,50,36,23.3,36.0,1966,North Carolina,"Guilford County, NC",Guilford,North CarolinaGuilford,234933,22064
1109,609,North Carolina,Haywood,North CarolinaHaywood,2020,93,50,35,26.4,26.0,1969,North Carolina,"Haywood County, NC",Haywood,North CarolinaHaywood,26503,2160
1110,610,North Carolina,Hyde,North CarolinaHyde,2020,53,30,16,38.7,9.2,1973,North Carolina,"Hyde County, NC",Hyde,North CarolinaHyde,1614,183
1111,611,North Carolina,Jackson,North CarolinaJackson,2020,68,40,24,26.8,30.4,1975,North Carolina,"Jackson County, NC",Jackson,North CarolinaJackson,18286,1499
1112,612,North Carolina,Johnston,North CarolinaJohnston,2020,72,49,36,27.8,22.9,1976,North Carolina,"Johnston County, NC",Johnston,North CarolinaJohnston,92056,6241
1113,613,North Carolina,Lenoir,North CarolinaLenoir,2020,58,45,32,31.9,14.9,1979,North Carolina,"Lenoir County, NC",Lenoir,North CarolinaLenoir,25892,1708
1114,614,North Carolina,Lincoln,North CarolinaLincoln,2020,71,45,35,31.1,23.0,1980,North Carolina,"Lincoln County, NC",Lincoln,North CarolinaLincoln,40410,2852
1115,615,North Carolina,Macon,North CarolinaMacon,2020,64,41,29,31.0,23.8,1982,North Carolina,"Macon County, NC",Macon,North CarolinaMacon,14416,1033
1116,616,North Carolina,Martin,North CarolinaMartin,2020,49,41,30,33.9,16.4,1984,North Carolina,"Martin County, NC",Martin,North CarolinaMartin,8267,617
1117,617,North Carolina,Mecklenburg,North CarolinaMecklenburg,2020,112,56,40,17.0,45.4,1985,North Carolina,"Mecklenburg County, NC",Mecklenburg,North CarolinaMecklenburg,569616,47927
1118,618,North Carolina,Mitchell,North CarolinaMitchell,2020,103,36,20,33.0,20.5,1986,North Carolina,"Mitchell County, NC",Mitchell,North CarolinaMitchell,5427,459
1119,619,North Carolina,Montgomery,North CarolinaMontgomery,2020,83,47,35,34.6,15.7,1987,North Carolina,"Montgomery County, NC",Montgomery,North CarolinaMontgomery,10573,755
1120,620,North Carolina,New Hanover,North CarolinaNew,2020,74,45,31,21.3,40.6,1990,North Carolina,"New Hanover County, NC",New,North CarolinaNew,112078,8761
1121,621,North Carolina,Northampton,North CarolinaNorthampton,2020,88,42,22,38.5,13.8,1991,North Carolina,"Northampton County, NC",Northampton,North CarolinaNorthampton,6978,550
1122,622,North Carolina,Person,North CarolinaPerson,2020,74,43,29,37.4,15.6,1998,North Carolina,"Person County, NC",Person,North CarolinaPerson,16766,1332
1123,623,North Carolina,Pitt,North CarolinaPitt,2020,95,47,33,23.8,32.7,1999,North Carolina,"Pitt County, NC",Pitt,North CarolinaPitt,81504,5946
1124,624,North Carolina,Rockingham,North CarolinaRockingham,2020,54,46,34,34.9,15.1,2004,North Carolina,"Rockingham County, NC",Rockingham,North CarolinaRockingham,35723,3260
1125,625,North Carolina,Rowan,North CarolinaRowan,2020,88,52,39,32.6,18.5,2005,North Carolina,"Rowan County, NC",Rowan,North CarolinaRowan,59909,5174
1126,626,North Carolina,Swain,North CarolinaSwain,2020,119,47,33,30.6,18.2,2012,North Carolina,"Swain County, NC",Swain,North CarolinaSwain,6351,588
1127,627,North Carolina,Union,North CarolinaUnion,2020,50,44,31,24.6,35.4,2015,North Carolina,"Union County, NC",Union,North CarolinaUnion,113926,7247
1128,628,North Carolina,Wake,North CarolinaWake,2020,101,56,38,15.1,52.8,2017,North Carolina,"Wake County, NC",Wake,North CarolinaWake,546490,37598
1129,629,North Carolina,Yancey,North CarolinaYancey,2020,105,58,44,33.2,20.3,2025,North Carolina,"Yancey County, NC",Yancey,North CarolinaYancey,7649,540
1130,640,Ohio,Adams,OhioAdams,2020,81,45,27,44.5,13.2,2081,Ohio,"Adams County, OH",Adams,OhioAdams,9968,1013
1131,641,Ohio,Allen,OhioAllen,2020,105,52,36,38.8,18.9,2082,Ohio,"Allen County, OH",Allen,OhioAllen,44181,4122
1132,642,Ohio,Ashtabula,OhioAshtabula,2020,93,44,31,44.6,14.3,2084,Ohio,"Ashtabula County, OH",Ashtabula,OhioAshtabula,40162,3645
1133,643,Ohio,Athens,OhioAthens,2020,61,41,24,35.1,30.2,2085,Ohio,"Athens County, OH",Athens,OhioAthens,25214,1993
1134,644,Ohio,Belmont,OhioBelmont,2020,66,30,12,42.4,16.7,2087,Ohio,"Belmont County, OH",Belmont,OhioBelmont,25970,2918
1135,645,Ohio,Butler,OhioButler,2020,126,61,40,32.9,30.2,2089,Ohio,"Butler County, OH",Butler,OhioButler,180029,14048
1136,646,Ohio,Clark,OhioClark,2020,108,57,40,37.9,18.7,2092,Ohio,"Clark County, OH",Clark,OhioClark,57829,5116
1137,647,Ohio,Clermont,OhioClermont,2020,100,50,35,32.4,28.6,2093,Ohio,"Clermont County, OH",Clermont,OhioClermont,98953,7284
1138,648,Ohio,Clinton,OhioClinton,2020,97,54,39,39.1,18.9,2094,Ohio,"Clinton County, OH",Clinton,OhioClinton,16299,1479
1139,649,Ohio,Columbiana,OhioColumbiana,2020,31,7,1,44.7,14.9,2095,Ohio,"Columbiana County, OH",Columbiana,OhioColumbiana,42928,4452
1140,650,Ohio,Cuyahoga,OhioCuyahoga,2020,152,67,46,27.8,32.5,2098,Ohio,"Cuyahoga County, OH",Cuyahoga,OhioCuyahoga,531193,61697
1141,651,Ohio,Delaware,OhioDelaware,2020,101,50,38,18.3,54.3,2101,Ohio,"Delaware County, OH",Delaware,OhioDelaware,105395,5957
1142,652,Ohio,Fayette,OhioFayette,2020,80,49,35,45.9,16.3,2104,Ohio,"Fayette County, OH",Fayette,OhioFayette,12991,1032
1143,653,Ohio,Franklin,OhioFranklin,2020,102,58,40,24.6,40.0,2105,Ohio,"Franklin County, OH",Franklin,OhioFranklin,652631,52518
1144,654,Ohio,Gallia,OhioGallia,2020,116,43,7,41.2,15.9,2107,Ohio,"Gallia County, OH",Gallia,OhioGallia,11253,976
1145,655,Ohio,Geauga,OhioGeauga,2020,100,61,41,25.3,38.0,2108,Ohio,"Geauga County, OH",Geauga,OhioGeauga,43210,3119
1146,656,Ohio,Greene,OhioGreene,2020,93,51,39,24.5,39.2,2109,Ohio,"Greene County, OH",Greene,OhioGreene,77337,5303
1147,657,Ohio,Guernsey,OhioGuernsey,2020,50,40,3,42.7,14.6,2110,Ohio,"Guernsey County, OH",Guernsey,OhioGuernsey,16708,1588
1148,658,Ohio,Hamilton,OhioHamilton,2020,126,70,48,26.3,37.9,2111,Ohio,"Hamilton County, OH",Hamilton,OhioHamilton,383560,32306
1149,659,Ohio,Hancock,OhioHancock,2020,21,21,0,36.0,27.1,2112,Ohio,"Hancock County, OH",Hancock,OhioHancock,38943,2860
1150,660,Ohio,Harrison,OhioHarrison,2020,49,23,1,47.9,11.6,2114,Ohio,"Harrison County, OH",Harrison,OhioHarrison,6133,621
1151,661,Ohio,Jefferson,OhioJefferson,2020,112,58,37,44.8,15.8,2121,Ohio,"Jefferson County, OH",Jefferson,OhioJefferson,24721,2775
1152,662,Ohio,Knox,OhioKnox,2020,80,49,38,39.8,23.0,2122,Ohio,"Knox County, OH",Knox,OhioKnox,29315,1929
1153,663,Ohio,Lake,OhioLake,2020,140,59,37,31.8,27.4,2123,Ohio,"Lake County, OH",Lake,OhioLake,110740,10136
1154,664,Ohio,Lawrence,OhioLawrence,2020,77,51,35,43.9,14.9,2124,Ohio,"Lawrence County, OH",Lawrence,OhioLawrence,21825,2024
1155,665,Ohio,Licking,OhioLicking,2020,77,48,37,34.3,26.1,2125,Ohio,"Licking County, OH",Licking,OhioLicking,84753,5935
1156,666,Ohio,Lorain,OhioLorain,2020,154,51,35,31.0,24.9,2127,Ohio,"Lorain County, OH",Lorain,OhioLorain,134333,14728
1157,667,Ohio,Lucas,OhioLucas,2020,136,61,38,29.7,26.3,2128,Ohio,"Lucas County, OH",Lucas,OhioLucas,187666,21679
1158,668,Ohio,Madison,OhioMadison,2020,84,51,39,41.6,17.5,2129,Ohio,"Madison County, OH",Madison,OhioMadison,19598,1236
1159,669,Ohio,Mahoning,OhioMahoning,2020,142,54,38,37.6,24.2,2130,Ohio,"Mahoning County, OH",Mahoning,OhioMahoning,90990,10298
1160,670,Ohio,Medina,OhioMedina,2020,93,51,35,31.0,33.9,2132,Ohio,"Medina County, OH",Medina,OhioMedina,86254,7124
1161,671,Ohio,Miami,OhioMiami,2020,93,49,39,36.6,23.3,2135,Ohio,"Miami County, OH",Miami,OhioMiami,50380,3783
1162,672,Ohio,Montgomery,OhioMontgomery,2020,112,64,44,27.8,27.9,2137,Ohio,"Montgomery County, OH",Montgomery,OhioMontgomery,231691,21730
1163,673,Ohio,Morgan,OhioMorgan,2020,96,9,1,43.9,10.2,2138,Ohio,"Morgan County, OH",Morgan,OhioMorgan,6077,620
1164,674,Ohio,Noble,OhioNoble,2020,87,47,36,47.9,9.9,2141,Ohio,"Noble County, OH",Noble,OhioNoble,4207,449
1165,675,Ohio,Portage,OhioPortage,2020,101,55,39,36.6,29.0,2147,Ohio,"Portage County, OH",Portage,OhioPortage,79554,6229
1166,676,Ohio,Preble,OhioPreble,2020,101,54,38,43.9,16.3,2148,Ohio,"Preble County, OH",Preble,OhioPreble,19757,1418
1167,677,Ohio,Scioto,OhioScioto,2020,92,31,14,41.2,15.7,2153,Ohio,"Scioto County, OH",Scioto,OhioScioto,26808,2546
1168,678,Ohio,Stark,OhioStark,2020,119,62,42,38.2,22.8,2156,Ohio,"Stark County, OH",Stark,OhioStark,169291,14858
1169,679,Ohio,Summit,OhioSummit,2020,114,59,39,30.2,32.5,2157,Ohio,"Summit County, OH",Summit,OhioSummit,248140,22267
1170,680,Ohio,Trumbull,OhioTrumbull,2020,153,52,37,44.5,18.7,2158,Ohio,"Trumbull County, OH",Trumbull,OhioTrumbull,76338,8857
1171,681,Ohio,Warren,OhioWarren,2020,115,59,39,25.8,43.0,2163,Ohio,"Warren County, OH",Warren,OhioWarren,111257,7581
1172,682,Ohio,Washington,OhioWashington,2020,108,48,38,40.3,18.8,2164,Ohio,"Washington County, OH",Washington,OhioWashington,24633,2311
1173,683,Ohio,Wood,OhioWood,2020,80,46,34,30.7,33.5,2167,Ohio,"Wood County, OH",Wood,OhioWood,64533,4911
1174,684,Oklahoma,Adair,OklahomaAdair,2020,151,49,33,46.6,11.6,2170,Oklahoma,"Adair County, OK",Adair,OklahomaAdair,7904,488
1175,685,Oklahoma,Canadian,OklahomaCanadian,2020,84,49,36,29.8,27.4,2178,Oklahoma,"Canadian County, OK",Canadian,OklahomaCanadian,71482,4544
1176,686,Oklahoma,Carter,OklahomaCarter,2020,147,64,43,36.7,20.5,2179,Oklahoma,"Carter County, OK",Carter,OklahomaCarter,20051,1506
1177,687,Oklahoma,Cleveland,OklahomaCleveland,2020,121,64,43,24.7,33.4,2183,Oklahoma,"Cleveland County, OK",Cleveland,OklahomaCleveland,134700,7984
1178,688,Oklahoma,Comanche,OklahomaComanche,2020,107,58,40,32.8,22.2,2185,Oklahoma,"Comanche County, OK",Comanche,OklahomaComanche,45028,3239
1179,689,Oklahoma,Creek,OklahomaCreek,2020,93,47,35,40.0,17.0,2188,Oklahoma,"Creek County, OK",Creek,OklahomaCreek,29298,2029
1180,690,Oklahoma,Dewey,OklahomaDewey,2020,99,57,39,41.5,24.0,2191,Oklahoma,"Dewey County, OK",Dewey,OklahomaDewey,2604,131
1181,691,Oklahoma,Garfield,OklahomaGarfield,2020,72,11,0,36.2,22.9,2193,Oklahoma,"Garfield County, OK",Garfield,OklahomaGarfield,25532,1475
1182,692,Oklahoma,Grant,OklahomaGrant,2020,65,44,19,36.9,24.6,2196,Oklahoma,"Grant County, OK",Grant,OklahomaGrant,2694,92
1183,693,Oklahoma,Johnston,OklahomaJohnston,2020,97,49,38,34.9,20.1,2204,Oklahoma,"Johnston County, OK",Johnston,OklahomaJohnston,3465,288
1184,694,Oklahoma,Kay,OklahomaKay,2020,113,58,42,32.4,18.9,2205,Oklahoma,"Kay County, OK",Kay,OklahomaKay,17094,1220
1185,695,Oklahoma,Mayes,OklahomaMayes,2020,51,44,31,39.5,14.3,2218,Oklahoma,"Mayes County, OK",Mayes,OklahomaMayes,18480,980
1186,696,Oklahoma,Muskogee,OklahomaMuskogee,2020,27,6,0,34.4,20.4,2220,Oklahoma,"Muskogee County, OK",Muskogee,OklahomaMuskogee,27643,1778
1187,697,Oklahoma,Oklahoma,OklahomaOklahoma,2020,112,67,45,31.3,25.5,2169,Oklahoma,Oklahoma,Oklahoma,OklahomaOklahoma,1734924,113561
1188,697,Oklahoma,Oklahoma,OklahomaOklahoma,2020,112,67,45,31.3,25.5,2224,Oklahoma,"Oklahoma County, OK",Oklahoma,OklahomaOklahoma,361100,24760
1191,698,Oklahoma,Osage,OklahomaOsage,2020,90,49,36,38.1,18.0,2226,Oklahoma,"Osage County, OK",Osage,OklahomaOsage,19209,1320
1192,699,Oklahoma,Ottawa,OklahomaOttawa,2020,154,60,37,36.3,14.5,2227,Oklahoma,"Ottawa County, OK",Ottawa,OklahomaOttawa,13581,818
1193,700,Oklahoma,Pittsburg,OklahomaPittsburg,2020,141,56,39,38.2,16.1,2230,Oklahoma,"Pittsburg County, OK",Pittsburg,OklahomaPittsburg,15489,1273
1194,701,Oklahoma,Sequoyah,OklahomaSequoyah,2020,141,47,33,38.6,14.4,2237,Oklahoma,"Sequoyah County, OK",Sequoyah,OklahomaSequoyah,15431,1124
1195,702,Oklahoma,Tulsa,OklahomaTulsa,2020,129,58,42,25.4,31.8,2241,Oklahoma,"Tulsa County, OK",Tulsa,OklahomaTulsa,302728,21282
1196,703,Oklahoma,Washington,OklahomaWashington,2020,101,56,40,34.0,28.5,2243,Oklahoma,"Washington County, OK",Washington,OklahomaWashington,21049,1311
1197,704,Oregon,Baker,OregonBaker,2020,200,51,25,31.1,23.7,2248,Oregon,"Baker County, OR",Baker,OregonBaker,6763,522
1198,705,Oregon,Benton,OregonBenton,2020,396,50,18,13.3,54.1,2249,Oregon,"Benton County, OR",Benton,OregonBenton,43645,2612
1199,706,Oregon,Clackamas,OregonClackamas,2020,366,49,30,21.2,37.4,2250,Oregon,"Clackamas County, OR",Clackamas,OregonClackamas,202243,15797
1200,707,Oregon,Columbia,OregonColumbia,2020,268,40,25,33.8,18.5,2252,Oregon,"Columbia County, OR",Columbia,OregonColumbia,22155,1906
1201,708,Oregon,Crook,OregonCrook,2020,561,60,21,33.3,19.8,2254,Oregon,"Crook County, OR",Crook,OregonCrook,9417,911
1202,709,Oregon,Deschutes,OregonDeschutes,2020,583,55,18,21.8,35.4,2256,Oregon,"Deschutes County, OR",Deschutes,OregonDeschutes,90211,7764
1203,710,Oregon,Douglas,OregonDouglas,2020,518,57,22,32.3,17.3,2257,Oregon,"Douglas County, OR",Douglas,OregonDouglas,43757,3658
1204,711,Oregon,Grant,OregonGrant,2020,322,66,33,36.0,18.9,2259,Oregon,"Grant County, OR",Grant,OregonGrant,2944,267
1205,712,Oregon,Harney,OregonHarney,2020,304,72,32,36.6,18.4,2260,Oregon,"Harney County, OR",Harney,OregonHarney,3454,216
1206,713,Oregon,Jackson,OregonJackson,2020,517,70,40,26.1,27.8,2262,Oregon,"Jackson County, OR",Jackson,OregonJackson,96937,8210
1207,714,Oregon,Jefferson,OregonJefferson,2020,595,59,21,30.7,19.4,2263,Oregon,"Jefferson County, OR",Jefferson,OregonJefferson,9482,848
1208,715,Oregon,Josephine,OregonJosephine,2020,472,73,26,31.0,17.5,2264,Oregon,"Josephine County, OR",Josephine,OregonJosephine,33277,2847
1209,716,Oregon,Klamath,OregonKlamath,2020,679,124,41,31.0,20.0,2265,Oregon,"Klamath County, OR",Klamath,OregonKlamath,26957,2554
1210,717,Oregon,Lake,OregonLake,2020,165,66,23,34.5,16.4,2266,Oregon,"Lake County, OR",Lake,OregonLake,3441,206
1211,718,Oregon,Lane,OregonLane,2020,550,75,40,23.2,30.5,2267,Oregon,"Lane County, OR",Lane,OregonLane,164364,14103
1212,719,Oregon,Linn,OregonLinn,2020,502,63,27,29.0,19.3,2269,Oregon,"Linn County, OR",Linn,OregonLinn,54251,4568
1213,720,Oregon,Marion,OregonMarion,2020,641,58,32,26.6,23.5,2271,Oregon,"Marion County, OR",Marion,OregonMarion,151713,11304
1214,721,Oregon,Multnomah,OregonMultnomah,2020,477,58,33,17.0,45.9,2273,Oregon,"Multnomah County, OR",Multnomah,OregonMultnomah,418070,39302
1215,722,Oregon,Umatilla,OregonUmatilla,2020,463,55,35,28.5,17.2,2277,Oregon,"Umatilla County, OR",Umatilla,OregonUmatilla,34496,2505
1216,723,Oregon,Union,OregonUnion,2020,288,48,20,32.2,24.5,2278,Oregon,"Union County, OR",Union,OregonUnion,11109,944
1217,724,Oregon,Wallowa,OregonWallowa,2020,198,53,20,28.6,26.4,2279,Oregon,"Wallowa County, OR",Wallowa,OregonWallowa,3227,246
1218,725,Oregon,Wasco,OregonWasco,2020,417,45,18,29.1,19.6,2280,Oregon,"Wasco County, OR",Wasco,OregonWasco,12477,953
1219,726,Oregon,Washington,OregonWashington,2020,416,56,31,17.4,44.4,2281,Oregon,"Washington County, OR",Washington,OregonWashington,300742,20837
1220,727,Pennsylvania,Adams,PennsylvaniaAdams,2020,86,54,40,39.9,22.3,2285,Pennsylvania,"Adams County, PA",Adams,PennsylvaniaAdams,50293,3742
1221,728,Pennsylvania,Allegheny,PennsylvaniaAllegheny,2020,128,79,47,27.0,41.6,2286,Pennsylvania,"Allegheny County, PA",Allegheny,PennsylvaniaAllegheny,578590,57367
1222,729,Pennsylvania,Armstrong,PennsylvaniaArmstrong,2020,122,54,39,49.0,16.7,2287,Pennsylvania,"Armstrong County, PA",Armstrong,PennsylvaniaArmstrong,28377,3074
1223,730,Pennsylvania,Beaver,PennsylvaniaBeaver,2020,142,62,42,36.8,24.7,2288,Pennsylvania,"Beaver County, PA",Beaver,PennsylvaniaBeaver,74445,8518
1224,731,Pennsylvania,Berks,PennsylvaniaBerks,2020,102,58,40,36.7,24.9,2290,Pennsylvania,"Berks County, PA",Berks,PennsylvaniaBerks,191443,20043
1225,732,Pennsylvania,Blair,PennsylvaniaBlair,2020,87,54,38,45.0,21.3,2291,Pennsylvania,"Blair County, PA",Blair,PennsylvaniaBlair,54053,5152
1226,733,Pennsylvania,Bradford,PennsylvaniaBradford,2020,81,48,37,47.0,18.7,2292,Pennsylvania,"Bradford County, PA",Bradford,PennsylvaniaBradford,25992,2107
1227,734,Pennsylvania,Bucks,PennsylvaniaBucks,2020,115,46,33,28.2,41.3,2293,Pennsylvania,"Bucks County, PA",Bucks,PennsylvaniaBucks,310681,28120
1228,735,Pennsylvania,Cambria,PennsylvaniaCambria,2020,89,56,38,45.4,21.1,2295,Pennsylvania,"Cambria County, PA",Cambria,PennsylvaniaCambria,50872,5363
1229,736,Pennsylvania,Centre,PennsylvaniaCentre,2020,90,51,38,29.4,45.5,2298,Pennsylvania,"Centre County, PA",Centre,PennsylvaniaCentre,71955,4461
1230,737,Pennsylvania,Chester,PennsylvaniaChester,2020,143,55,39,20.8,53.0,2299,Pennsylvania,"Chester County, PA",Chester,PennsylvaniaChester,262061,18035
1231,738,Pennsylvania,Clearfield,PennsylvaniaClearfield,2020,54,42,31,49.5,15.1,2301,Pennsylvania,"Clearfield County, PA",Clearfield,PennsylvaniaClearfield,32307,3275
1232,739,Pennsylvania,Cumberland,PennsylvaniaCumberland,2020,137,55,33,32.0,36.6,2305,Pennsylvania,"Cumberland County, PA",Cumberland,PennsylvaniaCumberland,121949,8702
1233,740,Pennsylvania,Dauphin,PennsylvaniaDauphin,2020,116,61,40,33.2,30.8,2306,Pennsylvania,"Dauphin County, PA",Dauphin,PennsylvaniaDauphin,131661,12767
1234,741,Pennsylvania,Delaware,PennsylvaniaDelaware,2020,129,64,43,30.2,39.0,2307,Pennsylvania,"Delaware County, PA",Delaware,PennsylvaniaDelaware,267759,26947
1235,742,Pennsylvania,Elk,PennsylvaniaElk,2020,67,44,34,48.0,19.6,2308,Pennsylvania,"Elk County, PA",Elk,PennsylvaniaElk,13337,1871
1236,743,Pennsylvania,Erie,PennsylvaniaErie,2020,87,49,34,38.5,27.9,2309,Pennsylvania,"Erie County, PA",Erie,PennsylvaniaErie,114331,12418
