,county,state,Abbreviation,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,MeanCommute
2354,Randolph,Alabama,AlabamaRandolph,10824,8548,2203,39485,3413,23.4,13.4,21.1,12.8,29.3,4,26.3
2355,Randolph,Arkansas,ArkansasRandolph,6769,5327,1203,35930,2002,29.7,17.7,17.4,13.4,21.8,2.5,28.6
2356,Randolph,Georgia,GeorgiaRandolph,3074,1391,1671,30640,3901,27.7,19.7,20.2,9.5,22.9,6,21.4
2357,Randolph,Illinois,IllinoisRandolph,14896,11065,3590,49717,1994,24.7,19.3,20,12.5,23.5,2.7,25.2
2358,Randolph,Indiana,IndianaRandolph,11078,8312,2512,44985,2176,26,15.5,19.3,12.4,26.8,4.7,24.5
2359,Randolph,Missouri,MissouriRandolph,10742,8018,2485,44754,3583,29,16.8,27.2,10.6,16.5,3.5,21.4
2360,Randolph,North Carolina,North CarolinaRandolph,72788,56589,15506,43598,978,26.7,14.9,23,11,24.3,2.5,23.8
2361,Randolph,West Virginia ,West Virginia Randolph,12200,8673,3362,40094,3137,29.6,23.9,21,12,13.5,3.8,21.4
2362,Rankin,Mississippi,MississippiRankin,53400,39025,13496,61605,1506,40.1,15.1,25.2,10.4,9.3,2.5,25.4
2363,Ransom,New Dakota,New DakotaRansom,2454,1418,945,62524,4175,31.4,19.1,13.9,12.2,23.5,9.6,18.6
2364,Rapides,Lousiana,LousianaRapides,58865,38347,19475,42655,1524,32.4,22.3,23.1,10.2,12,2.3,22.5
2365,Rappahannock,Virginia,VirginiaRappahannock,4964,2812,2096,62541,6964,39.6,18,24.5,12.4,5.5,7.9,37.9
2366,Ravalli,Montana,MontanaRavalli,28490,19103,8757,44733,3625,34.9,18.7,21.1,14.8,10.5,8.2,22.8
2367,Rawlins,Kansas,KansasRawlins,1496,1253,214,50893,4620,41.9,13.1,20.6,15,9.4,11.3,15
2368,Ray,Missouri,MissouriRay,11654,8328,3107,57270,3475,26,15.6,21.5,12.6,24.3,2.6,30.3
2369,Reagan,Texas,TexasReagan,1124,942,172,59760,22731,19.7,9,25.9,25.8,19.6,2.5,16.6
2370,Real,Texas,TexasReal,1982,1643,320,36493,6844,28.9,23.6,29.7,13.6,4.3,11.4,16.3
2371,Red,Minnesota,MinnesotaRed,2190,1450,689,52500,4838,30.4,13.6,25.3,13.2,17.6,4.8,22.2
2372,Red,Texas,TexasRed,5800,4513,1244,35356,2876,26.5,18.7,20.1,14.5,20.3,4.2,30.7
2373,Red,Lousiana,LousianaRed,4132,2413,1644,41510,6776,27,19,20.4,18.7,15,5.2,33.9
2374,Red,Nebraska,NebraskaRed,5452,4525,811,42882,5099,28.6,20.8,24.3,10.3,16.1,6.1,12.2
2375,Redwood,Minnesota,MinnesotaRedwood,8290,5775,2358,51871,2249,33.1,19.5,18.9,12.8,15.7,9.2,17.9
2376,Reeves,Texas,TexasReeves,3683,2249,1394,49390,6945,22.5,21,20.1,15.9,20.5,2.9,16.8
2377,Refugio,Texas,TexasRefugio,3366,2210,1108,50338,6218,24.1,25.7,16.3,17.4,16.4,2.1,22.7
2378,Reno,Kansas,KansasReno,27245,17948,8602,47897,1385,31.4,19.1,23.5,10.6,15.4,3.4,17.5
2379,Rensselaer,New York,New YorkRensselaer,65285,33371,30450,63166,1695,39.9,16.8,24.4,8.3,10.6,3.4,24.4
2380,Renville,Minnesota,MinnesotaRenville,8115,5465,2497,56721,2287,32.8,15.1,18.2,14.5,19.4,8.5,19.5
2381,Renville,New Dakota,New DakotaRenville,1319,1065,220,66023,2938,35.3,13.4,21,17,13.4,9.2,26.6
2382,Republic,Kansas,KansasRepublic,2643,2172,420,43489,3326,38.9,14.8,19.4,12.7,14.2,8.4,17.6
2383,Reynolds,Missouri,MissouriReynolds,3298,2733,529,40265,4918,25.6,22,12.7,15.7,23.9,3.8,22.8
2384,Rhea,Tennessee,TennesseeRhea,13608,11031,2363,39368,2581,26.4,18.6,19.6,12.1,23.3,3.5,22.7
2385,Rice,Kansas,KansasRice,4230,3187,953,48333,5611,34.7,18.3,17.5,14.7,14.8,2.2,16.5
2386,Rice,Minnesota,MinnesotaRice,35608,17463,17402,63311,1942,35.6,17.2,20.6,9.7,16.9,13.5,22.7
2387,Rich,Utah,UtahRich,1320,1118,178,52917,11088,29.2,11.9,23.7,25.9,9.2,9.4,21.6
2388,Richardson,Nebraska,NebraskaRichardson,4018,2981,981,46839,4134,33.5,16.8,16.1,15.1,18.5,4.3,18.6
2389,Richland,Illinois,IllinoisRichland,9343,7988,1355,46454,3015,28.6,16.8,21,10.4,23.2,2.6,19.2
2390,Richland,Montana,MontanaRichland,5789,4792,874,66572,3801,28.2,13.4,23.3,21.7,13.4,4.2,16
2391,Richland,New Dakota,New DakotaRichland,7812,5072,2510,60551,3224,33.9,16.4,17.2,12.6,19.9,5.6,18.2
2392,Richland,Ohio,OhioRichland,58601,40534,17231,44138,1267,27.9,19.4,23.6,8,21.2,3.1,22.2
2393,Richland,South Carolina,South CarolinaRichland,193822,58313,132570,52082,875,38.9,18.9,26.5,5.5,10.3,3.2,21.4
2394,Richland,Wisconsin,WisconsinRichland,9014,4871,3995,48234,2146,28,16.1,20.1,13.1,22.8,5.8,24.4
2395,Richland,Lousiana,LousianaRichland,9940,6607,3225,34745,4692,24.8,24.6,23.5,14.5,12.7,1,20.8
2396,Richmond,Georgia,GeorgiaRichmond,87016,26781,59124,39430,1339,29.9,22.5,26,9,12.6,2.1,20.5
2397,Richmond,North Carolina,North CarolinaRichmond,20683,11808,8718,33607,2248,25.7,18.8,22.5,12.5,20.5,2,21.5
2398,Richmond,New York,New YorkRichmond,178751,110094,67223,76244,1481,40.7,19.3,23.2,8.7,8.1,2.5,44
2399,Richmond,Virginia,VirginiaRichmond,4091,2547,1513,47341,4376,32.1,16,21.9,14,16,11.1,24.7
2400,Richmond,Virginia,VirginiaRichmond,109674,16500,91503,42356,832,41,21.1,22.3,6.4,9.1,4.2,21.9
2401,Riley,Kansas,KansasRiley,23855,11174,11940,48428,2099,42.6,21.5,21.7,6.9,7.3,5.9,14.9
2402,Ringgold,Iowa,IowaRinggold,2709,1964,708,50642,2948,32.6,18.5,19.5,14.6,14.8,9.4,20.3
2403,Rio,New Mexico,New MexicoRio,16511,5390,10896,33422,2549,37.4,25.4,21.7,8.4,7,3.9,27.2
2404,Rio,Colorado,ColoradoRio,3672,3047,557,57991,8135,27.8,16.4,18.4,25.3,12.2,7,17.3
2405,Rio,Colorado,ColoradoRio,6280,3645,2488,38534,3781,27.8,16.9,23.7,20.7,10.9,3.6,17.4
2406,Ripley,Indiana,IndianaRipley,14264,11261,2774,53698,1431,27.7,16.3,20.4,13.1,22.6,4.1,27.2
2407,Ripley,Missouri,MissouriRipley,5743,4838,833,33849,4044,27.7,22.2,21.8,9.7,18.7,4,24.8
2408,Ritchie,West Virginia ,West Virginia Ritchie,4283,3649,586,41497,4226,20.2,21,21.6,15,22.2,2.2,25.6
2409,Riverside,California,CaliforniaRiverside,722913,323026,387200,60807,429,29.4,21.4,24.6,11.4,13.2,5.2,33.1
2410,Roane,Tennessee,TennesseeRoane,25914,19195,6034,45407,2707,31.8,18.6,23.3,8.1,18.2,3.3,27.4
2411,Roane,West Virginia ,West Virginia Roane,5763,4213,1455,37931,3412,31.5,17.3,20.6,16.1,14.5,3.8,31.9
2412,Roanoke,Virginia,VirginiaRoanoke,57439,34268,22261,62134,1707,41.8,15.2,25.5,6.4,11.1,4.3,22.4
2413,Roanoke,Virginia,VirginiaRoanoke,43157,15607,26773,41483,1343,31.9,21.4,24.9,7.9,13.8,2.6,20.8
2414,Roberts,South Dakota,South DakotaRoberts,4307,2404,1828,51228,2029,37.3,19.5,17.1,11.4,14.8,4.8,18.6
2415,Roberts,Texas,TexasRoberts,550,529,17,79167,8098,46.2,15.2,14.2,9.3,15.2,6.3,22.2
2416,Robertson,Kentucky,KentuckyRobertson,1146,884,253,30694,6901,30.6,12.8,18.2,16.2,22.1,1.5,34.4
2417,Robertson,Tennessee,TennesseeRobertson,33712,24535,8690,57424,2330,31.7,15.6,23.2,13.3,16.3,4.2,29.3
2418,Robertson,Texas,TexasRobertson,8080,5631,2359,52189,5130,30.1,16.1,21.2,16,16.6,3.5,24.4
2419,Robeson,North Carolina,North CarolinaRobeson,44384,26012,18094,32407,916,25.6,19.2,20.4,14,20.8,1.4,23.8
2420,Rock,Minnesota,MinnesotaRock,5235,3580,1554,56753,3817,35.3,15.9,20.4,13,15.4,6.7,19.2
2421,Rock,Nebraska,NebraskaRock,841,744,84,52361,6729,37.6,17.9,18.2,18.9,7.4,14.2,16.2
2422,Rock,Wisconsin,WisconsinRock,85348,37133,46649,53410,1255,30.3,17.3,22.1,9,21.4,3.5,22.8
2423,Rock,Illinois,IllinoisRock,66750,28585,36647,51426,957,29.5,19.5,23,8.5,19.5,2.7,19.1
2424,Rockbridge,Virginia,VirginiaRockbridge,12368,8047,4022,53918,3825,34.3,16.8,21.3,11,16.5,7.5,23.5
2425,Rockcastle,Kentucky,KentuckyRockcastle,7783,6577,1134,35888,2619,28.4,13.5,23.8,12.2,22.1,1.7,24.7
2426,Rockdale,Georgia,GeorgiaRockdale,44686,13012,31244,54175,1805,34.1,17.3,24.3,8.7,15.5,4.3,29.5
2427,Rockingham,North Carolina,North CarolinaRockingham,47241,30997,15811,41700,1157,24.7,19.5,23.6,11.1,21.1,3.5,25.6
2428,Rockingham,New Hampshire,New HampshireRockingham,,,,85619,1358,43.6,13.4,24.7,8.4,9.9,6.6,30.2
2429,Rockingham,Virginia,VirginiaRockingham,43646,30349,12644,57651,1698,32.3,15.3,24.6,12.1,15.7,5,21.7
2430,Rockland,New York,New YorkRockland,116024,63830,50926,88571,1624,44.3,19.3,23,6.7,6.7,5,31
2431,Rockwall,Texas,TexasRockwall,57792,38842,18149,93269,3672,47.5,13.2,24.1,7.3,8,5.9,33.4
2432,Roger,Oklahoma,OklahomaRoger,1834,1629,168,51286,5992,29.6,13.5,28.2,14,14.7,8.6,20.7
2433,Rogers,Oklahoma,OklahomaRogers,44553,34031,9589,61320,1290,34.8,15.4,24.1,11.7,13.9,3.4,24.2
2434,Rolette,New Dakota,New DakotaRolette,3804,1257,2482,36170,3571,38.3,20.1,19.4,13.7,8.5,7.3,16.9
2435,Rooks,Kansas,KansasRooks,2661,2294,332,48352,4607,33.7,19.7,20.2,14.5,12,6.2,16
2436,Roosevelt,Montana,MontanaRoosevelt,4015,1991,1902,39219,3802,29.3,25.3,19.6,13.6,12.2,4.6,14.1
2437,Roosevelt,New Mexico,New MexicoRoosevelt,6608,4634,1802,35928,3076,33.5,24.4,19,12.1,11.1,2.3,17.6
2438,Roscommon,Michigan,MichiganRoscommon,15018,9670,5166,37834,1505,25.1,19.5,28.4,11.8,15.2,4.7,22.5
2439,Roseau,Minnesota,MinnesotaRoseau,8390,6053,2182,56273,2017,27.8,13,16,9.4,33.8,5.3,17.1
2440,Rosebud,Montana,MontanaRosebud,3782,2485,1199,54709,4136,33.5,22.7,12.1,20.3,11.5,6.9,12.8
2441,Ross,Ohio,OhioRoss,32531,21687,10345,45792,2053,29.5,19.1,23.5,8.3,19.6,2.5,25.7
2442,Routt,Colorado,ColoradoRoutt,16767,5883,10523,67472,4036,34.2,24.3,23,11.3,7.2,9.2,17.9
2443,Rowan,Kentucky,KentuckyRowan,10058,5994,3880,36411,3640,34.3,23,21,8.4,13.3,3.7,22.1
2444,Rowan,North Carolina,North CarolinaRowan,72756,49053,22889,46978,1605,29,17.6,21.4,12.6,19.3,2.9,24.2
2445,Runnels,Texas,TexasRunnels,4262,3682,531,41226,3957,31.1,15.2,21.8,17.9,14,2.8,21.9
2446,Rush,Indiana,IndianaRush,7932,6035,1754,47955,3688,24.4,14.2,22.8,14.3,24.3,4.7,26
2447,Rush,Kansas,KansasRush,1748,1425,291,43594,6991,35.1,18.9,19,15.1,11.8,8.2,19
2448,Rusk,Texas,TexasRusk,21367,16511,4624,49270,2855,26.7,18.2,20.7,15.9,18.5,3.3,24.3
2449,Rusk,Wisconsin,WisconsinRusk,7886,5257,2517,41930,1599,23.2,14.2,21,14.1,27.4,7.5,21.4
2450,Russell,Alabama,AlabamaRussell,21108,9796,11078,38988,2253,28.7,20.2,25.2,9.4,16.4,2.8,24.1
2451,Russell,Kansas,KansasRussell,3429,2765,591,48427,3823,34.2,18.1,15.2,13.8,18.7,3.4,14.7
2452,Russell,Kentucky,KentuckyRussell,8939,7506,1329,34660,2755,28.3,15.3,18.7,10.8,26.9,2.3,20.6
2453,Russell,Virginia,VirginiaRussell,13368,10879,2373,40083,2026,31.8,14.6,23.9,14.5,15.3,3.5,28.1
2454,Rutherford,North Carolina,North CarolinaRutherford,34076,24631,9049,38573,2221,28.9,17.7,19.1,11.3,23,3.4,25.8
2455,Rutherford,Tennessee,TennesseeRutherford,143931,81373,59189,62149,1156,35,14.9,26.5,8.1,15.5,3.9,28.5
2456,Rutland,Vermont,VermontRutland,8000,3026,4679,52635,1977,34.2,19.5,23.1,10.8,12.5,5.2,21.1
2457,Sabine,Texas,TexasSabine,5461,4767,662,33561,2735,18.7,19.2,29.8,14.9,17.3,4.1,22.2
2458,Sabine,Lousiana,LousianaSabine,10596,8776,1731,40695,2615,29,16.3,19.6,18.5,16.6,2.7,32.1
2459,Sac,Iowa,IowaSac,5527,4061,1389,53254,2120,29.7,18.1,22.2,11.6,18.4,5.2,17.1
2460,Sacramento,California,CaliforniaSacramento,536614,186311,338632,60239,475,38.4,19.6,24.8,7.9,9.3,5.5,26.9
2461,Sagadahoc,Maine,MaineSagadahoc,,,,60457,2953,36.8,17.9,21.6,12.7,10.9,5.7,22.9
2462,Saginaw,Michigan,MichiganSaginaw,103347,50785,51088,45034,1104,30.5,21.4,24.6,8.3,15.2,3.5,21.7
2463,Saguache,Colorado,ColoradoSaguache,3337,1389,1857,34765,4061,30.5,13.5,16.6,26.5,12.9,8.3,18.8
2464,Salem,New Jersey,New JerseySalem,31923,17768,13486,63934,3042,32.5,16.5,22.3,12.1,16.6,2.5,25.6
2465,Salem,Virginia,VirginiaSalem,13053,7685,5148,53990,2528,37,19.2,26.5,6.3,11,4.7,19.6
2466,Saline,Arkansas,ArkansasSaline,56903,39519,16042,58985,2015,35.4,15.7,27.3,9.9,11.5,2.7,26.1
2467,Saline,Illinois,IllinoisSaline,11079,8096,2786,40722,2498,26.8,22.5,22.9,13.3,14.5,1.5,23.1
2468,Saline,Kansas,KansasSaline,23911,15313,8022,49728,1876,33.1,17.8,20.7,8.9,19.4,2.9,14.8
2469,Saline,Missouri,MissouriSaline,9528,6447,2903,41567,2050,29.8,19.5,19.2,9.9,21.6,3.2,16.5
2470,Saline,Nebraska,NebraskaSaline,5770,3631,1986,50932,3970,24.6,17.5,17,12.6,28.4,3.9,20
2471,Salt,Utah,UtahSalt,522305,221536,280925,67922,923,38.8,14.8,26.5,7.9,12,5.6,22.1
2472,Saluda,South Carolina,South CarolinaSaluda,9274,6210,2963,41885,3660,24.6,17.3,18.7,18.3,21.2,2.4,29.8
2473,Sampson,North Carolina,North CarolinaSampson,28350,17330,10832,37765,2224,25.2,16.5,20.4,17,21,3.1,25.6
2474,San,Texas,TexasSan,3998,3005,979,32394,6068,28.1,15,23.3,12.2,21.3,3,26.7
2475,San,California,CaliforniaSan,28317,10412,17315,80760,3889,29.1,18.5,22,16.9,13.5,3.4,34.1
2476,San,California,CaliforniaSan,675896,294786,367354,57156,594,29,18.8,25.4,10.1,16.7,4.7,30.9
2477,San,California,CaliforniaSan,1582217,592617,953278,70588,617,41.3,19.6,23,7.6,8.4,7,25.7
2478,San,California,CaliforniaSan,440418,55988,375630,96265,1349,55,16.5,19.5,3.5,5.5,6.7,32.8
2479,San,Texas,TexasSan,12628,10154,2332,43421,5938,22,17.4,23.8,22.4,14.4,2.6,41.3
2480,San,California,CaliforniaSan,199069,79830,115494,57813,863,27.5,18.8,23.6,13.6,16.6,4,32
2481,San,Colorado,ColoradoSan,563,202,342,46397,6858,28.9,27.2,23,12.5,8.5,2.6,12.3
2482,San,New Mexico,New MexicoSan,52293,32874,18081,49686,1618,28.3,19.9,23.4,15.9,12.5,2.7,23.9
2483,San,Utah,UtahSan,6677,3454,3004,42581,4124,33.2,22.1,18.4,14,12.2,9.2,20.6
2484,San,Washington,WashingtonSan,12896,2994,9606,60271,1726,39.7,20.1,18.6,13.5,8,10.6,14.9
2485,San,California,CaliforniaSan,153409,64514,85183,67175,1720,39.2,20.6,22,10.1,8.2,6.7,21.8
2486,San,California,CaliforniaSan,358289,72284,279360,105667,1195,47.4,17.2,22,6,7.4,4.8,28.2
2487,San,Colorado,ColoradoSan,5057,1081,3890,62243,4055,37.8,21,21.3,10.3,9.6,14.1,19.1
2488,San,New Mexico,New MexicoSan,11531,3421,7888,29168,2833,33.6,25.9,23.5,10.8,6.2,9.6,20.8
2489,San,Texas,TexasSan,25850,16495,8971,53332,2067,26,20,21.8,18.2,14,3.2,23.6
2490,San,Texas,TexasSan,2602,2308,287,40301,4626,29,16.8,14.8,24.5,14.9,4.1,25.8
2491,Sanborn,South Dakota,South DakotaSanborn,1185,905,257,54677,3814,34.8,13.5,19.8,14.8,17.1,14,21.5
2492,Sanders,Montana,MontanaSanders,7651,5660,1819,36445,4172,29.3,21.2,20,15.9,13.6,17.3,19.3
2493,Sandoval,New Mexico,New MexicoSandoval,76562,34174,40588,60345,1942,39.7,17.8,25.6,9.4,7.5,5.7,28.4
2494,Sandusky,Ohio,OhioSandusky,29490,18487,10391,50370,1439,25.3,16.7,19.7,10.6,27.6,2.8,20.3
2495,Sangamon,Illinois,IllinoisSangamon,104395,53303,48756,58687,1256,41.2,18.2,25.1,6.5,9,3.9,19.6
2496,Sanilac,Michigan,MichiganSanilac,22446,16194,5966,44417,1319,27,16.5,20.4,14,22.1,5.9,27.5
2497,Sanpete,Utah,UtahSanpete,12280,10173,1746,50928,2718,34.2,16.3,21.3,15,13.1,7.2,21
2498,Santa,California,CaliforniaSanta,194378,63583,126419,68023,1420,35.2,21.7,21,14.1,8.1,5.8,19.4
2499,Santa,California,CaliforniaSanta,808509,203648,587945,106761,858,52.1,15.1,18.6,6.3,7.9,4.8,28
2500,Santa,Arizona,ArizonaSanta,19556,6194,13138,39630,2778,25.6,20.8,29.7,10.9,13,4.7,23.5
2501,Santa,California,CaliforniaSanta,141079,26072,111534,73663,1682,40.7,18.8,21.3,10.9,8.2,7.5,26.8
2502,Santa,New Mexico,New MexicoSanta,82198,18325,62507,57945,1544,44.2,19.3,21.9,8,6.7,7.9,22.3
2503,Santa,Florida,FloridaSanta,106857,77349,27582,62731,1578,37.7,15.9,26,10.9,9.4,5.1,28.7
2504,Sarasota,Florida,FloridaSarasota,271063,148323,120050,55236,1026,34.2,21.8,26.7,9.6,7.7,6.6,23.6
2505,Saratoga,New York,New YorkSaratoga,107583,55248,49697,77548,1961,45.8,14.3,23.5,7.7,8.7,5.9,25.3
2506,Sargent,New Dakota,New DakotaSargent,2070,1266,738,60824,3964,30.2,12.1,15.1,12.5,30.1,8.5,13.8
2507,Sarpy,Nebraska,NebraskaSarpy,95409,51518,41029,75752,1666,43,15.2,24.1,8.6,9.1,3.3,20.6
2508,Sauk,Wisconsin,WisconsinSauk,36203,17493,18108,54447,1543,30.9,19.4,22.3,10.8,16.5,4,21.4
2509,Saunders,Nebraska,NebraskaSaunders,12646,9036,3318,65015,2621,35.6,16.5,21.5,12.3,14.1,3.9,25.3
2510,Sawyer,Wisconsin,WisconsinSawyer,10479,5883,4494,43565,1746,29.8,20.9,22.6,12.3,14.5,5,20.3
2511,Schenectady,New York,New YorkSchenectady,60591,27544,31685,61315,1710,38.1,19.1,25.9,6.7,10.2,3.1,22.9
2512,Schleicher,Texas,TexasSchleicher,1158,939,211,63432,8717,29.2,16.5,16.3,21.2,16.7,4.5,29
2513,Schley,Georgia,GeorgiaSchley,2275,1800,462,41267,4344,31.2,16.3,21.5,13.5,17.5,2.8,24.1
2514,Schoharie,New York,New YorkSchoharie,13374,9010,4006,51842,1978,33.9,18.3,22.3,13.7,11.8,4.7,29.7
2515,Schoolcraft,Michigan,MichiganSchoolcraft,4745,3090,1589,37428,3866,25.5,24.9,21.3,13.6,14.7,5,18.8
2516,Schuyler,Illinois,IllinoisSchuyler,3908,2767,1064,47321,4462,27.9,21.8,23.7,10.4,16.2,4.6,24.1
2517,Schuyler,Missouri,MissouriSchuyler,2005,1606,373,38848,2968,27.1,16.2,22.9,14,19.8,4.1,25.4
2518,Schuyler,New York,New YorkSchuyler,8246,5181,2858,47810,3060,35,19,19.9,11,15,4.4,24.8
2519,Schuylkill,Pennsylvania,PennsylvaniaSchuylkill,69522,48100,20425,47642,1383,27.9,16.3,22.5,10.9,22.4,2.6,25.7
2520,Scioto,Ohio,OhioScioto,31146,21926,8876,38978,1851,33.8,19.9,22.3,9.3,14.6,2.5,25.6
2521,Scotland,Missouri,MissouriScotland,1985,1560,387,42939,4351,34.5,17.7,17.4,16.1,14.3,14.1,19.8
2522,Scotland,North Carolina,North CarolinaScotland,14632,7399,7137,32739,2150,27.3,20.9,23.7,7.8,20.1,2.1,21.8
2523,Scott,Arkansas,ArkansasScott,3551,2962,483,37396,4756,23.7,16.9,17.7,14.4,27.3,4.8,19.7
2524,Scott,Iowa,IowaScott,92639,43661,46890,57681,1423,36.4,17.6,23.3,7.9,14.9,4.4,19.1
2525,Scott,Illinois,IllinoisScott,2730,2104,569,48542,6516,30.2,16.4,21.3,11.9,20.2,3.5,25.1
2526,Scott,Indiana,IndianaScott,10176,7328,2698,49243,3702,22.9,15.7,19.8,8.5,33.1,2.9,26
2527,Scott,Kansas,KansasScott,2322,1991,290,62198,14430,44.2,10.9,14.6,20.6,9.8,5.1,14.6
2528,Scott,Kentucky,KentuckyScott,28950,17764,10564,65598,1993,34.5,15.3,19.1,9.1,22,3.7,21.1
2529,Scott,Minnesota,MinnesotaScott,87729,45871,40037,93151,3176,41.2,14.7,23.1,8.6,12.4,5.6,26
2530,Scott,Missouri,MissouriScott,17748,13769,3753,41628,1816,27.3,18.9,23.5,11.1,19.1,3.6,20
2531,Scott,Mississippi,MississippiScott,9386,5688,3575,33601,2084,24.1,16.4,21.1,15.8,22.6,1.6,25.9
2532,Scott,Tennessee,TennesseeScott,9052,8004,986,31875,3034,22.2,13.9,21.4,13.9,28.7,2.8,28.3
2533,Scott,Virginia,VirginiaScott,10845,9063,1692,38725,2734,23.7,17.7,24.6,14.9,19.1,2.1,28.2
2534,Scotts,Nebraska,NebraskaScotts,15259,10810,4133,47975,2266,31.4,17.2,25,13.2,13.3,3.1,15.4
2535,Screven,Georgia,GeorgiaScreven,6628,3916,2661,36556,3573,27.8,16,22.6,11.6,22,2.8,31.1
2536,Scurry,Texas,TexasScurry,5865,4978,818,54565,5212,23.7,17.4,23.3,20.7,15,1.6,16.6
2537,Searcy,Arkansas,ArkansasSearcy,4019,3365,588,36716,4199,25,10.1,23.2,19.9,21.9,4.3,28.9
2538,Sebastian,Arkansas,ArkansasSebastian,46838,31024,14371,40932,1755,29.4,18.1,23.6,9.9,19,2.3,19
2539,Sedgwick,Colorado,ColoradoSedgwick,1441,1120,297,49583,4753,38.8,14.4,20.2,16.5,10.1,4.9,20.6
2540,Sedgwick,Kansas,KansasSedgwick,213552,117653,90820,52841,879,35.8,16.9,23.4,10.1,13.8,3.2,18.8
2541,Seminole,Florida,FloridaSeminole,260699,125217,132486,60739,1116,44.8,15.6,26.9,5.8,6.9,7.1,27.1
2542,Seminole,Georgia,GeorgiaSeminole,3884,2611,1254,33999,2155,34.1,21.9,18.7,7.2,18.2,2.3,22.4
2543,Seminole,Oklahoma,OklahomaSeminole,8337,6011,2150,37741,1507,26.7,18.9,22.2,15,17.3,4.4,23.9
2544,Seneca,New York,New YorkSeneca,12954,7582,5076,51601,1402,33,17.6,23.9,11.1,14.3,4,22.3
2545,Seneca,Ohio,OhioSeneca,25322,16739,8147,49153,1729,26.8,16.7,19.5,9.3,27.8,2.2,21.3
2546,Sequatchie,Tennessee,TennesseeSequatchie,7239,5846,1295,51312,6120,30.3,18.2,22.8,12.7,16.1,4.6,32.4
2547,Sequoyah,Oklahoma,OklahomaSequoyah,15386,12113,3035,37455,1610,28,21.1,21.3,12.2,17.4,2.2,25.4
2548,Sevier,Arkansas,ArkansasSevier,5202,3884,1116,43675,2792,21.2,15.6,18.2,18.9,26.1,2,25.8
2549,Sevier,Tennessee,TennesseeSevier,43574,33742,8695,44473,1797,25.7,25,28.4,9.1,11.8,4.8,24.8
2550,Sevier,Utah,UtahSevier,9731,8427,1032,50850,2452,27,18.8,21.3,16.6,16.2,5.8,16.6
2551,Seward,Kansas,KansasSeward,5099,3285,1736,47535,3069,20.6,15.1,20.2,15.1,29,3.7,14.8
2552,Seward,Nebraska,NebraskaSeward,9142,6490,2438,63095,3306,36.6,16.3,19.5,11.8,15.8,5.5,21.7
2553,Shackelford,Texas,TexasShackelford,1628,1484,130,46685,7316,33.4,17.7,26,14.7,8.2,0.5,20.7
2554,Shannon,Missouri,MissouriShannon,3908,3164,706,31202,2664,24.3,14.8,13.1,16.5,31.3,4.5,25.5
2555,Sharkey,Mississippi,MississippiSharkey,2157,687,1440,30033,3512,46.3,24.4,13.2,11.8,4.4,0.4,21.4
2556,Sharp,Arkansas,ArkansasSharp,7544,5923,1392,31792,1931,26.6,21.6,21.1,15,15.8,3.8,25
2557,Shasta,California,CaliforniaShasta,88761,57894,28889,47258,1104,31.7,21.9,26.3,10.5,9.5,5.8,19.9
2558,Shawano,Wisconsin,WisconsinShawano,22607,15173,7131,51751,1354,28.9,16.5,21,12.5,21.2,6.1,23.1
2559,Shawnee,Kansas,KansasShawnee,84061,39890,42032,54667,1174,38.2,16.8,23.6,8.7,12.8,2.9,18
2560,Sheboygan,Wisconsin,WisconsinSheboygan,66003,37609,27101,56114,1555,30,16.3,21,8.1,24.6,3.9,18.2
2561,Shelby,Alabama,AlabamaShelby,114439,79428,33036,74063,1255,44.3,13.7,26.8,7.4,7.7,4.9,28
2562,Shelby,Iowa,IowaShelby,6781,4697,1959,55638,4343,35.2,12.8,25.2,12,14.9,5.5,18.8
2563,Shelby,Illinois,IllinoisShelby,12049,9396,2488,49807,2404,26.4,20,18.4,12.4,22.8,4.8,23.5
2564,Shelby,Indiana,IndianaShelby,20017,14568,5023,57216,2445,28.7,17.1,19.9,11.4,22.9,2.5,23.5
2565,Shelby,Kentucky,KentuckyShelby,23542,15054,8076,63171,2975,33.3,16.9,23.3,9.7,16.8,4.4,25.4
2566,Shelby,Missouri,MissouriShelby,3355,2699,592,42593,3741,27.7,15.7,21.1,18.1,17.4,8.2,21.5
2567,Shelby,Ohio,OhioShelby,24785,19988,4399,57673,2610,27.4,14.7,20.4,8.6,28.9,2.7,18
2568,Shelby,Tennessee,TennesseeShelby,381858,129543,245208,48415,621,35.1,18,24.7,6.8,15.3,3.2,22.9
2569,Shelby,Texas,TexasShelby,10063,7962,2058,38121,2400,26.8,15.9,17.8,21.8,17.6,2.8,26.3
2570,Shenandoah,Virginia,VirginiaShenandoah,23645,16463,6836,53934,2994,30,17.7,22.2,13.8,16.3,4.4,31
2571,Sherburne,Minnesota,MinnesotaSherburne,55486,36221,18065,83895,1998,34.9,15.5,23.3,10.7,15.6,5,32.4
2572,Sheridan,Kansas,KansasSheridan,1397,1237,144,56607,9624,40.9,11.2,18,15.6,14.3,3.1,13.4
2573,Sheridan,Montana,MontanaSheridan,2029,1402,574,51940,5667,36.2,18.8,22,14.6,8.3,8.4,14.6
2574,Sheridan,New Dakota,New DakotaSheridan,812,688,104,49750,3002,39.2,13.8,18.9,19,9.2,14.5,23.8
