,State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed,Male,Female,Median Age,Population (2014-2020),Unnamed: 0,county,state,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,MeanCommute
336,Maine,Knox,MaineKnox,71,45,31,32.9,33.5,18481,1054,19701,20122,48.4,39823,1512,Knox,Maine,1003.0,540.0,415.0,53117.0,2506.0,33.6,17.2,23.9,15.3,10.0,6.6,17.4
337,Maine,Oxford,MaineOxford,65,44,33,42.0,19.2,24097,1718,28316,29009,46.6,57325,2158,Oxford,Maine,2325.0,1456.0,807.0,44582.0,1758.0,27.7,20.8,20.8,14.6,16.0,5.0,28.4
338,Maine,Penobscot,MainePenobscot,73,44,29,33.6,27.7,70710,4007,75196,76552,42.1,151748,2198,Penobscot,Maine,851.0,306.0,512.0,47886.0,1189.0,35.5,20.2,24.5,9.9,10.0,4.1,22.5
339,Maine,Washington,MaineWashington,61,44,33,38.0,22.0,12575,833,15614,16080,48.0,31694,2933,Washington,Maine,988.0,540.0,415.0,40328.0,1454.0,28.9,19.8,18.1,18.7,14.5,6.3,20.9
340,Maine,York,MaineYork,87,47,39,30.0,32.5,104935,5949,99029,104073,44.9,203102,3099,York,Maine,9658.0,3352.0,6117.0,62618.0,1559.0,35.6,18.2,23.7,10.0,12.5,5.7,28.0
341,Maryland,Allegany,MarylandAllegany,9,3,1,41.8,18.9,28437,2398,37646,34331,41.7,71977,39,Allegany,Maryland,29130.0,20213.0,8464.0,42771.0,1485.0,29.9,23.4,24.8,8.8,13.1,1.7,20.9
342,Maryland,Anne Arundel,MarylandAnne,108,49,32,23.7,41.7,292309,18104,281176,286520,38.4,567696,65,Anne,Maryland,293582.0,123337.0,164255.0,94502.0,1251.0,47.0,15.4,23.0,7.5,7.1,5.1,30.2
343,Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,415263,30432,392421,435204,39.3,827625,119,Baltimore,Maryland,346035.0,130085.0,210155.0,71810.0,964.0,43.4,16.6,24.4,7.0,8.6,4.0,29.5
344,Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,415263,30432,392421,435204,39.3,827625,120,Baltimore,Maryland,220296.0,23872.0,193130.0,46641.0,774.0,42.1,20.7,21.8,5.3,10.0,3.8,30.7
345,Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,415263,30432,288691,326009,35.1,614700,119,Baltimore,Maryland,346035.0,130085.0,210155.0,71810.0,964.0,43.4,16.6,24.4,7.0,8.6,4.0,29.5
346,Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,415263,30432,288691,326009,35.1,614700,120,Baltimore,Maryland,220296.0,23872.0,193130.0,46641.0,774.0,42.1,20.7,21.8,5.3,10.0,3.8,30.7
347,Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,256482,24705,392421,435204,39.3,827625,119,Baltimore,Maryland,346035.0,130085.0,210155.0,71810.0,964.0,43.4,16.6,24.4,7.0,8.6,4.0,29.5
348,Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,256482,24705,392421,435204,39.3,827625,120,Baltimore,Maryland,220296.0,23872.0,193130.0,46641.0,774.0,42.1,20.7,21.8,5.3,10.0,3.8,30.7
349,Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,256482,24705,288691,326009,35.1,614700,119,Baltimore,Maryland,346035.0,130085.0,210155.0,71810.0,964.0,43.4,16.6,24.4,7.0,8.6,4.0,29.5
350,Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,256482,24705,288691,326009,35.1,614700,120,Baltimore,Maryland,220296.0,23872.0,193130.0,46641.0,774.0,42.1,20.7,21.8,5.3,10.0,3.8,30.7
351,Maryland,Calvert,MarylandCalvert,67,44,35,30.3,32.4,46006,2537,45307,45775,40.8,91082,357,Calvert,Maryland,48023.0,24957.0,22185.0,100350.0,4007.0,41.0,15.0,23.0,13.0,8.1,5.3,41.9
352,Maryland,Carroll,MarylandCarroll,84,49,39,29.4,36.4,88333,4740,82841,84681,42.4,167522,394,Carroll,Maryland,96848.0,58883.0,35316.0,90510.0,1770.0,44.0,15.5,22.3,10.6,7.7,4.7,35.6
353,Maryland,Cecil,MarylandCecil,97,49,34,36.1,23.9,48988,3095,51149,51368,40.4,102517,431,Cecil,Maryland,45853.0,28797.0,16053.0,70516.0,2476.0,35.2,16.3,21.5,12.9,14.1,4.6,29.3
354,Maryland,Charles,MarylandCharles,58,44,34,31.7,28.9,80309,5790,76071,81600,38.3,157671,444,Charles,Maryland,81617.0,24227.0,56204.0,93973.0,2130.0,42.2,17.0,24.7,8.6,7.4,3.7,43.9
355,Maryland,Dorchester,MarylandDorchester,84,47,35,38.5,21.2,14923,1067,15335,16926,44.5,32261,796,Dorchester,Maryland,13371.0,7804.0,5295.0,50532.0,3733.0,31.8,20.0,23.4,10.2,14.6,2.6,26.3
356,Maryland,Frederick,MarylandFrederick,90,49,40,24.1,41.4,124969,7898,122524,125948,39.2,248472,971,Frederick,Maryland,139768.0,62057.0,74622.0,88502.0,1557.0,46.1,15.5,22.3,8.8,7.4,6.1,35.0
357,Maryland,Garrett,MarylandGarrett,71,46,36,43.3,20.9,14261,1013,14561,14815,45.6,29376,1010,Garrett,Maryland,15045.0,11654.0,3098.0,48174.0,2234.0,33.8,17.5,18.8,16.5,13.4,5.7,24.2
358,Maryland,Harford,MarylandHarford,119,55,38,26.0,36.7,130336,8001,122763,128262,40.8,251025,1191,Harford,Maryland,137829.0,77238.0,57749.0,83445.0,1295.0,43.3,15.2,24.5,7.9,9.1,4.4,32.1
359,Maryland,Howard,MarylandHoward,68,44,28,13.5,62.6,174916,9558,154285,161042,38.7,315327,1294,Howard,Maryland,173750.0,46779.0,123629.0,115576.0,1799.0,60.9,11.8,18.1,4.1,5.1,5.7,30.9
360,Maryland,Kent,MarylandKent,100,46,33,29.8,35.1,9026,638,9344,10249,47.5,19593,1472,Kent,Maryland,10015.0,4900.0,4914.0,56638.0,5150.0,36.5,19.8,23.3,11.0,9.4,11.0,26.7
361,Maryland,Montgomery,MarylandMontgomery,77,45,33,13.4,58.9,513663,34735,502389,537744,39.0,1040133,1964,Montgomery,Maryland,418018.0,83000.0,328413.0,103178.0,792.0,56.1,15.4,18.1,5.7,4.7,5.9,34.7
362,Maryland,Prince George's,MarylandPrince,105,50,37,25.8,33.1,462879,41397,436446,469756,36.8,906202,2318,Prince,Maryland,397722.0,35017.0,356543.0,78607.0,1010.0,38.7,20.6,22.2,9.8,8.7,2.8,36.9
363,Maryland,Washington,MarylandWashington,81,51,37,36.5,21.9,67799,4904,76098,73713,40.5,149811,2932,Washington,Maryland,65209.0,39148.0,24869.0,58260.0,1909.0,33.2,19.3,23.6,10.2,13.7,4.8,29.3
364,Massachusetts,Barnstable,MassachusettsBarnstable,108,45,35,23.7,43.4,97073,11055,102176,111514,52.9,213690,131,Barnstable,Massachusetts,27051.0,10824.0,15685.0,68048.0,1279.0,37.9,21.2,23.4,10.6,7.0,6.3,23.3
365,Massachusetts,Berkshire,MassachusettsBerkshire,94,52,36,29.4,33.6,56016,5629,61603,65725,46.7,127328,191,Berkshire,Massachusetts,,,,55190.0,1350.0,37.7,21.5,23.0,8.9,8.9,5.6,20.0
366,Massachusetts,Bristol,MassachusettsBristol,119,53,39,29.9,28.7,263456,30076,270624,288281,41.0,558905,267,Bristol,Massachusetts,,,,62514.0,883.0,36.2,18.8,23.2,9.5,12.3,3.4,28.0
367,Massachusetts,Dukes,MassachusettsDukes,126,45,37,23.6,44.9,8640,877,8475,8838,46.1,17313,816,Dukes,Massachusetts,,,,67535.0,8612.0,45.2,16.3,17.0,11.1,10.4,8.2,14.6
368,Massachusetts,Essex,MassachusettsEssex,97,50,37,25.1,39.9,374075,40585,376475,404549,40.8,781024,878,Essex,Massachusetts,2485.0,790.0,1629.0,73533.0,773.0,41.2,18.7,22.5,7.0,10.6,5.7,29.8
369,Massachusetts,Franklin,MassachusettsFranklin,96,55,37,28.5,37.3,36565,2936,34601,36334,46.1,70935,955,Franklin,Massachusetts,19667.0,7073.0,12053.0,57307.0,2221.0,41.5,18.6,20.2,8.9,10.7,6.6,24.2
370,Massachusetts,Hampden,MassachusettsHampden,99,55,39,30.7,27.1,197372,22887,226555,242561,38.9,469116,1159,Hampden,Massachusetts,3326.0,1709.0,1532.0,52205.0,1036.0,34.2,21.1,24.0,7.6,13.0,3.6,22.6
371,Massachusetts,Hampshire,MassachusettsHampshire,84,48,35,22.6,48.3,79477,6184,75426,85733,36.3,161159,1160,Hampshire,Massachusetts,,,,64974.0,1932.0,45.7,19.2,21.4,6.6,7.1,7.4,23.2
372,Massachusetts,Middlesex,MassachusettsMiddlesex,93,48,36,19.0,56.3,818205,64193,779666,815526,38.5,1595192,1894,Middlesex,Massachusetts,,,,92878.0,735.0,55.0,14.3,19.1,5.3,6.3,5.6,30.3
373,Massachusetts,Norfolk,MassachusettsNorfolk,71,43,32,19.2,53.6,348328,31733,335338,362911,40.9,698249,2068,Norfolk,Massachusetts,6790.0,2548.0,4037.0,95668.0,1134.0,52.8,14.0,21.6,5.6,6.0,4.9,33.9
374,Massachusetts,Plymouth,MassachusettsPlymouth,80,51,37,27.8,37.6,250579,26154,249126,263009,42.6,512135,2266,Plymouth,Massachusetts,36597.0,14936.0,20780.0,82081.0,1195.0,38.8,19.2,24.6,8.2,9.2,4.5,33.0
375,Massachusetts,Suffolk,MassachusettsSuffolk,84,51,37,22.1,46.1,403388,43170,382830,408936,32.7,791766,2686,Suffolk,Massachusetts,,,,61242.0,825.0,45.5,21.9,20.4,4.9,7.3,3.1,30.7
376,Massachusetts,Worcester,MassachusettsWorcester,90,52,38,27.8,36.4,394081,37924,405434,416846,40.1,822280,3071,Worcester,Massachusetts,70642.0,21018.0,48030.0,69313.0,924.0,41.7,17.3,22.5,7.6,10.9,5.1,28.7
377,Minnesota,Anoka,MinnesotaAnoka,87,52,35,27.9,30.5,185714,12590,173811,173620,38.4,347431,66,Anoka,Minnesota,210491.0,104903.0,100892.0,76796.0,917.0,36.6,15.9,24.2,9.0,14.2,4.5,28.1
378,Minnesota,Becker,MinnesotaBecker,101,46,32,31.6,25.0,17644,1173,16783,16990,41.8,33773,160,Becker,Minnesota,19418.0,12452.0,6592.0,55884.0,2108.0,32.8,17.7,18.8,13.8,16.8,7.2,22.4
379,Minnesota,Beltrami,MinnesotaBeltrami,73,39,23,27.8,29.2,23306,1559,22906,23211,33.7,46117,170,Beltrami,Minnesota,24131.0,12188.0,11426.0,45923.0,1753.0,33.7,22.0,23.4,10.3,10.6,6.1,19.8
380,Minnesota,Carlton,MinnesotaCarlton,84,42,24,32.1,22.1,16435,1280,18565,16975,40.7,35540,385,Carlton,Minnesota,20361.0,9787.0,10094.0,58874.0,2894.0,31.3,23.1,19.9,9.8,16.0,4.9,22.2
381,Minnesota,Cass,MinnesotaCass,75,35,17,32.3,23.2,12905,1301,14798,14224,48.9,29022,416,Cass,Minnesota,18256.0,11621.0,6342.0,50162.0,1142.0,29.2,20.1,24.3,13.2,13.2,8.0,23.8
382,Minnesota,Cook,MinnesotaCook,53,21,10,24.0,40.4,2699,249,2632,2679,52.3,5311,624,Cook,Minnesota,3785.0,1203.0,2496.0,51903.0,3714.0,39.4,24.8,17.3,11.7,6.9,6.7,15.9
383,Minnesota,Crow Wing,MinnesotaCrow,76,42,28,29.9,24.7,29954,2337,31966,31889,44.3,63855,672,Crow,Minnesota,40073.0,25676.0,13726.0,53121.0,1367.0,32.9,20.3,24.1,10.0,12.8,5.2,21.4
384,Minnesota,Dakota,MinnesotaDakota,135,52,30,20.4,42.2,227375,15019,205909,212292,37.8,418201,699,Dakota,Minnesota,261107.0,109183.0,145510.0,79995.0,1173.0,42.4,15.3,24.7,6.2,11.3,5.0,24.3
385,Minnesota,Goodhue,MinnesotaGoodhue,87,46,35,32.8,26.0,25099,1560,23093,23124,42.5,46217,1051,Goodhue,Minnesota,28566.0,16052.0,11805.0,62431.0,3013.0,35.9,17.8,20.1,10.6,15.6,5.2,24.1
386,Minnesota,Hennepin,MinnesotaHennepin,156,57,38,16.4,50.1,663738,46532,610530,624948,36.4,1235478,1234,Hennepin,Minnesota,753159.0,205966.0,532608.0,71154.0,620.0,48.5,15.3,22.6,4.5,9.1,5.6,23.4
387,Minnesota,Lake,MinnesotaLake,71,42,30,30.9,28.8,4889,384,5428,5141,50.4,10569,1548,Lake,Minnesota,7200.0,3392.0,3646.0,56078.0,4936.0,42.0,18.2,15.7,9.4,14.7,6.1,21.0
388,Minnesota,Lake,MinnesotaLake,71,42,30,30.9,28.8,4889,384,5428,5141,50.4,10569,1554,Lake,Minnesota,2405.0,1704.0,671.0,46943.0,6962.0,22.0,15.7,19.8,11.4,31.0,10.9,21.0
389,Minnesota,Lake,MinnesotaLake,71,42,30,30.9,28.8,4889,384,2037,1772,51.3,3809,1548,Lake,Minnesota,7200.0,3392.0,3646.0,56078.0,4936.0,42.0,18.2,15.7,9.4,14.7,6.1,21.0
390,Minnesota,Lake,MinnesotaLake,71,42,30,30.9,28.8,4889,384,2037,1772,51.3,3809,1554,Lake,Minnesota,2405.0,1704.0,671.0,46943.0,6962.0,22.0,15.7,19.8,11.4,31.0,10.9,21.0
391,Minnesota,Lake,MinnesotaLake,71,42,30,30.9,28.8,2292,150,5428,5141,50.4,10569,1548,Lake,Minnesota,7200.0,3392.0,3646.0,56078.0,4936.0,42.0,18.2,15.7,9.4,14.7,6.1,21.0
392,Minnesota,Lake,MinnesotaLake,71,42,30,30.9,28.8,2292,150,5428,5141,50.4,10569,1554,Lake,Minnesota,2405.0,1704.0,671.0,46943.0,6962.0,22.0,15.7,19.8,11.4,31.0,10.9,21.0
393,Minnesota,Lake,MinnesotaLake,71,42,30,30.9,28.8,2292,150,2037,1772,51.3,3809,1548,Lake,Minnesota,7200.0,3392.0,3646.0,56078.0,4936.0,42.0,18.2,15.7,9.4,14.7,6.1,21.0
394,Minnesota,Lake,MinnesotaLake,71,42,30,30.9,28.8,2292,150,2037,1772,51.3,3809,1554,Lake,Minnesota,2405.0,1704.0,671.0,46943.0,6962.0,22.0,15.7,19.8,11.4,31.0,10.9,21.0
395,Minnesota,Lyon,MinnesotaLyon,80,48,32,31.7,26.1,13719,645,12788,13051,35.5,25839,1722,Lyon,Minnesota,12889.0,7979.0,4630.0,54181.0,2200.0,35.4,15.8,20.4,11.0,17.4,5.7,15.2
396,Minnesota,Mille Lacs,MinnesotaMille,87,44,33,38.6,14.7,11847,1090,12866,12862,40.4,25728,1902,Mille,Minnesota,14666.0,9953.0,4403.0,53737.0,1711.0,27.8,19.1,20.2,15.4,17.5,4.9,30.0
397,Minnesota,Olmsted,MinnesotaOlmsted,111,52,35,19.9,44.9,86093,4937,74836,78229,37.2,153065,2109,Olmsted,Minnesota,91086.0,39692.0,49492.0,72337.0,1659.0,49.6,15.8,19.3,6.4,8.8,4.1,17.5
398,Minnesota,Ramsey,MinnesotaRamsey,160,54,30,20.9,42.3,270117,20064,263843,277650,34.9,541493,2351,Ramsey,Minnesota,294513.0,77324.0,211362.0,60301.0,638.0,43.6,17.6,22.3,5.0,11.5,5.5,23.9
399,Minnesota,Scott,MinnesotaScott,121,49,32,22.2,39.9,78940,4957,71406,71966,36.1,143372,2529,Scott,Minnesota,87729.0,45871.0,40037.0,93151.0,3176.0,41.2,14.7,23.1,8.6,12.4,5.6,26.0
400,Minnesota,Stearns,MinnesotaStearns,80,47,33,28.0,27.5,85650,5213,78931,77888,34.3,156819,2659,Stearns,Minnesota,84647.0,50960.0,31883.0,59564.0,1137.0,32.7,17.9,24.0,8.8,16.6,5.8,20.4
401,Minnesota,Washington,MinnesotaWashington,77,42,24,21.0,44.3,135509,8074,125332,127985,39.3,253317,2934,Washington,Minnesota,166267.0,73764.0,89164.0,89598.0,1707.0,46.0,14.7,23.1,6.5,9.8,5.1,25.8
402,Minnesota,Winona,MinnesotaWinona,52,27,16,27.2,30.1,26800,1393,25191,25656,34.8,50847,3053,Winona,Minnesota,27108.0,13227.0,13333.0,53975.0,3093.0,35.1,18.7,21.1,7.3,17.7,4.4,17.9
403,Minnesota,Wright,MinnesotaWright,112,51,34,29.4,29.6,71523,4198,66913,65832,36.6,132745,3077,Wright,Minnesota,86535.0,53565.0,30854.0,77953.0,2430.0,34.0,14.1,25.1,11.4,15.3,4.7,30.0
404,Mississippi,Bolivar,MississippiBolivar,85,56,39,24.9,23.6,10531,1006,15365,17227,35.2,32592,221,Bolivar,Mississippi,11631.0,4260.0,7203.0,28468.0,2121.0,31.1,22.3,22.7,10.0,13.9,2.6,18.0
405,Mississippi,DeSoto,MississippiDeSoto,100,54,37,29.2,25.0,85029,5469,85174,90958,36.7,176132,740,DeSoto,Mississippi,75013.0,45788.0,27733.0,62595.0,1212.0,32.7,15.1,26.0,10.4,15.8,2.1,24.9
406,Mississippi,Forrest,MississippiForrest,97,59,36,27.2,27.8,30328,2655,35944,39573,32.4,75517,939,Forrest,Mississippi,26540.0,15326.0,10603.0,39555.0,2944.0,34.0,17.2,26.2,9.3,13.4,1.2,21.6
407,Mississippi,Hancock,MississippiHancock,88,54,38,28.1,22.0,17106,1586,22779,23874,44.0,46653,1170,Hancock,Mississippi,17403.0,13999.0,3095.0,47518.0,4235.0,34.2,18.3,23.3,13.7,10.6,2.6,29.0
408,Mississippi,Harrison,MississippiHarrison,101,60,42,29.1,23.1,79148,8262,99750,102876,36.0,202626,1205,Harrison,Mississippi,60941.0,41281.0,18499.0,44684.0,1105.0,28.6,23.9,24.6,11.7,11.2,2.4,22.7
409,Mississippi,Hinds,MississippiHinds,114,62,44,25.0,29.0,94636,9755,112877,128897,34.4,241774,1263,Hinds,Mississippi,81811.0,21242.0,59192.0,41011.0,1112.0,32.2,22.2,23.5,7.7,14.4,2.1,22.8
410,Mississippi,Jackson,MississippiJackson,84,55,39,31.2,21.1,52868,5567,70065,71949,38.8,142014,1364,Jackson,Mississippi,45486.0,32563.0,12061.0,50274.0,1619.0,31.9,20.2,20.9,12.4,14.7,1.7,24.5
411,Mississippi,Lauderdale,MississippiLauderdale,50,42,31,27.5,19.7,27416,2222,37617,39706,37.8,77323,1580,Lauderdale,Mississippi,30811.0,17812.0,12668.0,41340.0,2452.0,34.0,16.9,25.6,10.8,12.6,1.2,19.8
412,Mississippi,Lee,MississippiLee,54,45,35,25.9,24.4,37985,3362,40526,44389,37.2,84915,1610,Lee,Mississippi,31762.0,21297.0,9910.0,45985.0,2140.0,31.0,15.4,25.1,7.5,21.0,2.1,19.9
413,Mississippi,Yalobusha,MississippiYalobusha,51,42,31,40.2,13.8,4513,387,6085,6336,42.6,12421,3087,Yalobusha,Mississippi,6506.0,3658.0,2767.0,37647.0,3944.0,21.7,16.2,20.4,11.6,30.1,0.2,25.4
414,Missouri,Andrew,MissouriAndrew,77,49,38,37.4,24.9,9355,394,8720,8683,42.4,17403,61,Andrew,Missouri,9775.0,7256.0,2351.0,56658.0,5755.0,35.4,14.9,22.6,10.6,16.5,3.8,22.5
415,Missouri,Boone,MissouriBoone,93,44,33,21.3,46.1,92311,4070,85827,90688,30.8,176515,232,Boone,Missouri,91004.0,38596.0,49999.0,52005.0,1208.0,44.8,17.9,23.1,6.3,7.9,4.2,17.9
416,Missouri,Buchanan,MissouriBuchanan,126,53,33,37.8,21.1,41667,2160,44691,44385,37.4,89076,294,Buchanan,Missouri,36713.0,22450.0,13445.0,48652.0,1906.0,28.0,19.5,23.5,8.1,21.0,2.3,17.4
417,Missouri,Callaway,MissouriCallaway,87,45,35,36.1,23.1,20410,956,22874,21966,38.6,44840,354,Callaway,Missouri,21178.0,14812.0,5868.0,53180.0,2865.0,31.9,18.5,23.9,11.6,14.2,3.5,23.5
418,Missouri,Cass,MissouriCass,105,49,36,33.9,26.3,51203,2876,50364,52314,39.8,102678,417,Cass,Missouri,57524.0,37172.0,19035.0,65352.0,1520.0,35.3,15.1,24.8,12.0,12.8,4.5,27.9
419,Missouri,Cedar,MissouriCedar,99,50,36,41.2,13.6,5478,256,6961,6977,44.3,13938,433,Cedar,Missouri,7039.0,5786.0,1143.0,35930.0,3245.0,29.0,21.8,19.7,14.2,15.3,3.8,25.5
420,Missouri,Clay,MissouriClay,101,55,35,28.4,33.2,128194,8374,117296,121868,37.1,239164,543,Clay,Missouri,126618.0,64583.0,59519.0,65675.0,1019.0,37.0,16.6,25.4,7.2,13.8,5.1,23.1
421,Missouri,Clinton,MissouriClinton,87,48,37,40.0,21.6,9936,628,10266,10209,40.7,20475,569,Clinton,Missouri,10894.0,7789.0,2894.0,57591.0,3851.0,29.2,18.2,21.8,13.8,17.0,3.5,31.7
422,Missouri,Franklin,MissouriFranklin,94,17,1,32.7,20.9,49396,3265,51339,51442,40.8,102781,957,Franklin,Missouri,53750.0,38034.0,14561.0,53849.0,1753.0,30.2,15.5,22.7,12.3,19.3,2.9,28.3
423,Missouri,Greene,MissouriGreene,116,52,37,28.0,30.5,142704,8062,140366,148063,36.0,288429,1106,Greene,Missouri,138074.0,81312.0,53307.0,43175.0,867.0,35.9,18.8,26.9,7.1,11.3,4.1,19.3
424,Missouri,Iron,MissouriIron,100,47,17,41.4,10.8,3254,246,5029,5192,45.4,10221,1337,Iron,Missouri,4592.0,3596.0,945.0,36457.0,1532.0,18.9,26.1,21.8,13.2,20.2,3.0,28.2
425,Missouri,Jackson,MissouriJackson,157,60,40,28.3,31.6,334471,25742,334604,357399,36.7,692003,1363,Jackson,Missouri,330425.0,125897.0,198031.0,50652.0,526.0,36.5,17.6,25.6,7.6,12.7,4.5,23.4
426,Missouri,Jasper,MissouriJasper,82,52,35,33.6,23.6,52968,3186,58223,61015,36.0,119238,1380,Jasper,Missouri,52515.0,37714.0,13539.0,45328.0,1810.0,30.3,17.7,24.3,9.8,17.9,3.8,17.7
427,Missouri,Jefferson,MissouriJefferson,141,54,38,31.6,20.4,109655,7119,110887,112415,39.0,223302,1398,Jefferson,Missouri,116629.0,77021.0,37507.0,60765.0,969.0,31.3,17.9,25.1,12.4,13.3,3.7,30.9
428,Missouri,Lincoln,MissouriLincoln,108,48,37,42.3,16.8,26926,1797,27526,28037,37.0,55563,1651,Lincoln,Missouri,28814.0,21702.0,6553.0,58603.0,3325.0,25.6,16.0,23.3,14.7,20.4,3.0,33.1
429,Missouri,Monroe,MissouriMonroe,84,43,31,48.4,12.4,3564,225,4402,4252,45.4,8654,1944,Monroe,Missouri,4467.0,3466.0,931.0,42011.0,2100.0,24.6,18.2,24.0,10.5,22.7,5.1,25.3
430,Missouri,New Madrid,MissouriNew,200,168,117,46.7,12.1,7991,492,8558,9253,41.7,17811,2044,New,Missouri,7248.0,5447.0,1748.0,33846.0,2434.0,24.0,24.8,18.1,10.4,22.7,3.8,19.1
431,Missouri,Perry,MissouriPerry,97,47,36,43.3,17.7,9264,562,9457,9689,40.6,19146,2209,Perry,Missouri,9429.0,7634.0,1661.0,54935.0,2993.0,29.3,14.6,20.7,13.9,21.4,2.8,23.2
432,Missouri,Stoddard,MissouriStoddard,62,36,18,41.5,13.3,12450,788,14365,15147,41.4,29512,2675,Stoddard,Missouri,13410.0,11460.0,1814.0,40076.0,2013.0,26.5,15.7,24.0,12.3,21.5,2.8,22.1
433,Missouri,Taney,MissouriTaney,57,35,17,33.6,19.9,22866,3393,26504,28216,42.1,54720,2729,Taney,Missouri,26240.0,20426.0,5325.0,39661.0,1576.0,27.3,24.9,30.4,8.7,8.7,4.9,21.2
434,Montana,Cascade,MontanaCascade,115,44,18,32.8,25.7,35561,2236,41269,40477,38.2,81746,410,Cascade,Montana,39688.0,23199.0,15384.0,46827.0,1361.0,35.6,19.9,23.5,11.6,9.3,3.4,15.3
435,Montana,Fergus,MontanaFergus,157,47,39,28.5,29.1,5578,266,5682,5591,46.0,11273,915,Fergus,Montana,6487.0,4830.0,1491.0,47110.0,4545.0,36.9,14.7,27.5,11.8,9.1,8.7,12.4
436,Montana,Flathead,MontanaFlathead,190,56,35,29.4,31.0,45499,3858,48823,49259,42.1,98082,922,Flathead,Montana,60132.0,38233.0,20238.0,51410.0,1582.0,34.0,18.3,26.1,12.0,9.6,5.8,19.1
437,Montana,Gallatin,MontanaGallatin,159,52,22,17.8,50.1,66898,3536,54246,50483,33.5,104729,998,Gallatin,Montana,71363.0,31639.0,36964.0,59397.0,1808.0,40.3,18.2,21.5,11.7,8.4,7.1,17.7
438,Montana,Lake,MontanaLake,174,27,6,28.5,29.6,12815,844,14744,15030,42.3,29774,1549,Lake,Montana,16617.0,9319.0,6911.0,42582.0,2370.0,34.8,19.9,20.3,14.1,10.9,9.7,19.7
439,Montana,Lewis and Clark,MontanaLewis,164,55,40,23.6,40.1,34666,1813,33186,33891,41.0,67077,1633,Lewis,Montana,42485.0,21409.0,19743.0,60789.0,2019.0,45.2,16.3,22.8,8.6,7.2,5.9,16.4
440,Montana,Lincoln,MontanaLincoln,327,71,40,37.3,19.6,7278,819,9678,9680,52.6,19358,1653,Lincoln,Montana,11564.0,8516.0,2812.0,36934.0,2050.0,28.9,22.9,20.6,16.6,11.0,3.6,16.8
441,Montana,Missoula,MontanaMissoula,176,83,47,21.7,43.0,60106,4017,58372,57611,35.6,115983,1920,Missoula,Montana,71969.0,26336.0,43351.0,49412.0,1947.0,39.3,20.2,23.3,9.4,7.8,5.9,18.1
442,Montana,Phillips,MontanaPhillips,140,64,35,39.5,17.2,1798,93,2101,2023,47.2,4124,2225,Phillips,Montana,2384.0,1936.0,414.0,42101.0,6369.0,33.4,14.9,21.9,19.6,10.2,9.4,19.5
443,Montana,Powder River,MontanaPowder,157,66,40,29.7,24.4,946,30,820,799,53.0,1619,2301,Powder,Montana,1136.0,970.0,154.0,51136.0,7216.0,39.6,13.4,16.8,21.7,8.5,14.4,16.9
444,Montana,Powell,MontanaPowell,11,7,3,37.8,20.4,2819,137,4310,2551,45.3,6861,2303,Powell,Montana,3187.0,2347.0,752.0,44352.0,4574.0,40.7,20.5,13.6,15.9,9.3,14.3,21.8
445,Montana,Ravalli,MontanaRavalli,176,54,11,30.4,27.8,19493,1191,20822,21080,48.8,41902,2366,Ravalli,Montana,28490.0,19103.0,8757.0,44733.0,3625.0,34.9,18.7,21.1,14.8,10.5,8.2,22.8
446,Montana,Richland,MontanaRichland,68,46,36,35.2,18.9,5556,382,5740,5620,38.9,11360,2390,Richland,Montana,5789.0,4792.0,874.0,66572.0,3801.0,28.2,13.4,23.3,21.7,13.4,4.2,16.0
447,Montana,Roosevelt,MontanaRoosevelt,55,26,9,31.6,17.4,4185,266,5559,5669,30.3,11228,2436,Roosevelt,Montana,4015.0,1991.0,1902.0,39219.0,3802.0,29.3,25.3,19.6,13.6,12.2,4.6,14.1
448,Montana,Rosebud,MontanaRosebud,153,48,37,30.7,17.8,3530,212,4608,4642,36.4,9250,2440,Rosebud,Montana,3782.0,2485.0,1199.0,54709.0,4136.0,33.5,22.7,12.1,20.3,11.5,6.9,12.8
449,Montana,Sanders,MontanaSanders,236,51,23,41.9,17.9,4691,395,5935,5586,53.2,11521,2492,Sanders,Montana,7651.0,5660.0,1819.0,36445.0,4172.0,29.3,21.2,20.0,15.9,13.6,17.3,19.3
450,Montana,Sheridan,MontanaSheridan,53,20,10,32.1,23.9,1684,85,1794,1780,44.9,3574,2573,Sheridan,Montana,2029.0,1402.0,574.0,51940.0,5667.0,36.2,18.8,22.0,14.6,8.3,8.4,14.6
