,State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed,Male,Female,Median Age,Population (2014-2020),Unnamed: 0,county,state,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,MeanCommute
105,Colorado,Weld,ColoradoWeld,140,82,48,27.3,27.5,155042,11624,148627,146496,34.3,295123,2988,Weld,Colorado,164791.0,94965.0,65169.0,66489.0,1582.0,33.2,16.9,22.7,13.0,14.2,5.5,26.7
106,Connecticut,Fairfield,ConnecticutFairfield,161,80,44,21.5,47.9,429164,37044,459963,484385,40.3,944348,890,Fairfield,Connecticut,35414.0,12052.0,22861.0,89773.0,1202.0,44.5,18.3,22.6,7.3,7.3,5.9,30.4
107,Connecticut,Hartford,ConnecticutHartford,98,55,39,26.6,38.1,437433,38682,434650,460080,40.4,894730,1212,Hartford,Connecticut,32686.0,4117.0,28295.0,69936.0,847.0,43.4,16.7,23.5,6.2,10.3,4.0,23.0
108,Connecticut,Litchfield,ConnecticutLitchfield,84,50,38,29.9,35.4,95102,7007,90447,92584,47.2,183031,1672,Litchfield,Connecticut,5342.0,2555.0,2673.0,76438.0,1577.0,40.8,17.0,21.6,9.8,10.8,5.3,27.4
109,Connecticut,Middlesex,ConnecticutMiddlesex,129,54,39,25.8,42.2,86211,6010,79676,83692,45.4,163368,1893,Middlesex,Connecticut,,,,81673.0,1923.0,45.4,15.2,23.5,7.9,8.0,5.6,26.1
110,Connecticut,New Haven,ConnecticutNew,174,77,42,30.7,35.0,420669,36502,414311,445028,40.1,859339,2041,New,Connecticut,42102.0,6146.0,35521.0,64872.0,827.0,41.3,17.7,23.5,7.1,10.3,4.2,24.9
111,Connecticut,New Haven,ConnecticutNew,174,77,42,30.7,35.0,420669,36502,414311,445028,40.1,859339,2043,New,Connecticut,9123.0,2045.0,6912.0,69411.0,1516.0,40.1,21.9,20.6,8.0,9.5,4.8,23.4
112,Connecticut,New Haven,ConnecticutNew,174,77,42,30.7,35.0,420669,36502,134703,134178,41.4,268881,2041,New,Connecticut,42102.0,6146.0,35521.0,64872.0,827.0,41.3,17.7,23.5,7.1,10.3,4.2,24.9
113,Connecticut,New Haven,ConnecticutNew,174,77,42,30.7,35.0,420669,36502,134703,134178,41.4,268881,2043,New,Connecticut,9123.0,2045.0,6912.0,69411.0,1516.0,40.1,21.9,20.6,8.0,9.5,4.8,23.4
114,Connecticut,New Haven,ConnecticutNew,174,77,42,30.7,35.0,119313,12679,414311,445028,40.1,859339,2041,New,Connecticut,42102.0,6146.0,35521.0,64872.0,827.0,41.3,17.7,23.5,7.1,10.3,4.2,24.9
115,Connecticut,New Haven,ConnecticutNew,174,77,42,30.7,35.0,119313,12679,414311,445028,40.1,859339,2043,New,Connecticut,9123.0,2045.0,6912.0,69411.0,1516.0,40.1,21.9,20.6,8.0,9.5,4.8,23.4
116,Connecticut,New Haven,ConnecticutNew,174,77,42,30.7,35.0,119313,12679,134703,134178,41.4,268881,2041,New,Connecticut,42102.0,6146.0,35521.0,64872.0,827.0,41.3,17.7,23.5,7.1,10.3,4.2,24.9
117,Connecticut,New Haven,ConnecticutNew,174,77,42,30.7,35.0,119313,12679,134703,134178,41.4,268881,2043,New,Connecticut,9123.0,2045.0,6912.0,69411.0,1516.0,40.1,21.9,20.6,8.0,9.5,4.8,23.4
118,Connecticut,Tolland,ConnecticutTolland,93,48,39,27.0,41.8,79362,5236,75821,75448,37.5,151269,2778,Tolland,Connecticut,9257.0,3975.0,5103.0,81312.0,1632.0,42.7,17.0,22.5,8.6,9.2,5.0,26.3
119,Connecticut,Windham,ConnecticutWindham,87,44,35,33.2,24.3,57369,4849,57560,58978,41.3,116538,3044,Windham,Connecticut,8348.0,2824.0,5365.0,62553.0,1889.0,33.1,20.5,23.0,10.6,12.8,4.1,26.3
120,Delaware,Kent,DelawareKent,80,48,36,32.9,23.7,72843,6872,84271,90551,37.6,174822,1471,Kent,Delaware,87025.0,41009.0,44552.0,57647.0,1456.0,33.5,19.8,22.9,9.9,13.8,4.2,26.3
121,Delaware,New Castle,DelawareNew,105,58,40,30.8,36.2,275601,23039,268870,286263,38.1,555133,2039,New,Delaware,287633.0,88364.0,195034.0,68336.0,1106.0,43.9,17.0,23.4,7.1,8.7,4.2,25.7
122,Delaware,Sussex,DelawareSussex,87,51,38,31.2,28.3,98014,7990,106429,113111,49.0,219540,2710,Sussex,Delaware,129352.0,71230.0,56682.0,57901.0,1291.0,33.3,18.7,24.0,11.2,12.8,5.6,25.3
123,Florida,Alachua,FloridaAlachua,105,52,36,21.2,43.3,127696,7235,127298,135850,31.3,263148,23,Alachua,Florida,142784.0,50891.0,89527.0,45478.0,1546.0,46.1,19.2,23.3,5.3,6.2,4.5,21.2
124,Florida,Baker,FloridaBaker,140,49,35,42.6,13.2,11179,580,14753,13032,37.6,27785,113,Baker,Florida,14082.0,11911.0,2037.0,59506.0,4489.0,29.9,19.0,26.7,10.6,13.9,3.5,29.9
125,Florida,Bay,FloridaBay,146,58,40,31.0,23.7,77746,5017,90768,91714,39.4,182482,147,Bay,Florida,93131.0,66063.0,25572.0,50283.0,1571.0,32.0,22.2,25.1,10.2,10.5,3.3,22.8
126,Florida,Brevard,FloridaBrevard,84,52,39,28.3,30.2,262867,18724,282023,294785,47.2,576808,264,Brevard,Florida,360666.0,207857.0,148479.0,51536.0,616.0,38.4,19.1,24.7,8.5,9.4,6.0,24.5
127,Florida,Broward,FloridaBroward,142,57,40,27.3,32.4,930297,90289,929712,979439,40.1,1909151,278,Broward,Florida,959418.0,333346.0,618597.0,54895.0,644.0,35.6,19.9,27.5,8.4,8.6,4.9,28.2
128,Florida,Citrus,FloridaCitrus,125,54,32,37.2,18.3,42582,3918,69376,73711,56.2,143087,506,Citrus,Florida,93380.0,65348.0,27088.0,40574.0,1147.0,28.2,23.5,25.2,11.2,11.9,5.8,25.3
129,Florida,Collier,FloridaCollier,85,54,36,25.8,36.4,165287,12210,179336,184586,50.3,363922,594,Collier,Florida,207758.0,128936.0,77595.0,62407.0,1257.0,30.6,24.2,24.1,13.5,7.6,7.3,24.5
130,Florida,Columbia,FloridaColumbia,158,56,36,36.7,14.9,27840,1726,35683,33422,40.7,69105,601,Columbia,Florida,33039.0,23835.0,8912.0,43504.0,2151.0,30.3,20.7,25.0,13.0,11.0,3.7,24.8
131,Florida,Duval,FloridaDuval,125,59,42,27.8,30.0,452481,32633,448163,476066,36.1,924229,824,Duval,Florida,492556.0,233687.0,252450.0,51296.0,541.0,36.6,18.3,27.1,7.8,10.3,4.8,24.5
132,Florida,Escambia,FloridaEscambia,80,58,42,27.2,26.5,135108,9671,154520,157002,37.2,311522,876,Escambia,Florida,170311.0,96655.0,70893.0,47361.0,949.0,32.6,20.6,28.8,8.3,9.7,9.0,21.9
133,Florida,Flagler,FloridaFlagler,64,43,31,34.3,25.1,43083,3553,51187,55952,50.9,107139,921,Flagler,Florida,71846.0,43039.0,28148.0,51049.0,1256.0,31.6,19.3,31.9,9.4,7.8,7.7,25.7
134,Florida,Hamilton,FloridaHamilton,154,52,33,45.4,7.9,3880,319,8281,5988,41.5,14269,1148,Hamilton,Florida,5838.0,3815.0,1963.0,36209.0,4821.0,28.3,27.7,18.2,11.4,14.3,4.1,23.4
135,Florida,Highlands,FloridaHighlands,74,44,31,38.8,17.2,31967,2674,49727,52374,53.4,102101,1257,Highlands,Florida,52117.0,34846.0,16917.0,36374.0,1135.0,29.3,21.5,26.6,14.1,8.6,4.9,20.4
136,Florida,Hillsborough,FloridaHillsborough,112,61,43,27.1,33.5,700764,53788,673286,705597,36.9,1378883,1260,Hillsborough,Florida,711722.0,327306.0,376196.0,53742.0,533.0,38.4,17.9,26.5,8.6,8.6,6.2,27.3
137,Florida,Holmes,FloridaHolmes,138,54,38,40.7,10.7,6472,378,10484,8946,42.5,19430,1270,Holmes,Florida,9077.0,8079.0,924.0,37474.0,4051.0,27.9,21.3,22.9,14.5,13.4,3.6,28.2
138,Florida,Indian River,FloridaIndian,87,47,37,30.4,29.1,59482,4751,72290,78694,52.9,150984,1326,Indian,Florida,97737.0,58870.0,37843.0,49009.0,1267.0,32.6,21.0,27.2,11.2,8.1,7.6,22.4
139,Florida,Lake,FloridaLake,87,45,32,32.1,24.0,140383,13645,162402,172960,46.8,335362,1544,Lake,Florida,211702.0,125853.0,83491.0,49734.0,1173.0,32.0,21.4,27.8,9.5,9.4,6.1,28.8
140,Florida,Lee,FloridaLee,100,50,36,31.0,28.2,320161,25256,351918,366761,48.1,718679,1605,Lee,Florida,393854.0,233242.0,157672.0,52052.0,572.0,30.4,21.7,27.7,11.8,8.3,5.6,27.2
141,Florida,Leon,FloridaLeon,160,58,40,19.0,46.2,141883,8743,136894,151208,30.7,288102,1621,Leon,Florida,162895.0,57446.0,103492.0,49941.0,922.0,45.1,18.2,26.4,5.2,5.1,3.9,20.8
142,Florida,Liberty,FloridaLiberty,51,44,31,45.8,14.4,2473,125,5110,3255,40.3,8365,1636,Liberty,Florida,3562.0,2846.0,693.0,36741.0,3554.0,24.8,27.0,21.6,12.9,13.7,3.2,33.0
143,Florida,Manatee,FloridaManatee,97,44,33,30.1,29.8,164571,11925,180595,193258,48.0,373853,1762,Manatee,Florida,216879.0,124966.0,90127.0,53408.0,1088.0,33.1,20.7,26.9,9.7,9.6,7.5,25.4
144,Florida,Marion,FloridaMarion,100,55,39,36.9,20.1,128709,9760,167211,181160,48.6,348371,1773,Marion,Florida,204621.0,127825.0,74848.0,41964.0,878.0,28.5,22.6,28.7,10.0,10.2,6.4,25.4
145,Florida,Martin,FloridaMartin,95,52,36,24.9,34.1,67796,4384,78002,79579,51.9,157581,1804,Martin,Florida,98911.0,61152.0,36878.0,55588.0,1532.0,36.9,21.1,25.8,9.5,6.8,8.4,26.3
146,Florida,Miami-Dade,FloridaMiami-Dade,90,58,39,27.3,29.8,1188173,103681,1318627,1396889,39.7,2715516,1892,Miami-Dade,Florida,1158600.0,532734.0,617647.0,46338.0,365.0,31.7,21.1,27.4,9.4,10.3,4.9,31.3
147,Florida,Nassau,FloridaNassau,157,34,4,31.7,29.6,38991,2347,39956,40622,45.0,80578,2023,Nassau,Florida,58909.0,42563.0,15561.0,64294.0,2019.0,34.5,18.4,23.4,10.9,12.8,3.7,29.8
148,Florida,Okaloosa,FloridaOkaloosa,74,46,34,24.7,31.1,90729,5281,101745,98992,36.8,200737,2099,Okaloosa,Florida,116677.0,79771.0,34227.0,59955.0,1565.0,35.5,22.4,24.3,10.0,7.8,3.5,23.6
149,Florida,Orange,FloridaOrange,93,51,36,24.4,34.6,659050,78496,648446,672748,34.9,1321194,2118,Orange,Florida,647059.0,245325.0,394857.0,51586.0,483.0,36.3,20.9,26.3,7.3,9.2,5.3,27.6
150,Florida,Osceola,FloridaOsceola,90,44,32,31.3,21.8,160638,25155,166820,171799,35.8,338619,2134,Osceola,Florida,172374.0,73467.0,97278.0,47343.0,1259.0,24.8,25.9,28.2,10.0,11.2,3.5,32.2
151,Florida,Palm Beach,FloridaPalm,92,54,38,24.0,36.7,662945,54434,701207,745070,44.6,1446277,2164,Palm,Florida,772839.0,334642.0,433392.0,57256.0,535.0,36.0,21.9,25.8,9.1,7.2,6.4,25.3
152,Florida,Pasco,FloridaPasco,77,46,35,33.2,24.0,221185,17142,248572,262021,44.6,510593,2176,Pasco,Florida,301734.0,179545.0,118918.0,48289.0,813.0,36.1,18.8,27.5,9.1,8.5,7.5,31.6
153,Florida,Pinellas,FloridaPinellas,100,56,40,28.0,31.7,450266,34064,459766,498109,47.8,957875,2250,Pinellas,Florida,561125.0,276191.0,277397.0,48968.0,679.0,37.7,18.4,28.0,7.2,8.6,6.7,24.4
154,Florida,Polk,FloridaPolk,87,54,37,34.7,20.2,287979,28647,327706,340965,40.3,668671,2272,Polk,Florida,343979.0,194571.0,145022.0,45988.0,753.0,29.9,20.7,25.6,10.6,13.3,4.2,26.0
155,Florida,Putnam,FloridaPutnam,67,27,14,41.2,12.3,24378,2092,35841,36925,45.0,72766,2331,Putnam,Florida,36408.0,25514.0,10524.0,33619.0,1120.0,23.3,22.8,24.0,15.9,14.0,4.4,27.9
156,Florida,Santa Rosa,FloridaSanta,84,57,40,26.8,27.7,78348,4299,87175,83267,39.7,170442,2503,Santa,Florida,106857.0,77349.0,27582.0,62731.0,1578.0,37.7,15.9,26.0,10.9,9.4,5.1,28.7
157,Florida,Sarasota,FloridaSarasota,90,55,38,28.9,35.4,171875,12589,196433,215711,55.5,412144,2504,Sarasota,Florida,271063.0,148323.0,120050.0,55236.0,1026.0,34.2,21.8,26.7,9.6,7.7,6.6,23.6
158,Florida,Seminole,FloridaSeminole,84,49,36,21.1,39.6,220602,17167,219935,235151,39.2,455086,2541,Seminole,Florida,260699.0,125217.0,132486.0,60739.0,1116.0,44.8,15.6,26.9,5.8,6.9,7.1,27.1
159,Florida,Volusia,FloridaVolusia,77,50,38,31.8,23.7,230585,18975,257275,270359,46.5,527634,2873,Volusia,Florida,307891.0,173797.0,130451.0,43838.0,781.0,31.3,20.8,26.8,10.9,10.2,5.8,25.4
160,Florida,Wakulla,FloridaWakulla,161,54,35,36.2,18.3,14216,669,17490,14387,40.7,31877,2882,Wakulla,Florida,18438.0,12873.0,5348.0,57866.0,4026.0,33.3,19.5,25.5,14.2,7.5,3.2,32.7
161,Georgia,Bibb,GeorgiaBibb,97,52,35,30.5,25.4,62371,5050,72065,81425,36.2,153490,198,Bibb,Georgia,70802.0,26585.0,43468.0,38183.0,1684.0,34.8,21.1,26.7,6.4,11.0,3.0,21.1
162,Georgia,Charlton,GeorgiaCharlton,139,34,20,40.1,8.8,4660,182,7522,5461,41.7,12983,451,Charlton,Georgia,4566.0,3419.0,1103.0,43257.0,6511.0,25.0,20.3,16.9,17.5,20.3,4.4,33.7
163,Georgia,Chatham,GeorgiaChatham,131,58,39,24.2,33.6,129918,10713,138403,148646,35.2,287049,454,Chatham,Georgia,133589.0,53288.0,78369.0,52215.0,1310.0,36.2,21.1,22.6,8.1,12.0,4.1,21.8
164,Georgia,Chattooga,GeorgiaChattooga,58,43,32,40.1,8.9,8947,820,12865,11952,39.5,24817,457,Chattooga,Georgia,10050.0,8064.0,1854.0,35718.0,2489.0,23.1,15.2,18.9,12.3,30.5,1.7,25.2
165,Georgia,Clarke,GeorgiaClarke,99,54,36,19.9,44.0,54453,3753,59248,65354,27.7,124602,528,Clarke,Georgia,51218.0,14412.0,35969.0,34557.0,1564.0,40.7,21.3,19.9,5.7,12.4,4.2,19.4
166,Georgia,Clayton,GeorgiaClayton,90,54,28,33.6,19.5,125357,14433,130748,147918,32.4,278666,551,Clayton,Georgia,112344.0,15813.0,95476.0,44106.0,1280.0,23.2,21.3,26.9,9.4,19.2,3.5,30.4
167,Georgia,Cobb,GeorgiaCobb,90,49,35,18.5,47.4,389904,24453,360270,384787,36.5,745057,576,Cobb,Georgia,393744.0,165459.0,221844.0,72004.0,1128.0,45.7,14.8,23.9,7.3,8.3,7.6,31.4
168,Georgia,Coffee,GeorgiaCoffee,108,42,25,37.2,13.0,17835,1103,22088,20873,36.2,42961,583,Coffee,Georgia,15214.0,10578.0,4511.0,36572.0,1549.0,33.1,16.3,20.4,9.8,20.4,2.3,20.0
169,Georgia,Columbia,GeorgiaColumbia,51,44,31,23.8,36.4,71266,3145,71970,75325,36.6,147295,602,Columbia,Georgia,80579.0,50013.0,29236.0,74162.0,1661.0,42.9,17.2,22.6,8.2,9.1,3.0,25.2
170,Georgia,Dawson,GeorgiaDawson,74,43,31,29.1,30.6,11735,584,11774,12087,43.4,23861,725,Dawson,Georgia,16081.0,13398.0,2486.0,62284.0,5862.0,37.1,12.6,25.0,12.3,12.9,7.8,32.3
171,Georgia,DeKalb,GeorgiaDeKalb,106,57,38,20.9,44.2,364209,31474,351871,391316,35.6,743187,734,DeKalb,Georgia,370675.0,58361.0,308112.0,55876.0,865.0,43.6,16.2,23.9,5.6,10.7,6.2,31.9
172,Georgia,Dougherty,GeorgiaDougherty,114,61,37,30.2,21.4,34469,3243,42144,48905,35.1,91049,798,Dougherty,Georgia,35308.0,10449.0,24579.0,34541.0,1950.0,30.3,22.3,22.9,7.9,16.6,4.4,18.9
173,Georgia,Douglas,GeorgiaDouglas,77,44,32,30.4,28.2,66930,5367,67726,74114,36.4,141840,800,Douglas,Georgia,68806.0,25323.0,42653.0,59333.0,2092.0,34.3,15.6,26.2,9.2,14.7,4.8,32.7
174,Georgia,Floyd,GeorgiaFloyd,80,52,30,34.3,20.9,40522,2712,46810,50014,38.5,96824,926,Floyd,Georgia,38588.0,27120.0,10972.0,46096.0,2012.0,29.0,20.3,22.0,10.4,18.3,4.8,22.3
175,Georgia,Fulton,GeorgiaFulton,125,62,43,17.7,52.9,512593,44639,495087,526815,35.4,1021902,984,Fulton,Georgia,524532.0,137200.0,381057.0,61336.0,792.0,50.1,14.6,24.0,3.9,7.4,8.2,28.1
176,Georgia,Glynn,GeorgiaGlynn,96,44,31,26.7,29.9,35610,2605,39419,44555,41.0,83974,1044,Glynn,Georgia,41984.0,25616.0,15879.0,47546.0,2169.0,33.3,23.1,23.0,9.0,11.6,3.5,19.3
177,Georgia,Gwinnett,GeorgiaGwinnett,101,55,37,22.3,36.9,450909,30544,441051,461247,35.1,902298,1137,Gwinnett,Georgia,413865.0,166413.0,241827.0,64496.0,804.0,37.3,16.1,26.3,10.1,10.2,5.8,33.1
178,Georgia,Hall,GeorgiaHall,98,55,33,27.7,24.5,97133,4816,97518,98443,36.3,195961,1144,Hall,Georgia,90523.0,64170.0,25031.0,55622.0,1940.0,28.5,14.4,24.1,10.9,22.1,4.0,26.3
179,Georgia,Henry,GeorgiaHenry,95,50,32,31.7,28.5,106831,8521,105759,115548,36.9,221307,1237,Henry,Georgia,122742.0,48187.0,73276.0,64752.0,1733.0,33.5,15.8,26.9,9.0,14.7,6.5,33.6
180,Georgia,Houston,GeorgiaHouston,114,57,35,27.0,28.3,66769,3649,73756,77926,35.3,151682,1287,Houston,Georgia,74823.0,41534.0,32232.0,55965.0,2162.0,35.2,18.0,23.9,11.4,11.5,1.9,21.4
181,Georgia,Lowndes,GeorgiaLowndes,141,54,30,31.4,25.3,48484,3115,55959,58623,30.2,114582,1705,Lowndes,Georgia,46355.0,25691.0,20117.0,39911.0,1705.0,30.9,20.0,28.4,8.8,11.8,2.6,19.2
182,Georgia,Murray,GeorgiaMurray,61,46,35,37.4,10.1,14191,1159,19522,20035,38.2,39557,2009,Murray,Georgia,15389.0,12943.0,2302.0,41617.0,2282.0,17.0,14.6,23.6,13.2,31.7,0.7,27.3
183,Georgia,Muscogee,GeorgiaMuscogee,101,53,35,27.4,25.8,71209,6049,96279,100391,33.9,196670,2013,Muscogee,Georgia,80543.0,30049.0,49529.0,43239.0,1433.0,33.3,19.9,26.7,7.0,13.0,5.8,20.0
184,Georgia,Pike,GeorgiaPike,64,44,33,41.8,17.1,8273,432,8876,9206,40.7,18082,2239,Pike,Georgia,10720.0,9127.0,1505.0,52377.0,5466.0,33.2,14.1,22.6,14.0,16.0,3.0,33.7
185,Georgia,Richmond,GeorgiaRichmond,114,60,42,31.4,21.4,78649,6463,97272,104191,33.9,201463,2396,Richmond,Georgia,87016.0,26781.0,59124.0,39430.0,1339.0,29.9,22.5,26.0,9.0,12.6,2.1,20.5
186,Georgia,Rockdale,GeorgiaRockdale,77,46,34,31.5,26.3,40657,3332,41944,47067,37.7,89011,2426,Rockdale,Georgia,44686.0,13012.0,31244.0,54175.0,1805.0,34.1,17.3,24.3,8.7,15.5,4.3,29.5
187,Georgia,Sumter,GeorgiaSumter,64,44,32,34.7,18.3,11601,924,14359,15993,35.5,30352,2704,Sumter,Georgia,12150.0,5732.0,6318.0,34219.0,2587.0,31.2,17.8,20.6,9.0,21.4,3.3,20.3
188,Georgia,Walker,GeorgiaWalker,84,53,30,35.2,16.6,29106,1495,34082,34742,41.4,68824,2885,Walker,Georgia,29436.0,23174.0,5769.0,43581.0,2245.0,27.9,13.9,24.5,11.5,22.1,3.1,28.4
189,Georgia,Washington,GeorgiaWashington,112,54,32,44.7,12.3,6486,445,10361,10100,40.6,20461,2925,Washington,Georgia,9459.0,4663.0,4730.0,38097.0,3810.0,28.2,19.7,23.7,10.0,18.5,1.8,21.5
190,Hawaii,Hawaii,HawaiiHawaii,231,30,18,27.4,33.0,572796,75395,98276,99382,42.3,197658,1218,Hawaii,Hawaii,87716.0,26851.0,58683.0,56395.0,1657.0,32.0,23.7,24.8,11.5,8.0,8.4,25.3
191,Hawaii,Hawaii,HawaiiHawaii,231,30,18,27.4,33.0,78986,10133,98276,99382,42.3,197658,1218,Hawaii,Hawaii,87716.0,26851.0,58683.0,56395.0,1657.0,32.0,23.7,24.8,11.5,8.0,8.4,25.3
192,Hawaii,Honolulu,HawaiiHonolulu,92,40,26,25.9,35.0,396136,44779,497646,489992,37.6,987638,1275,Honolulu,Hawaii,381627.0,136061.0,238601.0,80078.0,978.0,35.9,21.3,25.3,8.9,8.6,3.7,29.1
193,Hawaii,Kauai,HawaiiKauai,41,25,11,30.0,29.2,29618,5719,35375,36002,42.4,71377,1459,Kauai,Hawaii,33486.0,11579.0,21217.0,72330.0,3242.0,28.7,29.6,22.7,10.5,8.5,6.1,22.4
194,Hawaii,Maui,HawaiiMaui,56,23,15,31.3,27.2,68056,14764,82437,82844,41.1,165281,1820,Maui,Hawaii,71025.0,22111.0,47301.0,72762.0,1654.0,29.0,28.4,23.6,10.4,8.6,5.6,21.2
195,Idaho,Ada,IdahoAda,185,72,40,22.4,38.5,243784,13893,223367,222685,36.7,446052,3,Ada,Idaho,259389.0,130699.0,120539.0,60151.0,1294.0,43.0,16.6,25.0,6.9,8.4,6.9,20.4
196,Idaho,Bannock,IdahoBannock,161,61,41,26.4,27.8,40495,2065,42300,42765,33.3,85065,125,Bannock,Idaho,39553.0,23331.0,14682.0,47390.0,1605.0,35.5,18.2,25.2,9.0,12.2,4.3,17.6
197,Idaho,Benewah,IdahoBenewah,371,65,32,38.4,15.2,3830,310,4607,4479,46.1,9086,172,Benewah,Idaho,4972.0,3878.0,977.0,43472.0,3699.0,22.1,22.1,17.9,14.8,23.1,4.2,20.8
198,Idaho,Blaine,IdahoBlaine,167,43,15,25.6,35.4,11679,987,11251,10743,43.2,21994,208,Blaine,Idaho,13288.0,4031.0,8919.0,58835.0,5130.0,31.3,28.5,20.2,12.8,7.3,9.3,19.2
199,Idaho,Boise,IdahoBoise,198,68,35,30.6,27.1,3321,288,3780,3383,53.0,7163,220,Boise,Idaho,4840.0,3495.0,1214.0,49964.0,9226.0,40.3,13.9,24.4,10.4,11.1,9.9,38.1
200,Idaho,Bonner,IdahoBonner,190,52,25,29.8,23.8,19527,1592,21366,21345,47.8,42711,225,Bonner,Idaho,27352.0,18369.0,8310.0,45607.0,2239.0,26.6,19.1,22.0,14.2,18.1,10.2,25.6
201,Idaho,Bonneville,IdahoBonneville,154,49,21,25.4,31.3,55789,2347,56237,56160,32.7,112397,226,Bonneville,Idaho,53995.0,37805.0,14254.0,54150.0,1580.0,35.8,16.8,24.0,10.3,13.1,4.5,19.2
202,Idaho,Butte,IdahoButte,152,50,40,36.0,16.2,1343,50,1342,1260,48.1,2602,326,Butte,Idaho,1415.0,1202.0,188.0,43207.0,7907.0,32.5,16.1,18.3,16.3,16.8,4.4,22.6
203,Idaho,Canyon,IdahoCanyon,156,73,33,32.1,18.7,99763,6218,104902,107328,33.4,212230,376,Canyon,Idaho,90438.0,61759.0,25881.0,46426.0,1548.0,26.5,19.2,23.6,14.4,16.3,6.6,24.6
204,Idaho,Caribou,IdahoCaribou,109,24,6,32.4,19.0,3962,148,3543,3375,36.9,6918,383,Caribou,Idaho,3416.0,2906.0,431.0,58750.0,5290.0,31.5,15.1,18.9,17.7,16.8,4.7,15.6
205,Idaho,Custer,IdahoCuster,126,59,5,28.6,24.4,2106,112,2165,1976,53.3,4141,690,Custer,Idaho,2737.0,2089.0,603.0,37976.0,6917.0,32.3,19.4,17.7,23.9,6.8,5.4,19.2
206,Idaho,Franklin,IdahoFranklin,159,53,20,37.8,17.7,6807,253,6787,6492,33.4,13279,950,Franklin,Idaho,6664.0,5845.0,657.0,51583.0,5632.0,27.1,12.2,23.7,16.7,20.3,4.9,25.0
207,Idaho,Idaho,IdahoIdaho,191,60,36,27.4,27.6,844365,47786,8537,7800,50.0,16337,1323,Idaho,Idaho,9602.0,7826.0,1561.0,40299.0,2941.0,27.1,17.2,22.4,17.3,16.0,8.6,17.4
208,Idaho,Idaho,IdahoIdaho,191,60,36,27.4,27.6,6260,449,8537,7800,50.0,16337,1323,Idaho,Idaho,9602.0,7826.0,1561.0,40299.0,2941.0,27.1,17.2,22.4,17.3,16.0,8.6,17.4
209,Idaho,Jerome,IdahoJerome,37,19,10,30.6,16.1,11711,487,11801,11630,32.7,23431,1418,Jerome,Idaho,7812.0,5734.0,1893.0,46421.0,3057.0,23.0,15.0,19.8,22.8,19.5,3.4,18.0
210,Idaho,Kootenai,IdahoKootenai,384,48,19,27.2,25.2,75654,5632,75890,77715,40.2,153605,1519,Kootenai,Idaho,89878.0,62837.0,24312.0,53189.0,1643.0,32.0,18.9,26.7,11.7,10.6,5.5,21.7
211,Idaho,Latah,IdahoLatah,333,41,16,19.7,45.4,18818,938,19894,19345,28.3,39239,1577,Latah,Idaho,20521.0,9463.0,10199.0,43310.0,2143.0,43.8,17.4,20.6,9.1,9.1,4.1,19.4
212,Idaho,Lemhi,IdahoLemhi,163,77,35,30.3,22.9,3408,243,3948,3850,52.3,7798,1618,Lemhi,Idaho,4738.0,3592.0,1032.0,36031.0,1713.0,30.7,16.6,26.6,14.5,11.6,7.1,16.0
213,Idaho,Nez Perce,IdahoNez,363,59,21,32.1,22.9,19780,1013,19758,20397,40.9,40155,2056,Nez,Idaho,20967.0,13738.0,6686.0,51804.0,2362.0,31.3,18.9,24.1,10.2,15.6,4.9,16.0
214,Idaho,Shoshone,IdahoShoshone,346,64,30,37.0,11.5,4946,498,6267,6259,47.4,12526,2582,Shoshone,Idaho,6049.0,4216.0,1693.0,39835.0,3011.0,26.1,23.7,19.9,17.5,12.8,5.7,19.4
215,Idaho,Twin Falls,IdahoTwin,160,48,18,27.2,20.6,39083,2167,41204,42462,34.7,83666,2814,Twin,Idaho,36680.0,25897.0,9391.0,49118.0,2416.0,29.6,18.3,22.8,13.1,16.2,3.5,17.4
216,Idaho,Valley,IdahoValley,192,63,30,26.7,30.4,5195,448,5486,4915,48.7,10401,2849,Valley,Idaho,7063.0,3947.0,2976.0,54015.0,4886.0,35.0,20.9,20.1,10.6,13.4,7.0,15.9
217,Illinois,Adams,IllinoisAdams,84,50,38,35.4,25.0,29287,1972,32481,33946,41.3,66427,11,Adams,Illinois,33434.0,24131.0,8569.0,48454.0,1689.0,31.8,17.4,26.1,8.9,15.8,4.5,17.0
218,Illinois,Champaign,IllinoisChampaign,126,56,39,22.0,45.0,101732,6993,104513,104935,29.9,209448,440,Champaign,Illinois,93019.0,34774.0,55173.0,49586.0,1516.0,45.3,17.8,20.8,5.6,10.5,4.4,17.9
219,Illinois,Clark,IllinoisClark,97,45,31,40.0,19.9,6752,579,7824,8012,43.0,15836,517,Clark,Illinois,8340.0,6215.0,1990.0,52068.0,3824.0,25.5,17.3,21.1,11.8,24.2,4.9,22.4
220,Illinois,Cook,IllinoisCook,164,84,53,23.1,38.8,2258453,281454,2534640,2689079,36.6,5223719,623,Cook,Illinois,2123897.0,517811.0,1572859.0,59426.0,380.0,39.3,17.9,23.6,6.0,13.1,4.5,32.9
