,State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed,Male,Female,Median Age,Population (2014-2020),Total Votes 2020,Votes 2020 Donald Trump,Votes 2020  Joe Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,Mean Commute (minutes),Batteries,CoalIntegratedGasificationCombinedCycle,ConventionalHydroelectric,ConventionalSteamCoal,Flywheels,Geothermal,HydroelectricPumpedStorage,LandfillGas,MunicipalSolidWaste,NaturalGasFiredCombinedCycle,NaturalGasFiredCombustionTurbine,NaturalGasInternalCombustionEngine,NaturalGasSteamTurbine,NaturalGaswithCompressedAirStorage,Nuclear,OffshoreWindTurbine,OnshoreWindTurbine,OtherGases,OtherNaturalGas,OtherWasteBiomass,PetroleumCoke,PetroleumLiquids,SolarPhotovoltaic,SolarThermalwithEnergyStorage,SolarThermalwithoutEnergyStorage,Wood/WoodWasteBiomass
171,Florida,Columbia,FloridaColumbia,158,56,36,36.7,14.9,27840,1726,35683,33422,40.7,69105,33039.0,23835.0,8912.0,43504,2151,30.3,20.7,25.0,13.0,11.0,3.7,24.8,0,0,20,2,0,0,0,0,0,9,1,12,0,0,0,0,6,0,0,0,0,0,4,0,0,0
172,Georgia,Columbia,GeorgiaColumbia,51,44,31,23.8,36.4,71266,3145,71970,75325,36.6,147295,80579.0,50013.0,29236.0,74162,1661,42.9,17.2,22.6,8.2,9.1,3.0,25.2,0,0,20,2,0,0,0,0,0,9,1,12,0,0,0,0,6,0,0,0,0,0,4,0,0,0
173,Washington,Columbia,WashingtonColumbia,233,41,18,21.7,25.6,1599,125,1930,2071,49.4,4001,2397.0,1699.0,644.0,46250,5936,33.8,18.1,25.2,13.6,9.3,5.3,22.6,0,0,20,2,0,0,0,0,0,9,1,12,0,0,0,0,6,0,0,0,0,0,4,0,0,0
174,Wisconsin,Columbia,WisconsinColumbia,115,48,38,33.7,23.3,29438,1843,29047,27907,42.4,56954,33869.0,16927.0,16410.0,63293,1519,32.6,15.7,23.0,11.6,17.1,4.5,25.7,0,0,20,2,0,0,0,0,0,9,1,12,0,0,0,0,6,0,0,0,0,0,4,0,0,0
175,Florida,Duval,FloridaDuval,125,59,42,27.8,30.0,452481,32633,448163,476066,36.1,924229,492556.0,233687.0,252450.0,51296,541,36.6,18.3,27.1,7.8,10.3,4.8,24.5,1,0,0,2,0,0,0,6,0,3,9,0,2,0,0,0,0,0,0,0,0,4,6,0,0,0
176,Florida,Escambia,FloridaEscambia,80,58,42,27.2,26.5,135108,9671,154520,157002,37.2,311522,170311.0,96655.0,70893.0,47361,949,32.6,20.6,28.8,8.3,9.7,9.0,21.9,0,0,0,4,0,0,0,2,0,0,1,11,5,0,0,0,0,0,0,0,0,0,1,0,0,3
177,Florida,Hamilton,FloridaHamilton,154,52,33,45.4,7.9,3880,319,8281,5988,41.5,14269,5838.0,3815.0,1963.0,36209,4821,28.3,27.7,18.2,11.4,14.3,4.1,23.4,1,0,4,2,0,0,4,0,0,8,0,0,3,0,2,0,3,0,0,0,0,14,8,0,0,0
178,Illinois,Hamilton,IllinoisHamilton,118,56,40,34.9,17.0,3944,281,4018,4203,44.1,8221,4316.0,3429.0,821.0,47293,7758,30.2,18.6,21.6,14.4,15.3,4.2,27.7,1,0,4,2,0,0,4,0,0,8,0,0,3,0,2,0,3,0,0,0,0,14,8,0,0,0
179,Indiana,Hamilton,IndianaHamilton,97,54,38,14.9,59.3,174455,8524,154532,161563,36.9,316095,193823.0,101563.0,88367.0,90582,1988,53.3,11.1,24.7,5.0,6.0,7.9,25.5,1,0,4,2,0,0,4,0,0,8,0,0,3,0,2,0,3,0,0,0,0,14,8,0,0,0
180,New York,Hamilton,New YorkHamilton,54,44,34,27.2,16.8,1972,169,2347,2228,54.0,4575,2825.0,1917.0,863.0,55587,3147,25.3,26.2,19.1,23.0,6.4,2.4,25.3,1,0,4,2,0,0,4,0,0,8,0,0,3,0,2,0,3,0,0,0,0,14,8,0,0,0
181,Ohio,Hamilton,OhioHamilton,126,70,48,26.3,37.9,383560,32306,391728,420309,36.8,812037,417408.0,173015.0,238101.0,52389,581,41.4,17.7,23.6,5.8,11.5,4.5,23.2,1,0,4,2,0,0,4,0,0,8,0,0,3,0,2,0,3,0,0,0,0,14,8,0,0,0
182,Tennessee,Hamilton,TennesseeHamilton,151,55,40,26.9,32.2,169337,13015,172447,185099,39.6,357546,170735.0,91991.0,75360.0,50273,1051,38.3,16.2,25.4,6.8,13.4,5.0,21.4,1,0,4,2,0,0,4,0,0,8,0,0,3,0,2,0,3,0,0,0,0,14,8,0,0,0
183,Florida,Highlands,FloridaHighlands,74,44,31,38.8,17.2,31967,2674,49727,52374,53.4,102101,52117.0,34846.0,16917.0,36374,1135,29.3,21.5,26.6,14.1,8.6,4.9,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
184,Florida,Hillsborough,FloridaHillsborough,112,61,43,27.1,33.5,700764,53788,673286,705597,36.9,1378883,711722.0,327306.0,376196.0,53742,533,38.4,17.9,26.5,8.6,8.6,6.2,27.3,0,0,10,2,0,0,0,2,3,9,5,0,2,0,0,0,1,0,0,5,0,3,9,0,0,0
185,Florida,Lee,FloridaLee,100,50,36,31.0,28.2,320161,25256,351918,366761,48.1,718679,393854.0,233242.0,157672.0,52052,572,30.4,21.7,27.7,11.8,8.3,5.6,27.2,0,0,32,0,0,0,0,4,2,23,14,0,0,0,0,0,6,0,0,0,1,2,12,0,0,0
186,Iowa,Lee,IowaLee,73,52,30,40.8,16.4,14666,1027,17371,17170,43.2,34541,16721.0,9763.0,6539.0,48266,2235,24.9,20.0,20.1,11.1,23.9,3.1,17.5,0,0,32,0,0,0,0,4,2,23,14,0,0,0,0,0,6,0,0,0,1,2,12,0,0,0
187,Mississippi,Lee,MississippiLee,54,45,35,25.9,24.4,37985,3362,40526,44389,37.2,84915,31762.0,21297.0,9910.0,45985,2140,31.0,15.4,25.1,7.5,21.0,2.1,19.9,0,0,32,0,0,0,0,4,2,23,14,0,0,0,0,0,6,0,0,0,1,2,12,0,0,0
188,Florida,Leon,FloridaLeon,160,58,40,19.0,46.2,141883,8743,136894,151208,30.7,288102,162895.0,57446.0,103492.0,49941,922,45.1,18.2,26.4,5.2,5.1,3.9,20.8,0,0,0,0,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0
189,Florida,Liberty,FloridaLiberty,51,44,31,45.8,14.4,2473,125,5110,3255,40.3,8365,3562.0,2846.0,693.0,36741,3554,24.8,27.0,21.6,12.9,13.7,3.2,33.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
190,Florida,Manatee,FloridaManatee,97,44,33,30.1,29.8,164571,11925,180595,193258,48.0,373853,216879.0,124966.0,90127.0,53408,1088,33.1,20.7,26.9,9.7,9.6,7.5,25.4,0,0,0,0,0,0,0,1,0,5,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
191,Florida,Marion,FloridaMarion,100,55,39,36.9,20.1,128709,9760,167211,181160,48.6,348371,204621.0,127825.0,74848.0,41964,878,28.5,22.6,28.7,10.0,10.2,6.4,25.4,3,0,15,1,0,0,0,3,2,0,9,0,11,0,0,0,4,0,0,1,0,40,38,0,0,0
192,Indiana,Marion,IndianaMarion,144,68,48,28.0,30.9,456145,38918,455007,489516,34.4,944523,390405.0,133968.0,247265.0,44869,575,34.9,17.7,25.0,7.5,14.9,3.2,23.3,3,0,15,1,0,0,0,3,2,0,9,0,11,0,0,0,4,0,0,1,0,40,38,0,0,0
193,Florida,Martin,FloridaMartin,95,52,36,24.9,34.1,67796,4384,78002,79579,51.9,157581,98911.0,61152.0,36878.0,55588,1532,36.9,21.1,25.8,9.5,6.8,8.4,26.3,1,0,0,0,0,0,0,0,0,11,6,4,0,0,0,0,8,0,0,0,0,6,17,0,0,2
194,North Carolina,Martin,North CarolinaMartin,49,41,30,33.9,16.4,8267,617,10805,12249,46.1,23054,12536.0,6529.0,5910.0,35969,3249,28.3,19.5,23.7,10.6,17.9,2.4,24.0,1,0,0,0,0,0,0,0,0,11,6,4,0,0,0,0,8,0,0,0,0,6,17,0,0,2
195,Florida,Nassau,FloridaNassau,157,34,4,31.7,29.6,38991,2347,39956,40622,45.0,80578,58909.0,42563.0,15561.0,64294,2019,34.5,18.4,23.4,10.9,12.8,3.7,29.8,0,0,0,0,0,0,0,0,1,7,18,1,2,0,0,0,0,0,1,0,0,20,2,0,0,4
196,New York,Nassau,New YorkNassau,72,41,20,22.7,46.0,640035,58907,659405,697159,41.6,1356564,572706.0,286661.0,280288.0,105744,781,44.7,16.3,25.3,6.6,7.2,3.8,35.8,0,0,0,0,0,0,0,0,1,7,18,1,2,0,0,0,0,0,1,0,0,20,2,0,0,4
197,Florida,Okaloosa,FloridaOkaloosa,74,46,34,24.7,31.1,90729,5281,101745,98992,36.8,200737,116677.0,79771.0,34227.0,59955,1565,35.5,22.4,24.3,10.0,7.8,3.5,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
198,Florida,Osceola,FloridaOsceola,90,44,32,31.3,21.8,160638,25155,166820,171799,35.8,338619,172374.0,73467.0,97278.0,47343,1259,24.8,25.9,28.2,10.0,11.2,3.5,32.2,0,0,0,0,0,0,0,6,0,6,14,0,1,0,0,0,6,0,0,0,0,12,2,0,0,0
199,Florida,Pasco,FloridaPasco,77,46,35,33.2,24.0,221185,17142,248572,262021,44.6,510593,301734.0,179545.0,118918.0,48289,813,36.1,18.8,27.5,9.1,8.5,7.5,31.6,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Florida,Pinellas,FloridaPinellas,100,56,40,28.0,31.7,450266,34064,459766,498109,47.8,957875,561125.0,276191.0,277397.0,48968,679,37.7,18.4,28.0,7.2,8.6,6.7,24.4,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
201,Florida,Putnam,FloridaPutnam,67,27,14,41.2,12.3,24378,2092,35841,36925,45.0,72766,36408.0,25514.0,10524.0,33619,1120,23.3,22.8,24.0,15.9,14.0,4.4,27.9,0,0,3,5,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,12,5,0,0,2
202,New York,Putnam,New YorkPutnam,64,44,32,27.1,39.6,46294,3785,49296,49774,44.1,99070,43661.0,25899.0,17106.0,99608,2584,41.5,16.7,25.1,10.6,6.0,5.3,39.2,0,0,3,5,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,12,5,0,0,2
203,Tennessee,Putnam,TennesseePutnam,105,40,23,36.5,26.4,32661,2309,37707,38733,36.3,76440,33481.0,23694.0,9154.0,37802,1877,33.1,20.4,23.7,8.4,14.5,2.7,22.9,0,0,3,5,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,12,5,0,0,2
204,Florida,Sarasota,FloridaSarasota,90,55,38,28.9,35.4,171875,12589,196433,215711,55.5,412144,271063.0,148323.0,120050.0,55236,1026,34.2,21.8,26.7,9.6,7.7,6.6,23.6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Florida,Seminole,FloridaSeminole,84,49,36,21.1,39.6,220602,17167,219935,235151,39.2,455086,260699.0,125217.0,132486.0,60739,1116,44.8,15.6,26.9,5.8,6.9,7.1,27.1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
206,Florida,Volusia,FloridaVolusia,77,50,38,31.8,23.7,230585,18975,257275,270359,46.5,527634,307891.0,173797.0,130451.0,43838,781,31.3,20.8,26.8,10.9,10.2,5.8,25.4,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0
207,Florida,Wakulla,FloridaWakulla,161,54,35,36.2,18.3,14216,669,17490,14387,40.7,31877,18438.0,12873.0,5348.0,57866,4026,33.3,19.5,25.5,14.2,7.5,3.2,32.7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Georgia,Bibb,GeorgiaBibb,97,52,35,30.5,25.4,62371,5050,72065,81425,36.2,153490,70802.0,26585.0,43468.0,38183,1684,34.8,21.1,26.7,6.4,11.0,3.0,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5
209,Georgia,Charlton,GeorgiaCharlton,139,34,20,40.1,8.8,4660,182,7522,5461,41.7,12983,4566.0,3419.0,1103.0,43257,6511,25.0,20.3,16.9,17.5,20.3,4.4,33.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
210,Georgia,Chatham,GeorgiaChatham,131,58,39,24.2,33.6,129918,10713,138403,148646,35.2,287049,133589.0,53288.0,78369.0,52215,1310,36.2,21.1,22.6,8.1,12.0,4.1,21.8,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,1,10,0,0,3
211,Georgia,Clarke,GeorgiaClarke,99,54,36,19.9,44.0,54453,3753,59248,65354,27.7,124602,51218.0,14412.0,35969.0,34557,1564,40.7,21.3,19.9,5.7,12.4,4.2,19.4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1
212,Georgia,Clayton,GeorgiaClayton,90,54,28,33.6,19.5,125357,14433,130748,147918,32.4,278666,112344.0,15813.0,95476.0,44106,1280,23.2,21.3,26.9,9.4,19.2,3.5,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
213,Georgia,Cobb,GeorgiaCobb,90,49,35,18.5,47.4,389904,24453,360270,384787,36.5,745057,393744.0,165459.0,221844.0,72004,1128,45.7,14.8,23.9,7.3,8.3,7.6,31.4,1,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
214,Georgia,Dawson,GeorgiaDawson,74,43,31,29.1,30.6,11735,584,11774,12087,43.4,23861,16081.0,13398.0,2486.0,62284,5862,37.1,12.6,25.0,12.3,12.9,7.8,32.3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
215,Georgia,DeKalb,GeorgiaDeKalb,106,57,38,20.9,44.2,364209,31474,351871,391316,35.6,743187,370675.0,58361.0,308112.0,55876,865,43.6,16.2,23.9,5.6,10.7,6.2,31.9,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0
216,Tennessee,DeKalb,TennesseeDeKalb,61,44,33,40.9,16.7,6957,694,9750,9851,41.2,19601,8501.0,6663.0,1747.0,40690,2425,33.1,10.3,17.6,7.9,31.1,1.3,27.9,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0
217,Georgia,Dougherty,GeorgiaDougherty,114,61,37,30.2,21.4,34469,3243,42144,48905,35.1,91049,35308.0,10449.0,24579.0,34541,1950,30.3,22.3,22.9,7.9,16.6,4.4,18.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1
218,Georgia,Floyd,GeorgiaFloyd,80,52,30,34.3,20.9,40522,2712,46810,50014,38.5,96824,38588.0,27120.0,10972.0,46096,2012,29.0,20.3,22.0,10.4,18.3,4.8,22.3,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4
219,Indiana,Floyd,IndianaFloyd,143,44,32,30.9,29.6,38422,2671,37135,39674,39.9,76809,41742.0,23385.0,17507.0,59451,1921,36.7,14.5,25.1,8.1,15.6,3.9,22.6,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4
220,Georgia,Fulton,GeorgiaFulton,125,62,43,17.7,52.9,512593,44639,495087,526815,35.4,1021902,524532.0,137200.0,381057.0,61336,792,50.1,14.6,24.0,3.9,7.4,8.2,28.1,1,0,13,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,1,0,0,35,13,0,0,2
221,Georgia,Glynn,GeorgiaGlynn,96,44,31,26.7,29.9,35610,2605,39419,44555,41.0,83974,41984.0,25616.0,15879.0,47546,2169,33.3,23.1,23.0,9.0,11.6,3.5,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,4
222,Georgia,Gwinnett,GeorgiaGwinnett,101,55,37,22.3,36.9,450909,30544,441051,461247,35.1,902298,413865.0,166413.0,241827.0,64496,804,37.3,16.1,26.3,10.1,10.2,5.8,33.1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Georgia,Hall,GeorgiaHall,98,55,33,27.7,24.5,97133,4816,97518,98443,36.3,195961,90523.0,64170.0,25031.0,55622,1940,28.5,14.4,24.1,10.9,22.1,4.0,26.3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Nebraska,Hall,NebraskaHall,85,43,20,31.3,21.5,30179,1851,30830,30513,36.0,61343,24374.0,16189.0,7681.0,53807,1683,26.3,16.4,22.7,11.5,23.1,2.9,17.0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Georgia,Henry,GeorgiaHenry,95,50,32,31.7,28.5,106831,8521,105759,115548,36.9,221307,122742.0,48187.0,73276.0,64752,1733,33.5,15.8,26.9,9.0,14.7,6.5,33.6,0,0,5,0,0,0,0,1,0,0,5,7,0,0,0,0,6,0,0,2,0,16,4,0,0,0
226,Indiana,Henry,IndianaHenry,63,51,29,43.7,16.4,20424,1442,25391,23092,42.2,48483,21020.0,15043.0,5543.0,46131,1368,28.9,17.9,23.5,9.3,20.5,3.9,26.8,0,0,5,0,0,0,0,1,0,0,5,7,0,0,0,0,6,0,0,2,0,16,4,0,0,0
227,Georgia,Houston,GeorgiaHouston,114,57,35,27.0,28.3,66769,3649,73756,77926,35.3,151682,74823.0,41534.0,32232.0,55965,2162,35.2,18.0,23.9,11.4,11.5,1.9,21.4,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0
228,Georgia,Lowndes,GeorgiaLowndes,141,54,30,31.4,25.3,48484,3115,55959,58623,30.2,114582,46355.0,25691.0,20117.0,39911,1705,30.9,20.0,28.4,8.8,11.8,2.6,19.2,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,7
229,Georgia,Murray,GeorgiaMurray,61,46,35,37.4,10.1,14191,1159,19522,20035,38.2,39557,15389.0,12943.0,2302.0,41617,2282,17.0,14.6,23.6,13.2,31.7,0.7,27.3,0,0,2,0,0,0,2,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0
230,Georgia,Muscogee,GeorgiaMuscogee,101,53,35,27.4,25.8,71209,6049,96279,100391,33.9,196670,80543.0,30049.0,49529.0,43239,1433,33.3,19.9,26.7,7.0,13.0,5.8,20.0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
231,Georgia,Pike,GeorgiaPike,64,44,33,41.8,17.1,8273,432,8876,9206,40.7,18082,10720.0,9127.0,1505.0,52377,5466,33.2,14.1,22.6,14.0,16.0,3.0,33.7,0,0,3,4,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0
232,Kentucky,Pike,KentuckyPike,92,45,32,39.4,13.0,17574,1622,29507,30976,42.1,60483,25368.0,20279.0,4862.0,32972,1465,29.6,17.5,25.2,13.8,13.8,2.7,24.1,0,0,3,4,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0
233,Georgia,Richmond,GeorgiaRichmond,114,60,42,31.4,21.4,78649,6463,97272,104191,33.9,201463,87016.0,26781.0,59124.0,39430,1339,29.9,22.5,26.0,9.0,12.6,2.1,20.5,0,0,7,0,0,0,0,0,0,6,13,0,3,0,0,0,0,0,0,0,0,7,12,0,0,2
234,New York,Richmond,New YorkRichmond,108,52,36,30.4,33.9,188608,22456,229424,244677,40.0,474101,178751.0,110094.0,67223.0,76244,1481,40.7,19.3,23.2,8.7,8.1,2.5,44.0,0,0,7,0,0,0,0,0,0,6,13,0,3,0,0,0,0,0,0,0,0,7,12,0,0,2
235,Georgia,Rockdale,GeorgiaRockdale,77,46,34,31.5,26.3,40657,3332,41944,47067,37.7,89011,44686.0,13012.0,31244.0,54175,1805,34.1,17.3,24.3,8.7,15.5,4.3,29.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Georgia,Walker,GeorgiaWalker,84,53,30,35.2,16.6,29106,1495,34082,34742,41.4,68824,29436.0,23174.0,5769.0,43581,2245,27.9,13.9,24.5,11.5,22.1,3.1,28.4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Hawaii,Hawaii,HawaiiHawaii,231,30,18,27.4,33.0,572796,75395,98276,99382,42.3,197658,87716.0,26851.0,58683.0,56395,1657,32.0,23.7,24.8,11.5,8.0,8.4,25.3,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,0
238,Hawaii,Hawaii,HawaiiHawaii,231,30,18,27.4,33.0,78986,10133,98276,99382,42.3,197658,87716.0,26851.0,58683.0,56395,1657,32.0,23.7,24.8,11.5,8.0,8.4,25.3,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,0
239,Hawaii,Honolulu,HawaiiHonolulu,92,40,26,25.9,35.0,396136,44779,497646,489992,37.6,987638,381627.0,136061.0,238601.0,80078,978,35.9,21.3,25.3,8.9,8.6,3.7,29.1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,10,0,23,26,0,0,0
240,Hawaii,Kauai,HawaiiKauai,41,25,11,30.0,29.2,29618,5719,35375,36002,42.4,71377,33486.0,11579.0,21217.0,72330,3242,28.7,29.6,22.7,10.5,8.5,6.1,22.4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,7,0,0,0
241,Hawaii,Maui,HawaiiMaui,56,23,15,31.3,27.2,68056,14764,82437,82844,41.1,165281,71025.0,22111.0,47301.0,72762,1654,29.0,28.4,23.6,10.4,8.6,5.6,21.2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,45,14,0,0,0
242,Idaho,Ada,IdahoAda,185,72,40,22.4,38.5,243784,13893,223367,222685,36.7,446052,259389.0,130699.0,120539.0,60151,1294,43.0,16.6,25.0,6.9,8.4,6.9,20.4,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
243,Idaho,Bannock,IdahoBannock,161,61,41,26.4,27.8,40495,2065,42300,42765,33.3,85065,39553.0,23331.0,14682.0,47390,1605,35.5,18.2,25.2,9.0,12.2,4.3,17.6,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Idaho,Benewah,IdahoBenewah,371,65,32,38.4,15.2,3830,310,4607,4479,46.1,9086,4972.0,3878.0,977.0,43472,3699,22.1,22.1,17.9,14.8,23.1,4.2,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245,Idaho,Blaine,IdahoBlaine,167,43,15,25.6,35.4,11679,987,11251,10743,43.2,21994,13288.0,4031.0,8919.0,58835,5130,31.3,28.5,20.2,12.8,7.3,9.3,19.2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Idaho,Boise,IdahoBoise,198,68,35,30.6,27.1,3321,288,3780,3383,53.0,7163,4840.0,3495.0,1214.0,49964,9226,40.3,13.9,24.4,10.4,11.1,9.9,38.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Idaho,Bonner,IdahoBonner,190,52,25,29.8,23.8,19527,1592,21366,21345,47.8,42711,27352.0,18369.0,8310.0,45607,2239,26.6,19.1,22.0,14.2,18.1,10.2,25.6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Idaho,Bonneville,IdahoBonneville,154,49,21,25.4,31.3,55789,2347,56237,56160,32.7,112397,53995.0,37805.0,14254.0,54150,1580,35.8,16.8,24.0,10.3,13.1,4.5,19.2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
249,Idaho,Canyon,IdahoCanyon,156,73,33,32.1,18.7,99763,6218,104902,107328,33.4,212230,90438.0,61759.0,25881.0,46426,1548,26.5,19.2,23.6,14.4,16.3,6.6,24.6,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Idaho,Caribou,IdahoCaribou,109,24,6,32.4,19.0,3962,148,3543,3375,36.9,6918,3416.0,2906.0,431.0,58750,5290,31.5,15.1,18.9,17.7,16.8,4.7,15.6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Idaho,Custer,IdahoCuster,126,59,5,28.6,24.4,2106,112,2165,1976,53.3,4141,2737.0,2089.0,603.0,37976,6917,32.3,19.4,17.7,23.9,6.8,5.4,19.2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,4,0,0,0,0,10,0,0,0,0
252,South Dakota,Custer,South DakotaCuster,119,54,41,35.0,23.5,3834,243,4286,4287,54.3,8573,5494.0,3852.0,1522.0,56449,5055,37.5,14.7,23.6,13.8,10.4,8.0,26.1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,4,0,0,0,0,10,0,0,0,0
253,Idaho,Franklin,IdahoFranklin,159,53,20,37.8,17.7,6807,253,6787,6492,33.4,13279,6664.0,5845.0,657.0,51583,5632,27.1,12.2,23.7,16.7,20.3,4.9,25.0,0,0,74,4,0,0,4,54,0,2,6,15,1,0,0,0,9,0,0,0,0,9,36,0,0,5
254,Massachusetts,Franklin,MassachusettsFranklin,96,55,37,28.5,37.3,36565,2936,34601,36334,46.1,70935,19667.0,7073.0,12053.0,57307,2221,41.5,18.6,20.2,8.9,10.7,6.6,24.2,0,0,74,4,0,0,4,54,0,2,6,15,1,0,0,0,9,0,0,0,0,9,36,0,0,5
255,Missouri,Franklin,MissouriFranklin,94,17,1,32.7,20.9,49396,3265,51339,51442,40.8,102781,53750.0,38034.0,14561.0,53849,1753,30.2,15.5,22.7,12.3,19.3,2.9,28.3,0,0,74,4,0,0,4,54,0,2,6,15,1,0,0,0,9,0,0,0,0,9,36,0,0,5
256,Ohio,Franklin,OhioFranklin,102,58,40,24.6,40.0,652631,52518,622353,652980,34.0,1275333,604058.0,203154.0,391584.0,56319,509,42.4,16.9,24.1,5.1,11.5,4.4,21.8,0,0,74,4,0,0,4,54,0,2,6,15,1,0,0,0,9,0,0,0,0,9,36,0,0,5
257,Pennsylvania,Franklin,PennsylvaniaFranklin,50,42,32,43.1,21.6,71308,5876,75503,78248,41.4,153751,80896.0,57308.0,22468.0,58267,1638,30.8,17.1,23.1,10.4,18.5,3.7,24.4,0,0,74,4,0,0,4,54,0,2,6,15,1,0,0,0,9,0,0,0,0,9,36,0,0,5
