,State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed,Male,Female,Median Age,Population (2014-2020),Total Votes 2020,Votes 2020 Donald Trump,Votes 2020  Joe Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,Mean Commute (minutes),Batteries,CoalIntegratedGasificationCombinedCycle,ConventionalHydroelectric,ConventionalSteamCoal,Flywheels,Geothermal,HydroelectricPumpedStorage,LandfillGas,MunicipalSolidWaste,NaturalGasFiredCombinedCycle,NaturalGasFiredCombustionTurbine,NaturalGasInternalCombustionEngine,NaturalGasSteamTurbine,NaturalGaswithCompressedAirStorage,Nuclear,OffshoreWindTurbine,OnshoreWindTurbine,OtherGases,OtherNaturalGas,OtherWasteBiomass,PetroleumCoke,PetroleumLiquids,SolarPhotovoltaic,SolarThermalwithEnergyStorage,SolarThermalwithoutEnergyStorage,Wood/WoodWasteBiomass
518,New York,Bronx,New YorkBronx,108,61,39,27.9,20.1,494651,94436,676963,760909,33.9,1437872,329638.0,55849.0,271835.0,36593,389,25.0,33.4,23.5,7.1,11.1,3.1,44.2,3,0,0,0,0,0,0,0,0,0,7,8,1,0,0,0,0,0,0,0,0,48,0,0,0,0
519,New York,Chautauqua,New YorkChautauqua,93,47,35,35.5,22.2,48027,4702,63960,65696,42.5,129656,48428.0,31247.0,16200.0,44304,1256,29.9,19.4,22.0,9.8,18.8,3.7,18.0,0,0,0,4,0,0,0,6,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0
520,New York,Dutchess,New YorkDutchess,87,44,33,26.8,35.0,131173,10888,146174,147720,42.0,293894,119539.0,59661.0,57720.0,75585,1986,39.7,19.4,23.5,9.0,8.4,5.6,32.2,0,0,2,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0
521,New York,Erie,New YorkErie,155,52,37,27.6,34.4,397536,41755,444998,474868,40.4,919866,383952.0,178349.0,198808.0,54006,578,38.7,18.5,25.4,6.3,11.2,2.8,21.3,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0
522,Pennsylvania,Erie,PennsylvaniaErie,87,49,34,38.5,27.9,114331,12418,136256,139716,39.4,275972,137184.0,66912.0,68336.0,48192,1037,33.7,20.6,23.2,7.2,15.3,3.6,19.3,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0
523,New York,Niagara,New YorkNiagara,87,46,34,33.2,24.6,87906,10199,103127,108577,43.2,211704,87821.0,51355.0,34809.0,51656,1205,32.8,18.2,26.2,9.0,13.9,2.6,22.0,0,0,14,0,0,0,12,11,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
524,New York,Oneida,New YorkOneida,78,36,16,31.9,25.7,92473,8175,115089,115693,41.2,230782,84099.0,51950.0,30542.0,51316,933,35.3,20.4,23.4,8.3,12.6,4.4,19.6,0,0,13,1,0,0,0,2,0,2,0,4,1,0,0,0,0,0,0,0,0,1,8,0,0,0
525,Wisconsin,Oneida,WisconsinOneida,72,11,0,32.0,27.2,16508,1292,17724,17621,50.9,35345,24159.0,13671.0,10105.0,52945,1618,31.7,19.0,24.3,10.9,14.0,4.8,19.8,0,0,13,1,0,0,0,2,0,2,0,4,1,0,0,0,0,0,0,0,0,1,8,0,0,0
526,New York,Onondaga,New YorkOnondaga,74,48,35,25.4,35.9,202037,18446,223995,240247,39.0,464242,176798.0,78994.0,93850.0,57271,864,41.2,17.4,25.3,6.7,9.4,4.0,20.1,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
527,New York,Oswego,New YorkOswego,58,44,33,37.5,19.0,47549,4660,59648,59456,40.0,119104,44546.0,28914.0,14677.0,51755,1388,29.2,20.4,23.0,12.1,15.3,3.4,24.8,1,0,32,0,0,0,0,0,2,8,0,0,0,0,3,0,0,0,0,0,0,2,3,0,0,0
528,New York,Queens,New YorkQueens,140,61,38,27.5,32.2,961214,137723,1114654,1183859,38.7,2298513,597928.0,181225.0,412393.0,62008,471,33.3,24.6,23.3,8.2,10.7,2.6,43.5,0,0,0,0,0,0,0,0,0,14,26,0,7,0,0,0,0,0,1,0,0,15,0,0,0,0
529,New York,Rockland,New YorkRockland,93,48,34,22.5,41.1,140547,12356,158667,165019,36.1,323686,116024.0,63830.0,50926.0,88571,1624,44.3,19.3,23.0,6.7,6.7,5.0,31.0,1,0,0,0,0,0,0,0,0,5,1,4,2,0,0,0,0,0,0,0,0,5,3,0,0,0
530,New York,Saratoga,New YorkSaratoga,61,44,33,24.9,41.4,111029,7980,112468,114909,42.6,227377,107583.0,55248.0,49697.0,77548,1961,45.8,14.3,23.5,7.7,8.7,5.9,25.3,1,0,44,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
531,New York,Steuben,New YorkSteuben,79,44,34,36.7,23.6,38592,3430,48397,48530,42.6,96927,38797.0,26781.0,11299.0,50157,1301,34.3,18.5,20.2,11.0,15.9,3.4,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0
532,New York,Tompkins,New YorkTompkins,64,44,34,19.0,53.5,44967,2962,50823,52139,30.9,102962,33015.0,9640.0,22624.0,56200,1682,51.4,17.9,19.2,5.7,5.7,6.3,18.6,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0
533,New York,Wayne,New YorkWayne,80,46,34,33.7,22.6,39749,3172,44971,45885,43.6,90856,37425.0,23734.0,12799.0,53693,1648,33.4,15.5,23.9,10.7,16.5,3.2,24.9,0,0,3,8,0,0,0,19,0,7,29,0,4,0,1,0,4,1,0,1,0,26,41,0,0,4
534,Utah,Wayne,UtahWayne,66,31,8,24.6,23.4,1320,108,1397,1297,41.0,2694,1596.0,1207.0,362.0,42444,3902,30.0,21.4,20.8,16.9,10.9,5.7,16.3,0,0,3,8,0,0,0,19,0,7,29,0,4,0,1,0,4,1,0,1,0,26,41,0,0,4
535,New York,Westchester,New YorkWestchester,105,50,36,19.2,48.9,437772,40187,468898,499917,40.8,968815,350749.0,126013.0,220963.0,89968,1406,47.3,18.6,21.3,6.8,6.0,5.2,34.1,1,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,1,0,0,61,3,0,0,0
536,North Carolina,Alexander,North CarolinaAlexander,54,45,33,38.7,14.2,16377,1317,18942,18177,43.4,37119,20120.0,15806.0,4113.0,44523,2886,26.8,12.6,20.6,9.4,30.7,2.8,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
537,North Carolina,Beaufort,North CarolinaBeaufort,34,6,0,32.5,20.6,18159,1228,22709,24534,45.7,47243,26128.0,16352.0,9575.0,41101,2273,31.5,17.4,20.8,14.1,16.1,4.3,25.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0
538,North Carolina,Brunswick,North CarolinaBrunswick,100,34,0,27.9,29.9,47641,4605,61281,65579,52.8,126860,89183.0,55373.0,32984.0,51164,1371,29.0,21.5,25.3,13.4,10.8,6.7,24.2,0,0,0,0,0,0,0,35,0,4,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2
539,North Carolina,Buncombe,North CarolinaBuncombe,97,45,31,23.2,40.1,125114,11366,122297,132177,42.1,254474,160855.0,62253.0,96383.0,48464,1288,39.6,18.9,22.8,8.7,10.1,8.5,20.1,1,0,3,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
540,North Carolina,Caldwell,North CarolinaCaldwell,50,44,31,32.5,15.7,32931,2823,40354,41425,44.1,81779,42438.0,31877.0,10105.0,40735,1356,24.5,17.0,22.7,11.6,24.2,3.7,23.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
541,North Carolina,Caswell,North CarolinaCaswell,61,44,31,33.6,15.9,8869,752,11393,11353,45.6,22746,11962.0,7040.0,4831.0,39428,2039,27.8,20.2,22.6,10.9,18.5,2.9,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
542,North Carolina,Catawba,North CarolinaCatawba,94,53,31,30.0,22.6,71632,6220,76703,80026,41.4,156729,82751.0,56203.0,25420.0,48649,1480,30.5,15.6,23.2,7.3,23.5,3.4,22.6,0,0,2,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0
543,North Carolina,Davidson,North CarolinaDavidson,95,54,32,32.8,18.5,73311,5605,80508,84156,42.3,164664,84785.0,62143.0,21483.0,45806,1650,27.7,15.8,24.0,10.6,22.0,2.7,24.8,0,0,4,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
544,Tennessee,Davidson,TennesseeDavidson,116,58,41,22.1,41.7,369787,32271,329948,354069,34.3,684017,308325.0,99415.0,197846.0,53419,741,40.6,16.9,24.1,7.3,11.1,5.7,24.5,0,0,4,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
545,North Carolina,Durham,North CarolinaDurham,97,49,35,17.7,48.2,159304,11118,146535,159922,35.2,306457,177227.0,31827.0,142770.0,56393,1261,49.0,17.0,18.9,6.9,8.2,5.0,22.9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
546,North Carolina,Edgecombe,North CarolinaEdgecombe,94,46,32,37.5,13.6,18511,2191,24856,28476,41.0,53332,25344.0,9162.0,16027.0,32929,1973,24.1,20.4,22.4,10.5,22.6,2.1,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
547,North Carolina,Forsyth,North CarolinaForsyth,97,56,40,25.7,34.0,170449,13700,176337,195236,38.3,371573,198469.0,84176.0,111769.0,48369,954,39.5,17.8,23.0,7.0,12.6,5.0,21.4,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
548,North Carolina,Graham,North CarolinaGraham,97,49,40,36.3,12.9,2772,305,4210,4347,46.0,8557,4619.0,3673.0,902.0,36030,5733,26.7,31.3,17.0,12.1,12.8,3.7,27.5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
549,North Carolina,Granville,North CarolinaGranville,51,46,36,30.6,22.5,27832,1734,30046,28828,42.6,58874,31605.0,16651.0,14568.0,52089,1982,33.3,17.4,21.9,10.3,17.0,2.9,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
550,North Carolina,Guilford,North CarolinaGuilford,87,50,36,23.3,36.0,234933,22064,248019,275563,37.1,523582,281201.0,106384.0,171538.0,49253,816,38.1,16.8,25.2,6.8,13.1,5.5,21.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0
551,North Carolina,Haywood,North CarolinaHaywood,93,50,35,26.4,26.0,26503,2160,29220,31213,47.6,60433,36265.0,22698.0,13095.0,45538,2404,31.7,21.1,20.7,13.0,13.5,3.1,22.8,0,0,3,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
552,North Carolina,Hyde,North CarolinaHyde,53,30,16,38.7,9.2,1614,183,2832,2561,40.0,5393,2470.0,1408.0,1035.0,40532,9884,26.9,16.4,24.2,22.9,9.6,7.1,24.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
553,North Carolina,Johnston,North CarolinaJohnston,72,49,36,27.8,22.9,92056,6241,93865,97307,38.1,191172,110246.0,67901.0,40861.0,54610,1737,35.6,15.7,24.7,12.5,11.4,5.9,29.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0
554,Oklahoma,Johnston,OklahomaJohnston,97,49,38,34.9,20.1,3465,288,5458,5583,39.8,11041,4251.0,3441.0,738.0,38636,4667,32.7,15.1,18.1,12.3,21.8,4.7,24.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0
555,North Carolina,Lenoir,North CarolinaLenoir,58,45,32,31.9,14.9,25892,1708,27391,29836,42.2,57227,28177.0,14500.0,13494.0,37515,1768,28.0,21.8,20.1,11.5,18.6,1.6,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0
556,North Carolina,Mecklenburg,North CarolinaMecklenburg,112,56,40,17.0,45.4,569616,47927,506721,547593,35.0,1054314,566192.0,178921.0,377501.0,61695,596,43.4,15.9,24.5,6.7,9.5,6.7,25.8,0,0,9,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,3,2,0,0,0
557,North Carolina,Mitchell,North CarolinaMitchell,103,36,20,33.0,20.5,5427,459,7400,7640,47.1,15040,8960.0,7041.0,1852.0,42534,2873,33.2,17.1,17.6,15.8,16.3,1.9,25.6,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,6,0,0,0,0,9,4,0,0,0
558,North Carolina,Northampton,North CarolinaNorthampton,88,42,22,38.5,13.8,6978,550,9845,10341,49.0,20186,10075.0,3977.0,6048.0,33508,2581,28.3,20.9,21.0,13.1,16.9,2.7,25.6,0,0,0,1,0,0,0,5,0,11,4,0,2,0,0,0,0,0,0,0,0,9,20,0,0,0
559,Pennsylvania,Northampton,PennsylvaniaNorthampton,117,54,38,34.5,30.3,144689,14239,148366,153412,42.1,301778,169403.0,82830.0,84145.0,65390,1003,35.4,17.3,24.8,8.3,14.3,3.7,27.6,0,0,0,1,0,0,0,5,0,11,4,0,2,0,0,0,0,0,0,0,0,9,20,0,0,0
560,North Carolina,Person,North CarolinaPerson,74,43,29,37.4,15.6,16766,1332,18989,20316,43.2,39305,21827.0,13154.0,8451.0,44921,2487,29.5,18.7,20.4,13.3,18.1,2.4,30.7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1
561,North Carolina,Pitt,North CarolinaPitt,95,47,33,23.8,32.7,81504,5946,83620,93752,32.2,177372,86217.0,38515.0,46607.0,43526,1420,37.4,21.1,22.7,7.2,11.6,4.0,20.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,7,7,0,0,0
562,North Carolina,Rockingham,North CarolinaRockingham,54,46,34,34.9,15.1,35723,3260,43989,47281,44.5,91270,47241.0,30997.0,15811.0,41700,1157,24.7,19.5,23.6,11.1,21.1,3.5,25.6,0,0,3,2,0,0,0,0,0,9,6,2,3,0,1,0,0,0,0,1,0,11,7,0,0,1
563,Virginia,Rockingham,VirginiaRockingham,74,44,32,35.1,26.3,39573,1952,38910,40534,41.6,79444,43646.0,30349.0,12644.0,57651,1698,32.3,15.3,24.6,12.1,15.7,5.0,21.7,0,0,3,2,0,0,0,0,0,9,6,2,3,0,1,0,0,0,0,1,0,11,7,0,0,1
564,North Carolina,Rowan,North CarolinaRowan,88,52,39,32.6,18.5,59909,5174,69165,70440,40.2,139605,72756.0,49053.0,22889.0,46978,1605,29.0,17.6,21.4,12.6,19.3,2.9,24.2,0,0,0,0,0,0,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0
565,North Carolina,Swain,North CarolinaSwain,119,47,33,30.6,18.2,6351,588,6799,7455,41.4,14254,7026.0,4152.0,2765.0,35271,2472,27.9,31.6,18.5,11.6,10.5,1.8,18.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,North Carolina,Wake,North CarolinaWake,101,56,38,15.1,52.8,546490,37598,508866,537692,36.0,1046558,629804.0,225398.0,392146.0,73577,687,50.1,13.8,23.4,6.0,6.7,8.2,24.9,0,0,0,0,0,0,0,30,0,0,3,0,1,0,1,0,0,0,0,0,0,0,11,0,0,0
567,Ohio,Ashtabula,OhioAshtabula,93,44,31,44.6,14.3,40162,3645,49335,48801,42.4,98136,43253.0,26225.0,16207.0,43017,1597,26.1,18.4,21.4,9.2,24.9,2.7,25.9,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,Ohio,Butler,OhioButler,126,61,40,32.9,30.2,180029,14048,185536,192758,36.5,378294,182034.0,111722.0,67729.0,62188,1209,38.5,16.5,24.4,6.9,13.8,4.2,24.4,0,0,2,0,0,0,0,0,0,2,21,16,4,0,0,0,1,1,0,0,0,8,1,0,0,0
569,Ohio,Clermont,OhioClermont,100,50,35,32.4,28.6,98953,7284,100124,103092,39.8,203216,108315.0,73077.0,33505.0,64183,1592,36.4,15.7,25.5,9.1,13.3,5.1,28.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,Ohio,Cuyahoga,OhioCuyahoga,152,67,46,27.8,32.5,531193,61697,597647,656136,40.3,1253783,603721.0,195089.0,402315.0,46720,430,39.6,18.3,23.9,5.5,12.7,4.0,24.3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,5,0,1,0,7,2,0,0,0
571,Ohio,Gallia,OhioGallia,116,43,7,41.2,15.9,11253,976,14802,15393,40.6,30195,13358.0,10289.0,2911.0,42002,2864,27.8,19.8,22.3,11.2,18.9,5.2,29.0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,Ohio,Lawrence,OhioLawrence,77,51,35,43.9,14.9,21825,2024,29728,30894,41.6,60622,27427.0,19759.0,7353.0,45466,2272,29.5,19.6,24.7,7.5,18.8,1.8,23.5,0,0,13,0,0,0,0,0,0,9,11,0,4,0,0,0,0,0,0,0,0,2,1,0,0,2
573,Pennsylvania,Lawrence,PennsylvaniaLawrence,93,43,31,43.3,22.1,36080,4152,42321,45061,45.1,87382,45558.0,29290.0,15772.0,47188,1429,30.6,18.5,23.6,9.8,17.4,3.2,22.9,0,0,13,0,0,0,0,0,0,9,11,0,4,0,0,0,0,0,0,0,0,2,1,0,0,2
574,Tennessee,Lawrence,TennesseeLawrence,72,37,20,44.3,14.3,17603,1489,21088,21849,39.4,42937,18718.0,15334.0,3195.0,41522,1476,25.7,15.8,19.2,13.6,25.7,2.0,27.7,0,0,13,0,0,0,0,0,0,9,11,0,4,0,0,0,0,0,0,0,0,2,1,0,0,2
575,Ohio,Licking,OhioLicking,77,48,37,34.3,26.1,84753,5935,84398,87895,39.7,172293,91830.0,57965.0,32324.0,59747,1621,36.1,16.5,24.6,9.1,13.8,4.2,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
576,Ohio,Lorain,OhioLorain,154,51,35,31.0,24.9,134333,14728,151054,155659,41.8,306713,151988.0,76719.0,72792.0,54987,963,33.6,17.9,24.1,8.5,16.0,3.3,24.2,0,0,0,1,0,0,0,18,0,0,5,8,0,0,0,0,0,0,0,0,0,5,1,0,0,0
577,Ohio,Lucas,OhioLucas,136,61,38,29.7,26.3,187666,21679,209580,222799,37.9,432379,194882.0,79628.0,111989.0,44820,790,33.7,19.4,23.0,7.0,16.9,2.9,20.6,0,0,0,0,0,0,0,2,0,3,0,5,0,0,0,0,0,0,0,0,2,3,2,0,0,0
578,Ohio,Mahoning,OhioMahoning,142,54,38,37.6,24.2,90990,10298,112742,118322,43.5,231064,116565.0,58601.0,56346.0,43251,939,32.0,18.9,24.9,8.3,15.8,3.1,21.9,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,Ohio,Medina,OhioMedina,93,51,35,31.0,33.9,86254,7124,87695,89562,41.9,177257,104378.0,63451.0,39326.0,71595,1509,40.0,14.4,24.8,8.0,12.8,4.3,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
580,Ohio,Miami,OhioMiami,93,49,39,36.6,23.3,50380,3783,51847,52953,41.6,104800,56968.0,40531.0,15420.0,54568,1561,31.7,16.0,21.7,8.7,21.8,3.3,20.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0
581,Ohio,Noble,OhioNoble,87,47,36,47.9,9.9,4207,449,8616,5827,49.7,14443,6221.0,5024.0,1156.0,42171,5489,22.3,18.3,24.6,9.5,25.4,3.8,30.7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
582,Ohio,Portage,OhioPortage,101,55,39,36.6,29.0,79554,6229,79741,82903,37.9,162644,81280.0,45034.0,34935.0,53816,1220,32.2,18.4,24.4,8.1,17.0,4.8,25.5,0,0,20,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
583,Ohio,Scioto,OhioScioto,92,31,14,41.2,15.7,26808,2546,37604,38773,39.9,76377,31146.0,21926.0,8876.0,38978,1851,33.8,19.9,22.3,9.3,14.6,2.5,25.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
584,Ohio,Summit,OhioSummit,114,59,39,30.2,32.5,248140,22267,262858,278952,40.9,541810,273915.0,122023.0,148151.0,53291,806,37.5,17.0,26.1,6.2,13.2,3.5,22.8,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,9,0,0,0,0
585,Ohio,Trumbull,OhioTrumbull,153,52,37,44.5,18.7,76338,8857,98467,103327,44.2,201794,98677.0,53756.0,43534.0,45380,778,28.0,18.6,23.2,9.2,21.0,2.8,22.8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0
586,Ohio,Wood,OhioWood,80,46,34,30.7,33.5,64533,4911,63995,65941,34.8,129936,65860.0,34815.0,29797.0,58033,1604,37.1,17.5,21.7,7.3,16.4,3.0,20.1,0,0,37,2,0,0,0,0,0,0,8,0,4,0,0,0,4,0,0,0,0,0,1,0,0,3
587,Oklahoma,Adair,OklahomaAdair,151,49,33,46.6,11.6,7904,488,10969,11144,37.6,22113,7108.0,5585.0,1387.0,33366,1560,23.9,17.6,19.4,14.0,25.2,3.2,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,8,0,0,0,0
588,Oklahoma,Canadian,OklahomaCanadian,84,49,36,29.8,27.4,71482,4544,67922,68788,35.9,136710,61940.0,43550.0,16742.0,69220,1481,36.7,15.4,25.3,10.5,12.1,3.6,23.8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0
589,Oklahoma,Cleveland,OklahomaCleveland,121,64,43,24.7,33.4,134700,7984,138143,138590,33.9,276733,119778.0,66677.0,49827.0,60632,915,40.1,17.1,25.2,8.7,9.0,3.1,23.3,0,0,0,2,0,0,0,0,0,2,4,0,4,0,0,0,0,0,0,0,0,6,21,0,0,0
590,Oklahoma,Comanche,OklahomaComanche,107,58,40,32.8,22.2,45028,3239,63585,58976,33.0,122561,35631.0,20905.0,13747.0,49569,1661,34.1,20.5,22.8,9.5,13.2,10.2,16.7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
591,Oklahoma,Dewey,OklahomaDewey,99,57,39,41.5,24.0,2604,131,2449,2469,40.2,4918,2359.0,2124.0,214.0,52930,3469,30.4,16.6,18.4,20.7,13.9,9.2,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
592,Oklahoma,Grant,OklahomaGrant,65,44,19,36.9,24.6,2694,92,2240,2178,43.3,4418,2226.0,1916.0,280.0,54460,4957,36.8,9.5,20.0,17.1,16.6,2.5,18.1,0,0,52,4,0,0,6,0,0,2,0,12,0,0,0,0,6,0,0,0,0,21,6,0,0,1
593,Washington,Grant,WashingtonGrant,283,39,16,27.2,17.7,43247,4195,48099,46761,32.7,94860,36878.0,24442.0,11572.0,52382,1805,27.8,16.0,16.6,26.1,13.5,6.2,18.9,0,0,52,4,0,0,6,0,0,2,0,12,0,0,0,0,6,0,0,0,0,21,6,0,0,1
594,Wisconsin,Grant,WisconsinGrant,82,55,30,35.1,23.8,25875,1436,26920,24908,35.7,51828,25608.0,14142.0,10998.0,50522,1012,30.0,18.3,22.2,11.9,17.7,5.9,20.3,0,0,52,4,0,0,6,0,0,2,0,12,0,0,0,0,6,0,0,0,0,21,6,0,0,1
595,Oklahoma,Kay,OklahomaKay,113,58,42,32.4,18.9,17094,1220,22275,22605,38.6,44880,17249.0,12834.0,4040.0,44067,1504,28.2,18.6,23.5,12.8,16.9,2.2,17.5,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0
596,Oklahoma,Mayes,OklahomaMayes,51,44,31,39.5,14.3,18480,980,20435,20545,40.3,40980,16626.0,12749.0,3581.0,45302,1766,27.4,17.5,22.3,14.5,18.3,4.6,23.3,0,0,11,1,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,Oklahoma,Muskogee,OklahomaMuskogee,27,6,0,34.4,20.4,27643,1778,33709,35375,37.9,69084,25081.0,16526.0,8027.0,41329,1214,29.7,19.5,23.4,10.1,17.2,3.3,20.5,0,0,3,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
598,Oklahoma,Oklahoma,OklahomaOklahoma,112,67,45,31.3,25.5,1734924,113561,382760,399291,34.5,782051,294740.0,145050.0,141724.0,50762,484,36.5,17.2,25.0,10.7,10.6,3.7,21.2,0,0,0,0,0,0,0,0,0,10,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
599,Oklahoma,Oklahoma,OklahomaOklahoma,112,67,45,31.3,25.5,361100,24760,382760,399291,34.5,782051,294740.0,145050.0,141724.0,50762,484,36.5,17.2,25.0,10.7,10.6,3.7,21.2,0,0,0,0,0,0,0,0,0,10,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
600,Oklahoma,Osage,OklahomaOsage,90,49,36,38.1,18.0,19209,1320,23675,23636,42.1,47311,20538.0,14121.0,6002.0,47683,2589,31.9,17.2,22.2,12.3,16.5,2.7,24.4,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,1,0,0,0,0,6,0,0,0,0
601,Oklahoma,Ottawa,OklahomaOttawa,154,60,37,36.3,14.5,13581,818,15520,16046,38.1,31566,11438.0,8545.0,2686.0,38472,987,28.1,21.5,21.7,12.1,16.7,1.9,20.0,0,0,0,3,0,0,0,12,0,6,2,18,0,0,1,0,0,0,0,2,0,5,1,0,0,0
602,Oklahoma,Pittsburg,OklahomaPittsburg,141,56,39,38.2,16.1,15489,1273,22583,21799,40.6,44382,17924.0,13851.0,3768.0,44941,1883,29.1,18.9,23.4,13.3,15.3,2.0,20.9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,Oklahoma,Sequoyah,OklahomaSequoyah,141,47,33,38.6,14.4,15431,1124,20382,20977,41.0,41359,15386.0,12113.0,3035.0,37455,1610,28.0,21.1,21.3,12.2,17.4,2.2,25.4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
