,State_x,Area_name,First Word of Each County,# Employed,State_y,# Unemployed
856,IA,"Jasper County, IA",Jasper,18157.0,IA,1020.0
857,IA,"Jefferson County, IA",Jefferson,8948.0,IA,539.0
858,IA,"Johnson County, IA",Johnson,80056.0,IA,4032.0
859,IA,"Jones County, IA",Jones,9669.0,IA,584.0
860,IA,"Keokuk County, IA",Keokuk,4897.0,IA,254.0
861,IA,"Kossuth County, IA",Kossuth,7779.0,IA,308.0
862,IA,"Lee County, IA",Lee,14666.0,IA,1027.0
863,IA,"Linn County, IA",Linn,111300.0,IA,7553.0
864,IA,"Louisa County, IA",Louisa,5623.0,IA,293.0
865,IA,"Lucas County, IA",Lucas,4475.0,IA,169.0
866,IA,"Lyon County, IA",Lyon,6652.0,IA,171.0
867,IA,"Madison County, IA",Madison,7868.0,IA,479.0
868,IA,"Mahaska County, IA",Mahaska,11237.0,IA,561.0
869,IA,"Marion County, IA",Marion,17182.0,IA,751.0
870,IA,"Marshall County, IA",Marshall,16278.0,IA,1236.0
871,IA,"Mills County, IA",Mills,6869.0,IA,281.0
872,IA,"Mitchell County, IA",Mitchell,5856.0,IA,205.0
873,IA,"Monona County, IA",Monona,4139.0,IA,208.0
874,IA,"Monroe County, IA",Monroe,3734.0,IA,204.0
875,IA,"Montgomery County, IA",Montgomery,4621.0,IA,226.0
876,IA,"Muscatine County, IA",Muscatine,19796.0,IA,1257.0
877,IA,"O'Brien County, IA",O'Brien,7786.0,IA,272.0
878,IA,"Osceola County, IA",Osceola,3397.0,IA,101.0
879,IA,"Page County, IA",Page,5878.0,IA,308.0
880,IA,"Palo Alto County, IA",Palo,4330.0,IA,210.0
881,IA,"Plymouth County, IA",Plymouth,13770.0,IA,514.0
882,IA,"Pocahontas County, IA",Pocahontas,4072.0,IA,148.0
883,IA,"Polk County, IA",Polk,248931.0,IA,15876.0
884,IA,"Pottawattamie County, IA",Pottawattamie,44771.0,IA,2478.0
885,IA,"Poweshiek County, IA",Poweshiek,9247.0,IA,480.0
886,IA,"Ringgold County, IA",Ringgold,2285.0,IA,92.0
887,IA,"Sac County, IA",Sac,4986.0,IA,181.0
888,IA,"Scott County, IA",Scott,80541.0,IA,5862.0
889,IA,"Shelby County, IA",Shelby,6090.0,IA,228.0
890,IA,"Sioux County, IA",Sioux,20199.0,IA,558.0
891,IA,"Story County, IA",Story,54422.0,IA,2036.0
892,IA,"Tama County, IA",Tama,8753.0,IA,472.0
893,IA,"Taylor County, IA",Taylor,2952.0,IA,112.0
894,IA,"Union County, IA",Union,5786.0,IA,361.0
895,IA,"Van Buren County, IA",Van,3497.0,IA,170.0
896,IA,"Wapello County, IA",Wapello,16293.0,IA,1035.0
897,IA,"Warren County, IA",Warren,26321.0,IA,1256.0
898,IA,"Washington County, IA",Washington,11021.0,IA,469.0
899,IA,"Wayne County, IA",Wayne,2658.0,IA,125.0
900,IA,"Webster County, IA",Webster,17638.0,IA,977.0
901,IA,"Winnebago County, IA",Winnebago,4703.0,IA,322.0
902,IA,"Winneshiek County, IA",Winneshiek,10550.0,IA,545.0
903,IA,"Woodbury County, IA",Woodbury,51606.0,IA,2861.0
904,IA,"Worth County, IA",Worth,3861.0,IA,221.0
905,IA,"Wright County, IA",Wright,6684.0,IA,276.0
906,KS,Kansas,Kansas,1408995.0,KS,88008.0
907,KS,"Allen County, KS",Allen,6045.0,KS,347.0
908,KS,"Anderson County, KS",Anderson,4075.0,KS,175.0
909,KS,"Atchison County, KS",Atchison,6385.0,KS,471.0
910,KS,"Barber County, KS",Barber,2246.0,KS,78.0
911,KS,"Barton County, KS",Barton,13046.0,KS,634.0
912,KS,"Bourbon County, KS",Bourbon,6367.0,KS,380.0
913,KS,"Brown County, KS",Brown,4923.0,KS,230.0
914,KS,"Butler County, KS",Butler,30403.0,KS,2130.0
915,KS,"Chase County, KS",Chase,1384.0,KS,81.0
916,KS,"Chautauqua County, KS",Chautauqua,1392.0,KS,90.0
917,KS,"Cherokee County, KS",Cherokee,9494.0,KS,522.0
918,KS,"Cheyenne County, KS",Cheyenne,1285.0,KS,29.0
919,KS,"Clark County, KS",Clark,1122.0,KS,23.0
920,KS,"Clay County, KS",Clay,3636.0,KS,171.0
921,KS,"Cloud County, KS",Cloud,3708.0,KS,157.0
922,KS,"Coffey County, KS",Coffey,3697.0,KS,204.0
923,KS,"Comanche County, KS",Comanche,830.0,KS,30.0
924,KS,"Cowley County, KS",Cowley,15709.0,KS,1098.0
925,KS,"Crawford County, KS",Crawford,17901.0,KS,1046.0
926,KS,"Decatur County, KS",Decatur,1195.0,KS,46.0
927,KS,"Dickinson County, KS",Dickinson,8442.0,KS,431.0
928,KS,"Doniphan County, KS",Doniphan,3965.0,KS,188.0
929,KS,"Douglas County, KS",Douglas,60337.0,KS,3888.0
930,KS,"Edwards County, KS",Edwards,1421.0,KS,44.0
931,KS,"Elk County, KS",Elk,1115.0,KS,56.0
932,KS,"Ellis County, KS",Ellis,16328.0,KS,592.0
933,KS,"Ellsworth County, KS",Ellsworth,2636.0,KS,89.0
934,KS,"Finney County, KS",Finney,19906.0,KS,712.0
935,KS,"Ford County, KS",Ford,16640.0,KS,584.0
936,KS,"Franklin County, KS",Franklin,13459.0,KS,769.0
937,KS,"Geary County, KS",Geary,10852.0,KS,800.0
938,KS,"Gove County, KS",Gove,1423.0,KS,42.0
939,KS,"Graham County, KS",Graham,1074.0,KS,52.0
940,KS,"Grant County, KS",Grant,2970.0,KS,127.0
941,KS,"Gray County, KS",Gray,3172.0,KS,72.0
942,KS,"Greeley County, KS",Greeley,810.0,KS,15.0
943,KS,"Greenwood County, KS",Greenwood,2965.0,KS,164.0
944,KS,"Hamilton County, KS",Hamilton,1605.0,KS,28.0
945,KS,"Harper County, KS",Harper,2668.0,KS,124.0
946,KS,"Harvey County, KS",Harvey,16030.0,KS,900.0
947,KS,"Haskell County, KS",Haskell,2197.0,KS,53.0
948,KS,"Hodgeman County, KS",Hodgeman,981.0,KS,27.0
949,KS,"Jackson County, KS",Jackson,6820.0,KS,393.0
950,KS,"Jefferson County, KS",Jefferson,9708.0,KS,499.0
951,KS,"Jewell County, KS",Jewell,1210.0,KS,39.0
952,KS,"Johnson County, KS",Johnson,324544.0,KS,17602.0
953,KS,"Kearny County, KS",Kearny,1980.0,KS,55.0
954,KS,"Kingman County, KS",Kingman,3169.0,KS,174.0
955,KS,"Kiowa County, KS",Kiowa,1215.0,KS,41.0
956,KS,"Labette County, KS",Labette,9123.0,KS,544.0
957,KS,"Lane County, KS",Lane,733.0,KS,22.0
958,KS,"Leavenworth County, KS",Leavenworth,34611.0,KS,2135.0
959,KS,"Lincoln County, KS",Lincoln,1655.0,KS,50.0
960,KS,"Linn County, KS",Linn,4073.0,KS,306.0
961,KS,"Logan County, KS",Logan,1573.0,KS,41.0
962,KS,"Lyon County, KS",Lyon,15808.0,KS,790.0
963,KS,"McPherson County, KS",McPherson,16612.0,KS,599.0
964,KS,"Marion County, KS",Marion,5668.0,KS,245.0
965,KS,"Marshall County, KS",Marshall,5331.0,KS,173.0
966,KS,"Meade County, KS",Meade,2090.0,KS,60.0
967,KS,"Miami County, KS",Miami,16793.0,KS,888.0
968,KS,"Mitchell County, KS",Mitchell,3335.0,KS,94.0
969,KS,"Montgomery County, KS",Montgomery,13774.0,KS,1078.0
970,KS,"Morris County, KS",Morris,2958.0,KS,121.0
971,KS,"Morton County, KS",Morton,1105.0,KS,34.0
972,KS,"Nemaha County, KS",Nemaha,5430.0,KS,166.0
973,KS,"Neosho County, KS",Neosho,5845.0,KS,401.0
974,KS,"Ness County, KS",Ness,1288.0,KS,46.0
975,KS,"Norton County, KS",Norton,2573.0,KS,71.0
976,KS,"Osage County, KS",Osage,7600.0,KS,409.0
977,KS,"Osborne County, KS",Osborne,1908.0,KS,57.0
978,KS,"Ottawa County, KS",Ottawa,2851.0,KS,127.0
979,KS,"Pawnee County, KS",Pawnee,2739.0,KS,107.0
980,KS,"Phillips County, KS",Phillips,2560.0,KS,91.0
981,KS,"Pottawatomie County, KS",Pottawatomie,11461.0,KS,520.0
982,KS,"Pratt County, KS",Pratt,4748.0,KS,178.0
983,KS,"Rawlins County, KS",Rawlins,1508.0,KS,39.0
984,KS,"Reno County, KS",Reno,27997.0,KS,1629.0
985,KS,"Republic County, KS",Republic,2241.0,KS,77.0
986,KS,"Rice County, KS",Rice,4865.0,KS,215.0
987,KS,"Riley County, KS",Riley,32361.0,KS,1688.0
988,KS,"Rooks County, KS",Rooks,2408.0,KS,101.0
989,KS,"Rush County, KS",Rush,1503.0,KS,73.0
990,KS,"Russell County, KS",Russell,3177.0,KS,140.0
991,KS,"Saline County, KS",Saline,27893.0,KS,1618.0
992,KS,"Scott County, KS",Scott,2754.0,KS,72.0
993,KS,"Sedgwick County, KS",Sedgwick,234769.0,KS,22448.0
994,KS,"Seward County, KS",Seward,9386.0,KS,430.0
995,KS,"Shawnee County, KS",Shawnee,85910.0,KS,5433.0
996,KS,"Sheridan County, KS",Sheridan,1429.0,KS,33.0
997,KS,"Sherman County, KS",Sherman,2795.0,KS,99.0
998,KS,"Smith County, KS",Smith,1943.0,KS,53.0
999,KS,"Stafford County, KS",Stafford,1967.0,KS,76.0
1000,KS,"Stanton County, KS",Stanton,1054.0,KS,26.0
1001,KS,"Stevens County, KS",Stevens,2727.0,KS,80.0
1002,KS,"Sumner County, KS",Sumner,10126.0,KS,891.0
1003,KS,"Thomas County, KS",Thomas,4108.0,KS,122.0
1004,KS,"Trego County, KS",Trego,1419.0,KS,51.0
1005,KS,"Wabaunsee County, KS",Wabaunsee,3522.0,KS,155.0
1006,KS,"Wallace County, KS",Wallace,807.0,KS,18.0
1007,KS,"Washington County, KS",Washington,2986.0,KS,76.0
1008,KS,"Wichita County, KS",Wichita,1232.0,KS,26.0
1009,KS,"Wilson County, KS",Wilson,3609.0,KS,304.0
1010,KS,"Woodson County, KS",Woodson,1474.0,KS,93.0
1011,KS,"Wyandotte County, KS",Wyandotte,72303.0,KS,6089.0
1012,KY,Kentucky,Kentucky,1885645.0,KY,134242.0
1013,KY,"Adair County, KY",Adair,6460.0,KY,501.0
1014,KY,"Allen County, KY",Allen,8256.0,KY,476.0
1015,KY,"Anderson County, KY",Anderson,11034.0,KY,718.0
1016,KY,"Ballard County, KY",Ballard,3134.0,KY,222.0
1017,KY,"Barren County, KY",Barren,16829.0,KY,1366.0
1018,KY,"Bath County, KY",Bath,4182.0,KY,379.0
1019,KY,"Bell County, KY",Bell,7606.0,KY,642.0
1020,KY,"Boone County, KY",Boone,66280.0,KY,3791.0
1021,KY,"Bourbon County, KY",Bourbon,9016.0,KY,561.0
1022,KY,"Boyd County, KY",Boyd,16086.0,KY,1465.0
1023,KY,"Boyle County, KY",Boyle,11618.0,KY,922.0
1024,KY,"Bracken County, KY",Bracken,3511.0,KY,233.0
1025,KY,"Breathitt County, KY",Breathitt,2949.0,KY,336.0
1026,KY,"Breckinridge County, KY",Breckinridge,7274.0,KY,572.0
1027,KY,"Bullitt County, KY",Bullitt,39359.0,KY,2672.0
1028,KY,"Butler County, KY",Butler,4619.0,KY,342.0
1029,KY,"Caldwell County, KY",Caldwell,5224.0,KY,346.0
1030,KY,"Calloway County, KY",Calloway,16752.0,KY,1113.0
1031,KY,"Campbell County, KY",Campbell,46886.0,KY,2761.0
1032,KY,"Carlisle County, KY",Carlisle,2066.0,KY,102.0
1033,KY,"Carroll County, KY",Carroll,4978.0,KY,311.0
1034,KY,"Carter County, KY",Carter,8663.0,KY,923.0
1035,KY,"Casey County, KY",Casey,6250.0,KY,416.0
1036,KY,"Christian County, KY",Christian,22662.0,KY,1925.0
1037,KY,"Clark County, KY",Clark,15891.0,KY,1115.0
1038,KY,"Clay County, KY",Clay,4751.0,KY,448.0
1039,KY,"Clinton County, KY",Clinton,3776.0,KY,202.0
1040,KY,"Crittenden County, KY",Crittenden,3460.0,KY,203.0
1041,KY,"Cumberland County, KY",Cumberland,3112.0,KY,159.0
1042,KY,"Daviess County, KY",Daviess,42911.0,KY,2799.0
1043,KY,"Edmonson County, KY",Edmonson,4247.0,KY,352.0
1044,KY,"Elliott County, KY",Elliott,1769.0,KY,198.0
1045,KY,"Estill County, KY",Estill,4766.0,KY,387.0
1046,KY,"Fayette County, KY",Fayette,162405.0,KY,9879.0
1047,KY,"Fleming County, KY",Fleming,5686.0,KY,449.0
1048,KY,"Floyd County, KY",Floyd,9705.0,KY,983.0
1049,KY,"Franklin County, KY",Franklin,23117.0,KY,1628.0
1050,KY,"Fulton County, KY",Fulton,1854.0,KY,129.0
1051,KY,"Gallatin County, KY",Gallatin,3771.0,KY,241.0
1052,KY,"Garrard County, KY",Garrard,7055.0,KY,473.0
1053,KY,"Grant County, KY",Grant,10707.0,KY,818.0
1054,KY,"Graves County, KY",Graves,14701.0,KY,930.0
1055,KY,"Grayson County, KY",Grayson,9873.0,KY,831.0
1056,KY,"Green County, KY",Green,4866.0,KY,276.0
1057,KY,"Greenup County, KY",Greenup,12064.0,KY,1174.0
1058,KY,"Hancock County, KY",Hancock,3575.0,KY,233.0
1059,KY,"Hardin County, KY",Hardin,44196.0,KY,3385.0
1060,KY,"Harlan County, KY",Harlan,5768.0,KY,780.0
1061,KY,"Harrison County, KY",Harrison,8177.0,KY,535.0
1062,KY,"Hart County, KY",Hart,7198.0,KY,496.0
1063,KY,"Henderson County, KY",Henderson,19643.0,KY,1278.0
1064,KY,"Henry County, KY",Henry,7611.0,KY,460.0
1065,KY,"Hickman County, KY",Hickman,1625.0,KY,95.0
1066,KY,"Hopkins County, KY",Hopkins,16815.0,KY,1334.0
1067,KY,"Jackson County, KY",Jackson,3700.0,KY,351.0
1068,KY,"Jefferson County, KY",Jefferson,363770.0,KY,26717.0
1069,KY,"Jessamine County, KY",Jessamine,24689.0,KY,1471.0
1070,KY,"Johnson County, KY",Johnson,6016.0,KY,573.0
1071,KY,"Kenton County, KY",Kenton,81077.0,KY,4985.0
1072,KY,"Knott County, KY",Knott,3979.0,KY,371.0
1073,KY,"Knox County, KY",Knox,9143.0,KY,819.0
1074,KY,"Larue County, KY",Larue,5417.0,KY,421.0
1075,KY,"Laurel County, KY",Laurel,23130.0,KY,1727.0
1076,KY,"Lawrence County, KY",Lawrence,4784.0,KY,433.0
1077,KY,"Lee County, KY",Lee,1904.0,KY,143.0
1078,KY,"Leslie County, KY",Leslie,2344.0,KY,284.0
1079,KY,"Letcher County, KY",Letcher,5488.0,KY,623.0
1080,KY,"Lewis County, KY",Lewis,4205.0,KY,443.0
1081,KY,"Lincoln County, KY",Lincoln,8578.0,KY,739.0
1082,KY,"Livingston County, KY",Livingston,3268.0,KY,266.0
1083,KY,"Logan County, KY",Logan,11466.0,KY,670.0
1084,KY,"Lyon County, KY",Lyon,2931.0,KY,164.0
1085,KY,"McCracken County, KY",McCracken,26435.0,KY,2051.0
1086,KY,"McCreary County, KY",McCreary,4457.0,KY,350.0
1087,KY,"McLean County, KY",McLean,3796.0,KY,227.0
1088,KY,"Madison County, KY",Madison,43091.0,KY,2764.0
1089,KY,"Magoffin County, KY",Magoffin,2692.0,KY,516.0
1090,KY,"Marion County, KY",Marion,8515.0,KY,718.0
1091,KY,"Marshall County, KY",Marshall,13919.0,KY,912.0
1092,KY,"Martin County, KY",Martin,2208.0,KY,290.0
1093,KY,"Mason County, KY",Mason,6358.0,KY,551.0
1094,KY,"Meade County, KY",Meade,10913.0,KY,836.0
1095,KY,"Menifee County, KY",Menifee,2055.0,KY,201.0
1096,KY,"Mercer County, KY",Mercer,9187.0,KY,720.0
1097,KY,"Metcalfe County, KY",Metcalfe,3704.0,KY,313.0
1098,KY,"Monroe County, KY",Monroe,4318.0,KY,246.0
1099,KY,"Montgomery County, KY",Montgomery,10450.0,KY,905.0
1100,KY,"Morgan County, KY",Morgan,4052.0,KY,300.0
1101,KY,"Muhlenberg County, KY",Muhlenberg,9138.0,KY,866.0
1102,KY,"Nelson County, KY",Nelson,21185.0,KY,1570.0
1103,KY,"Nicholas County, KY",Nicholas,3053.0,KY,222.0
1104,KY,"Ohio County, KY",Ohio,8620.0,KY,669.0
1105,KY,"Oldham County, KY",Oldham,30867.0,KY,1571.0
1106,KY,"Owen County, KY",Owen,4757.0,KY,325.0
1107,KY,"Owsley County, KY",Owsley,982.0,KY,79.0
1108,KY,"Pendleton County, KY",Pendleton,6447.0,KY,356.0
1109,KY,"Perry County, KY",Perry,7453.0,KY,728.0
1110,KY,"Pike County, KY",Pike,17574.0,KY,1622.0
1111,KY,"Powell County, KY",Powell,4698.0,KY,372.0
1112,KY,"Pulaski County, KY",Pulaski,23907.0,KY,1888.0
1113,KY,"Robertson County, KY",Robertson,740.0,KY,48.0
1114,KY,"Rockcastle County, KY",Rockcastle,5971.0,KY,457.0
1115,KY,"Rowan County, KY",Rowan,9191.0,KY,741.0
1116,KY,"Russell County, KY",Russell,5586.0,KY,499.0
1117,KY,"Scott County, KY",Scott,27523.0,KY,1855.0
1118,KY,"Shelby County, KY",Shelby,23817.0,KY,1374.0
1119,KY,"Simpson County, KY",Simpson,7979.0,KY,617.0
1120,KY,"Spencer County, KY",Spencer,9662.0,KY,592.0
1121,KY,"Taylor County, KY",Taylor,12160.0,KY,775.0
1122,KY,"Todd County, KY",Todd,5131.0,KY,260.0
1123,KY,"Trigg County, KY",Trigg,5611.0,KY,419.0
1124,KY,"Trimble County, KY",Trimble,3533.0,KY,256.0
1125,KY,"Union County, KY",Union,5562.0,KY,377.0
1126,KY,"Warren County, KY",Warren,59108.0,KY,4148.0
1127,KY,"Washington County, KY",Washington,5718.0,KY,381.0
1128,KY,"Wayne County, KY",Wayne,6888.0,KY,482.0
1129,KY,"Webster County, KY",Webster,5077.0,KY,347.0
1130,KY,"Whitley County, KY",Whitley,12801.0,KY,983.0
1131,KY,"Wolfe County, KY",Wolfe,1901.0,KY,158.0
1132,KY,"Woodford County, KY",Woodford,14182.0,KY,747.0
1133,LA,Louisiana,Louisiana,1905238.0,LA,171405.0
1134,LA,"Acadia Parish, LA",Acadia,21758.0,LA,1705.0
1135,LA,"Allen Parish, LA",Allen,7682.0,LA,778.0
1136,LA,"Ascension Parish, LA",Ascension,59807.0,LA,4329.0
1137,LA,"Assumption Parish, LA",Assumption,7929.0,LA,893.0
1138,LA,"Avoyelles Parish, LA",Avoyelles,13846.0,LA,1202.0
1139,LA,"Beauregard Parish, LA",Beauregard,13444.0,LA,961.0
1140,LA,"Bienville Parish, LA",Bienville,4999.0,LA,418.0
1141,LA,"Bossier Parish, LA",Bossier,53138.0,LA,3612.0
1142,LA,"Caddo Parish, LA",Caddo,93384.0,LA,9231.0
1143,LA,"Calcasieu Parish, LA",Calcasieu,89236.0,LA,8874.0
1144,LA,"Caldwell Parish, LA",Caldwell,3403.0,LA,267.0
1145,LA,"Cameron Parish, LA",Cameron,3318.0,LA,202.0
1146,LA,"Catahoula Parish, LA",Catahoula,3248.0,LA,247.0
1147,LA,"Claiborne Parish, LA",Claiborne,5133.0,LA,362.0
1148,LA,"Concordia Parish, LA",Concordia,6385.0,LA,564.0
1149,LA,"De Soto Parish, LA",De,9852.0,LA,771.0
1150,LA,"East Baton Rouge Parish, LA",East,211197.0,LA,17777.0
1151,LA,"East Carroll Parish, LA",East,1610.0,LA,214.0
1152,LA,"East Feliciana Parish, LA",East,7244.0,LA,518.0
1153,LA,"Evangeline Parish, LA",Evangeline,11013.0,LA,920.0
1154,LA,"Franklin Parish, LA",Franklin,6783.0,LA,597.0
1155,LA,"Grant Parish, LA",Grant,7635.0,LA,533.0
1156,LA,"Iberia Parish, LA",Iberia,25284.0,LA,2623.0
1157,LA,"Iberville Parish, LA",Iberville,12601.0,LA,1374.0
1158,LA,"Jackson Parish, LA",Jackson,6378.0,LA,360.0
1159,LA,"Jefferson Parish, LA",Jefferson,191934.0,LA,19629.0
1160,LA,"Jefferson Davis Parish, LA",Jefferson,11863.0,LA,964.0
1161,LA,"Lafayette Parish, LA",Lafayette,105742.0,LA,8069.0
1162,LA,"Lafourche Parish, LA",Lafourche,38786.0,LA,2689.0
1163,LA,"LaSalle Parish, LA",LaSalle,6584.0,LA,328.0
1164,LA,"Lincoln Parish, LA",Lincoln,19613.0,LA,1314.0
1165,LA,"Livingston Parish, LA",Livingston,63874.0,LA,4391.0
1166,LA,"Madison Parish, LA",Madison,3272.0,LA,301.0
1167,LA,"Morehouse Parish, LA",Morehouse,9102.0,LA,994.0
1168,LA,"Natchitoches Parish, LA",Natchitoches,15028.0,LA,1101.0
1169,LA,"Orleans Parish, LA",Orleans,159734.0,LA,22134.0
1170,LA,"Ouachita Parish, LA",Ouachita,64663.0,LA,5160.0
1171,LA,"Plaquemines Parish, LA",Plaquemines,8971.0,LA,678.0
1172,LA,"Pointe Coupee Parish, LA",Pointe,8888.0,LA,750.0
1173,LA,"Rapides Parish, LA",Rapides,51714.0,LA,3443.0
1174,LA,"Red River Parish, LA",Red,3389.0,LA,223.0
1175,LA,"Richland Parish, LA",Richland,7518.0,LA,621.0
1176,LA,"Sabine Parish, LA",Sabine,8730.0,LA,506.0
1177,LA,"St. Bernard Parish, LA",St.,17984.0,LA,2038.0
1178,LA,"St. Charles Parish, LA",St.,22715.0,LA,1929.0
1179,LA,"St. Helena Parish, LA",St.,3805.0,LA,494.0
1180,LA,"St. James Parish, LA",St.,8176.0,LA,882.0
1181,LA,"St. John the Baptist Parish, LA",St.,17294.0,LA,2179.0
1182,LA,"St. Landry Parish, LA",St.,29611.0,LA,2807.0
1183,LA,"St. Martin Parish, LA",St.,20268.0,LA,1789.0
1184,LA,"St. Mary Parish, LA",St.,17722.0,LA,1794.0
1185,LA,"St. Tammany Parish, LA",St.,108590.0,LA,7876.0
1186,LA,"Tangipahoa Parish, LA",Tangipahoa,51012.0,LA,5377.0
1187,LA,"Tensas Parish, LA",Tensas,1245.0,LA,114.0
1188,LA,"Terrebonne Parish, LA",Terrebonne,42663.0,LA,3561.0
1189,LA,"Union Parish, LA",Union,8330.0,LA,640.0
1190,LA,"Vermilion Parish, LA",Vermilion,21993.0,LA,1753.0
1191,LA,"Vernon Parish, LA",Vernon,14677.0,LA,1118.0
1192,LA,"Washington Parish, LA",Washington,15299.0,LA,1361.0
1193,LA,"Webster Parish, LA",Webster,12977.0,LA,1111.0
1194,LA,"West Baton Rouge Parish, LA",West,12530.0,LA,972.0
1195,LA,"West Carroll Parish, LA",West,3270.0,LA,367.0
1196,LA,"West Feliciana Parish, LA",West,4989.0,LA,287.0
1197,LA,"Winn Parish, LA",Winn,4377.0,LA,332.0
1198,ME,Maine,Maine,639759.0,ME,36788.0
1199,ME,"Androscoggin County, ME",Androscoggin,51486.0,ME,2984.0
1200,ME,"Aroostook County, ME",Aroostook,27642.0,ME,1613.0
1201,ME,"Cumberland County, ME",Cumberland,152368.0,ME,8495.0
1202,ME,"Franklin County, ME",Franklin,12956.0,ME,839.0
1203,ME,"Hancock County, ME",Hancock,26059.0,ME,1589.0
1204,ME,"Kennebec County, ME",Kennebec,58332.0,ME,3044.0
1205,ME,"Knox County, ME",Knox,18481.0,ME,1054.0
1206,ME,"Lincoln County, ME",Lincoln,15516.0,ME,870.0
1207,ME,"Oxford County, ME",Oxford,24097.0,ME,1718.0
1208,ME,"Penobscot County, ME",Penobscot,70710.0,ME,4007.0
1209,ME,"Piscataquis County, ME",Piscataquis,6760.0,ME,391.0
1210,ME,"Sagadahoc County, ME",Sagadahoc,18348.0,ME,911.0
1211,ME,"Somerset County, ME",Somerset,20563.0,ME,1461.0
1212,ME,"Waldo County, ME",Waldo,18933.0,ME,1028.0
1213,ME,"Washington County, ME",Washington,12575.0,ME,833.0
1214,ME,"York County, ME",York,104935.0,ME,5949.0
1215,MD,Maryland,Maryland,2958287.0,MD,214509.0
1216,MD,"Allegany County, MD",Allegany,28437.0,MD,2398.0
1217,MD,"Anne Arundel County, MD",Anne,292309.0,MD,18104.0
1218,MD,"Baltimore County, MD",Baltimore,415263.0,MD,30432.0
1219,MD,"Calvert County, MD",Calvert,46006.0,MD,2537.0
1220,MD,"Caroline County, MD",Caroline,16469.0,MD,967.0
1221,MD,"Carroll County, MD",Carroll,88333.0,MD,4740.0
1222,MD,"Cecil County, MD",Cecil,48988.0,MD,3095.0
1223,MD,"Charles County, MD",Charles,80309.0,MD,5790.0
1224,MD,"Dorchester County, MD",Dorchester,14923.0,MD,1067.0
1225,MD,"Frederick County, MD",Frederick,124969.0,MD,7898.0
1226,MD,"Garrett County, MD",Garrett,14261.0,MD,1013.0
1227,MD,"Harford County, MD",Harford,130336.0,MD,8001.0
1228,MD,"Howard County, MD",Howard,174916.0,MD,9558.0
1229,MD,"Kent County, MD",Kent,9026.0,MD,638.0
1230,MD,"Montgomery County, MD",Montgomery,513663.0,MD,34735.0
1231,MD,"Prince George's County, MD",Prince,462879.0,MD,41397.0
1232,MD,"Queen Anne's County, MD",Queen,25712.0,MD,1490.0
1233,MD,"St. Mary's County, MD",St.,54513.0,MD,2768.0
1234,MD,"Somerset County, MD",Somerset,7996.0,MD,724.0
1235,MD,"Talbot County, MD",Talbot,16707.0,MD,1069.0
1236,MD,"Washington County, MD",Washington,67799.0,MD,4904.0
1237,MD,"Wicomico County, MD",Wicomico,45722.0,MD,3681.0
1238,MD,"Worcester County, MD",Worcester,22270.0,MD,2799.0
1239,MD,"Baltimore city, MD",Baltimore,256482.0,MD,24705.0
1240,MA,Massachusetts,Massachusetts,3334126.0,MA,324195.0
1241,MA,"Barnstable County, MA",Barnstable,97073.0,MA,11055.0
1242,MA,"Berkshire County, MA",Berkshire,56016.0,MA,5629.0
1243,MA,"Bristol County, MA",Bristol,263456.0,MA,30076.0
1244,MA,"Dukes County, MA",Dukes,8640.0,MA,877.0
1245,MA,"Essex County, MA",Essex,374075.0,MA,40585.0
1246,MA,"Franklin County, MA",Franklin,36565.0,MA,2936.0
1247,MA,"Hampden County, MA",Hampden,197372.0,MA,22887.0
1248,MA,"Hampshire County, MA",Hampshire,79477.0,MA,6184.0
1249,MA,"Middlesex County, MA",Middlesex,818205.0,MA,64193.0
1250,MA,"Nantucket County/town, MA",Nantucket,6873.0,MA,791.0
1251,MA,"Norfolk County, MA",Norfolk,348328.0,MA,31733.0
1252,MA,"Plymouth County, MA",Plymouth,250579.0,MA,26154.0
1253,MA,"Suffolk County, MA",Suffolk,403388.0,MA,43170.0
1254,MA,"Worcester County, MA",Worcester,394081.0,MA,37924.0
1255,MI,Michigan,Michigan,4362728.0,MI,478115.0
1256,MI,"Alcona County, MI",Alcona,3479.0,MI,382.0
1257,MI,"Alger County, MI",Alger,2809.0,MI,338.0
1258,MI,"Allegan County, MI",Allegan,57710.0,MI,4543.0
1259,MI,"Alpena County, MI",Alpena,12224.0,MI,1021.0
1260,MI,"Antrim County, MI",Antrim,9213.0,MI,994.0
1261,MI,"Arenac County, MI",Arenac,5234.0,MI,675.0
1262,MI,"Baraga County, MI",Baraga,2793.0,MI,370.0
1263,MI,"Barry County, MI",Barry,29033.0,MI,2317.0
1264,MI,"Bay County, MI",Bay,45009.0,MI,4564.0
1265,MI,"Benzie County, MI",Benzie,7838.0,MI,817.0
1266,MI,"Berrien County, MI",Berrien,66476.0,MI,6289.0
1267,MI,"Branch County, MI",Branch,18148.0,MI,1591.0
1268,MI,"Calhoun County, MI",Calhoun,55844.0,MI,5994.0
1269,MI,"Cass County, MI",Cass,22327.0,MI,2143.0
1270,MI,"Charlevoix County, MI",Charlevoix,11405.0,MI,1244.0
1271,MI,"Cheboygan County, MI",Cheboygan,8779.0,MI,1498.0
1272,MI,"Chippewa County, MI",Chippewa,14684.0,MI,1437.0
1273,MI,"Clare County, MI",Clare,10440.0,MI,1358.0
1274,MI,"Clinton County, MI",Clinton,37463.0,MI,2626.0
