,State_x,Area_name,First Word of Each County,# Employed,State_y,# Unemployed
422,GA,"Carroll County, GA",Carroll,51009.0,GA,3466.0
423,GA,"Catoosa County, GA",Catoosa,31194.0,GA,1417.0
424,GA,"Charlton County, GA",Charlton,4660.0,GA,182.0
425,GA,"Chatham County, GA",Chatham,129918.0,GA,10713.0
426,GA,"Chattahoochee County, GA",Chattahoochee,1864.0,GA,124.0
427,GA,"Chattooga County, GA",Chattooga,8947.0,GA,820.0
428,GA,"Cherokee County, GA",Cherokee,126581.0,GA,6464.0
429,GA,"Clarke County, GA",Clarke,54453.0,GA,3753.0
430,GA,"Clay County, GA",Clay,785.0,GA,111.0
431,GA,"Clayton County, GA",Clayton,125357.0,GA,14433.0
432,GA,"Clinch County, GA",Clinch,2826.0,GA,117.0
433,GA,"Cobb County, GA",Cobb,389904.0,GA,24453.0
434,GA,"Coffee County, GA",Coffee,17835.0,GA,1103.0
435,GA,"Colquitt County, GA",Colquitt,20938.0,GA,979.0
436,GA,"Columbia County, GA",Columbia,71266.0,GA,3145.0
437,GA,"Cook County, GA",Cook,7718.0,GA,384.0
438,GA,"Coweta County, GA",Coweta,69397.0,GA,4584.0
439,GA,"Crawford County, GA",Crawford,5211.0,GA,277.0
440,GA,"Crisp County, GA",Crisp,8767.0,GA,748.0
441,GA,"Dade County, GA",Dade,7538.0,GA,322.0
442,GA,"Dawson County, GA",Dawson,11735.0,GA,584.0
443,GA,"Decatur County, GA",Decatur,10763.0,GA,541.0
444,GA,"DeKalb County, GA",DeKalb,364209.0,GA,31474.0
445,GA,"Dodge County, GA",Dodge,6542.0,GA,415.0
446,GA,"Dooly County, GA",Dooly,4547.0,GA,378.0
447,GA,"Dougherty County, GA",Dougherty,34469.0,GA,3243.0
448,GA,"Douglas County, GA",Douglas,66930.0,GA,5367.0
449,GA,"Early County, GA",Early,4168.0,GA,256.0
450,GA,"Echols County, GA",Echols,1825.0,GA,74.0
451,GA,"Effingham County, GA",Effingham,29827.0,GA,1573.0
452,GA,"Elbert County, GA",Elbert,7418.0,GA,551.0
453,GA,"Emanuel County, GA",Emanuel,7915.0,GA,603.0
454,GA,"Evans County, GA",Evans,4745.0,GA,257.0
455,GA,"Fannin County, GA",Fannin,10542.0,GA,524.0
456,GA,"Fayette County, GA",Fayette,53389.0,GA,3055.0
457,GA,"Floyd County, GA",Floyd,40522.0,GA,2712.0
458,GA,"Forsyth County, GA",Forsyth,115371.0,GA,5533.0
459,GA,"Franklin County, GA",Franklin,9308.0,GA,584.0
460,GA,"Fulton County, GA",Fulton,512593.0,GA,44639.0
461,GA,"Gilmer County, GA",Gilmer,11401.0,GA,562.0
462,GA,"Glascock County, GA",Glascock,1193.0,GA,51.0
463,GA,"Glynn County, GA",Glynn,35610.0,GA,2605.0
464,GA,"Gordon County, GA",Gordon,26531.0,GA,1531.0
465,GA,"Grady County, GA",Grady,10139.0,GA,462.0
466,GA,"Greene County, GA",Greene,6663.0,GA,417.0
467,GA,"Gwinnett County, GA",Gwinnett,450909.0,GA,30544.0
468,GA,"Habersham County, GA",Habersham,17675.0,GA,1016.0
469,GA,"Hall County, GA",Hall,97133.0,GA,4816.0
470,GA,"Hancock County, GA",Hancock,2309.0,GA,223.0
471,GA,"Haralson County, GA",Haralson,11525.0,GA,720.0
472,GA,"Harris County, GA",Harris,15763.0,GA,764.0
473,GA,"Hart County, GA",Hart,10757.0,GA,616.0
474,GA,"Heard County, GA",Heard,4798.0,GA,334.0
475,GA,"Henry County, GA",Henry,106831.0,GA,8521.0
476,GA,"Houston County, GA",Houston,66769.0,GA,3649.0
477,GA,"Irwin County, GA",Irwin,3276.0,GA,191.0
478,GA,"Jackson County, GA",Jackson,37910.0,GA,1738.0
479,GA,"Jasper County, GA",Jasper,6422.0,GA,334.0
480,GA,"Jeff Davis County, GA",Jeff,5785.0,GA,314.0
481,GA,"Jefferson County, GA",Jefferson,6209.0,GA,449.0
482,GA,"Jenkins County, GA",Jenkins,2978.0,GA,200.0
483,GA,"Johnson County, GA",Johnson,3808.0,GA,198.0
484,GA,"Jones County, GA",Jones,12737.0,GA,609.0
485,GA,"Lamar County, GA",Lamar,7476.0,GA,504.0
486,GA,"Lanier County, GA",Lanier,3529.0,GA,194.0
487,GA,"Laurens County, GA",Laurens,18075.0,GA,1292.0
488,GA,"Lee County, GA",Lee,14081.0,GA,682.0
489,GA,"Liberty County, GA",Liberty,24140.0,GA,1601.0
490,GA,"Lincoln County, GA",Lincoln,3307.0,GA,190.0
491,GA,"Long County, GA",Long,7782.0,GA,357.0
492,GA,"Lowndes County, GA",Lowndes,48484.0,GA,3115.0
493,GA,"Lumpkin County, GA",Lumpkin,15671.0,GA,792.0
494,GA,"McDuffie County, GA",McDuffie,8016.0,GA,679.0
495,GA,"McIntosh County, GA",McIntosh,5609.0,GA,340.0
496,GA,"Macon County, GA",Macon,4303.0,GA,311.0
497,GA,"Madison County, GA",Madison,12302.0,GA,670.0
498,GA,"Marion County, GA",Marion,3029.0,GA,163.0
499,GA,"Meriwether County, GA",Meriwether,8061.0,GA,755.0
500,GA,"Miller County, GA",Miller,2660.0,GA,112.0
501,GA,"Mitchell County, GA",Mitchell,7751.0,GA,538.0
502,GA,"Monroe County, GA",Monroe,12050.0,GA,650.0
503,GA,"Montgomery County, GA",Montgomery,3681.0,GA,210.0
504,GA,"Morgan County, GA",Morgan,8645.0,GA,497.0
505,GA,"Murray County, GA",Murray,14191.0,GA,1159.0
506,GA,"Muscogee County, GA",Muscogee,71209.0,GA,6049.0
507,GA,"Newton County, GA",Newton,48202.0,GA,3699.0
508,GA,"Oconee County, GA",Oconee,18487.0,GA,721.0
509,GA,"Oglethorpe County, GA",Oglethorpe,6464.0,GA,327.0
510,GA,"Paulding County, GA",Paulding,80718.0,GA,4595.0
511,GA,"Peach County, GA",Peach,11084.0,GA,730.0
512,GA,"Pickens County, GA",Pickens,14210.0,GA,717.0
513,GA,"Pierce County, GA",Pierce,8115.0,GA,385.0
514,GA,"Pike County, GA",Pike,8273.0,GA,432.0
515,GA,"Polk County, GA",Polk,17200.0,GA,1092.0
516,GA,"Pulaski County, GA",Pulaski,3797.0,GA,179.0
517,GA,"Putnam County, GA",Putnam,7671.0,GA,539.0
518,GA,"Quitman County, GA",Quitman,748.0,GA,52.0
519,GA,"Rabun County, GA",Rabun,6831.0,GA,384.0
520,GA,"Randolph County, GA",Randolph,2343.0,GA,147.0
521,GA,"Richmond County, GA",Richmond,78649.0,GA,6463.0
522,GA,"Rockdale County, GA",Rockdale,40657.0,GA,3332.0
523,GA,"Schley County, GA",Schley,2052.0,GA,93.0
524,GA,"Screven County, GA",Screven,4635.0,GA,412.0
525,GA,"Seminole County, GA",Seminole,2938.0,GA,155.0
526,GA,"Spalding County, GA",Spalding,26156.0,GA,2149.0
527,GA,"Stephens County, GA",Stephens,9745.0,GA,669.0
528,GA,"Stewart County, GA",Stewart,2367.0,GA,142.0
529,GA,"Sumter County, GA",Sumter,11601.0,GA,924.0
530,GA,"Talbot County, GA",Talbot,2568.0,GA,189.0
531,GA,"Taliaferro County, GA",Taliaferro,492.0,GA,38.0
532,GA,"Tattnall County, GA",Tattnall,9237.0,GA,414.0
533,GA,"Taylor County, GA",Taylor,2563.0,GA,183.0
534,GA,"Telfair County, GA",Telfair,3408.0,GA,374.0
535,GA,"Terrell County, GA",Terrell,3235.0,GA,262.0
536,GA,"Thomas County, GA",Thomas,15874.0,GA,1056.0
537,GA,"Tift County, GA",Tift,19463.0,GA,1037.0
538,GA,"Toombs County, GA",Toombs,11287.0,GA,794.0
539,GA,"Towns County, GA",Towns,3585.0,GA,256.0
540,GA,"Treutlen County, GA",Treutlen,2547.0,GA,163.0
541,GA,"Troup County, GA",Troup,34727.0,GA,2721.0
542,GA,"Turner County, GA",Turner,3028.0,GA,236.0
543,GA,"Twiggs County, GA",Twiggs,2583.0,GA,207.0
544,GA,"Union County, GA",Union,10006.0,GA,458.0
545,GA,"Upson County, GA",Upson,10578.0,GA,750.0
546,GA,"Walker County, GA",Walker,29106.0,GA,1495.0
547,GA,"Walton County, GA",Walton,42476.0,GA,2441.0
548,GA,"Ware County, GA",Ware,14432.0,GA,852.0
549,GA,"Warren County, GA",Warren,2456.0,GA,179.0
550,GA,"Washington County, GA",Washington,6486.0,GA,445.0
551,GA,"Wayne County, GA",Wayne,10894.0,GA,646.0
552,GA,"Webster County, GA",Webster,951.0,GA,57.0
553,GA,"Wheeler County, GA",Wheeler,1492.0,GA,116.0
554,GA,"White County, GA",White,15491.0,GA,706.0
555,GA,"Whitfield County, GA",Whitfield,40137.0,GA,3138.0
556,GA,"Wilcox County, GA",Wilcox,2581.0,GA,156.0
557,GA,"Wilkes County, GA",Wilkes,3464.0,GA,248.0
558,GA,"Wilkinson County, GA",Wilkinson,3587.0,GA,203.0
559,GA,"Worth County, GA",Worth,8369.0,GA,475.0
560,HI,Hawaii,Hawaii,572796.0,HI,75395.0
561,HI,"Hawaii County, HI",Hawaii,78986.0,HI,10133.0
562,HI,"Honolulu County/city, HI",Honolulu,396136.0,HI,44779.0
563,HI,"Kauai County, HI",Kauai,29618.0,HI,5719.0
564,HI,"Maui County, HI",Maui,68056.0,HI,14764.0
565,ID,Idaho,Idaho,844365.0,ID,47786.0
566,ID,"Ada County, ID",Ada,243784.0,ID,13893.0
567,ID,"Adams County, ID",Adams,1594.0,ID,164.0
568,ID,"Bannock County, ID",Bannock,40495.0,ID,2065.0
569,ID,"Bear Lake County, ID",Bear,2946.0,ID,129.0
570,ID,"Benewah County, ID",Benewah,3830.0,ID,310.0
571,ID,"Bingham County, ID",Bingham,22860.0,ID,916.0
572,ID,"Blaine County, ID",Blaine,11679.0,ID,987.0
573,ID,"Boise County, ID",Boise,3321.0,ID,288.0
574,ID,"Bonner County, ID",Bonner,19527.0,ID,1592.0
575,ID,"Bonneville County, ID",Bonneville,55789.0,ID,2347.0
576,ID,"Boundary County, ID",Boundary,5163.0,ID,339.0
577,ID,"Butte County, ID",Butte,1343.0,ID,50.0
578,ID,"Camas County, ID",Camas,651.0,ID,33.0
579,ID,"Canyon County, ID",Canyon,99763.0,ID,6218.0
580,ID,"Caribou County, ID",Caribou,3962.0,ID,148.0
581,ID,"Cassia County, ID",Cassia,11930.0,ID,454.0
582,ID,"Clark County, ID",Clark,363.0,ID,15.0
583,ID,"Clearwater County, ID",Clearwater,2772.0,ID,249.0
584,ID,"Custer County, ID",Custer,2106.0,ID,112.0
585,ID,"Elmore County, ID",Elmore,11321.0,ID,576.0
586,ID,"Franklin County, ID",Franklin,6807.0,ID,253.0
587,ID,"Fremont County, ID",Fremont,7606.0,ID,288.0
588,ID,"Gem County, ID",Gem,7924.0,ID,498.0
589,ID,"Gooding County, ID",Gooding,7944.0,ID,312.0
590,ID,"Idaho County, ID",Idaho,6260.0,ID,449.0
591,ID,"Jefferson County, ID",Jefferson,13659.0,ID,483.0
592,ID,"Jerome County, ID",Jerome,11711.0,ID,487.0
593,ID,"Kootenai County, ID",Kootenai,75654.0,ID,5632.0
594,ID,"Latah County, ID",Latah,18818.0,ID,938.0
595,ID,"Lemhi County, ID",Lemhi,3408.0,ID,243.0
596,ID,"Lewis County, ID",Lewis,1534.0,ID,128.0
597,ID,"Lincoln County, ID",Lincoln,2511.0,ID,156.0
598,ID,"Madison County, ID",Madison,21700.0,ID,606.0
599,ID,"Minidoka County, ID",Minidoka,11194.0,ID,448.0
600,ID,"Nez Perce County, ID",Nez,19780.0,ID,1013.0
601,ID,"Oneida County, ID",Oneida,2244.0,ID,98.0
602,ID,"Owyhee County, ID",Owyhee,5166.0,ID,327.0
603,ID,"Payette County, ID",Payette,11309.0,ID,632.0
604,ID,"Power County, ID",Power,3964.0,ID,168.0
605,ID,"Shoshone County, ID",Shoshone,4946.0,ID,498.0
606,ID,"Teton County, ID",Teton,6256.0,ID,376.0
607,ID,"Twin Falls County, ID",Twin,39083.0,ID,2167.0
608,ID,"Valley County, ID",Valley,5195.0,ID,448.0
609,ID,"Washington County, ID",Washington,4496.0,ID,256.0
610,IL,Illinois,Illinois,5657532.0,IL,591615.0
611,IL,"Adams County, IL",Adams,29287.0,IL,1972.0
612,IL,"Alexander County, IL",Alexander,1730.0,IL,188.0
613,IL,"Bond County, IL",Bond,6972.0,IL,512.0
614,IL,"Boone County, IL",Boone,22720.0,IL,2860.0
615,IL,"Brown County, IL",Brown,2881.0,IL,115.0
616,IL,"Bureau County, IL",Bureau,15124.0,IL,1239.0
617,IL,"Calhoun County, IL",Calhoun,2059.0,IL,169.0
618,IL,"Carroll County, IL",Carroll,6844.0,IL,532.0
619,IL,"Cass County, IL",Cass,5426.0,IL,387.0
620,IL,"Champaign County, IL",Champaign,101732.0,IL,6993.0
621,IL,"Christian County, IL",Christian,12497.0,IL,1101.0
622,IL,"Clark County, IL",Clark,6752.0,IL,579.0
623,IL,"Clay County, IL",Clay,5646.0,IL,585.0
624,IL,"Clinton County, IL",Clinton,18642.0,IL,1154.0
625,IL,"Coles County, IL",Coles,21432.0,IL,1716.0
626,IL,"Cook County, IL",Cook,2258453.0,IL,281454.0
627,IL,"Crawford County, IL",Crawford,7882.0,IL,590.0
628,IL,"Cumberland County, IL",Cumberland,5606.0,IL,338.0
629,IL,"DeKalb County, IL",DeKalb,48678.0,IL,4353.0
630,IL,"De Witt County, IL",De,6656.0,IL,464.0
631,IL,"Douglas County, IL",Douglas,9474.0,IL,562.0
632,IL,"DuPage County, IL",DuPage,445824.0,IL,38391.0
633,IL,"Edgar County, IL",Edgar,8311.0,IL,588.0
634,IL,"Edwards County, IL",Edwards,2462.0,IL,219.0
635,IL,"Effingham County, IL",Effingham,17988.0,IL,1277.0
636,IL,"Fayette County, IL",Fayette,8977.0,IL,723.0
637,IL,"Ford County, IL",Ford,5834.0,IL,402.0
638,IL,"Franklin County, IL",Franklin,14299.0,IL,1686.0
639,IL,"Fulton County, IL",Fulton,13364.0,IL,1251.0
640,IL,"Gallatin County, IL",Gallatin,1846.0,IL,186.0
641,IL,"Greene County, IL",Greene,5522.0,IL,382.0
642,IL,"Grundy County, IL",Grundy,22138.0,IL,2131.0
643,IL,"Hamilton County, IL",Hamilton,3944.0,IL,281.0
644,IL,"Hancock County, IL",Hancock,7521.0,IL,560.0
645,IL,"Hardin County, IL",Hardin,1171.0,IL,118.0
646,IL,"Henderson County, IL",Henderson,3298.0,IL,246.0
647,IL,"Henry County, IL",Henry,22061.0,IL,1864.0
648,IL,"Iroquois County, IL",Iroquois,12738.0,IL,844.0
649,IL,"Jackson County, IL",Jackson,25146.0,IL,2105.0
650,IL,"Jasper County, IL",Jasper,4315.0,IL,276.0
651,IL,"Jefferson County, IL",Jefferson,15279.0,IL,1714.0
652,IL,"Jersey County, IL",Jersey,9883.0,IL,795.0
653,IL,"Jo Daviess County, IL",Jo,9560.0,IL,866.0
654,IL,"Johnson County, IL",Johnson,3732.0,IL,366.0
655,IL,"Kane County, IL",Kane,237738.0,IL,23911.0
656,IL,"Kankakee County, IL",Kankakee,49164.0,IL,4770.0
657,IL,"Kendall County, IL",Kendall,60839.0,IL,5547.0
658,IL,"Knox County, IL",Knox,19285.0,IL,1825.0
659,IL,"Lake County, IL",Lake,335133.0,IL,29411.0
660,IL,"LaSalle County, IL",LaSalle,47699.0,IL,4964.0
661,IL,"Lawrence County, IL",Lawrence,5276.0,IL,505.0
662,IL,"Lee County, IL",Lee,15982.0,IL,1172.0
663,IL,"Livingston County, IL",Livingston,14840.0,IL,1069.0
664,IL,"Logan County, IL",Logan,11305.0,IL,817.0
665,IL,"McDonough County, IL",McDonough,11908.0,IL,911.0
666,IL,"McHenry County, IL",McHenry,145249.0,IL,13157.0
667,IL,"McLean County, IL",McLean,79341.0,IL,5762.0
668,IL,"Macon County, IL",Macon,42512.0,IL,4665.0
669,IL,"Macoupin County, IL",Macoupin,20596.0,IL,1523.0
670,IL,"Madison County, IL",Madison,121270.0,IL,10182.0
671,IL,"Marion County, IL",Marion,15523.0,IL,1591.0
672,IL,"Marshall County, IL",Marshall,4710.0,IL,375.0
673,IL,"Mason County, IL",Mason,5440.0,IL,476.0
674,IL,"Massac County, IL",Massac,4883.0,IL,541.0
675,IL,"Menard County, IL",Menard,5710.0,IL,391.0
676,IL,"Mercer County, IL",Mercer,7072.0,IL,617.0
677,IL,"Monroe County, IL",Monroe,17363.0,IL,1023.0
678,IL,"Montgomery County, IL",Montgomery,10455.0,IL,998.0
679,IL,"Morgan County, IL",Morgan,14784.0,IL,1089.0
680,IL,"Moultrie County, IL",Moultrie,6925.0,IL,367.0
681,IL,"Ogle County, IL",Ogle,22199.0,IL,1962.0
682,IL,"Peoria County, IL",Peoria,75016.0,IL,8668.0
683,IL,"Perry County, IL",Perry,7330.0,IL,763.0
684,IL,"Piatt County, IL",Piatt,8009.0,IL,453.0
685,IL,"Pike County, IL",Pike,6348.0,IL,405.0
686,IL,"Pope County, IL",Pope,1513.0,IL,130.0
687,IL,"Pulaski County, IL",Pulaski,1562.0,IL,206.0
688,IL,"Putnam County, IL",Putnam,2698.0,IL,244.0
689,IL,"Randolph County, IL",Randolph,12786.0,IL,978.0
690,IL,"Richland County, IL",Richland,6864.0,IL,498.0
691,IL,"Rock Island County, IL",Rock,62443.0,IL,6472.0
692,IL,"St. Clair County, IL",St.,113836.0,IL,11319.0
693,IL,"Saline County, IL",Saline,8605.0,IL,929.0
694,IL,"Sangamon County, IL",Sangamon,88916.0,IL,7953.0
695,IL,"Schuyler County, IL",Schuyler,2933.0,IL,193.0
696,IL,"Scott County, IL",Scott,2194.0,IL,155.0
697,IL,"Shelby County, IL",Shelby,9596.0,IL,660.0
698,IL,"Stark County, IL",Stark,2200.0,IL,173.0
699,IL,"Stephenson County, IL",Stephenson,19560.0,IL,1546.0
700,IL,"Tazewell County, IL",Tazewell,56948.0,IL,5029.0
701,IL,"Union County, IL",Union,6610.0,IL,582.0
702,IL,"Vermilion County, IL",Vermilion,29671.0,IL,2871.0
703,IL,"Wabash County, IL",Wabash,5242.0,IL,476.0
704,IL,"Warren County, IL",Warren,7587.0,IL,498.0
705,IL,"Washington County, IL",Washington,9072.0,IL,504.0
706,IL,"Wayne County, IL",Wayne,6230.0,IL,565.0
707,IL,"White County, IL",White,5671.0,IL,466.0
708,IL,"Whiteside County, IL",Whiteside,25461.0,IL,2212.0
709,IL,"Will County, IL",Will,311763.0,IL,32572.0
710,IL,"Williamson County, IL",Williamson,28794.0,IL,2739.0
711,IL,"Winnebago County, IL",Winnebago,120253.0,IL,15506.0
712,IL,"Woodford County, IL",Woodford,16917.0,IL,1095.0
713,IN,Indiana,Indiana,3082982.0,IN,236028.0
714,IN,"Adams County, IN",Adams,15836.0,IN,935.0
715,IN,"Allen County, IN",Allen,170783.0,IN,14203.0
716,IN,"Bartholomew County, IN",Bartholomew,40975.0,IN,2827.0
717,IN,"Benton County, IN",Benton,4047.0,IN,221.0
718,IN,"Blackford County, IN",Blackford,4442.0,IN,384.0
719,IN,"Boone County, IN",Boone,34064.0,IN,1522.0
720,IN,"Brown County, IN",Brown,7062.0,IN,506.0
721,IN,"Carroll County, IN",Carroll,9076.0,IN,583.0
722,IN,"Cass County, IN",Cass,16360.0,IN,1191.0
723,IN,"Clark County, IN",Clark,56726.0,IN,4412.0
724,IN,"Clay County, IN",Clay,10689.0,IN,761.0
725,IN,"Clinton County, IN",Clinton,15886.0,IN,939.0
726,IN,"Crawford County, IN",Crawford,4506.0,IN,343.0
727,IN,"Daviess County, IN",Daviess,15891.0,IN,632.0
728,IN,"Dearborn County, IN",Dearborn,23482.0,IN,1742.0
729,IN,"Decatur County, IN",Decatur,13813.0,IN,1115.0
730,IN,"DeKalb County, IN",DeKalb,20591.0,IN,1525.0
731,IN,"Delaware County, IN",Delaware,48633.0,IN,3833.0
732,IN,"Dubois County, IN",Dubois,21569.0,IN,1026.0
733,IN,"Elkhart County, IN",Elkhart,102155.0,IN,8339.0
734,IN,"Fayette County, IN",Fayette,7700.0,IN,843.0
735,IN,"Floyd County, IN",Floyd,38422.0,IN,2671.0
736,IN,"Fountain County, IN",Fountain,7247.0,IN,505.0
737,IN,"Franklin County, IN",Franklin,10608.0,IN,662.0
738,IN,"Fulton County, IN",Fulton,9040.0,IN,640.0
739,IN,"Gibson County, IN",Gibson,18332.0,IN,1205.0
740,IN,"Grant County, IN",Grant,29538.0,IN,1996.0
741,IN,"Greene County, IN",Greene,12442.0,IN,822.0
742,IN,"Hamilton County, IN",Hamilton,174455.0,IN,8524.0
743,IN,"Hancock County, IN",Hancock,38084.0,IN,2279.0
744,IN,"Harrison County, IN",Harrison,18626.0,IN,1248.0
745,IN,"Hendricks County, IN",Hendricks,84885.0,IN,4501.0
746,IN,"Henry County, IN",Henry,20424.0,IN,1442.0
747,IN,"Howard County, IN",Howard,32921.0,IN,4010.0
748,IN,"Huntington County, IN",Huntington,16846.0,IN,1186.0
749,IN,"Jackson County, IN",Jackson,21416.0,IN,1650.0
750,IN,"Jasper County, IN",Jasper,14490.0,IN,1093.0
751,IN,"Jay County, IN",Jay,8224.0,IN,577.0
752,IN,"Jefferson County, IN",Jefferson,13858.0,IN,1107.0
753,IN,"Jennings County, IN",Jennings,12549.0,IN,1033.0
754,IN,"Johnson County, IN",Johnson,77712.0,IN,4623.0
755,IN,"Knox County, IN",Knox,17148.0,IN,1080.0
756,IN,"Kosciusko County, IN",Kosciusko,38879.0,IN,2541.0
757,IN,"LaGrange County, IN",LaGrange,17945.0,IN,1233.0
758,IN,"Lake County, IN",Lake,201989.0,IN,23196.0
759,IN,"LaPorte County, IN",LaPorte,42924.0,IN,4520.0
760,IN,"Lawrence County, IN",Lawrence,19252.0,IN,1435.0
761,IN,"Madison County, IN",Madison,54137.0,IN,4621.0
762,IN,"Marion County, IN",Marion,456145.0,IN,38918.0
763,IN,"Marshall County, IN",Marshall,21190.0,IN,1456.0
764,IN,"Martin County, IN",Martin,5181.0,IN,229.0
765,IN,"Miami County, IN",Miami,13772.0,IN,1237.0
766,IN,"Monroe County, IN",Monroe,64390.0,IN,3765.0
767,IN,"Montgomery County, IN",Montgomery,17580.0,IN,958.0
768,IN,"Morgan County, IN",Morgan,33693.0,IN,1912.0
769,IN,"Newton County, IN",Newton,6139.0,IN,452.0
770,IN,"Noble County, IN",Noble,20804.0,IN,1905.0
771,IN,"Ohio County, IN",Ohio,2924.0,IN,233.0
772,IN,"Orange County, IN",Orange,7558.0,IN,941.0
773,IN,"Owen County, IN",Owen,8447.0,IN,568.0
774,IN,"Parke County, IN",Parke,6468.0,IN,376.0
775,IN,"Perry County, IN",Perry,8495.0,IN,594.0
776,IN,"Pike County, IN",Pike,5782.0,IN,362.0
777,IN,"Porter County, IN",Porter,77220.0,IN,6767.0
778,IN,"Posey County, IN",Posey,12202.0,IN,632.0
779,IN,"Pulaski County, IN",Pulaski,6007.0,IN,388.0
780,IN,"Putnam County, IN",Putnam,15318.0,IN,1018.0
781,IN,"Randolph County, IN",Randolph,10456.0,IN,735.0
782,IN,"Ripley County, IN",Ripley,12991.0,IN,884.0
783,IN,"Rush County, IN",Rush,8191.0,IN,547.0
784,IN,"St. Joseph County, IN",St.,122197.0,IN,11188.0
785,IN,"Scott County, IN",Scott,9606.0,IN,878.0
786,IN,"Shelby County, IN",Shelby,21443.0,IN,1643.0
787,IN,"Spencer County, IN",Spencer,9754.0,IN,579.0
788,IN,"Starke County, IN",Starke,8947.0,IN,783.0
789,IN,"Steuben County, IN",Steuben,18673.0,IN,1242.0
790,IN,"Sullivan County, IN",Sullivan,7352.0,IN,551.0
791,IN,"Switzerland County, IN",Switzerland,4394.0,IN,388.0
792,IN,"Tippecanoe County, IN",Tippecanoe,88211.0,IN,5936.0
793,IN,"Tipton County, IN",Tipton,8465.0,IN,554.0
794,IN,"Union County, IN",Union,3254.0,IN,189.0
795,IN,"Vanderburgh County, IN",Vanderburgh,85014.0,IN,6559.0
796,IN,"Vermillion County, IN",Vermillion,6094.0,IN,496.0
797,IN,"Vigo County, IN",Vigo,42198.0,IN,3616.0
798,IN,"Wabash County, IN",Wabash,13615.0,IN,884.0
799,IN,"Warren County, IN",Warren,3785.0,IN,216.0
800,IN,"Warrick County, IN",Warrick,29930.0,IN,1724.0
801,IN,"Washington County, IN",Washington,12533.0,IN,932.0
802,IN,"Wayne County, IN",Wayne,27951.0,IN,2038.0
803,IN,"Wells County, IN",Wells,13211.0,IN,795.0
804,IN,"White County, IN",White,12586.0,IN,668.0
805,IN,"Whitley County, IN",Whitley,16139.0,IN,1016.0
806,IA,Iowa,Iowa,1578765.0,IA,87655.0
807,IA,"Adair County, IA",Adair,4013.0,IA,166.0
808,IA,"Adams County, IA",Adams,1952.0,IA,77.0
809,IA,"Allamakee County, IA",Allamakee,6675.0,IA,359.0
810,IA,"Appanoose County, IA",Appanoose,5601.0,IA,313.0
811,IA,"Audubon County, IA",Audubon,2908.0,IA,103.0
812,IA,"Benton County, IA",Benton,12272.0,IA,652.0
813,IA,"Black Hawk County, IA",Black,63173.0,IA,4145.0
814,IA,"Boone County, IA",Boone,13880.0,IA,588.0
815,IA,"Bremer County, IA",Bremer,12967.0,IA,533.0
816,IA,"Buchanan County, IA",Buchanan,10588.0,IA,507.0
817,IA,"Buena Vista County, IA",Buena,11217.0,IA,426.0
818,IA,"Butler County, IA",Butler,7317.0,IA,358.0
819,IA,"Calhoun County, IA",Calhoun,3928.0,IA,168.0
820,IA,"Carroll County, IA",Carroll,10129.0,IA,417.0
821,IA,"Cass County, IA",Cass,6489.0,IA,263.0
822,IA,"Cedar County, IA",Cedar,9915.0,IA,453.0
823,IA,"Cerro Gordo County, IA",Cerro,21893.0,IA,1203.0
824,IA,"Cherokee County, IA",Cherokee,5958.0,IA,234.0
825,IA,"Chickasaw County, IA",Chickasaw,5976.0,IA,295.0
826,IA,"Clarke County, IA",Clarke,4504.0,IA,257.0
827,IA,"Clay County, IA",Clay,7958.0,IA,378.0
828,IA,"Clayton County, IA",Clayton,9150.0,IA,553.0
829,IA,"Clinton County, IA",Clinton,20509.0,IA,1480.0
830,IA,"Crawford County, IA",Crawford,7515.0,IA,416.0
831,IA,"Dallas County, IA",Dallas,47621.0,IA,1785.0
832,IA,"Davis County, IA",Davis,3943.0,IA,165.0
833,IA,"Decatur County, IA",Decatur,4104.0,IA,162.0
834,IA,"Delaware County, IA",Delaware,9969.0,IA,412.0
835,IA,"Des Moines County, IA",Des,17222.0,IA,1387.0
836,IA,"Dickinson County, IA",Dickinson,9255.0,IA,497.0
837,IA,"Dubuque County, IA",Dubuque,51666.0,IA,3211.0
838,IA,"Emmet County, IA",Emmet,4797.0,IA,250.0
839,IA,"Fayette County, IA",Fayette,9735.0,IA,564.0
840,IA,"Floyd County, IA",Floyd,7751.0,IA,499.0
841,IA,"Franklin County, IA",Franklin,5385.0,IA,212.0
842,IA,"Fremont County, IA",Fremont,3597.0,IA,115.0
843,IA,"Greene County, IA",Greene,5107.0,IA,226.0
844,IA,"Grundy County, IA",Grundy,5999.0,IA,274.0
845,IA,"Guthrie County, IA",Guthrie,5140.0,IA,269.0
846,IA,"Hamilton County, IA",Hamilton,6480.0,IA,299.0
847,IA,"Hancock County, IA",Hancock,5495.0,IA,269.0
848,IA,"Hardin County, IA",Hardin,7407.0,IA,360.0
849,IA,"Harrison County, IA",Harrison,6776.0,IA,284.0
850,IA,"Henry County, IA",Henry,9060.0,IA,504.0
851,IA,"Howard County, IA",Howard,4844.0,IA,226.0
852,IA,"Humboldt County, IA",Humboldt,4730.0,IA,209.0
853,IA,"Ida County, IA",Ida,3824.0,IA,142.0
854,IA,"Iowa County, IA",Iowa,9565.0,IA,444.0
855,IA,"Jackson County, IA",Jackson,9975.0,IA,647.0
